Account ID,Account Name,State,Entity Type,Owner,Population,Account Status,Tier,SQO Points,Lat,Lng,Starbridge Buyer ID,Opp Status,Stage,Funnel Position,Sourced By,Discovery Call Date,Created Date,ARR,Previously Lost,Total Calls,Last Call Date,Calls - Catherine Silvestri,Calls - Ali Cohen,Calls - Ryan Minter,Calls - Lucy Nemerov,Calls - Leila Assil,Calls - Joe del Rosario,Calls - Alicia Gopal,Calls - Jenny Allison,Calls - Mihir Shah,Calls - Nick Martino,Salesforce ID
001Hr000028ZcX3,County of Merced,California,County,Catherine Silvestri,279150,,Tier S,2.0,37.201,-120.712,69439944-ce68-4d91-b140-d688ca105041,,,,,,,,,4,2026-05-11,4,,,,,,,,,,
001Hr000028ZcX9,"City Of Mill Valley, CA",California,Municipality,Lucy Nemerov,14105,,Tier 2,1.0,37.9003,-122.5287,5ee0e5dc-1f64-4f75-92cc-a78dc1012a6f,,,,,,,,,4,2026-04-21,,,,2,2,,,,,,
001Hr000028ZcXI,City of Yucaipa,California,Municipality,Alicia Gopal,54312,,Tier S,2.0,34.0336,-117.0431,75a31d42-0079-486b-a5c2-f5b845d37b01,,,,,,,,,28,2026-05-22,,,18,,,,10,,,,
001Hr000028ZcXJ,"City Of San Clemente, CA",California,Municipality,Alicia Gopal,63896,,Tier S,2.0,33.4274,-117.6126,1d6386e3-24a2-4946-b153-820aa74927a2,,,,,,,,,30,2026-05-21,13,,9,,,,8,,,,
001Hr000028ZcXN,"City Of Lake Elsinore, CA",California,Municipality,Alicia Gopal,71563,,Tier S,2.0,33.668,-117.3277,f9ed7dea-8866-4471-92a1-2a1bd43687e0,,,,,,,,,14,2025-09-22,,,14,,,,,,,,
001Hr000028ZcXb,City of Fontana,California,Municipality,Alicia Gopal,208087,,Tier S,2.0,34.0922,-117.435,091d9778-21b9-4dc7-9090-14d6ab184704,,,,,,,,,,,,,,,,,,,,,
001Hr000028ZcXg,City of San Bernardino,California,Municipality,Catherine Silvestri,220821,Open Opportunity,Tier S,2.0,34.1046,-117.2919,8a9a6a0a-b989-42e8-bc24-082778f8709b,Open,Initial Interest,Top of Funnel,Ali Cohen,,12/10/2025,,,3,2025-12-11,,3,,,,,,,,,
001Hr000028ZcXq,City of Rancho Cucamonga,California,Municipality,Catherine Silvestri,173946,Open Opportunity,Tier S,2.0,34.1064,-117.5931,e2e288e3-0485-4015-81ec-f32443af2e21,Open,Initial Interest,Top of Funnel,Jenny Allison,,10/29/2025,,,14,2026-05-12,13,,,,,,,1,,,
001Hr000028ZcXy,City of Berkeley,California,Municipality,Lucy Nemerov,119607,,Tier S,2.0,37.8715,-122.273,5afe9d3d-d6c8-4d28-aee6-dcc2bf6d2c74,,,,,,,,,1,2026-03-03,,1,,,,,,,,,
001Hr000028ZcY1,City of Riverside,California,Municipality,Alicia Gopal,314858,,Tier S,2.0,33.9825,-117.3758,d46a7ca5-0ea1-4f3f-84df-3f1021f43dc4,,,,,,,,,,,,,,,,,,,,,
001Hr000028ZcY5,"City Of Redlands, CA",California,Municipality,Alicia Gopal,73288,Open Opportunity,Tier S,2.0,34.0556,-117.1825,7f8ed4b6-1fd4-4970-8bcd-1c5c0a381ea3,Open,Initial Interest,Top of Funnel,Ryan Minter,,6/26/2025,,,45,2026-05-21,24,,13,,,,8,,,,
001Hr000028ZcY6,"City Of Holtville, CA",California,Municipality,Alicia Gopal,5582,,Tier 3,0.75,32.8112,-115.3803,6d87b44d-ffca-414e-855d-20b50a653c19,,,,,,,,,,,,,,,,,,,,,
001Hr000028ZcYG,San Benito County,California,County,Catherine Silvestri,63329,,Tier S,2.0,36.5761,-120.9876,26f332db-7b9b-49a7-a3d5-c8975bae6b99,,,,,,,,,15,2026-02-20,1,,14,,,,,,,,
001Hr000028ZcYK,"City Of Rocklin, CA",California,Municipality,Lucy Nemerov,72975,Nurture,Tier S,2.0,38.7907,-121.2358,d57b57b6-aece-48f2-bd26-a7bcb5cfb497,Closed Lost,,,Ryan Minter,9/22/2025,9/15/2025,,,6,2025-09-22,,,6,,,,,,,,
001Hr000028ZcYP,"City Of San Ramon, CA",California,Municipality,Lucy Nemerov,86947,,Tier S,2.0,37.7644,-121.954,c7fd91fa-a8a9-480a-992c-eb099fad3d26,,,,,,,,,36,2026-03-30,25,,11,,,,,,,,
001Hr000028ZcYR,"City Of Williams, CA",California,Municipality,Lucy Nemerov,5615,,Tier 3,0.75,39.1546,-122.1494,db99ce5a-3b8d-45b5-b6eb-3126314563ec,,,,,,,,,8,2026-05-07,,,,8,,,,,,,
001Hr000028ZcYV,City of Menifee,California,Municipality,Alicia Gopal,101089,Open Opportunity,Tier S,2.0,33.6971,-117.1853,5e17b08f-e071-49e4-905f-568a4855dfc3,Open,Initial Interest,Top of Funnel,Ali Cohen,1/28/2026,1/22/2026,,,45,2026-02-19,,45,,,,,,,,,
001Hr000028ZcYp,County of Lake,California,County,Lucy Nemerov,67749,,Tier S,2.0,39.084,-122.8084,b2462629-89b5-4b0e-8bb8-153419e5cb1b,,,,,,,,,8,2025-06-30,,,8,,,,,,,,
001Hr000028ZcYs,"City Of Mendota, CA",California,Municipality,Catherine Silvestri,12735,,Tier 2,1.0,36.7536,-120.3816,a6ab19e3-cbb8-4203-bc77-159ced91870d,,,,,,,,,17,2026-04-20,9,,8,,,,,,,,
001Hr000028ZcYt,"City Of Newport Beach, CA",California,Municipality,Alicia Gopal,84792,Open Opportunity,Tier S,2.0,33.6042,-117.8739,b03d46fa-d83a-4f19-a70e-3dd37dd2bbf0,Open,Initial Interest,Top of Funnel,Ali Cohen,,4/17/2026,,,10,2026-04-30,1,1,8,,,,,,,,
001Hr000028ZcZ3,"City Of Laguna Niguel, CA",California,Municipality,Alicia Gopal,64239,,Tier S,2.0,33.5237,-117.7149,3ef7afd7-d73b-4abd-9ffd-b2fdfd76c552,,,,,,,,,38,2026-03-02,21,,17,,,,,,,,
001Hr000028ZcZ7,"City Of Fillmore, CA",California,Municipality,Catherine Silvestri,16496,Implementation,Tier 2,1.0,34.3992,-118.9182,b17ec183-3b8c-460c-b945-2b8af68c6c7d,Closed Won,,,Ali Cohen,12/1/2025,11/19/2025,"$25,000",,29,2026-01-13,,24,,,5,,,,,,
001Hr000028ZcZE,Humboldt County,California,County,Lucy Nemerov,137014,,Tier S,2.0,40.745,-123.8695,799d4d52-2196-4042-a0ed-890a4964f60c,,,,,,,,,15,2026-02-26,,15,,,,,,,,,
001Hr000028ZcZN,"City Of Hemet, CA",California,Municipality,Alicia Gopal,90436,,Tier S,2.0,33.7475,-116.972,8ff47ca3-1c4b-4d08-9065-2013ef8e97f8,,,,,,,,,2,2025-08-13,,,2,,,,,,,,
001Hr000028ZcZd,Placer County,California,County,Lucy Nemerov,400330,,Tier S,2.0,39.0916,-120.8039,45456f69-0f0e-4057-a2b8-785fee464296,,,,,,,,,,,,,,,,,,,,,
001Hr000028ZcZg,"Town Of Fairfax, CA",California,Municipality,Lucy Nemerov,7476,Open Opportunity,Tier 3,0.75,37.9871,-122.5889,570ee020-bfeb-4462-929b-9ca5848ba390,Open,Initial Interest,Top of Funnel,Catherine Silvestri,,4/22/2026,,,51,2026-05-12,33,,,,,18,,,,,
001Hr000028Zca1,Tulare County,California,County,Ali Cohen,470999,Nurture,Tier S,2.0,36.1342,-118.8597,d62f0ddf-6f9b-4887-84dc-d40dd0e44de2,Closed Lost,,,Ali Cohen,12/1/2025,11/20/2025,,,10,2025-11-19,,10,,,,,,,,,
001Hr000028Zca6,Yolo County,California,County,Lucy Nemerov,216703,,Tier S,2.0,38.7646,-121.9018,78fd2d5a-1c69-4864-bdcd-f9b8d9590a68,,,,,,,,,3,2026-05-15,,,,3,,,,,,,
001Hr000028ZcaB,Napa County,California,County,Lucy Nemerov,138795,,Tier S,2.0,38.5025,-122.2654,ba365d79-343f-4ed5-96a1-6c5ae4fd7a4f,,,,,,,,,39,2026-01-26,,39,,,,,,,,,
001Hr000028ZcaG,County of Santa Barbara,California,County,Catherine Silvestri,447651,,Tier S,2.0,34.4208,-119.6984,d6d4a55b-f545-4954-ba80-1ac8d0cf7ce5,,,,,,,,,16,2026-03-11,,16,,,,,,,,,
001Hr000028ZcaL,Monterey County,California,County,Catherine Silvestri,438953,,Tier S,2.0,36.6002,-121.8947,0d0c0a20-5ecf-40d1-bbf4-38a6c4a2d1b2,,,,,,,,,14,2026-04-22,,14,,,,,,,,,
001Hr000028ZcaP,"City Of Hughson, CA",California,Municipality,Lucy Nemerov,7518,,Tier 3,0.75,37.602,-120.8653,6e125401-b5bf-4d9c-8a96-8b0ddf28519e,,,,,,,,,14,2026-05-20,,,,8,6,,,,,,
001Hr000028ZcaQ,County of Marin,California,County,Lucy Nemerov,262387,,Tier S,2.0,38.0834,-122.7633,50888d35-ce41-4957-b605-305f2a7d8322,,,,,,,,,13,2026-02-23,,13,,,,,,,,,
001Hr000028ZcaV,Imperial County,California,County,Alicia Gopal,180051,,Tier S,2.0,33.0114,-115.4734,00a08720-cbaa-40a5-bb1c-cf7073c27c3d,,,,,,,,,7,2025-12-11,,7,,,,,,,,,
001Hr000028Zcag,"City Of Hawaiian Gardens, CA",California,Municipality,Alicia Gopal,13806,,Tier 2,1.0,33.8314,-118.0728,3baadd77-d527-4d80-84dd-af634c9f25b1,,,,,,,,,2,2026-02-03,1,,,,,1,,,,,
001Hr000028Zcah,"City Of Parlier, CA",California,Municipality,Catherine Silvestri,14691,,Tier 2,1.0,36.6116,-119.5271,96692ba5-d943-4b01-9b9e-66946706eb74,,,,,,,,,16,2025-10-21,,16,,,,,,,,,
001Hr000028Zcan,"City Of Dos Palos, CA",California,Municipality,Lucy Nemerov,5775,,Tier 3,0.75,36.9861,-120.6266,12bd6ff3-50f9-4db4-9435-6ee28492052f,,,,,,,,,5,2025-06-27,,,,,5,,,,,,
001Hr000028ZcbK,"City Of Willows, CA",California,Municipality,Lucy Nemerov,6244,,Tier 3,0.75,39.5243,-122.1936,8aecda15-4ff8-4c30-b77c-4741c8197860,,,,,,,,,15,2026-05-22,3,,,2,,10,,,,,
001Hr000028ZccS,"City Of Huron, CA",California,Municipality,Catherine Silvestri,6222,Implementation,Tier 3,0.75,36.2027,-120.1029,e8f10bea-e0e4-4e07-8dfe-cdd7593dc4bb,Closed Won,,,Liam Shaw,8/28/2024,1/5/2025,"$10,000",,,,,,,,,,,,,,
001Hr000028ZccZ,"City Of Anderson, CA",California,Municipality,Lucy Nemerov,11386,Open Opportunity,Tier 2,1.0,40.4482,-122.2978,9ccc572c-2206-4965-bf8d-268d690dbc5d,Open,Initial Interest,Top of Funnel,Lucy Nemerov,,5/22/2026,,,23,2026-05-22,,11,,12,,,,,,,
001Hr000028Zccj,"City Of Corning, CA",California,Municipality,Lucy Nemerov,8209,,Tier 3,0.75,39.9277,-122.1792,c201da61-7f22-4eed-a427-0d7595a1e16d,,,,,,,,,4,2026-05-13,2,,,2,,,,,,,
001Hr000028Zcd6,"City Of Signal Hill, CA",California,Municipality,Alicia Gopal,11563,Open Opportunity,Tier 2,1.0,33.8045,-118.1678,84871926-d2ac-4b6a-9384-3c57576a2c1a,Open,Proposal,Mid Funnel,Catherine Silvestri,3/31/2026,3/19/2026,"$34,000",,2,2026-03-19,2,,,,,,,,,,
001Hr000028Zcdm,"City Of Albany, CA",California,Municipality,Lucy Nemerov,19488,Open Opportunity,Tier 2,1.0,37.8867,-122.2978,1a742ec2-73a1-4dd8-bd07-5a314039b308,Open,Initial Interest,Top of Funnel,Leila Assil,,1/29/2025,,Yes,1,2025-12-18,,1,,,,,,,,,
001Hr000028Zcdv,"City Of Culver City, CA",California,Municipality,Alicia Gopal,39970,Open Opportunity,Tier 1,1.5,34.0211,-118.3968,47f284df-4661-482d-a135-00b5c7156f20,Open,Initial Interest,Top of Funnel,Ali Cohen,3/5/2026,2/24/2026,,,11,2026-03-04,,11,,,,,,,,,
001Hr000028ZceJ,"City Of Gustine, CA",California,Municipality,Catherine Silvestri,6091,,Tier 3,0.75,37.2577,-120.9988,f3681f5d-9975-4569-b40e-3f5dda61f7fb,,,,,,,,,2,2025-10-01,,2,,,,,,,,,
001Hr000028ZceZ,"City Of Sebastopol, CA",California,Municipality,Lucy Nemerov,7448,,Tier 3,0.75,38.4021,-122.8239,c31b220b-8784-4861-b576-6597bdf2a190,,,,,,,,,3,2026-05-07,,,,3,,,,,,,
001Hr000028Zcez,"City Of Solvang, CA",California,Municipality,Catherine Silvestri,6048,Open Opportunity,Tier 3,0.75,34.5958,-120.1376,11671a07-615a-4184-87db-711eb2e893ae,Open,Initial Interest,Top of Funnel,Ali Cohen,,10/24/2025,,,9,2025-11-03,,9,,,,,,,,,
001Hr000028ZcfG,"City Of Buellton, CA",California,Municipality,Catherine Silvestri,5164,Open Opportunity,Tier 3,0.75,34.6136,-120.1927,99880526-b9a6-4850-b399-bc03a7e61c38,Open,Proposal,Mid Funnel,Andy Blakely,8/20/2025,8/16/2025,"$20,000",,,,,,,,,,,,,,
001Hr000028ZcfL,"City Of Big Bear Lake, CA",California,Municipality,Catherine Silvestri,5068,Open Opportunity,Tier 3,0.75,34.2439,-116.9114,f85d1305-234d-49af-aa5d-aa744a158333,Open,Initial Interest,Top of Funnel,Ali Cohen,,2/15/2026,,,16,2026-04-13,,16,,,,,,,,,
001Hr000028ZcfM,"Town Of Woodside, CA",California,Municipality,Catherine Silvestri,5131,,Tier 3,0.75,37.4299,-122.2539,95f1648c-7225-470b-9acb-5f76e5d408a1,,,,,,,,,,,,,,,,,,,,,
001Hr000028ZcfR,"City Of Newman, CA",California,Municipality,Catherine Silvestri,12328,,Tier 2,1.0,37.3137,-121.0206,2d9d4e0c-e12e-428a-b91c-185eed53a3fd,,,,,,,,,6,2025-10-14,,6,,,,,,,,,
001Hr000028Zcfd,"City Of Lomita, CA",California,Municipality,Alicia Gopal,20428,,Tier 2,1.0,33.7922,-118.3151,2b5f240a-55c4-46e0-9e40-0a2a98405c4f,,,,,,,,,6,2026-04-29,,5,,,1,,,,,,
001Hr000028Zcfs,"City Of Palos Verdes Estates, CA",California,Municipality,Alicia Gopal,13052,,Tier 2,1.0,33.8006,-118.3901,c84e0ae6-fb2d-42d4-a99b-f339ab268c70,,,,,,,,,2,2026-01-29,2,,,,,,,,,,
001Hr000028Zcfx,"City Of Firebaugh, CA",California,Municipality,Catherine Silvestri,8108,,Tier 3,0.75,36.8588,-120.456,63964a94-295b-4bd6-8a05-62d7793e82b4,,,,,,,,,,,,,,,,,,,,,
001Hr000028ZcgE,"City Of Indian Wells, CA",California,Municipality,Alicia Gopal,4846,,Tier 3,0.75,33.7176,-116.3408,0691b7f3-487e-4d8a-a5fe-71e5480b1f4b,,,,,,,,,,,,,,,,,,,,,
001Hr000028ZchI,"Town Of Loomis, CA",California,Municipality,Lucy Nemerov,6868,Open Opportunity,Tier 3,0.75,38.8213,-121.193,8c41e657-60d0-41c6-927c-45750ad9807a,Open,Initial Interest,Top of Funnel,Catherine Silvestri,2/6/2026,1/28/2026,,,3,2026-02-06,2,,,,,,,1,,,
001Hr000028ZciC,"City Of Susanville, CA",California,Municipality,Lucy Nemerov,16315,,Tier 2,1.0,40.4163,-120.653,12703c52-08a1-4b8f-aea1-1f94e466c9bc,,,,,,,,,8,2026-05-22,,,3,5,,,,,,,
001Hr000028ZciI,"City Of Laguna Hills, CA",California,Municipality,Alicia Gopal,30965,,Tier 1,1.5,33.5916,-117.6987,2a87c77d-1f1e-45fd-8fd4-4bea05002782,,,,,,,,,6,2025-10-07,,6,,,,,,,,,
001Hr000028ZciM,"City Of Healdsburg, CA",California,Municipality,Lucy Nemerov,11275,,Tier 2,1.0,38.6082,-122.8701,5f0c669a-9d67-4564-a116-cd2bd72eb990,,,,,,,,,32,2026-05-20,,27,,5,,,,,,,
001Hr000028ZciQ,"City Of Colusa, CA",California,Municipality,Lucy Nemerov,6428,Nurture,Tier 3,0.75,39.2143,-122.0094,f9227868-c3ca-483a-ad48-862747a56242,Closed Lost,,,Liam Shaw,8/15/2024,1/5/2025,,,21,2026-04-27,,20,,,,,,1,,,
001Hr000028ZciU,"City Of Villa Park, CA",California,Municipality,Alicia Gopal,5773,,Tier 3,0.75,33.814,-117.8221,85c122d6-eab7-450d-8ade-33d8719e41ec,,,,,,,,,,,,,,,,,,,,,
001Hr000028Zcis,"Town Of Corte Madera, CA",California,Municipality,Lucy Nemerov,10141,Open Opportunity,Tier 2,1.0,37.9255,-122.5275,093332d2-1ec1-4dcd-8c98-4e525aac1313,Open,Initial Interest,Top of Funnel,Lucy Nemerov,,5/20/2026,,,13,2026-05-20,,,,13,,,,,,,
001Hr000028Zcj3,"City Of St Helena, CA",California,Municipality,Lucy Nemerov,5386,Open Opportunity,Tier 3,0.75,38.5052,-122.4704,c251096a-9c11-40b9-80e0-e115a17089d6,Open,Initial Interest,Top of Funnel,Ryan Minter,,10/6/2025,,,11,2025-10-22,,10,1,,,,,,,,
001Hr000028ZcjA,"City Of Live Oak, CA",California,Municipality,Lucy Nemerov,9285,,Tier 3,0.75,39.2757,-121.66,a91e9b9a-bfa0-45a8-bf9c-c85b26e6f756,,,,,,,,,30,2026-05-22,25,,,3,,2,,,,,
001Hr000028ZcjZ,"City Of Guadalupe, CA",California,Municipality,Catherine Silvestri,8546,,Tier 3,0.75,34.9716,-120.5718,309fc053-383d-4279-8749-63cb140bbfa4,,,,,,,,,1,2026-02-03,1,,,,,,,,,,
001Hr000028ZckE,"City Of La Canada Flintridge, CA",California,Municipality,Catherine Silvestri,20114,Open Opportunity,Tier 2,1.0,34.2068,-118.2,3c92a1cc-db88-4fa2-8b74-5fd1b4accbe7,Open,Initial Interest,Top of Funnel,Ali Cohen,,2/23/2026,,,13,2026-02-23,,13,,,,,,,,,
001Hr000028ZckF,"City Of Lemon Grove, CA",California,Municipality,Alicia Gopal,27413,,Tier 1,1.5,32.7426,-117.0314,05873b68-c802-471c-aafe-92dde7b0afea,,,,,,,,,9,2026-03-04,,9,,,,,,,,,
001Hr000028ZckK,"City Of Soledad, CA",California,Municipality,Catherine Silvestri,24778,,Tier 2,1.0,36.4247,-121.3263,726f5c7c-1deb-4fdf-a30a-87d4c53b7704,,,,,,,,,17,2025-11-17,,17,,,,,,,,,
001Hr000028Zckm,"City Of Goleta, CA",California,Municipality,Catherine Silvestri,32855,,Tier 1,1.5,34.4358,-119.8276,026be6de-839f-4c91-a260-6540dead16c8,,,,,,,,,23,2026-05-26,8,15,,,,,,,,,
001Hr000028Zcl3,"City Of Tehachapi, CA",California,Municipality,Catherine Silvestri,13177,Open Opportunity,Tier 2,1.0,35.1322,-118.449,df273e2e-2616-48fd-be68-2dda4e50cc28,Open,Initial Interest,Top of Funnel,Catherine Silvestri,2/19/2026,2/3/2026,,,21,2026-04-22,20,,,,,1,,,,,
001Hr000028Zcle,"City Of Monrovia, CA",California,Municipality,Catherine Silvestri,37500,,Tier 1,1.5,34.1443,-118.0019,fffc0c4e-004b-4cd5-9c8f-5ce48b5a6229,,,,,,,,,21,2026-05-26,3,,,,18,,,,,,
001Hr000028Zclf,"City Of Rancho Santa Margarita, CA",California,Municipality,Alicia Gopal,47442,,Tier 1,1.5,33.6402,-117.6028,1ba04510-4c42-4028-bea1-ea4c680386a0,,,,,,,,,14,2026-01-21,,14,,,,,,,,,
001Hr000028Zcm3,"City Of Fort Bragg, CA",California,Municipality,Lucy Nemerov,6970,,Tier 3,0.75,39.4457,-123.8053,31fcd827-6aac-450a-a8b2-a4436e829b0b,,,,,,,,,14,2025-10-14,,14,,,,,,,,,
001Hr000028Zcm7,"City Of Crescent City, CA",California,Municipality,Lucy Nemerov,6676,,Tier 3,0.75,41.7557,-124.2026,e0b1493e-9eaf-45c1-9d6a-1a171104a11b,,,,,,,,,3,2026-05-15,,,,3,,,,,,,
001Hr000028ZcmQ,"City of McFarland, CA",California,Municipality,Catherine Silvestri,14459,All Modules Live,Tier 2,1.0,35.678,-119.2293,63c951e1-a42c-4d53-87cf-28bbbeb7b54b,,,,,,,,,,,,,,,,,,,,,
001Hr000028ZcnI,"City Of Rohnert Park, CA",California,Municipality,Lucy Nemerov,44411,Open Opportunity,Tier 1,1.5,38.3396,-122.7011,a6784765-4e2d-4806-90b9-0649e30f773c,Open,Initial Interest,Top of Funnel,Ryan Minter,,10/6/2025,,,15,2026-03-24,12,,1,,,2,,,,,
001Hr000028ZcnN,"City Of King, CA",California,Municipality,Catherine Silvestri,13443,Open Opportunity,Tier 2,1.0,36.2127,-121.126,f0f98633-bb8f-4ce7-863c-10e7a08dd5a5,Open,Initial Interest,Top of Funnel,Ali Cohen,10/14/2025,10/9/2025,,,38,2026-05-26,15,23,,,,,,,,,
001Hr000028ZcnU,"City Of Sausalito, CA",California,Municipality,Lucy Nemerov,7199,,Tier 3,0.75,37.8591,-122.4853,31ef1367-e079-4fbb-be27-a4b33aa03b22,,,,,,,,,14,2026-05-05,14,,,,,,,,,,
001Hr000028ZcnX,"City Of Marina, CA",California,Municipality,Catherine Silvestri,22507,,Tier 2,1.0,36.6844,-121.8022,f11992b4-3304-428a-9166-730393be1a02,,,,,,,,,8,2025-10-21,,8,,,,,,,,,
001Hr000028Zcnk,"City Of Rolling Hills Estates, CA",California,Municipality,Alicia Gopal,8160,Nurture,Tier 3,0.75,33.7878,-118.3581,88944fc9-eee5-4ac9-8d01-f5476e38c16a,Closed Lost,,,Liam Shaw,8/29/2024,1/5/2025,,,,,,,,,,,,,,,
001Hr000028Zcnq,"City Of Shafter, CA",California,Municipality,Catherine Silvestri,20678,,Tier 2,1.0,35.5021,-119.2735,eae6360e-b5c0-4c18-aee7-c3fef5940b5c,,,,,,,,,5,2026-03-02,1,,1,,,3,,,,,
001Hr000028Zcny,"Town Of Mammoth Lakes, CA",California,Municipality,Lucy Nemerov,7271,,Tier 3,0.75,37.6485,-118.9721,e2435c1f-6cf4-4676-965c-0025f86015e5,,,,,,,,,5,2025-12-17,,5,,,,,,,,,
001Hr000028Zco6,"City Of Adelanto, CA",California,Municipality,Catherine Silvestri,38118,,Tier 1,1.5,34.5828,-117.4092,f60dce7b-a012-44c7-9170-d75d7973fa18,,,,,,,,,3,2026-05-26,1,,,,2,,,,,,
001Hr000028ZcoR,"City Of Banning, CA",California,Municipality,Alicia Gopal,30273,,Tier 1,1.5,33.9254,-116.8767,2a8549e0-9417-4000-85fd-40ae87fc1e6f,,,,,,,,,16,2026-05-12,,,,,5,,11,,,,
001Hr000028ZcoX,"City Of Woodlake, CA",California,Municipality,Catherine Silvestri,7577,Nurture,Tier 3,0.75,36.4136,-119.0987,77cf17cb-afd5-4c29-be6a-70824bfaf2b6,Closed Lost,,,Asher Rosenfeld,,1/5/2025,,,1,2025-12-05,,,1,,,,,,,,
001Hr000028Zcp1,"City Of Cotati, CA",California,Municipality,Lucy Nemerov,7498,,Tier 3,0.75,38.3293,-122.7097,5e78d986-b195-43e0-a8dd-13c541df88b1,,,,,,,,,1,2026-04-02,1,,,,,,,,,,
001Hr000028Zcp9,"City Of Imperial Beach, CA",California,Municipality,Alicia Gopal,26059,,Tier 1,1.5,32.5839,-117.1131,379a4304-432e-4faf-ba34-ff8d4c384611,,,,,,,,,6,2026-02-26,,3,,,3,,,,,,
001Hr000028ZcpK,"City Of South El Monte, CA",California,Municipality,Alicia Gopal,19590,Nurture,Tier 2,1.0,34.052,-118.0467,6d040cb0-2dcb-4f6b-8af6-334014610f24,Closed Lost,,,Ali Cohen,10/14/2025,10/8/2025,,,7,2025-10-14,,7,,,,,,,,,
001Hr000028ZcpS,"City Of Coalinga, CA",California,Municipality,Catherine Silvestri,17465,Open Opportunity,Tier 2,1.0,36.1398,-120.3603,40dcb822-2f1e-4523-89cd-7389271add4d,Open,Sales Qualified,Mid Funnel,Ali Cohen,5/5/2026,4/29/2026,,,9,2026-04-29,,9,,,,,,,,,
001Hr000028Zcpx,"City Of San Luis Obispo, CA",California,Municipality,Catherine Silvestri,47545,Nurture,Tier 1,1.5,35.2828,-120.6596,b886d155-e8d0-4724-b2eb-50ab5b110dbd,Closed Lost,,,Ali Cohen,2/5/2026,1/22/2026,,,16,2026-01-22,,16,,,,,,,,,
001Hr000028Zcq4,"City Of Ione, CA",California,Municipality,Lucy Nemerov,5323,Open Opportunity,Tier 3,0.75,38.3527,-120.9327,35fa36e0-b2c6-4af1-9e7b-757e4b625c62,Open,Initial Interest,Top of Funnel,Ryan Minter,,12/18/2025,,,16,2026-01-27,2,,14,,,,,,,,
001Hr000028ZcqN,"City Of Canyon Lake, CA",California,Municipality,Alicia Gopal,11166,,Tier 2,1.0,33.685,-117.2731,1ee3fea2-ad7c-4124-9b75-ce4485960059,,,,,,,,,3,2026-02-26,1,2,,,,,,,,,
001Hr000028ZcqZ,"City Of Pismo Beach, CA",California,Municipality,Catherine Silvestri,8036,,Tier 3,0.75,35.1428,-120.6413,040af4ce-2252-40de-9fbf-b075e4e2061e,,,,,,,,,2,2025-07-18,,,,,2,,,,,,
001Hr000028Zcqp,"City Of Orinda, CA",California,Municipality,Lucy Nemerov,19483,,Tier 2,1.0,37.8771,-122.1797,d782f367-b11f-4ccf-a876-74bef2f5ccbb,,,,,,,,,17,2026-03-24,7,,,,,10,,,,,
001Hr000028Zcqx,"City Of Orland, CA",California,Municipality,Lucy Nemerov,8322,,Tier 3,0.75,39.7474,-122.1964,36e688cf-05ac-49c5-8d0a-4680089d856e,,,,,,,,,19,2026-05-20,13,,4,1,,1,,,,,
001Hr000028ZcrA,"City Of Los Banos, CA",California,Municipality,Catherine Silvestri,46398,,Tier 1,1.5,37.0583,-120.8499,4c626e17-afa9-442f-804b-2c39564fe624,,,,,,,,,17,2025-10-09,,17,,,,,,,,,
001Hr000028Zcs4,"City Of Santa Paula, CA",California,Municipality,Catherine Silvestri,30759,1+ Module Live,Tier 1,1.5,34.3542,-119.0593,a22ad249-f311-4de5-a008-8a91a7a152c8,,,,,,,,,,,,,,,,,,,,,
001Hr000028Zcs5,"Town Of Los Altos Hills, CA",California,Municipality,Catherine Silvestri,8295,Open Opportunity,Tier 3,0.75,37.3797,-122.1375,d8d44150-9eca-49b4-8e8e-7274c59211b1,Open,Initial Interest,Top of Funnel,Jenny Allison,,10/26/2025,,Yes,14,2026-03-31,4,,4,,,,,6,,,
001Hr000028Zcs7,"City Of Commerce, CA",California,Municipality,Alicia Gopal,12063,,Tier 2,1.0,34.0006,-118.1598,dd56f98e-7197-4bb2-b2b7-a171870acc32,,,,,,,,,13,2026-02-02,1,,12,,,,,,,,
001Hr000028ZcsH,"City Of Morro Bay, CA",California,Municipality,Catherine Silvestri,10779,,Tier 2,1.0,35.3659,-120.85,4a966e64-c73a-494e-be7f-93cb553254fe,,,,,,,,,27,2026-05-26,23,,,,,4,,,,,
001Hr000028Zcse,"City Of Gonzales, CA",California,Municipality,Catherine Silvestri,8576,Open Opportunity,Tier 3,0.75,36.5066,-121.4444,44a7f239-5693-4c81-8f84-e99f449beacc,Open,Initial Interest,Top of Funnel,Catherine Silvestri,,2/2/2026,,,7,2026-02-02,3,,4,,,,,,,,
001Hr000028Zcsp,"City Of Solana Beach, CA",California,Municipality,Alicia Gopal,12867,,Tier 2,1.0,32.9912,-117.2711,e8e071a6-3897-46d0-bb59-be9f7a53fa4c,,,,,,,,,57,2026-05-21,,,,,34,,23,,,,
001Hr000028ZctG,"City Of Imperial, CA",California,Municipality,Alicia Gopal,21017,Open Opportunity,Tier 2,1.0,32.8476,-115.5694,de019dd4-4f4b-4e0a-a0cb-5d22a1532b8b,Open,Demo,Mid Funnel,Ryan Minter,12/16/2025,11/19/2025,,,8,2025-12-19,,,8,,,,,,,,
