Account ID,Account Name,State,Entity Type,Owner,Population,Account Status,Tier,SQO Points,Lat,Lng,Starbridge Buyer ID,Opp Status,Stage,Funnel Position,Sourced By,Discovery Call Date,Created Date,ARR,Previously Lost,Total Calls,Last Call Date,Calls - Alicia Gopal,Calls - Ben Laddis,Calls - Quinzel Perry,Calls - Joe del Rosario,Calls - Ryan Minter,Calls - Jenny Allison,Calls - Sydney Ireland,Calls - Emily Murnane
001Hr000028Zdn3,"Cattaraugus County, NY",New York,County,Mihir Shah,75475,,Tier S,2.0,42.2318,-78.7476,ddabb1ae-079f-44c6-8123-f3e67b467dc2,,,,,,,,,8,2026-04-28,,8,,,,,,
001Hr000028ZdnL,"Saratoga County, NY",New York,County,Ben Laddis,240360,,Tier S,2.0,43.0324,-73.936,c8dca142-190f-46a0-a34a-8a322b703209,,,,,,,,,6,2026-04-28,,2,4,,,,,
001Hr000028Zdol,"Lewis County, NY",New York,County,Alicia Gopal,26681,Open Opportunity,Tier 1,1.5,43.8401,-75.4345,25892b4f-6788-428f-8709-f1e5c697f144,Open,Proposal,Mid Funnel,Alicia Gopal,3/25/2026,3/11/2026,"$47,000",,,,,,,,,,,
001Hr000028Zdpj,"Ontario County, NY",New York,County,Ben Laddis,113012,,Tier S,2.0,42.851,-77.2865,48fa5624-482a-4525-b0c1-1b1a48e4bb13,,,,,,,,,6,2025-07-16,,,6,,,,,
001Hr000028Zdr4,"Fulton County, NY",New York,County,Mihir Shah,52073,,Tier S,2.0,43.1119,-74.4995,a8da2c01-47c5-4941-b373-91a7707b91ff,,,,,,,,,,,,,,,,,,
001Hr000028Zdre,"Broome County, NY",New York,County,Mihir Shah,196397,,Tier S,2.0,42.1792,-75.8534,f42411cb-b36e-4cfd-ade8-8909c2284c72,,,,,,,,,2,2025-10-27,,,2,,,,,
001Hr000028Zdsv,"Livingston County, NY",New York,County,Ben Laddis,61561,,Tier S,2.0,42.7577,-77.8367,b193988c-914a-4fc6-94f6-50b0795dd43a,,,,,,,,,6,2026-05-15,,6,,,,,,
001Hr000028Zj9f,"Town of Friendship, NY",New York,Municipality,Mihir Shah,1924,Nurture,Tier 3,0.75,42.2277,-78.1336,f10eeb3b-3686-49e6-86d9-3862a6020e09,Closed Lost,,,Joe del Rosario,1/9/2025,1/5/2025,,,,,,,,,,,,
001Hr000028ZjDs,"Town Of Hector, NY",New York,Municipality,Alicia Gopal,4884,Nurture,Tier 3,0.75,42.5006,-76.8725,dbc6f555-edfc-4220-9315-5979d7e5f621,Closed Lost,,,Shane Lieberman,9/4/2024,1/5/2025,,,,,,,,,,,,
001Hr000028ZjIs,"City Of Little Falls, NY",New York,Municipality,Alicia Gopal,4572,Nurture,Tier 3,0.75,43.0434,-74.8596,fb5037cd-0b68-4992-ad21-89493757f32b,Closed Lost,,,Shane Lieberman,4/17/2024,1/5/2025,,,4,2025-11-18,4,,,,,,,
001Hr000028ZjIu,"Village of Union Springs, NY",New York,Municipality,Alicia Gopal,1080,Nurture,Tier 3,0.75,42.8398,-76.6933,95d9b402-d486-4471-92f1-f5c76f934b7b,Closed Lost,,,Asher Rosenfeld,,1/5/2025,,,,,,,,,,,,
001Hr000028ZjIw,"Village Of Westfield, NY",New York,Municipality,Mihir Shah,2969,Nurture,Tier 3,0.75,42.2832,-79.5941,ebc24b86-9f6d-4223-8eb4-39fc940316d2,Closed Lost,,,Quinzel Perry,9/16/2024,1/5/2025,,,8,2025-11-14,8,,,,,,,
001Hr000028ZjNb,"Village Of Waverly, NY",New York,Municipality,Ben Laddis,4288,Nurture,Tier 3,0.75,42.0104,-76.5272,fee5a633-2cd0-40f9-9556-2c8e1770b130,Closed Lost,,,Liam Shaw,4/25/2024,1/5/2025,,,,,,,,,,,,
001Hr000028ZjNj,"City Of New Rochelle, NY",New York,Municipality,Alicia Gopal,81587,Open Opportunity,Tier S,2.0,40.92,-73.7863,e1ec8a64-27c9-40fd-8e1d-0d2f779b693d,Open,Initial Interest,Top of Funnel,Alicia Gopal,,5/8/2026,,Yes,27,2026-05-12,1,8,18,,,,,
001Hr000028ZjNo,"Village Of Port Washington North, NY",New York,Municipality,Mihir Shah,3170,Nurture,Tier 3,0.75,40.8448,-73.7018,d0031ea7-f532-4341-8232-ba913dbd5c86,Closed Lost,,,Asher Rosenfeld,,1/5/2025,,,3,2025-11-13,3,,,,,,,
001Hr000028ZjSD,"Villages of Solon + McGraw, NY",New York,Municipality,Ben Laddis,2000,All Modules Live,Tier 3,0.75,42.5962,-76.0933,8c80f13b-d675-4930-8c5b-7271373b077e,Closed Won,,,Asher Rosenfeld,,1/5/2025,"$5,000",,,,,,,,,,,
001Hr000028ZjwR,"City of Syracuse, NY",New York,Municipality,Alicia Gopal,145560,Recent Competitor Purchase,Tier S,2.0,43.0495,-76.1474,21c38704-6e2d-4261-aaf3-adcd8062d61f,Closed Lost,,,Shane Lieberman,4/17/2024,1/5/2025,,,2,2026-02-20,2,,,,,,,
001Hr000028ZjxZ,"Town Of Westfield, NY",New York,Municipality,Ben Laddis,4513,Open Opportunity,Tier 3,0.75,42.3223,-79.5781,57cbbaf3-ff39-4efa-96b6-6e2a015ee054,Open,Initial Interest,Top of Funnel,Asher Rosenfeld,,1/5/2025,,,,,,,,,,,,
001Hr000028Zjxt,"City of Yonkers, NY",New York,Municipality,Ben Laddis,207657,Open Opportunity,Tier S,2.0,40.9319,-73.899,95a947bd-7b4d-484d-b1ef-87d6cf2cbecb,Open,Initial Interest,Top of Funnel,Ben Laddis,,5/14/2026,,Yes,54,2026-05-15,10,44,,,,,,
001Hr000028a4rS,"Town Of Chazy, NY",New York,Municipality,Alicia Gopal,4061,Open Opportunity,Tier 3,0.75,44.8895,-73.436,d7ba21a8-5e4a-423d-9209-249d6452bcc9,Open,Initial Interest,Top of Funnel,Alicia Gopal,11/12/2025,11/7/2025,,Yes,7,2026-05-07,,5,,,,2,,
001Hr000028a4sQ,"Town Of Mooers, NY",New York,Municipality,Ben Laddis,3431,,Tier 3,0.75,44.9735,-73.6773,8e73b061-06be-484a-9e24-ff18439150cc,,,,,,,,,11,2026-03-26,8,3,,,,,,
001cv0000078zYd,"Town Of Caroline, NY",New York,Municipality,Mihir Shah,3334,Open Opportunity,Tier 3,0.75,42.3746,-76.3406,792ed33d-2e19-41c7-999f-5bae7e8157d6,Closed Lost,,,Quinzel Perry,7/23/2025,2/16/2025,,,3,2025-07-23,,,3,,,,,
001cv000007ADmL,"Town Of Lake George, NY",New York,Municipality,Ben Laddis,3513,Recent Competitor Purchase,Tier 3,0.75,43.4262,-73.7123,06d2a576-b686-4d77-bfdc-6cd959ecea8f,Open,Initial Interest,Top of Funnel,Quinzel Perry,,3/6/2025,,,1,2026-03-27,,1,,,,,,
001cv000007HKhY,"Town of Willsboro, NY",New York,Municipality,Ben Laddis,1905,Open Opportunity,Tier 3,0.75,44.358,-73.3912,6861ceb8-c07d-4a15-b5a9-945ed5bec35e,Closed Lost,,,Joe del Rosario,7/10/2025,7/11/2025,,,,,,,,,,,,
001cv000007I18H,"Town Of Pine Plains, NY",New York,Municipality,Mihir Shah,2210,Nurture,Tier 3,0.75,41.9811,-73.6772,b17b33c7-19f8-4779-8bd4-9678d3144a34,Closed Lost,,,Alicia Gopal,3/6/2026,2/24/2026,,,15,2026-03-06,5,,,9,,1,,
001cv000007I2H4,"Town Of Jay, NY",New York,Municipality,Alicia Gopal,2472,Open Opportunity,Tier 3,0.75,44.375,-73.7282,6baa9241-f144-4293-a37f-e3e41078d749,,,,,,,,,1,2026-03-16,,1,,,,,,
001cv000008I1p4,Village of Trumansburg,New York,Municipality,Alicia Gopal,1485,Nurture,Tier 3,0.75,42.5423,-76.6661,df0bac24-4d4e-41e0-9ef8-11adc2fe9c55,Closed Lost,,,Quinzel Perry,3/26/2025,3/18/2025,,,,,,,,,,,,
001cv000009FBkY,NYC Small Business Services Waterfront Permits,New York,Municipality,Ben Laddis,8478072,Open Opportunity,Tier S,2.0,40.7096,-74.011,b913b2e9-30fa-41fe-a225-880037c4c709,Open,Initial Interest,Top of Funnel,Granger West,,4/8/2025,,,1,2026-05-19,,1,,,,,,
001cv000009XfiV,"Village Of Harriman, NY",New York,Municipality,Mihir Shah,2678,Nurture,Tier 3,0.75,41.3084,-74.1446,3c4dcded-2977-472c-80f7-62fe300d903e,Closed Lost,,,Joe del Rosario,4/22/2025,4/15/2025,,,,,,,,,,,,
001cv00000AdkRx,"Village Of Buchanan, NY",New York,Municipality,Ben Laddis,2257,,Tier 3,0.75,41.262,-73.9382,5ba3fd21-6b2f-43af-878c-6e1e30161679,,,,,,,,,2,2026-03-05,,1,,1,,,,
001cv00000AuWNj,"Town Of Fabius, NY",New York,Municipality,Alicia Gopal,2003,,Tier 3,0.75,42.8291,-75.9695,4df94b4f-43c2-4408-8059-48a57ac0f7ee,,,,,,,,,9,2025-07-22,,,,9,,,,
001cv00000AuWO1,"Village Of Upper Nyack, NY",New York,Municipality,Alicia Gopal,2008,,Tier 3,0.75,41.1079,-73.9273,6af3af0d-aa64-4734-b3f4-c7c68bd3e5d5,,,,,,,,,,,,,,,,,,
001cv00000AuWOK,"Town Of Crown Point, NY",New York,Municipality,Ben Laddis,2015,Open Opportunity,Tier 3,0.75,43.9503,-73.4371,6fd20c48-572f-4738-b5b8-45a9850d69da,Closed Lost,,,Joe del Rosario,7/10/2025,7/3/2025,,,1,2025-07-03,,,,1,,,,
001cv00000AuWOP,"Town Of Stockton, NY",New York,Municipality,Mihir Shah,2016,,Tier 3,0.75,42.3176,-79.3559,15063b73-1a4f-48d2-a4f0-82a9b107e750,,,,,,,,,1,2025-07-01,,,,1,,,,
001cv00000AuWOT,"Village Of Boonville, NY",New York,Municipality,Mihir Shah,2017,,Tier 3,0.75,43.4839,-75.336,3ee262b6-8d85-4279-a0b2-8bcd72fbf1ff,,,,,,,,,,,,,,,,,,
001cv00000AuWOx,"Town Of Bolton, NY",New York,Municipality,Ben Laddis,2025,,Tier 3,0.75,43.5581,-73.6549,fbd85b6a-5577-4f6a-bf73-fd51526333d3,,,,,,,,,1,2025-07-08,,,,1,,,,
001cv00000AuWOy,"Town Of Gainesville, NY",New York,Municipality,Alicia Gopal,2025,,Tier 3,0.75,42.6409,-78.1339,f9991415-0a63-40c5-9432-9658414f9024,,,,,,,,,,,,,,,,,,
001cv00000AuWP7,"Town Of Marathon, NY",New York,Municipality,Mihir Shah,2027,,Tier 3,0.75,42.4417,-76.0324,85b2482e-1906-48f6-a0ef-755430adfea5,,,,,,,,,3,2025-07-09,,,,3,,,,
001cv00000AuWP9,"Village Of Scottsville, NY",New York,Municipality,Mihir Shah,2028,,Tier 3,0.75,43.0259,-77.7453,2556a2de-fb93-49f6-929e-30dc01146388,,,,,,,,,4,2025-07-16,,,,4,,,,
001cv00000AuWPA,"Village Of Fort Plain, NY",New York,Municipality,Alicia Gopal,2028,,Tier 3,0.75,42.9308,-74.6229,a4f8b142-9c13-43e9-b01c-4d3cbdc947b5,,,,,,,,,1,2025-07-08,,,,1,,,,
001cv00000AuWPB,"Town Of Caton, NY",New York,Municipality,Ben Laddis,2028,,Tier 3,0.75,42.0562,-77.0277,b386b587-365a-4afd-a323-6a4883e2c738,,,,,,,,,,,,,,,,,,
001cv00000AuWPH,"Town Of Bolivar, NY",New York,Municipality,Ben Laddis,2030,,Tier 3,0.75,42.0328,-78.1336,0e538021-7e54-47e6-87f7-3d5c7d256767,,,,,,,,,1,2025-07-01,,,,1,,,,
001cv00000AuWPI,"Town Of Root, NY",New York,Municipality,Alicia Gopal,2030,,Tier 3,0.75,42.8236,-74.476,bbaac268-3365-4f4b-a5da-664b14e785f5,,,,,,,,,,,,,,,,,,
001cv00000AuWPV,"Town Of Princetown, NY",New York,Municipality,Mihir Shah,2033,,Tier 3,0.75,42.779,-74.0646,b1bd8303-229a-4015-a3e4-b7d950757899,,,,,,,,,,,,,,,,,,
001cv00000AuWPm,"Village Of Angola, NY",New York,Municipality,Ben Laddis,2035,,Tier 3,0.75,42.6384,-79.0278,15ce0cb6-0c42-4cdb-8e7e-a46b1728408f,,,,,,,,,3,2025-07-14,,,,3,,,,
001cv00000AuWPn,"Village Of Dolgeville, NY",New York,Municipality,Ben Laddis,2035,,Tier 3,0.75,43.1009,-74.7729,29e9911f-efa4-4b44-84f5-d9e19faba3f2,,,,,,,,,3,2025-07-07,,,,3,,,,
001cv00000AuWPr,"Town Of Leicester, NY",New York,Municipality,Mihir Shah,2036,,Tier 3,0.75,42.7843,-77.9053,0f3a462a-d10d-4c0d-ac84-e09878bbbc1a,,,,,,,,,2,2025-07-10,,,,2,,,,
001cv00000AuWQ8,"Town Of Parishville, NY",New York,Municipality,Alicia Gopal,2040,,Tier 3,0.75,44.6287,-74.8138,f628d741-535f-474d-a3c3-5b644abf81b3,,,,,,,,,5,2025-07-14,,,,5,,,,
001cv00000AuWXL,"Village Of Waterford, NY",New York,Municipality,Mihir Shah,2053,,Tier 3,0.75,42.7973,-73.6889,c417fcb9-c21a-4f50-bac2-440cf3161216,,,,,,,,,,,,,,,,,,
001cv00000AuWXk,"Town Of Clermont, NY",New York,Municipality,Alicia Gopal,2060,Open Opportunity,Tier 3,0.75,42.0851,-73.8271,46636b7e-b153-4af9-a1b3-9fadb8d50b2f,Open,Initial Interest,Top of Funnel,Joe del Rosario,7/10/2025,7/3/2025,,,27,2026-04-13,19,,,8,,,,
001cv00000AuWYV,"Town Of Hume, NY",New York,Municipality,Alicia Gopal,2074,,Tier 3,0.75,42.4725,-78.1368,924bd21f-d137-4f2f-bf27-79875a3e6d82,,,,,,,,,2,2025-07-14,,,,2,,,,
001cv00000AuWYW,"Town Of Grafton, NY",New York,Municipality,Ben Laddis,2074,,Tier 3,0.75,42.769,-73.4509,3a82c3e7-e9da-432d-a130-a87d0ce50f2d,,,,,,,,,5,2025-07-16,,,,5,,,,
001cv00000AuWYk,"Village Of Caledonia, NY",New York,Municipality,Mihir Shah,2078,,Tier 3,0.75,42.9732,-77.8529,a209de66-3cb2-49ee-b1e8-1c363b5379c3,,,,,,,,,10,2025-07-22,,,,10,,,,
001cv00000AuWYl,"Village Of Old Brookville, NY",New York,Municipality,Alicia Gopal,2079,,Tier 3,0.75,40.832,-73.6048,51205c24-e147-48e9-897e-cdaa8cf6af1d,,,,,,,,,8,2025-07-23,,,,8,,,,
001cv00000AuWYs,"Village Of Canajoharie, NY",New York,Municipality,Mihir Shah,2082,,Tier 3,0.75,42.9056,-74.5718,0dc01f5b-ca4e-4f84-8693-af606e19fd6e,,,,,,,,,4,2025-07-15,,,,4,,,,
001cv00000AuWYt,"Town Of Richfield, NY",New York,Municipality,Ben Laddis,2082,,Tier 3,0.75,42.8573,-75.054,9af4e450-2003-42bb-8494-c68f990c35f4,,,,,,,,,1,2025-07-07,,,,1,,,,
001cv00000AuWZ4,"Town Of Morristown, NY",New York,Municipality,Alicia Gopal,2085,,Tier 3,0.75,44.588,-75.6498,ddad7b23-f707-405a-af9c-f07de6d742b3,,,,,,,,,,,,,,,,,,
001cv00000AuWZ7,"Town Of Providence, NY",New York,Municipality,Ben Laddis,2087,,Tier 3,0.75,43.1061,-74.0535,a3d3fd31-3342-4afb-881f-9e549a537a7d,,,,,,,,,,,,,,,,,,
001cv00000AuWZB,"Town Of Harmony, NY",New York,Municipality,Mihir Shah,2088,,Tier 3,0.75,42.0449,-79.4479,5eb66965-bcad-4740-bd08-e7f8ba019c9c,,,,,,,,,,,,,,,,,,
001cv00000AuWZo,"Town Of Mentz, NY",New York,Municipality,Ben Laddis,2101,,Tier 3,0.75,43.0336,-76.6297,15e4c34e-abb0-4420-9f91-8df6cdc22ef9,,,,,,,,,,,,,,,,,,
001cv00000AuWZp,"Town Of Urbana, NY",New York,Municipality,Alicia Gopal,2101,,Tier 3,0.75,42.4546,-77.1807,c83a8ee5-e887-4dc4-9ca7-600ce6db5242,,,,,,,,,,,,,,,,,,
001cv00000AuWZx,"Village Of Lima, NY",New York,Municipality,Mihir Shah,2105,,Tier 3,0.75,42.9048,-77.6114,1e909120-3995-4fb1-aa8a-5685347c445a,,,,,,,,,,,,,,,,,,
001cv00000AuWaH,"Town Of Hinsdale, NY",New York,Municipality,Alicia Gopal,2110,,Tier 3,0.75,42.1678,-78.3872,2600aa1d-ac59-42b5-b098-3ceb8408b86e,,,,,,,,,,,,,,,,,,
001cv00000AuWap,"Town Of Worcester, NY",New York,Municipality,Ben Laddis,2118,,Tier 3,0.75,42.5915,-74.7508,23863d81-7bee-49a9-aac4-1b8f53a844b1,,,,,,,,,,,,,,,,,,
001cv00000AuWb7,"Town Of Johnsburg, NY",New York,Municipality,Mihir Shah,2124,,Tier 3,0.75,43.6184,-73.9612,7b4910b2-2e2c-47b4-b9fd-3d250a8eb104,,,,,,,,,4,2025-07-15,,,,4,,,,
001cv00000AuWbF,"Town Of Covert, NY",New York,Municipality,Alicia Gopal,2125,,Tier 3,0.75,42.5753,-76.6836,43959943-a8d5-4ce6-af99-81d4904989ff,,,,,,,,,,,,,,,,,,
001cv00000AuWbN,"Town Of Ira, NY",New York,Municipality,Ben Laddis,2129,,Tier 3,0.75,43.2022,-76.5257,1495f3d2-5fb4-4502-8795-8b54162b1ca3,,,,,,,,,,,,,,,,,,
001cv00000AuWbR,"Town Of Newport, NY",New York,Municipality,Mihir Shah,2130,,Tier 3,0.75,43.166,-75.0378,641c3ac0-3fd7-4dd5-82f6-c972944098b9,,,,,,,,,1,2025-07-08,,,,1,,,,
001cv00000AuWbi,"Town Of Elba, NY",New York,Municipality,Alicia Gopal,2137,,Tier 3,0.75,43.082,-78.1792,ceb02b04-5142-47e3-87ec-16dcec589413,,,,,,,,,1,2025-07-15,,,,1,,,,
001cv00000AuWbw,"Town Of Bangor, NY",New York,Municipality,Ben Laddis,2140,,Tier 3,0.75,44.8123,-74.3972,c5539efa-bf80-4103-b770-d931c33a60e8,,,,,,,,,1,2025-07-08,,,,1,,,,
001cv00000AuWby,"Village Of Clifton Springs, NY",New York,Municipality,Alicia Gopal,2141,,Tier 3,0.75,42.9617,-77.14,043b42f1-d11a-420e-836c-dabccdf58c04,,,,,,,,,,,,,,,,,,
001cv00000AuWcb,"Village Of Fishkill, NY",New York,Municipality,Ben Laddis,2152,,Tier 3,0.75,41.5356,-73.899,f73c9a18-0859-4652-9ca3-79fc58229299,,,,,,,,,4,2025-07-18,,,,4,,,,
001cv00000AuWcm,"Village Of Clyde, NY",New York,Municipality,Mihir Shah,2155,,Tier 3,0.75,43.0842,-76.8694,a909f753-1a63-491d-9f03-a78f85c7acf2,,,,,,,,,,,,,,,,,,
001cv00000AuWd3,"Town Of Fowler, NY",New York,Municipality,Mihir Shah,2159,,Tier 3,0.75,44.2788,-75.3866,d2f6edeb-91be-461a-8c30-cdd7a36d60a9,,,,,,,,,1,2025-07-08,,,,1,,,,
001cv00000AuWd8,"Town Of Amity, NY",New York,Municipality,Alicia Gopal,2161,,Tier 3,0.75,42.2233,-78.0346,4660da04-d444-47e0-a3f9-1a3697ba0545,,,,,,,,,1,2025-07-09,,,,1,,,,
001cv00000AuWdb,"Village Of Camden, NY",New York,Municipality,Ben Laddis,2169,,Tier 3,0.75,43.3344,-75.7481,ec1cff51-8e3b-4a56-bf56-a34a856959ee,,,,,,,,,1,2025-07-03,,,,1,,,,
001cv00000AuWp3,"Town Of North Harmony, NY",New York,Municipality,Mihir Shah,2172,,Tier 3,0.75,42.1232,-79.4479,99d7a73b-30ae-4c87-8afd-2095d0bbf28b,,,,,,,,,,,,,,,,,,
001cv00000AuWp6,"Village Of Churchville, NY",New York,Municipality,Alicia Gopal,2174,,Tier 3,0.75,43.1042,-77.8845,6b21258c-815e-4661-9518-1542f33537d9,,,,,,,,,,,,,,,,,,
001cv00000AuWpF,"Town Of Hartford, NY",New York,Municipality,Ben Laddis,2177,,Tier 3,0.75,43.3635,-73.3926,e324b18c-7419-435d-aa1a-76472f783d61,,,,,,,,,,,,,,,,,,
001cv00000AuWpR,"Town Of Persia, NY",New York,Municipality,Mihir Shah,2181,,Tier 3,0.75,42.3853,-78.9361,851bf876-8964-473f-a872-cd34301f6e84,,,,,,,,,,,,,,,,,,
001cv00000AuWpZ,"Village Of Westhampton Beach, NY",New York,Municipality,Alicia Gopal,2182,,Tier 3,0.75,40.8102,-72.6415,51f2bee3-999d-444d-abd9-c39769c403e9,,,,,,,,,,,,,,,,,,
001cv00000AuWpa,"Town Of Poland, NY",New York,Municipality,Ben Laddis,2183,,Tier 3,0.75,42.1326,-79.1323,fe2c2ee2-d6fa-4e2b-9125-dce5816ee296,,,,,,,,,,,,,,,,,,
001cv00000AuWqU,"Village Of Bellport, NY",New York,Municipality,Ben Laddis,2200,,Tier 3,0.75,40.757,-72.9393,fa669b89-2825-4a97-a5f5-5d21ad1d3999,,,,,,,,,,,,,,,,,,
001cv00000AuWqV,"Village Of Groton, NY",New York,Municipality,Mihir Shah,2200,,Tier 3,0.75,42.5878,-76.3669,9861bb4c-f29f-4354-8c20-08c51b2d0c65,,,,,,,,,,,,,,,,,,
001cv00000AuWqZ,"Village Of Canisteo, NY",New York,Municipality,Alicia Gopal,2201,,Tier 3,0.75,42.2703,-77.6058,a3551bac-7f17-44c2-bcc6-438efa3975bf,,,,,,,,,,,,,,,,,,
001cv00000AuWr8,"Town Of Delaware, NY",New York,Municipality,Alicia Gopal,2215,,Tier 3,0.75,41.7672,-75.0562,819912b5-558b-4db9-956f-c6e55492fb64,,,,,,,,,,,,,,,,,,
001cv00000AuWrG,"Town Of Springport, NY",New York,Municipality,Ben Laddis,2218,,Tier 3,0.75,42.8477,-76.6759,edb062c7-4d18-4704-bb24-3801a926d5f1,,,,,,,,,,,,,,,,,,
001cv00000AuWrK,"Village Of Phoenix, NY",New York,Municipality,Mihir Shah,2219,,Tier 3,0.75,43.2312,-76.3008,d17bd9c1-76de-4c84-903b-bbab6b4a7558,,,,,,,,,,,,,,,,,,
001cv00000AuWrU,"Town Of Sanford, NY",New York,Municipality,Alicia Gopal,2221,,Tier 3,0.75,42.1023,-75.4835,6939ce77-c3b9-4c9f-bc2d-afbb8a910719,,,,,,,,,,,,,,,,,,
001cv00000AuWrc,"Village Of Rouses Point, NY",New York,Municipality,Ben Laddis,2225,,Tier 3,0.75,44.9939,-73.3649,926a04f4-a008-48d4-8c2d-d64f47b9171c,,,,,,,,,,,,,,,,,,
001cv00000AuWre,"Town Of Caneadea, NY",New York,Municipality,Mihir Shah,2226,,Tier 3,0.75,42.3865,-78.1536,c8063649-f45f-4b46-be13-5de35054363b,,,,,,,,,,,,,,,,,,
001cv00000AuWs0,"Town Of Highland, NY",New York,Municipality,Alicia Gopal,2237,,Tier 3,0.75,41.3492,-73.9745,0e36ef77-72b2-4c57-9bb3-d261e2633203,,,,,,,,,,,,,,,,,,
001cv00000AuWs3,"Town Of Cohocton, NY",New York,Municipality,Ben Laddis,2239,,Tier 3,0.75,42.508,-77.4931,7ae7b133-3e4f-47f7-b7a9-91fbf91f9c45,,,,,,,,,,,,,,,,,,
001cv00000AuWs4,"Town Of Waddington, NY",New York,Municipality,Mihir Shah,2240,,Tier 3,0.75,44.8429,-75.2028,0518aa0f-7358-4a77-9bb9-f8a275b3301d,,,,,,,,,,,,,,,,,,
001cv00000AuWvP,"Town Of Roxbury, NY",New York,Municipality,Alicia Gopal,2243,,Tier 3,0.75,42.2839,-74.5651,80c46b80-cba5-4539-839a-a569bbae785f,,,,,,,,,,,,,,,,,,
001cv00000AuWvR,"Town Of Freedom, NY",New York,Municipality,Mihir Shah,2244,,Tier 3,0.75,42.4848,-78.3311,b098baef-e3f6-48ba-81b6-b4cec6bb6cbf,,,,,,,,,,,,,,,,,,
001cv00000AuWvS,"Town Of Springwater, NY",New York,Municipality,Ben Laddis,2244,,Tier 3,0.75,42.6373,-77.596,9f24786b-e712-424c-9f43-5f9f19b73fa9,,,,,,,,,,,,,,,,,,
001cv00000AuWyb,"Town Of Sangerfield, NY",New York,Municipality,Alicia Gopal,2302,,Tier 3,0.75,42.9139,-75.3789,8f48cce4-5598-42c6-8d2d-a4a05b984814,,,,,,,,,,,,,,,,,,
001cv00000AuX5D,"Village Of Lake Placid, NY",New York,Municipality,Ben Laddis,2245,,Tier 3,0.75,44.2795,-73.9799,e6e238ea-d762-48f3-9319-842d8ba64248,,,,,,,,,,,,,,,,,,
001cv00000AuX5b,"Town Of Brookfield, NY",New York,Municipality,Alicia Gopal,2251,,Tier 3,0.75,42.8129,-75.3175,d6f8694a-9aaf-4f81-a935-d92d1e95eb6d,,,,,,,,,,,,,,,,,,
001cv00000AuX5l,"Town Of Milan, NY",New York,Municipality,Mihir Shah,2256,,Tier 3,0.75,41.9534,-73.7921,126895a6-c414-4bef-b381-a554e1cb4d4d,,,,,,,,,,,,,,,,,,
001cv00000AuX5t,"Village Of Oyster Bay Cove, NY",New York,Municipality,Alicia Gopal,2257,,Tier 3,0.75,40.8709,-73.511,330530fd-5464-4464-97d4-2fa2e557c60d,,,,,,,,,9,2026-05-11,9,,,,,,,
001cv00000AuX62,"Town Of Easton, NY",New York,Municipality,Mihir Shah,2261,,Tier 3,0.75,43.031,-73.5359,1d28d66c-b335-4edf-8442-d512118d6dfd,,,,,,,,,,,,,,,,,,
001cv00000AuX69,"Village Of Falconer, NY",New York,Municipality,Alicia Gopal,2263,,Tier 3,0.75,42.1187,-79.1984,a46536da-5018-44c8-9882-43449a9a8276,,,,,,,,,,,,,,,,,,
001cv00000AuX6E,"Town Of Russia, NY",New York,Municipality,Ben Laddis,2265,,Tier 3,0.75,43.2859,-75.0845,b8c7f8d9-15a7-4225-989e-5c44cc0996cb,,,,,,,,,3,2026-04-28,,3,,,,,,
001cv00000AuX6K,"Town Of Pavilion, NY",New York,Municipality,Mihir Shah,2266,,Tier 3,0.75,42.8761,-78.0229,bcf3da37-e5b3-47fe-ac14-e883b89ddc5c,,,,,,,,,,,,,,,,,,
001cv00000AuX6V,"Town Of Conesus, NY",New York,Municipality,Alicia Gopal,2270,,Tier 3,0.75,42.7188,-77.6761,9788196d-3d66-421b-9131-0bd72bd56324,,,,,,,,,,,,,,,,,,
001cv00000AuX6c,"Town Of Lumberland, NY",New York,Municipality,Ben Laddis,2272,,Tier 3,0.75,41.4782,-74.8039,1ef9bb1e-2410-4354-8357-72065177eee1,,,,,,,,,,,,,,,,,,
001cv00000AuX6s,"Town Of Byron, NY",New York,Municipality,Mihir Shah,2276,,Tier 3,0.75,43.0797,-78.0644,d3b701cf-ce39-4621-b40f-78c13b1add19,,,,,,,,,,,,,,,,,,
001cv00000AuX74,"Town Of Franklin, NY",New York,Municipality,Alicia Gopal,2281,,Tier 3,0.75,42.3406,-75.1652,443c0dfe-ff17-498c-9175-13b9eae9dbf5,,,,,,,,,,,,,,,,,,
001cv00000AuX7G,"Town Of Montour, NY",New York,Municipality,Mihir Shah,2285,,Tier 3,0.75,42.3439,-76.8144,4d6102ef-cdb2-4f27-98d2-d8dc55f51fd7,,,,,,,,,,,,,,,,,,
001cv00000AuX7H,"Town Of Rose, NY",New York,Municipality,Ben Laddis,2285,,Tier 3,0.75,43.1537,-76.8786,9c51c164-2e46-48f8-b16d-759d9b084c0b,,,,,,,,,,,,,,,,,,
001cv00000AuX7L,"Town Of Bristol, NY",New York,Municipality,Alicia Gopal,2286,,Tier 3,0.75,42.8453,-77.4242,64e06404-47e1-401b-9a7e-e1797ee20e13,,,,,,,,,,,,,,,,,,
001cv00000AuX7b,"Town Of Ripley, NY",New York,Municipality,Ben Laddis,2292,,Tier 3,0.75,42.2669,-79.7105,051f962f-5c60-44e1-abe7-a2a895921233,,,,,,,,,,,,,,,,,,
