Account ID,Account Name,State,Entity Type,Owner,Population,Account Status,Tier,SQO Points,Lat,Lng,Starbridge Buyer ID,Opp Status,Stage,Funnel Position,Sourced By,Discovery Call Date,Created Date,ARR,Previously Lost,Total Calls,Last Call Date,Calls - Ali Cohen,Calls - Leila Assil,Calls - Catherine Silvestri,Calls - Joe del Rosario,Calls - Sydney Ireland,Calls - Jenny Allison,Calls - Quinzel Perry,Calls - Ryan Minter,Calls - Hugh Bargeron,Calls - Nick Martino,Salesforce ID
001cv00000AuWZs,"Township Of Coolspring, PA",Pennsylvania,Municipality,Hugh Bargeron,2102,,Tier 3,0.75,41.0431,-79.0836,0a93d426-323e-4e11-a356-4f6f21dc6e83,,,,,,,,,,,,,,,,,,,,,
001cv00000AuWa4,"Borough Of Robesonia, PA",Pennsylvania,Municipality,Hugh Bargeron,2107,,Tier 3,0.75,40.3518,-76.1344,8f9b2de3-39e0-4734-a8cc-5a877d7651d9,,,,,,,,,,,,,,,,,,,,,
001cv00000AuWad,"Borough Of South Greensburg, PA",Pennsylvania,Municipality,Catherine Silvestri,2114,,Tier 3,0.75,40.2784,-79.5448,e082a2a8-5472-4c2e-ae83-7289f8825990,,,,,,,,,,,,,,,,,,,,,
001cv00000AuWag,"Borough Of Glen Rock, PA",Pennsylvania,Municipality,Hugh Bargeron,2115,,Tier 3,0.75,39.7932,-76.7302,397aeed7-3c98-4728-a26e-13aaea45086d,,,,,,,,,,,,,,,,,,,,,
001cv00000AuWb5,"Township Of Washington, PA",Pennsylvania,Municipality,Ali Cohen,2123,,Tier 3,0.75,40.1149,-79.8185,aecbc963-bc76-44ae-bea7-05bfad8167eb,,,,,,,,,,,,,,,,,,,,,
001cv00000AuWbG,"Township Of Summit, PA",Pennsylvania,Municipality,Ali Cohen,2125,,Tier 3,0.75,42.0298,-80.0423,86bb2e32-eebd-4605-8ca6-6e8fcf42d0c5,,,,,,,,,,,,,,,,,,,,,
001cv00000AuWbP,"Township Of Penn, PA",Pennsylvania,Municipality,Catherine Silvestri,2129,,Tier 3,0.75,40.3841,-79.6614,28811dc5-c497-4310-a605-1f1d91242070,,,,,,,,,,,,,,,,,,,,,
001cv00000AuWbW,"Township Of Valley, PA",Pennsylvania,Municipality,Catherine Silvestri,2132,,Tier 3,0.75,39.9809,-75.8476,6ab89ec0-bb5f-46cf-ac70-f9ae28c8bfb6,,,,,,,,,,,,,,,,,,,,,
001cv00000AuWbc,"Borough Of Leechburg, PA",Pennsylvania,Municipality,Catherine Silvestri,2133,,Tier 3,0.75,40.627,-79.6056,6da1e889-b76e-409a-be10-67af2cfd071e,,,,,,,,,,,,,,,,,,,,,
001cv00000AuWbx,"Borough Of Hughesville, PA",Pennsylvania,Municipality,Catherine Silvestri,2140,,Tier 3,0.75,41.2412,-76.7238,50c3dfad-3b0e-4891-9f3e-b776650940b3,,,,,,,,,,,,,,,,,,,,,
001cv00000AuWbz,"Township Of Upper Burrell, PA",Pennsylvania,Municipality,Ali Cohen,2141,,Tier 3,0.75,40.5473,-79.6839,287101d5-2d5d-4442-b6bf-7713dd67cf83,,,,,,,,,,,,,,,,,,,,,
001cv00000AuWcA,"Borough Of Conway, PA",Pennsylvania,Municipality,Sydney Ireland,2144,,Tier 3,0.75,40.6598,-80.2392,f789493a-6d6b-40b8-8fb0-1f7d2af11135,,,,,,,,,,,,,,,,,,,,,
001cv00000AuWcB,"Township Of Dunkard, PA",Pennsylvania,Municipality,Sydney Ireland,2144,,Tier 3,0.75,39.7412,-79.9748,feb139fb-93a7-4990-9625-88a16e2fea36,,,,,,,,,,,,,,,,,,,,,
001cv00000AuWcO,"Borough Of Jermyn, PA",Pennsylvania,Municipality,Sydney Ireland,2148,,Tier 3,0.75,41.5309,-75.5455,fefed1fc-4cd9-484d-97b8-a82bc23615b1,,,,,,,,,5,2025-12-15,5,,,,,,,,,,
001cv00000AuWcY,"Township Of West Wheatfield, PA",Pennsylvania,Municipality,Catherine Silvestri,2151,,Tier 3,0.75,40.4216,-79.0871,abe8f9ba-d54d-4d64-bb40-3b2a65f540ca,,,,,,,,,,,,,,,,,,,,,
001cv00000AuWcd,"Borough Of Brownsville, PA",Pennsylvania,Municipality,Sydney Ireland,2152,,Tier 3,0.75,40.0237,-79.8839,7d461b20-93aa-4cb0-8598-f4c757d78c09,,,,,,,,,13,2026-02-11,13,,,,,,,,,,
001cv00000AuWch,"Borough Of Stewartstown, PA",Pennsylvania,Municipality,Catherine Silvestri,2153,,Tier 3,0.75,39.7537,-76.5914,59086d9a-36f0-4d8e-9605-2ce71f394fe2,,,,,,,,,,,,,,,,,,,,,
001cv00000AuWci,"Township Of East Wheatfield, PA",Pennsylvania,Municipality,Catherine Silvestri,2153,,Tier 3,0.75,40.4443,-79.008,f8ae3e21-8457-4ff3-933a-f94b341233c2,,,,,,,,,,,,,,,,,,,,,
001cv00000AuWcu,"Township Of Porter, PA",Pennsylvania,Municipality,Hugh Bargeron,2157,,Tier 3,0.75,40.5231,-78.088,f1252521-587e-46f4-a5e1-7a7d7f218e0c,,,,,,,,,,,,,,,,,,,,,
001cv00000AuWdE,"Township Of Richmond, PA",Pennsylvania,Municipality,Hugh Bargeron,2162,,Tier 3,0.75,40.4935,-75.8185,9c447791-d1fd-4a43-b7cc-cad49ba225a0,,,,,,,,,,,,,,,,,,,,,
001cv00000AuWdL,"Township Of Fawn, PA",Pennsylvania,Municipality,Catherine Silvestri,2165,,Tier 3,0.75,40.6559,-79.7736,28d730ab-d690-414a-9bce-445f8622af59,,,,,,,,,,,,,,,,,,,,,
001cv00000AuWdT,"Township Of Scott, PA",Pennsylvania,Municipality,Ali Cohen,2167,,Tier 3,0.75,41.0334,-76.4163,e8cde8cf-147e-43ae-9f44-bf56c9e5f13b,,,,,,,,,1,2025-06-02,,1,,,,,,,,,
001cv00000AuWkB,"Township Of Norwegian, PA",Pennsylvania,Municipality,Sydney Ireland,2171,,Tier 3,0.75,40.6951,-76.2339,3d9f1a35-cd7e-40a7-b21a-9db465470c83,,,,,,,,,,,,,,,,,,,,,
001cv00000AuWpH,"Borough Of Dublin, PA",Pennsylvania,Municipality,Catherine Silvestri,2177,,Tier 3,0.75,40.3718,-75.2016,7ab7412c-8d68-455d-8951-f78c369a9db6,,,,,,,,,,,,,,,,,,,,,
001cv00000AuWpI,"Township Of Upper Frankford, PA",Pennsylvania,Municipality,Sydney Ireland,2177,,Tier 3,0.75,40.2403,-77.3624,d3e06ed7-cac7-48e2-a624-6b05704c0022,,,,,,,,,,,,,,,,,,,,,
001cv00000AuWpb,"Township Of Muddy Creek, PA",Pennsylvania,Municipality,Hugh Bargeron,2183,,Tier 3,0.75,40.9723,-79.9712,bc53539f-b5b2-4abf-8a1e-ec546d4c3f4e,,,,,,,,,,,,,,,,,,,,,
001cv00000AuWpi,"Township Of Lurgan, PA",Pennsylvania,Municipality,Ali Cohen,2185,,Tier 3,0.75,40.094,-77.6311,a6878705-24f8-44b5-b749-78e052f5dcfb,,,,,,,,,,,,,,,,,,,,,
001cv00000AuWpo,"Township Of Donegal, PA",Pennsylvania,Municipality,Ali Cohen,2186,,Tier 3,0.75,40.0913,-79.348,8ab84acd-ff5d-4072-b4e2-74c65f194a1b,,,,,,,,,,,,,,,,,,,,,
001cv00000AuWqN,"Borough Of Southwest Greensburg, PA",Pennsylvania,Municipality,Sydney Ireland,2197,,Tier 3,0.75,40.2912,-79.547,10da2ad5-f0bc-487e-b810-5b0173c224b2,,,,,,,,,,,,,,,,,,,,,
001cv00000AuWqS,"Township Of Greene, PA",Pennsylvania,Municipality,Ali Cohen,2199,,Tier 3,0.75,39.9685,-77.5873,7712444a-ce29-43f9-abee-583538da4926,,,,,,,,,,,,,,,,,,,,,
001cv00000AuWqW,"Township Of Franklin, PA",Pennsylvania,Municipality,Catherine Silvestri,2200,,Tier 3,0.75,40.6698,-78.0538,e2d65726-4e1d-468f-9a77-48a266e08fad,,,,,,,,,,,,,,,,,,,,,
001cv00000AuWqm,"Township Of Haycock, PA",Pennsylvania,Municipality,Hugh Bargeron,2207,,Tier 3,0.75,40.4821,-75.2596,61d8f53a-e415-46bf-a0f1-67e6a80653a3,,,,,,,,,,,,,,,,,,,,,
001cv00000AuWqt,"Township Of Pleasant, PA",Pennsylvania,Municipality,Sydney Ireland,2209,,Tier 3,0.75,41.7971,-79.2113,78fd2e62-5159-4203-a9d8-795f24726d9c,,,,,,,,,,,,,,,,,,,,,
001cv00000AuWrH,"Township Of Hunlock, PA",Pennsylvania,Municipality,Ali Cohen,2218,,Tier 3,0.75,41.2095,-76.0819,b4047a6f-5bff-420c-a289-bb258853add1,,,,,,,,,,,,,,,,,,,,,
001cv00000AuWrL,"Township Of Independence, PA",Pennsylvania,Municipality,Hugh Bargeron,2219,,Tier 3,0.75,40.5342,-80.3436,fcf1fa61-60b6-458d-8389-1affda8a7592,,,,,,,,,,,,,,,,,,,,,
001cv00000AuWrQ,"Township Of Covington, PA",Pennsylvania,Municipality,Sydney Ireland,2220,,Tier 3,0.75,41.2957,-75.5044,7f188391-92d0-40d2-b299-85fb62680206,,,,,,,,,,,,,,,,,,,,,
001cv00000AuWrk,"Township Of Hemlock, PA",Pennsylvania,Municipality,Sydney Ireland,2228,,Tier 3,0.75,41.8492,-79.0575,00ec37f3-36f0-48d5-9731-edd3d3960136,,,,,,,,,,,,,,,,,,,,,
001cv00000AuWry,"Borough Of Watsontown, PA",Pennsylvania,Municipality,Hugh Bargeron,2236,,Tier 3,0.75,41.0845,-76.8639,b5f179e3-c08d-4af5-a512-eefaaf40edca,,,,,,,,,,,,,,,,,,,,,
001cv00000AuWvT,"Township Of West Nantmeal, PA",Pennsylvania,Municipality,Ali Cohen,2244,,Tier 3,0.75,40.113,-75.8185,00d88c88-3d6f-4bb7-b700-d77784b4b7d8,,,,,,,,,,,,,,,,,,,,,
001cv00000AuWvU,"Township Of Venango, PA",Pennsylvania,Municipality,Ali Cohen,2244,,Tier 3,0.75,41.3897,-79.8297,28f23474-4f85-47af-9781-fc24f526f731,,,,,,,,,,,,,,,,,,,,,
001cv00000AuWyZ,"Township Of Hamiltonban, PA",Pennsylvania,Municipality,Catherine Silvestri,2301,,Tier 3,0.75,39.7953,-77.4128,8728eeab-8eb6-4805-b672-217300bab3bc,,,,,,,,,,,,,,,,,,,,,
001cv00000AuX5P,"Borough Of North York, PA",Pennsylvania,Municipality,Ali Cohen,2248,,Tier 3,0.75,39.9782,-76.733,8e432732-7ebb-4ed7-b9c6-04864e8d71bd,,,,,,,,,,,,,,,,,,,,,
001cv00000AuX5W,"Borough Of Wrightsville, PA",Pennsylvania,Municipality,Catherine Silvestri,2249,,Tier 3,0.75,40.0257,-76.53,54f40b92-23d8-4e45-b5e8-7eb2cd997d0d,,,,,,,,,,,,,,,,,,,,,
001cv00000AuX5Y,"Township Of Elk Lick, PA",Pennsylvania,Municipality,Sydney Ireland,2250,,Tier 3,0.75,39.7778,-79.1323,fc8e8ef5-9bbe-4081-b8e3-7b1f06b2bdbb,,,,,,,,,,,,,,,,,,,,,
001cv00000AuX5h,"Township Of Eden, PA",Pennsylvania,Municipality,Catherine Silvestri,2254,,Tier 3,0.75,39.9079,-76.1215,afac0e78-67e1-45de-bc4c-664ecd2c92cf,,,,,,,,,,,,,,,,,,,,,
001cv00000AuX5n,"Borough Of Brockway, PA",Pennsylvania,Municipality,Ali Cohen,2256,,Tier 3,0.75,41.2492,-78.7995,08d42caa-2e2c-44bb-a3e7-0a74b4092303,,,,,,,,,,,,,,,,,,,,,
001cv00000AuX6C,"Township Of Rye, PA",Pennsylvania,Municipality,Ali Cohen,2264,,Tier 3,0.75,40.327,-77.0336,d2596faf-8b57-487c-9fbd-c10ebfbe7038,,,,,,,,,1,2025-07-31,,1,,,,,,,,,
001cv00000AuX6N,"Township Of Tyrone, PA",Pennsylvania,Municipality,Catherine Silvestri,2267,,Tier 3,0.75,39.9494,-77.16,47d25972-0072-4766-9b9d-a771848f8467,,,,,,,,,,,,,,,,,,,,,
001cv00000AuX6O,"Township Of Gregg, PA",Pennsylvania,Municipality,Catherine Silvestri,2267,,Tier 3,0.75,40.4065,-80.1645,731d351d-b6dd-4644-bfaa-a8a08ed7f759,,,,,,,,,,,,,,,,,,,,,
001cv00000AuX6Q,"Township Of Greenfield, PA",Pennsylvania,Municipality,Sydney Ireland,2268,,Tier 3,0.75,40.249,-78.4497,8579c2f2-5592-412e-bcab-6cb6e8b2b4ee,,,,,,,,,,,,,,,,,,,,,
001cv00000AuX6X,"Borough Of Tullytown, PA",Pennsylvania,Municipality,Ali Cohen,2270,,Tier 3,0.75,40.1393,-74.8146,f7d371ef-f2ec-442d-a061-63917b437702,,,,,,,,,,,,,,,,,,,,,
001cv00000AuX6k,"Borough Of Newtown, PA",Pennsylvania,Municipality,Ali Cohen,2274,,Tier 3,0.75,40.2283,-74.9323,a8854c97-a1f2-46ff-9449-49da530b0816,,,,,,,,,,,,,,,,,,,,,
001cv00000AuX6l,"Township Of North Annville, PA",Pennsylvania,Municipality,Ali Cohen,2274,,Tier 3,0.75,40.3635,-76.5604,75a13f79-b2ad-4a3f-82bc-50ad014ae23c,,,,,,,,,,,,,,,,,,,,,
001cv00000AuX70,"Township Of Lowhill, PA",Pennsylvania,Municipality,Catherine Silvestri,2278,,Tier 3,0.75,40.0101,-79.9509,7bcbd18c-8863-4b55-befc-d84e5769e447,,,,,,,,,,,,,,,,,,,,,
001cv00000AuX76,"Township Of Summerhill, PA",Pennsylvania,Municipality,Ali Cohen,2281,,Tier 3,0.75,40.3328,-78.6909,04047d3e-e542-4cc6-80c8-f922323231ba,,,,,,,,,,,,,,,,,,,,,
001cv00000AuX7M,"Township Of Taylor, PA",Pennsylvania,Municipality,Hugh Bargeron,2286,,Tier 3,0.75,40.3033,-78.3956,caabd289-6948-475a-90be-9684f778a2fa,,,,,,,,,,,,,,,,,,,,,
001cv00000AuX7R,"Township Of Roaring Brook, PA",Pennsylvania,Municipality,Catherine Silvestri,2289,,Tier 3,0.75,41.2565,-76.1199,4d9d9ff0-fb44-4b06-a990-b7a85c1aa724,,,,,,,,,,,,,,,,,,,,,
001cv00000AuX7e,"Township Of Croyle, PA",Pennsylvania,Municipality,Ali Cohen,2293,,Tier 3,0.75,40.3597,-78.759,0058234e-e464-45dd-8d7e-ef10d129a27b,,,,,,,,,,,,,,,,,,,,,
001cv00000AuX7f,"Township Of Texas, PA",Pennsylvania,Municipality,Sydney Ireland,2293,,Tier 3,0.75,41.5351,-77.2528,c3c16151-3c47-42fd-bb88-52355fbe13e2,,,,,,,,,,,,,,,,,,,,,
001cv00000AuX7j,"Township Of Pike, PA",Pennsylvania,Municipality,Catherine Silvestri,2295,,Tier 3,0.75,41.0095,-78.5434,1daa353c-5b38-4795-b8ba-171c5a35ba36,,,,,,,,,1,2025-08-18,,,,,,,1,,,,
001cv00000AuX7m,"Borough Of Mount Union, PA",Pennsylvania,Municipality,Catherine Silvestri,2296,,Tier 3,0.75,40.3845,-77.8822,34ef104d-44c3-44d0-b821-60cbc9b868e1,,,,,,,,,,,,,,,,,,,,,
001cv00000AuX7n,"Township Of Mifflin, PA",Pennsylvania,Municipality,Sydney Ireland,2296,,Tier 3,0.75,40.5695,-77.4028,560e1847-4fd6-41fd-b3bb-05b653822e72,,,,,,,,,,,,,,,,,,,,,
001cv00000AuX7q,"Township Of East Bethlehem, PA",Pennsylvania,Municipality,Catherine Silvestri,2297,,Tier 3,0.75,40.0003,-79.9976,a9222bf0-45ca-45fd-9f91-7d2451eb7e7a,,,,,,,,,,,,,,,,,,,,,
001cv00000AuX80,"Borough Of Parkside, PA",Pennsylvania,Municipality,Ali Cohen,2300,,Tier 3,0.75,39.8643,-75.3785,efe8c805-4846-4a19-b42a-af2a7ea4238b,,,,,,,,,,,,,,,,,,,,,
001cv00000AuX81,"Township Of Morgan, PA",Pennsylvania,Municipality,Catherine Silvestri,2300,,Tier 3,0.75,39.9555,-80.087,93dc5822-1d6b-441a-9162-70c5cdecd047,,,,,,,,,,,,,,,,,,,,,
001cv00000AuX8Q,"Township Of Hickory, PA",Pennsylvania,Municipality,Hugh Bargeron,2305,,Tier 3,0.75,40.2991,-80.3088,fa9d612b-1e78-4cec-9e69-e04639763175,,,,,,,,,,,,,,,,,,,,,
001cv00000AuX8b,"Borough Of New Stanton, PA",Pennsylvania,Municipality,Catherine Silvestri,2311,,Tier 3,0.75,40.2277,-79.6086,cb0b4a9d-f4d7-4496-a47e-4a9f3777e0cf,,,,,,,,,,,,,,,,,,,,,
001cv00000AuX8e,"Township Of Jefferson, PA",Pennsylvania,Municipality,Catherine Silvestri,2313,,Tier 3,0.75,41.4415,-75.4927,84dc6705-9d99-49fb-b956-c1a3da14802b,,,,,,,,,,,,,,,,,,,,,
001cv00000AuX8r,"Borough Of Liberty, PA",Pennsylvania,Municipality,Sydney Ireland,2318,,Tier 3,0.75,40.3265,-79.8563,5a492f17-7385-41f6-8486-be630e03eb27,,,,,,,,,,,,,,,,,,,,,
001cv00000AuX9H,"Township Of Cornplanter, PA",Pennsylvania,Municipality,Sydney Ireland,2329,,Tier 3,0.75,41.5102,-79.6278,a310c83c-d767-4993-a7de-9e43752f1752,,,,,,,,,,,,,,,,,,,,,
001cv00000AuX9d,"Borough Of Bentleyville, PA",Pennsylvania,Municipality,Sydney Ireland,2335,,Tier 3,0.75,40.1167,-80.0084,7bfd4b86-925e-4562-8372-d0c8615a7eff,,,,,,,,,,,,,,,,,,,,,
001cv00000AuX9x,"Borough Of Geistown, PA",Pennsylvania,Municipality,Sydney Ireland,2343,,Tier 3,0.75,40.2941,-78.872,892d238a-5c9b-408e-9f34-839d1ade9278,,,,,,,,,,,,,,,,,,,,,
001cv00000AuX9y,"Township Of Franklin, PA",Pennsylvania,Municipality,Catherine Silvestri,2344,,Tier 3,0.75,40.6698,-78.0538,0ef27124-167c-403b-92a9-d021958d8f7d,,,,,,,,,,,,,,,,,,,,,
001cv00000AuX9z,"Township Of Snyder, PA",Pennsylvania,Municipality,Hugh Bargeron,2344,,Tier 3,0.75,40.7111,-78.259,82326d81-0ecb-446f-a56e-11677e96a549,,,,,,,,,,,,,,,,,,,,,
001cv00000AuXA0,"Township Of Fell, PA",Pennsylvania,Municipality,Hugh Bargeron,2344,,Tier 3,0.75,41.6094,-75.5044,955e81ee-2d23-441e-a6b0-10410673631e,,,,,,,,,,,,,,,,,,,,,
001cv00000AuXAH,"Borough Of Coudersport, PA",Pennsylvania,Municipality,Sydney Ireland,2351,,Tier 3,0.75,41.7748,-78.0206,fc18c111-390b-4c4e-9c1f-24a2998686c3,,,,,,,,,,,,,,,,,,,,,
001cv00000AuXAR,"Township Of Rockefeller, PA",Pennsylvania,Municipality,Hugh Bargeron,2355,,Tier 3,0.75,40.8245,-76.7452,05a18a7f-ead2-4934-8e24-7e1f5e377014,,,,,,,,,,,,,,,,,,,,,
001cv00000AuXAc,"Township Of Brothersvalley, PA",Pennsylvania,Municipality,Catherine Silvestri,2362,,Tier 3,0.75,39.9276,-78.9967,b41cb7b2-45c1-49ed-8d88-7f464a9f003e,,,,,,,,,,,,,,,,,,,,,
001cv00000AuXAi,"Township Of Lower Yoder, PA",Pennsylvania,Municipality,Catherine Silvestri,2364,,Tier 3,0.75,40.3414,-78.9854,24983142-2569-4d27-a9bf-75ad05042d45,,,,,,,,,,,,,,,,,,,,,
001cv00000AuXAl,"Borough Of Roaring Spring, PA",Pennsylvania,Municipality,Hugh Bargeron,2365,,Tier 3,0.75,40.3359,-78.3908,af0dd372-5200-4797-a1e3-8574c481b251,,,,,,,,,,,,,,,,,,,,,
001cv00000AuXAz,"Township Of Jefferson, PA",Pennsylvania,Municipality,Catherine Silvestri,2371,,Tier 3,0.75,41.4415,-75.4927,31a1e438-d215-49ff-b7e6-4b50648a4128,,,,,,,,,,,,,,,,,,,,,
001cv00000AuXB4,"Borough Of Spring Grove, PA",Pennsylvania,Municipality,Catherine Silvestri,2373,,Tier 3,0.75,39.8745,-76.8658,3524b7ef-45c5-476e-951e-f5dad6c3bc25,,,,,,,,,,,,,,,,,,,,,
001cv00000AuXB5,"Township Of Wayne, PA",Pennsylvania,Municipality,Catherine Silvestri,2373,,Tier 3,0.75,40.5961,-76.2479,c735f523-2bdc-44eb-8c06-dde16de2877d,,,,,,,,,,,,,,,,,,,,,
001cv00000AuXBD,"Borough Of Johnsonburg, PA",Pennsylvania,Municipality,Ali Cohen,2378,,Tier 3,0.75,41.4906,-78.675,ebe3f80c-0fb6-41cc-b7ff-9ef6f9811bf7,,,,,,,,,,,,,,,,,,,,,
001cv00000AuXEh,"Borough Of Colwyn, PA",Pennsylvania,Municipality,Sydney Ireland,2450,,Tier 3,0.75,39.9123,-75.2538,30aea441-68dc-47fe-b10e-9f606a159f34,,,,,,,,,,,,,,,,,,,,,
001cv00000AuXEi,"Township Of Wayne, PA",Pennsylvania,Municipality,Catherine Silvestri,2450,,Tier 3,0.75,40.5961,-76.2479,2cbe7d24-35a5-4f7b-a09e-11d30e936b68,,,,,,,,,,,,,,,,,,,,,
001cv00000AuXEo,"Borough Of Verona, PA",Pennsylvania,Municipality,Hugh Bargeron,2452,,Tier 3,0.75,40.5065,-79.8431,a9a7485d-7d5b-4044-858b-be4c79e80b2c,,,,,,,,,,,,,,,,,,,,,
001cv00000AuXHv,"Borough Of Reynoldsville, PA",Pennsylvania,Municipality,Ali Cohen,2521,Nurture,Tier 3,0.75,41.097,-78.8886,96da0969-a51d-4859-8813-9403b698aae3,Closed Lost,,,Ali Cohen,2/4/2026,11/6/2025,,,30,2026-02-25,30,,,,,,,,,,
001cv00000AuXI1,"Borough Of Penndel, PA",Pennsylvania,Municipality,Sydney Ireland,2523,,Tier 3,0.75,40.1521,-74.9166,9e830ce7-707b-42b3-8d4a-eab4fc1c9f4a,,,,,,,,,,,,,,,,,,,,,
001cv00000AuXI2,"Township Of Londonderry, PA",Pennsylvania,Municipality,Catherine Silvestri,2523,,Tier 3,0.75,40.179,-76.699,86b87744-b7c6-48d9-9efa-19d20d2700b0,,,,,,,,,,,,,,,,,,,,,
001cv00000AuXMv,"Township Of Letterkenny, PA",Pennsylvania,Municipality,Ali Cohen,2454,,Tier 3,0.75,40.0414,-77.7223,f859cca8-c94b-4e64-95a3-0418bb8c5970,,,,,,,,,,,,,,,,,,,,,
001cv00000AuXMw,"Township Of Parks, PA",Pennsylvania,Municipality,Sydney Ireland,2455,,Tier 3,0.75,40.6357,-79.5491,23738e78-5ada-4f85-9c44-a9a4af997779,,,,,,,,,,,,,,,,,,,,,
001cv00000AuXMx,"Township Of Berlin, PA",Pennsylvania,Municipality,Hugh Bargeron,2455,,Tier 3,0.75,41.567,-75.1779,c2e8c062-8c6e-419a-a7ae-543bcd0948cf,,,,,,,,,,,,,,,,,,,,,
001cv00000AuXN3,"Township Of West Fallowfield, PA",Pennsylvania,Municipality,Catherine Silvestri,2457,,Tier 3,0.75,39.8918,-75.9214,c83d9e08-692a-417b-bacb-901e33016652,,,,,,,,,,,,,,,,,,,,,
001cv00000AuXNC,"Township Of Crescent, PA",Pennsylvania,Municipality,Sydney Ireland,2461,,Tier 3,0.75,40.5667,-80.2298,7bfca671-70aa-4ec7-a231-6d8eb2e2888c,,,,,,,,,,,,,,,,,,,,,
001cv00000AuXNF,"Township Of Cherryhill, PA",Pennsylvania,Municipality,Catherine Silvestri,2462,,Tier 3,0.75,41.9112,-80.4478,d444302e-1889-41a8-ab9f-f9bafe48e8c0,,,,,,,,,,,,,,,,,,,,,
001cv00000AuXNI,"Township Of Upper Augusta, PA",Pennsylvania,Municipality,Hugh Bargeron,2464,,Tier 3,0.75,40.8841,-76.7452,0aff9990-fc17-4bcb-9ca7-c3b2241b0097,,,,,,,,,,,,,,,,,,,,,
001cv00000AuXNJ,"Township Of Lackawannock, PA",Pennsylvania,Municipality,Ali Cohen,2465,,Tier 3,0.75,41.1866,-80.3547,29e5c372-03fa-43ef-8f35-4f76de3c15cb,,,,,,,,,,,,,,,,,,,,,
001cv00000AuXNp,"Borough Of Coopersburg, PA",Pennsylvania,Municipality,Ali Cohen,2475,,Tier 3,0.75,40.5115,-75.3905,3952a158-9346-49ec-88c6-939153168ba3,,,,,,,,,,,,,,,,,,,,,
001cv00000AuXNr,"Borough Of Mcadoo, PA",Pennsylvania,Municipality,Hugh Bargeron,2476,,Tier 3,0.75,40.9016,-75.9913,d985651c-4447-4ad6-8269-3b1818b1b75a,,,,,,,,,,,,,,,,,,,,,
001cv00000AuXO6,"Township Of Madison, PA",Pennsylvania,Municipality,Hugh Bargeron,2479,,Tier 3,0.75,41.3666,-75.4541,bcba315f-a8ed-43bb-a325-003829417a2c,,,,,,,,,,,,,,,,,,,,,
001cv00000AuXO7,"Township Of Mount Carmel, PA",Pennsylvania,Municipality,Hugh Bargeron,2479,,Tier 3,0.75,40.797,-76.4119,2a4a18e7-56b0-4c4e-8f04-f3189f6b3f74,,,,,,,,,,,,,,,,,,,,,
001cv00000AuXOA,"Borough Of Ashland, PA",Pennsylvania,Municipality,Ali Cohen,2481,,Tier 3,0.75,40.7818,-76.3458,60f364a5-0341-49a2-acab-3e9d829e5fa2,,,,,,,,,,,,,,,,,,,,,
001cv00000AuXOE,"Township Of Fannett, PA",Pennsylvania,Municipality,Catherine Silvestri,2483,,Tier 3,0.75,40.2029,-77.7223,550f39b1-9798-40e7-9869-df7b978240cc,,,,,,,,,,,,,,,,,,,,,
001cv00000AuXOS,"Borough Of Emsworth, PA",Pennsylvania,Municipality,Catherine Silvestri,2487,,Tier 3,0.75,40.5101,-80.0945,ee4bea14-4f69-4ef9-be95-b3c423b65501,,,,,,,,,,,,,,,,,,,,,
001cv00000AuXOW,"Borough Of Nanty Glo, PA",Pennsylvania,Municipality,Sydney Ireland,2488,,Tier 3,0.75,40.4723,-78.8334,7299d78b-9770-4082-92c3-59e41a9cca57,,,,,,,,,,,,,,,,,,,,,
001cv00000AuXOj,"Borough Of Red Hill, PA",Pennsylvania,Municipality,Sydney Ireland,2494,,Tier 3,0.75,40.3729,-75.481,ec11b9a9-b389-422f-a22e-2d01d0637d39,,,,,,,,,,,,,,,,,,,,,
001cv00000AuXP0,"Borough Of Cambridge Springs, PA",Pennsylvania,Municipality,Sydney Ireland,2499,,Tier 3,0.75,41.8037,-80.0564,b37a6f88-6430-477a-acba-7c5f243e5ba8,,,,,,,,,,,,,,,,,,,,,
001cv00000AuXP3,"Township Of Windsor, PA",Pennsylvania,Municipality,Sydney Ireland,2502,,Tier 3,0.75,39.9263,-76.6066,f8c8d5b6-32ff-432b-9f6b-9b4d793bfe55,,,,,,,,,,,,,,,,,,,,,
001cv00000AuXP9,"Borough Of Avoca, PA",Pennsylvania,Municipality,Ali Cohen,2506,,Tier 3,0.75,41.3398,-75.7363,cc705eb8-d0a6-49ff-ac6d-781e7837442c,,,,,,,,,,,,,,,,,,,,,
001cv00000AuXPU,"Township Of Clay, PA",Pennsylvania,Municipality,Sydney Ireland,2514,,Tier 3,0.75,40.2184,-76.2555,2091ace5-6d8a-4fb4-a416-75656edaf37a,,,,,,,,,,,,,,,,,,,,,
001cv00000AuXPb,"Township Of Winslow, PA",Pennsylvania,Municipality,Catherine Silvestri,2517,,Tier 3,0.75,41.0846,-78.8688,2a9d1374-a5ba-4a7b-8572-db2974bc3ebc,,,,,,,,,,,,,,,,,,,,,
001cv00000AuXPe,"Borough Of Weatherly, PA",Pennsylvania,Municipality,Hugh Bargeron,2519,,Tier 3,0.75,40.9418,-75.8296,761a58b5-1ef2-4853-b125-c4bec429a2b1,,,,,,,,,,,,,,,,,,,,,
