Account ID,Account Name,State,Entity Type,Owner,Population,Account Status,Tier,SQO Points,Lat,Lng,Starbridge Buyer ID,Opp Status,Stage,Funnel Position,Sourced By,Discovery Call Date,Created Date,ARR,Previously Lost,Total Calls,Last Call Date,Calls - Ben Laddis,Calls - Joe del Rosario,Calls - Ryan Minter,Calls - Quinzel Perry,Calls - Alicia Gopal,Calls - Jenny Allison,Calls - Emily Murnane,Calls - Leila Assil,Calls - Lucy Nemerov,Salesforce ID
001cv00000AuYm2,"City Of Camdenton, MO",Missouri,Municipality,Ben Laddis,4015,,Tier 3,0.75,38.0081,-92.7446,a273e431-aace-494c-8b20-04aadc2faf16,,,,,,,,,,,,,,,,,,,,
001cv00000AuYmA,"City Of Riverside, MO",Missouri,Municipality,Ryan Minter,4024,Nurture,Tier 3,0.75,39.1775,-94.613,f6eb896c-62d8-4204-a306-e16084932c20,Closed Lost,,,Ryan Minter,9/22/2025,8/28/2025,,,27,2026-04-27,,,27,,,,,,,
001cv00000AuYmD,"County Of Schuyler, MO",Missouri,County,Ben Laddis,4025,,Tier 3,0.75,40.4858,-92.5,49272434-41bb-46a3-83af-9511b109ad9f,,,,,,,,,,,,,,,,,,,,
001cv00000AuYn5,"City Of Brookfield, MO",Missouri,Municipality,Ben Laddis,4073,,Tier 3,0.75,39.7845,-93.0735,08b06b61-67f5-4307-9360-4b6a7f8220fe,,,,,,,,,,,,,,,,,,,,
001cv00000AuYp5,"City Of Butler, MO",Missouri,Municipality,Ben Laddis,4177,Nurture,Tier 3,0.75,38.2569,-94.3432,3de9f155-e4c7-4e7b-81b0-e15fae2708d2,Closed Lost,,,Ryan Minter,9/16/2025,9/16/2025,,,3,2025-09-16,,,3,,,,,,,
001cv00000AuYpX,"City Of Normandy, MO",Missouri,Municipality,Ben Laddis,4204,,Tier 3,0.75,38.7209,-90.2973,d904237d-ec4b-438d-94f8-6eaa1298b9e2,,,,,,,,,7,2025-09-10,,,7,,,,,,,
001cv00000AuYq3,"County Of Holt, MO",Missouri,County,Ben Laddis,4226,,Tier 3,0.75,39.4528,-94.3422,b12a9b6d-d935-41f3-913e-764871d57e7f,,,,,,,,,,,,,,,,,,,,
001cv00000AuYrL,"City Of Frontenac, MO",Missouri,Municipality,Ben Laddis,3690,,Tier 3,0.75,38.6404,-90.4154,bd3f1bed-a4f1-4742-8f24-df70160bd799,,,,,,,,,,,,,,,,,,,,
001cv00000AuYv7,"City Of Lamar, MO",Missouri,Municipality,Ben Laddis,4301,,Tier 3,0.75,37.495,-94.2766,9857f1e6-ce2f-4a40-a704-c3ca214cd929,,,,,,,,,,,,,,,,,,,,
001cv00000AuYv8,"Township Of City, MO",Missouri,Municipality,Ben Laddis,4301,,Tier 3,0.75,37.4922,-94.2795,58ae37ab-c0e3-49e4-afd1-81538b38b220,,,,,,,,,,,,,,,,,,,,
001cv00000AuYvV,"City Of Fredericktown, MO",Missouri,Municipality,Ben Laddis,4326,,Tier 3,0.75,37.5597,-90.2928,48f78bda-f068-4ac0-bd3b-c28096b953b9,,,,,,,,,,,,,,,,,,,,
001cv00000AuYwA,"Township Of Grand River, MO",Missouri,Municipality,Ben Laddis,4356,,Tier 3,0.75,38.614,-94.3565,d137b8f9-9129-460a-9e7a-624698598b95,,,,,,,,,,,,,,,,,,,,
001cv00000AuYwC,"City Of Scott City, MO",Missouri,Municipality,Ben Laddis,4359,,Tier 3,0.75,37.2167,-89.5245,8941c4a7-e008-4085-b209-9afa20c9e358,,,,,,,,,,,,,,,,,,,,
001cv00000AuYxf,"City Of Rogersville, MO",Missouri,Municipality,Ben Laddis,4413,,Tier 3,0.75,37.117,-93.0557,9642250a-c752-43b9-85da-6ef62fa99e93,,,,,,,,,,,,,,,,,,,,
001cv00000AuYxh,"City Of Mountain Grove, MO",Missouri,Municipality,Ben Laddis,4417,,Tier 3,0.75,37.1306,-92.2635,8003bb57-bfb4-4b81-bddb-d2c14a5294a5,,,,,,,,,,,,,,,,,,,,
001cv00000AuYxq,"City Of Breckenridge Hills, MO",Missouri,Municipality,Ben Laddis,4419,,Tier 3,0.75,38.7145,-90.3673,9463f7cd-146a-4cb6-aa11-8816f5f06672,,,,,,,,,,,,,,,,,,,,
001cv00000AuYy9,"City Of Eldon, MO",Missouri,Municipality,Ben Laddis,4432,,Tier 3,0.75,38.3484,-92.5816,542734af-3d72-44a2-88b9-f0bf909edc57,,,,,,,,,,,,,,,,,,,,
001cv00000AuYz7,"City Of Mount Vernon, MO",Missouri,Municipality,Ben Laddis,4503,,Tier 3,0.75,37.1037,-93.8185,1c071a78-2157-45c6-8d47-29f68a0bd673,,,,,,,,,,,,,,,,,,,,
001cv00000AuYzQ,"City Of California, MO",Missouri,Municipality,Ben Laddis,4515,,Tier 3,0.75,38.6275,-92.5666,d295c133-92bb-440a-879e-0085bae07449,,,,,,,,,,,,,,,,,,,,
001cv00000AuYzv,"City Of North Kansas City, MO",Missouri,Municipality,Ben Laddis,4548,,Tier 3,0.75,39.1429,-94.573,13996f6b-fa95-4461-829f-754d14206b96,,,,,,,,,,,,,,,,,,,,
001cv00000AuZ7S,"Township Of Sherrill, MO",Missouri,Municipality,Ben Laddis,5268,,Tier 3,0.75,37.5887,-91.8763,192bf3ce-0a9f-4426-a836-d83d58b79f65,,,,,,,,,,,,,,,,,,,,
001cv00000AuZ7g,"County Of Carter, MO",Missouri,County,Ben Laddis,5320,,Tier 3,0.75,36.9074,-90.9438,8605b2cf-9bdf-48d6-962e-f69e5a6cebea,,,,,,,,,,,,,,,,,,,,
001cv00000AuZ9z,"City Of St Clair, MO",Missouri,Municipality,Ben Laddis,4764,,Tier 3,0.75,38.3476,-90.9834,b19081a8-cabd-4934-bcc4-8c62ed0b0e99,,,,,,,,,,,,,,,,,,,,
001cv00000AuZAr,"County Of Sullivan, MO",Missouri,County,Ben Laddis,5934,,Tier 3,0.75,38.2081,-91.1604,97018925-d2f7-4caa-a68a-af789f24faf8,,,,,,,,,,,,,,,,,,,,
001cv00000AuZAz,"Township Of Trenton, MO",Missouri,Municipality,Ben Laddis,5970,,Tier 3,0.75,40.0789,-93.6166,e827835f-6777-4f7f-bb8e-b3be52611d8a,,,,,,,,,,,,,,,,,,,,
001cv00000AuZB0,"County Of Shelby, MO",Missouri,County,Ben Laddis,5976,,Tier 3,0.75,39.8389,-92.1058,38e5e1f7-bdfb-4244-8f99-4500367c3259,,,,,,,,,,,,,,,,,,,,
001cv00000AuZBD,"County Of Reynolds, MO",Missouri,County,Ben Laddis,6087,,Tier 3,0.75,37.3787,-90.9821,298a1a46-b562-4fda-977d-a3c9a815c97d,,,,,,,,,,,,,,,,,,,,
001cv00000AuZBN,"City Of Glendale, MO",Missouri,Municipality,Ben Laddis,6142,,Tier 3,0.75,38.5959,-90.3771,0eaf5477-0c3a-49de-8354-299e0660b6db,,,,,,,,,2,2025-09-15,,,2,,,,,,,
001cv00000AuZBU,"County Of Gentry, MO",Missouri,County,Ben Laddis,6173,,Tier 3,0.75,40.1407,-94.48,b4015b86-5ae8-451f-98f7-0e146e14580d,,,,,,,,,,,,,,,,,,,,
001cv00000AuZCZ,"County Of Clark, MO",Missouri,County,Ben Laddis,6736,,Tier 3,0.75,39.2811,-92.3427,dfa3baf0-aa0b-4070-8020-f152bfa4d094,,,,,,,,,,,,,,,,,,,,
001cv00000AuZDG,"County Of Shannon, MO",Missouri,County,Ben Laddis,7106,,Tier 3,0.75,37.2028,-91.4435,0b87bea7-62e9-498f-9b14-4f0337fe11e1,,,,,,,,,,,,,,,,,,,,
001cv00000AuZI6,"Township Of Mount Pleasant, MO",Missouri,Municipality,Ben Laddis,4949,,Tier 3,0.75,40.2272,-94.5011,676bfd46-628d-4f9e-b3d5-9e8573057669,,,,,,,,,,,,,,,,,,,,
001cv00000AuZMq,"Township Of Piney, MO",Missouri,Municipality,Ben Laddis,4861,,Tier 3,0.75,37.6625,-92.1058,f3c950bc-37ef-4492-aca9-5ce3a8f70dbd,,,,,,,,,,,,,,,,,,,,
001cv00000AuZMx,"City Of Ashland, MO",Missouri,Municipality,Ben Laddis,4871,,Tier 3,0.75,38.7745,-92.2571,dc0c1d8c-3b4c-4444-8e62-abc55e57a805,,,,,,,,,,,,,,,,,,,,
001cv00000AuZNN,"Township Of Cotton Hill, MO",Missouri,Municipality,Ben Laddis,4901,,Tier 3,0.75,36.5446,-89.9813,a6b7ac64-7281-4b2b-8593-ae96aa1a779c,,,,,,,,,,,,,,,,,,,,
001cv00000AuZNa,"City Of Herculaneum, MO",Missouri,Municipality,Ben Laddis,4912,,Tier 3,0.75,38.2549,-90.3931,f177af08-9350-4a93-85c8-051e42e4795f,,,,,,,,,,,,,,,,,,,,
001cv00000AuZNe,"City Of Desloge, MO",Missouri,Municipality,Ben Laddis,4916,,Tier 3,0.75,37.8709,-90.5273,705b0867-a77e-4006-93fc-9dc9233711d4,,,,,,,,,,,,,,,,,,,,
001cv00000AuZQv,"County Of Chariton, MO",Missouri,County,Ben Laddis,7356,,Tier 3,0.75,39.5302,-93.0176,60606837-6b15-4aad-8a69-4261c4de738f,,,,,,,,,,,,,,,,,,,,
001cv00000AuZRX,"County Of Dade, MO",Missouri,County,Ben Laddis,7599,,Tier 3,0.75,37.4864,-93.9878,8abb9328-d1b1-4caa-9639-277edc802e69,,,,,,,,,,,,,,,,,,,,
001cv00000AuZTZ,"City Of Wright City, MO",Missouri,Municipality,Ben Laddis,5153,,Tier 3,0.75,38.8275,-91.0201,6e4788a2-0910-4c01-908c-483e0ebd358a,,,,,,,,,21,2026-05-18,16,,5,,,,,,,
001cv00000AuZTq,"County Of Atchison, MO",Missouri,County,Ben Laddis,5234,,Tier 3,0.75,40.4239,-95.4778,fd17c41c-5a06-4b37-a3bc-1590fe37a126,,,,,,,,,,,,,,,,,,,,
001cv00000AuZXO,"County Of Harrison, MO",Missouri,County,Ben Laddis,8164,,Tier 3,0.75,38.6533,-94.3488,3da62f36-266c-408c-8c72-21129e95fae5,,,,,,,,,,,,,,,,,,,,
001cv00000AuZXj,"County Of Carroll, MO",Missouri,County,Ben Laddis,8376,,Tier 3,0.75,39.5167,-93.5003,a5816ccd-eab5-41ef-9f6b-6642aa8a5006,,,,,,,,,,,,,,,,,,,,
001cv00000AuZXq,"County Of Daviess, MO",Missouri,County,Ben Laddis,8399,,Tier 3,0.75,39.9949,-93.9878,94f00198-83ae-4d23-82ba-c85502729579,,,,,,,,,,,,,,,,,,,,
001cv00000AuZXs,"County Of Maries, MO",Missouri,County,Ben Laddis,8406,,Tier 3,0.75,38.1739,-91.949,a4e15346-4ee7-42b5-94ee-da2aee4b86cf,,,,,,,,,,,,,,,,,,,,
001cv00000AuZYA,"County Of Hickory, MO",Missouri,County,Ben Laddis,8607,,Tier 3,0.75,37.9747,-93.2986,003dc4af-e294-4dc6-a78c-147076b21abf,,,,,,,,,,,,,,,,,,,,
001cv00000AuZYG,"County Of Oregon, MO",Missouri,County,Ben Laddis,8631,,Tier 3,0.75,36.687,-91.4435,4727bf97-ff58-4e2f-a3db-389f953bf97a,,,,,,,,,,,,,,,,,,,,
001cv00000AuZZY,"Township Of Center, MO",Missouri,Municipality,Ben Laddis,9346,,Tier 3,0.75,39.5081,-91.5288,da24bb5b-639f-4f16-8b8e-18c98ca529a7,,,,,,,,,,,,,,,,,,,,
001cv00000AuZZa,"Township Of Chillicothe, MO",Missouri,Municipality,Ben Laddis,9371,,Tier 3,0.75,39.7829,-93.561,2257a5a1-9faf-4d60-8c04-2ef40bc0dbe1,,,,,,,,,,,,,,,,,,,,
001cv00000AuZZb,"County Of St Clair, MO",Missouri,County,Ben Laddis,9376,,Tier 3,0.75,38.0011,-93.8248,6983a779-f73e-4ca9-97f5-943540aa4c8c,,,,,,,,,,,,,,,,,,,,
001cv00000AuZZh,"County Of Iron, MO",Missouri,County,Ben Laddis,9408,,Tier 3,0.75,37.5515,-90.6773,f26445fc-f796-4c70-9869-512034e80868,,,,,,,,,,,,,,,,,,,,
001cv00000AuZab,"County Of Montgomery, MO",Missouri,County,Ben Laddis,11415,,Tier 2,1.0,38.9366,-91.4821,db7b7b29-81d9-42f3-8996-8712499d317d,,,,,,,,,1,2025-11-05,,1,,,,,,,,
001cv00000AuZau,"County Of Barton, MO",Missouri,County,Ben Laddis,11658,,Tier 2,1.0,37.4749,-94.3154,ebafa357-0878-4323-b7cb-927b9d07784c,,,,,,,,,,,,,,,,,,,,
001cv00000AuZay,"County Of Douglas, MO",Missouri,County,Ben Laddis,11732,,Tier 2,1.0,36.9709,-92.5,c69dccb5-0e6c-442e-83c7-f1c88d56321a,,,,,,,,,,,,,,,,,,,,
001cv00000AuZb6,"County Of Linn, MO",Missouri,County,Ben Laddis,11843,,Tier 2,1.0,38.4772,-91.8396,54ca0897-7b76-42f3-bcd6-b43f614ef713,,,,,,,,,,,,,,,,,,,,
001cv00000AuZbK,"Township Of Independence, MO",Missouri,Municipality,Ben Laddis,12014,,Tier 2,1.0,39.0911,-94.4155,067edb8e-cb6a-460e-a55b-05c7e54c356b,,,,,,,,,13,2026-02-13,13,,,,,,,,,
001cv00000AuZcL,"County Of Lewis, MO",Missouri,County,Ben Laddis,10000,,Tier 2,1.0,40.0501,-91.7539,b0430753-3b16-4d29-8b94-03f2b02fc750,,,,,,,,,,,,,,,,,,,,
001cv00000AuZcW,"County Of Howard, MO",Missouri,County,Ben Laddis,10168,,Tier 2,1.0,39.2064,-92.6984,b767a6d6-11bb-4cb6-9242-787c60612cb5,,,,,,,,,,,,,,,,,,,,
001cv00000AuZcm,"County Of Ralls, MO",Missouri,County,Ben Laddis,10361,,Tier 2,1.0,39.5582,-91.5984,fb5858ad-11a7-4a4c-bcba-e1fb011bd383,,,,,,,,,,,,,,,,,,,,
001cv00000AuZd3,"County Of Bollinger, MO",Missouri,County,Ben Laddis,10556,,Tier 2,1.0,37.2116,-90.0747,9bf6469a-cac5-43d3-a3bc-791ef6c3314a,,,,,,,,,,,,,,,,,,,,
001cv00000AuZd8,"County Of Ripley, MO",Missouri,County,Ben Laddis,10617,,Tier 2,1.0,36.6928,-90.8294,5a0f3c3b-dd0c-4f25-bc69-ef41e7022c3d,,,,,,,,,,,,,,,,,,,,
001cv00000AuZdK,"County Of Monroe, MO",Missouri,County,Ben Laddis,8712,,Tier 3,0.75,39.5509,-92.0665,a48237d2-b26e-4eb6-b33c-e593bab50218,,,,,,,,,,,,,,,,,,,,
001cv00000AuZdT,"County Of Ozark, MO",Missouri,County,Ben Laddis,8782,,Tier 3,0.75,37.0209,-93.206,8876683a-fc49-405b-bfeb-1baa36782c68,,,,,,,,,,,,,,,,,,,,
001cv00000AuZdh,"County Of Caldwell, MO",Missouri,County,Ben Laddis,8897,,Tier 3,0.75,39.6661,-93.9878,cdc9d5bf-991c-41a4-b919-9b8259ac3259,,,,,,,,,,,,,,,,,,,,
001cv00000AuZgE,"County Of Osage, MO",Missouri,County,Ben Laddis,13379,,Tier 2,1.0,38.3853,-91.9099,4c186603-c1ca-4a1a-8d12-bd0ea24d79d8,,,,,,,,,,,,,,,,,,,,
001cv00000AuZh0,"County Of Cedar, MO",Missouri,County,Ben Laddis,14496,,Tier 2,1.0,37.7031,-93.8655,7a7a117a-f00b-4ac8-843e-0ec5c39c655d,,,,,,,,,,,,,,,,,,,,
001cv00000AuZhD,"Township Of Polk, MO",Missouri,Municipality,Ben Laddis,14639,,Tier 2,1.0,37.7292,-93.2994,86871505-931c-4fed-89a8-799c804580c5,,,,,,,,,,,,,,,,,,,,
001cv00000AuZhM,"County Of Livingston, MO",Missouri,County,Ben Laddis,14755,,Tier 2,1.0,39.8464,-93.5003,dd8146ac-c33e-4065-8176-d27d53cb7755,,,,,,,,,,,,,,,,,,,,
001cv00000AuZhP,"County Of Gasconade, MO",Missouri,County,Ben Laddis,14791,,Tier 2,1.0,38.6695,-91.5602,9dfac0da-fc9a-41ca-88b8-b034a989e320,,,,,,,,,,,,,,,,,,,,
001cv00000AuZhR,"Township Of Liberty, MO",Missouri,Municipality,Ben Laddis,14851,,Tier 2,1.0,36.6931,-94.0083,17997525-9fdd-4681-8ad1-948198819ac5,,,,,,,,,,,,,,,,,,,,
001cv00000AuZhk,"County Of Macon, MO",Missouri,County,Ben Laddis,15183,,Tier 2,1.0,39.7423,-92.4727,cec4b461-936f-4960-9d41-4bcfa40ec7c5,,,,,,,,,,,,,,,,,,,,
001cv00000AuZhp,"County Of Pemiscot, MO",Missouri,County,Ben Laddis,15236,,Tier 2,1.0,36.2195,-89.813,554e4937-ce49-45af-90ef-d2f09ecbab33,,,,,,,,,,,,,,,,,,,,
001cv00000AuZic,"County Of Mississippi, MO",Missouri,County,Ben Laddis,12538,,Tier 2,1.0,36.8662,-89.3227,70da974f-27e7-48d8-8d04-afd364988faf,,,,,,,,,,,,,,,,,,,,
001cv00000AuZil,"County Of Madison, MO",Missouri,County,Ben Laddis,12652,,Tier 2,1.0,37.5529,-90.3748,b29f7a88-ba63-4d7a-8d0e-b8d4e16c2589,,,,,,,,,,,,,,,,,,,,
001cv00000AuZjy,"County Of Grundy, MO",Missouri,County,Ben Laddis,9720,,Tier 3,0.75,40.1744,-93.5003,69d2bf5b-6422-4c8f-907d-7103e42d3c16,,,,,,,,,,,,,,,,,,,,
001cv00000AuZld,"County Of Wayne, MO",Missouri,County,Ben Laddis,10914,,Tier 2,1.0,37.0389,-90.5258,6a94f3dd-6478-49ff-8339-1bd0109396e5,,,,,,,,,,,,,,,,,,,,
001cv00000AuZlr,"County Of De Kalb, MO",Missouri,County,Ben Laddis,11098,,Tier 2,1.0,39.5869,-94.9252,47e318c4-bf7f-47fa-887a-eac66716bf28,,,,,,,,,,,,,,,,,,,,
001cv00000AuZo4,"County Of Dent, MO",Missouri,County,Ben Laddis,14432,,Tier 2,1.0,37.5447,-91.4435,3124e416-1638-4272-b2b3-ff4c26899999,,,,,,,,,1,2025-10-22,,1,,,,,,,,
001cv00000AuZoX,"County Of Moniteau, MO",Missouri,County,Ben Laddis,15484,,Tier 2,1.0,38.5827,-92.5792,84965b4a-63fb-4e68-9c18-ab7cadf0dafa,,,,,,,,,,,,,,,,,,,,
001cv00000AuZpB,"County Of Bates, MO",Missouri,County,Ben Laddis,16105,,Tier 2,1.0,38.3217,-94.3154,0e071583-1c01-4701-8223-7775d87d2b07,,,,,,,,,,,,,,,,,,,,
001cv00000AuZre,"County Of Cooper, MO",Missouri,County,Ben Laddis,17115,,Tier 2,1.0,38.8693,-92.8577,1dedf145-aeac-4e1f-8a32-4c1410eb102b,,,,,,,,,,,,,,,,,,,,
001cv00000AuZsU,"County Of Ste Genevieve, MO",Missouri,County,Ben Laddis,18588,,Tier 2,1.0,37.8935,-90.2245,87fda7ae-baaa-4a31-b37f-b600ad5edba9,,,,,,,,,,,,,,,,,,,,
001cv00000AuZsX,"County Of Wright, MO",Missouri,County,Ben Laddis,18610,,Tier 2,1.0,37.3556,-92.5396,25f72769-e88e-46ab-9e78-0423348cd2f5,,,,,,,,,,,,,,,,,,,,
001cv00000AuZsm,"County Of Perry, MO",Missouri,County,Ben Laddis,18922,,Tier 2,1.0,37.7236,-89.7755,916f5b1f-0648-4571-9839-cf03e06a3d89,,,,,,,,,,,,,,,,,,,,
001cv00000AuZtE,"County Of Vernon, MO",Missouri,County,Ben Laddis,19595,,Tier 2,1.0,37.8148,-94.3154,06643dea-ff05-4560-8fa6-d656c5eccb20,,,,,,,,,,,,,,,,,,,,
001cv00000AuZtY,"County Of Dallas, MO",Missouri,County,Ben Laddis,17341,,Tier 2,1.0,37.6853,-93.0176,3151a6d9-dd2a-4fc3-b506-7389d405be20,,,,,,,,,,,,,,,,,,,,
001cv00000AuZty,"County Of Pike, MO",Missouri,County,Ben Laddis,17761,,Tier 2,1.0,39.3965,-91.2891,4b20c310-7099-4530-a4e6-df42697ff5b7,,,,,,,,,,,,,,,,,,,,
001cv00000AuZu6,"County Of Andrew, MO",Missouri,County,Ben Laddis,18002,,Tier 2,1.0,39.9637,-94.8106,387b8fe4-8655-416e-8273-ceddf25cc42e,,,,,,,,,,,,,,,,,,,,
001cv00000AuZxZ,"County Of Nodaway, MO",Missouri,County,Ben Laddis,21160,,Tier 2,1.0,40.2907,-94.8106,a01d2f88-ecde-4675-a840-a19fb3b1b2a9,,,,,,,,,,,,,,,,,,,,
001cv00000AuZxh,"County Of Clinton, MO",Missouri,County,Ben Laddis,21287,,Tier 2,1.0,38.3668,-93.7742,c7e27842-df51-43ab-9fbe-1bb5193c5d1d,,,,,,,,,1,2025-10-24,,1,,,,,,,,
001cv00000AuZxm,"County Of Morgan, MO",Missouri,County,Ben Laddis,21379,,Tier 2,1.0,38.3661,-92.8577,cd2b3985-6fdb-46ca-8ef6-2cae6b745d89,,,,,,,,,,,,,,,,,,,,
001cv00000Aua0T,"County Of Stoddard, MO",Missouri,County,Ben Laddis,28479,,Tier 1,1.5,36.8681,-89.9253,978be4d8-f5ea-402c-a53a-964306f641e5,,,,,,,,,,,,,,,,,,,,
001cv00000Aua0V,"County Of Marion, MO",Missouri,County,Ben Laddis,28518,,Tier 1,1.5,39.8464,-91.6372,a607e804-8bbc-4f30-a2bc-5b3807e94157,,,,,,,,,5,2025-07-31,,,5,,,,,,,
001cv00000Aua2D,"County Of Randolph, MO",Missouri,County,Ben Laddis,24760,,Tier 2,1.0,39.1578,-94.4955,2f94929b-4649-4663-a7da-f3f95e03b15d,,,,,,,,,,,,,,,,,,,,
001cv00000Aua2J,"County Of Miller, MO",Missouri,County,Ben Laddis,24909,,Tier 2,1.0,37.215,-93.839,0f963d2f-bb08-4530-a554-5f268a910543,,,,,,,,,,,,,,,,,,,,
001cv00000Aua2N,"County Of Audrain, MO",Missouri,County,Ben Laddis,24982,,Tier 2,1.0,39.222,-91.9099,afb1012a-0827-4b0f-abaa-660202bfb18f,,,,,,,,,,,,,,,,,,,,
001cv00000Aua2O,"County Of Texas, MO",Missouri,County,Ben Laddis,24987,,Tier 2,1.0,37.3674,-91.9099,67c5bb69-b77e-4488-b16a-05d815c827a9,,,,,,,,,,,,,,,,,,,,
001cv00000Aua2d,"County Of Adair, MO",Missouri,County,Ben Laddis,25185,,Tier 1,1.5,40.1994,-92.5396,82575208-d491-4ca8-8d6d-bd332a8587cc,,,,,,,,,,,,,,,,,,,,
001cv00000Aua3I,"County Of Benton, MO",Missouri,County,Ben Laddis,19908,,Tier 2,1.0,37.0978,-89.5626,49001434-c3fd-454e-9569-9cb21a856e8b,,,,,,,,,,,,,,,,,,,,
001cv00000Aua7W,"County Of Webster, MO",Missouri,County,Ben Laddis,39735,,Tier 1,1.5,37.3483,-92.8577,1e71240a-d617-4342-aa10-2a0d67bf4c9c,,,,,,,,,,,,,,,,,,,,
001cv00000Aua7e,"County Of Howell, MO",Missouri,County,Ben Laddis,39975,,Tier 1,1.5,36.8528,-91.9099,73a20dc8-b379-407d-a6c5-533721b90b40,,,,,,,,,,,,,,,,,,,,
001cv00000Aua8Y,"County Of Polk, MO",Missouri,County,Ben Laddis,32043,,Tier 1,1.5,37.7292,-93.2994,593f8f0c-a019-449a-9104-756ce19c8076,,,,,,,,,,,,,,,,,,,,
001cv00000Aua8j,"County Of Lafayette, MO",Missouri,County,Ben Laddis,32817,Open Opportunity,Tier 1,1.5,39.0031,-93.9878,0bf815e3-5b52-4967-abc5-4371a33514d4,Open,Initial Interest,Top of Funnel,Ryan Minter,9/17/2025,9/12/2025,,,9,2026-03-26,1,,8,,,,,,,
001cv00000Aua9g,"County Of Henry, MO",Missouri,County,Ben Laddis,22206,,Tier 2,1.0,38.3387,-93.8248,350754be-902f-4a1c-9d37-0f3ce3089a04,,,,,,,,,2,2025-10-15,,,2,,,,,,,
001cv00000AuaA6,"County Of Crawford, MO",Missouri,County,Ben Laddis,22807,,Tier 2,1.0,38.0561,-91.2891,12c4820e-c7d0-46db-98cf-d96d1b46a0e7,,,,,,,,,,,,,,,,,,,,
001cv00000AuaAB,"County Of Ray, MO",Missouri,County,Ben Laddis,23008,,Tier 2,1.0,39.3355,-93.9878,5bd797bb-58fe-45e4-bc0e-3ccc6c21402e,,,,,,,,,1,2025-11-05,,1,,,,,,,,
001cv00000AuaAG,"County Of Saline, MO",Missouri,County,Ben Laddis,23289,,Tier 2,1.0,39.1944,-93.178,ce726418-ce98-4087-81c6-16734dd2491f,,,,,,,,,,,,,,,,,,,,
001cv00000AuaAP,"County Of Mcdonald, MO",Missouri,County,Ben Laddis,23383,,Tier 2,1.0,36.6178,-94.3154,83fd2da3-648d-4905-a7b1-995adafe6f09,,,,,,,,,,,,,,,,,,,,
001cv00000AuaAQ,"County Of Washington, MO",Missouri,County,Ben Laddis,23502,,Tier 2,1.0,38.5581,-91.0121,875835ab-1b66-4f99-a540-666665833171,,,,,,,,,,,,,,,,,,,,
001cv00000AuaC4,"County Of Dunklin, MO",Missouri,County,Ben Laddis,27717,,Tier 1,1.5,36.2197,-90.0373,eaed6f9f-ae0e-43da-a9f3-571f070fa8e9,,,,,,,,,,,,,,,,,,,,
001cv00000AuaCn,"County Of Barry, MO",Missouri,County,Ben Laddis,34712,,Tier 1,1.5,36.6345,-93.8248,a193a931-bfc3-46e2-a8c6-d0f0c589b759,,,,,,,,,,,,,,,,,,,,
001cv00000AuaDH,"County Of Laclede, MO",Missouri,County,Ben Laddis,36133,,Tier 1,1.5,39.7856,-93.1666,907a432d-adc1-490f-b16d-d156be19c3c2,,,,,,,,,,,,,,,,,,,,
001cv00000AuaE9,"County Of Scott, MO",Missouri,County,Ben Laddis,37840,,Tier 1,1.5,37.0394,-89.6252,cc045f7f-961c-495c-96c4-8081c8d19a7f,,,,,,,,,,,,,,,,,,,,
001cv00000AuaEK,"County Of Lawrence, MO",Missouri,County,Ben Laddis,38321,,Tier 1,1.5,37.1501,-93.8248,a9370c1b-608e-4b2a-8043-3fdb77d5100c,,,,,,,,,,,,,,,,,,,,
001cv00000AuaGL,"County Of Butler, MO",Missouri,County,Ben Laddis,42101,,Tier 1,1.5,36.6951,-90.3748,e656751b-56ca-48a3-a048-f7a78eaba22d,,,,,,,,,,,,,,,,,,,,
001cv00000AuaGg,"County Of Pettis, MO",Missouri,County,Ben Laddis,43188,,Tier 1,1.5,38.6893,-93.3389,e972a456-18cb-465b-8c62-4246540ef209,,,,,,,,,10,2025-09-08,,,10,,,,,,,
001cv00000AuaGp,"County Of Camden, MO",Missouri,County,Ben Laddis,43436,,Tier 1,1.5,38.0323,-92.6984,b24e2f17-d6ec-4268-9634-fb2dc64b149c,,,,,,,,,,,,,,,,,,,,
001cv00000AuaHQ,"County Of Phelps, MO",Missouri,County,Ben Laddis,44937,,Tier 1,1.5,37.8807,-91.7539,50f39cad-b22d-43a3-848d-08f1798e1a2b,,,,,,,,,,,,,,,,,,,,
001cv00000AuaMx,"County Of Pulaski, MO",Missouri,County,Ben Laddis,53816,,Tier S,2.0,37.8727,-92.2237,374da0ce-3149-45dc-96cb-01cf35ce539e,,,,,,,,,,,,,,,,,,,,
001cv00000AuaN4,"County Of Johnson, MO",Missouri,County,Ben Laddis,54150,,Tier S,2.0,38.6745,-93.8248,8e1f23f5-228c-49f4-a1c5-c68f9db8e38c,,,,,,,,,,,,,,,,,,,,
001cv00000AuaNZ,"County Of Taney, MO",Missouri,County,Ben Laddis,56387,,Tier S,2.0,36.6576,-93.0176,fdb27062-29ad-46dc-8ec0-44cfabea5c0d,,,,,,,,,,,,,,,,,,,,
001cv00000AuaNr,"City Of St Peters, MO",Missouri,Municipality,Ben Laddis,58129,,Tier S,2.0,38.7875,-90.6299,aebba56d-3bfd-4efc-a9de-a7b6023e6b74,,,,,,,,,12,2026-03-26,2,,10,,,,,,,
