Account ID,Account Name,State,Entity Type,Owner,Population,Account Status,Tier,SQO Points,Lat,Lng,Starbridge Buyer ID,Opp Status,Stage,Funnel Position,Sourced By,Discovery Call Date,Created Date,ARR,Previously Lost,Total Calls,Last Call Date,Calls - Emily Murnane,Calls - Leila Assil,Calls - Mihir Shah,Calls - Joe del Rosario,Calls - Sydney Ireland,Calls - Ali Cohen,Calls - Ryan Minter,Calls - Jenny Allison,Calls - Quinzel Perry
001cv00000AuX9Y,"Township Of Lawrence, OH",Ohio,Municipality,Ali Cohen,2333,,Tier 3,0.75,38.6233,-82.5186,964705ef-1e62-4f27-b61a-5d29749caf8d,,,,,,,,,,,,,,,,,,,
001cv00000AuX9r,"Village Of Arcanum, OH",Ohio,Municipality,Ali Cohen,2341,,Tier 3,0.75,39.99,-84.5533,a08165d4-85d0-481a-91d0-ee2d11182d09,,,,,,,,,,,,,,,,,,,
001cv00000AuX9s,"Village Of Sugarcreek, OH",Ohio,Municipality,Ali Cohen,2341,,Tier 3,0.75,40.5031,-81.641,e4c40b76-4e62-4296-b5f4-04bfda97e55f,,,,,,,,,,,,,,,,,,,
001cv00000AuX9t,"Township Of Milton, OH",Ohio,Municipality,Mihir Shah,2341,,Tier 3,0.75,41.1066,-80.965,cab38bce-4745-46d4-8e7b-cdee3bf345bf,,,,,,,,,,,,,,,,,,,
001cv00000AuX9w,"Township Of Nile, OH",Ohio,Municipality,Ali Cohen,2343,,Tier 3,0.75,41.1828,-80.7654,ed35a6cc-835f-461e-aece-0606a975bfd2,,,,,,,,,,,,,,,,,,,
001cv00000AuXA3,"Township Of Buck, OH",Ohio,Municipality,Mihir Shah,2346,,Tier 3,0.75,40.4145,-81.6751,b7a54726-a4b5-4e13-b23b-15bdcd4a4004,,,,,,,,,,,,,,,,,,,
001cv00000AuXAG,"Township Of Fowler, OH",Ohio,Municipality,Mihir Shah,2351,,Tier 3,0.75,41.3112,-80.6556,cd4928a2-c00e-47ab-a97b-d01099001f09,,,,,,,,,,,,,,,,,,,
001cv00000AuXAJ,"Township Of Licking, OH",Ohio,Municipality,Ali Cohen,2352,,Tier 3,0.75,39.9975,-82.6732,a616c36d-05a5-4129-90b2-0b45711c2de2,,,,,,,,,,,,,,,,,,,
001cv00000AuXAY,"Village Of Byesville, OH",Ohio,Municipality,Mihir Shah,2360,,Tier 3,0.75,39.9698,-81.5365,dafe903c-8edc-4424-926e-2e84852feded,,,,,,,,,,,,,,,,,,,
001cv00000AuXAa,"Township Of Pleasant, OH",Ohio,Municipality,Mihir Shah,2361,,Tier 3,0.75,39.8429,-83.1863,40b7f843-eba1-409d-825d-4b522e448462,,,,,,,,,,,,,,,,,,,
001cv00000AuXAx,"Township Of Edinburg, OH",Ohio,Municipality,Mihir Shah,2369,,Tier 3,0.75,41.0998,-81.1459,1ca16334-cd51-4503-a113-eb16b0a56a9f,,,,,,,,,,,,,,,,,,,
001cv00000AuXB0,"Township Of Trenton, OH",Ohio,Municipality,Ali Cohen,2372,,Tier 3,0.75,39.4809,-84.4577,607f96a0-29e0-4df3-ac47-62d9b9bcf477,,,,,,,,,,,,,,,,,,,
001cv00000AuXN2,"Township Of Dover, OH",Ohio,Municipality,Mihir Shah,2457,,Tier 3,0.75,40.5206,-81.474,f7890c56-3e42-424d-a646-f1ea34a52cfe,,,,,,,,,,,,,,,,,,,
001cv00000AuXN5,"Township Of Pebble, OH",Ohio,Municipality,Ali Cohen,2458,,Tier 3,0.75,38.949,-83.4057,829df46f-c2df-4edb-8241-22d3c64a8e52,,,,,,,,,,,,,,,,,,,
001cv00000AuXN9,"Township Of Florence, OH",Ohio,Municipality,Mihir Shah,2460,,Tier 3,0.75,41.3234,-82.4138,ddddc333-8fc1-4485-92da-61abfe334c50,,,,,,,,,,,,,,,,,,,
001cv00000AuXNZ,"Village Of Garrettsville, OH",Ohio,Municipality,Mihir Shah,2469,,Tier 3,0.75,41.2842,-81.0965,033eae06-7e0b-4b0f-ad6b-ebe522091d1c,,,,,,,,,,,,,,,,,,,
001cv00000AuXNo,"Township Of Braceville, OH",Ohio,Municipality,Ali Cohen,2475,,Tier 3,0.75,41.2284,-80.9545,e282e7df-827d-44ce-80d6-dfc88887d2ea,,,,,,,,,,,,,,,,,,,
001cv00000AuXNu,"Township Of Huntington, OH",Ohio,Municipality,Ali Cohen,2477,,Tier 3,0.75,41.1031,-82.221,62b35077-c02a-4777-9b72-80506c8be3b2,,,,,,,,,,,,,,,,,,,
001cv00000AuXO5,"Township Of Spring Valley, OH",Ohio,Municipality,Mihir Shah,2479,,Tier 3,0.75,39.6089,-84.0077,cfa4e0b8-d4c5-4980-86b7-ef0fbff349ad,,,,,,,,,,,,,,,,,,,
001cv00000AuXOo,"Township Of Kingston, OH",Ohio,Municipality,Mihir Shah,2495,,Tier 3,0.75,39.474,-82.9107,dd22a049-90de-45d6-b9cd-681740489b5a,,,,,,,,,,,,,,,,,,,
001cv00000AuXOt,"Village Of Sabina, OH",Ohio,Municipality,Ali Cohen,2497,,Tier 3,0.75,39.4887,-83.6369,70f0fbb1-3260-4863-819f-4fd2c2142d76,,,,,,,,,,,,,,,,,,,
001cv00000AuXOw,"Village Of Silver Lake, OH",Ohio,Municipality,Mihir Shah,2498,,Tier 3,0.75,41.1589,-81.4543,49a02901-bae1-4000-a3f2-751374b82184,,,,,,,,,1,2025-11-05,1,,,,,,,,
001cv00000AuXOz,"Township Of Elizabeth, OH",Ohio,Municipality,Mihir Shah,2499,,Tier 3,0.75,40.0148,-84.0802,042fa6bd-8331-47b7-9b4d-c1f494467239,,,,,,,,,,,,,,,,,,,
001cv00000AuXPD,"Township Of Allen, OH",Ohio,Municipality,Ali Cohen,2508,,Tier 3,0.75,40.2386,-83.4964,67be7bb3-77ea-4f1d-9b24-01635fdf22f6,,,,,,,,,,,,,,,,,,,
001cv00000AuXTY,"Township Of Green, OH",Ohio,Municipality,Mihir Shah,2529,,Tier 3,0.75,39.1664,-84.6374,ceaad3a0-b0ee-45e2-a278-4cc32dc533c5,,,,,,,,,,,,,,,,,,,
001cv00000AuXTa,"Township Of College, OH",Ohio,Municipality,Ali Cohen,2531,,Tier 3,0.75,40.3748,-82.3994,cf101bf0-bc64-4e8f-aa4b-581275e976ea,,,,,,,,,,,,,,,,,,,
001cv00000AuXTd,"Township Of Andover, OH",Ohio,Municipality,Mihir Shah,2532,,Tier 3,0.75,41.6067,-80.5723,238a53f0-7723-4abb-93b0-e8712d7c6248,,,,,,,,,,,,,,,,,,,
001cv00000AuXTz,"Township Of Dunham, OH",Ohio,Municipality,Mihir Shah,2543,,Tier 3,0.75,39.3348,-81.6279,3c49dd3d-ba9d-4546-a4cb-d8ada6527da0,,,,,,,,,,,,,,,,,,,
001cv00000AuXUF,"Village Of Buckeye Lake, OH",Ohio,Municipality,Ali Cohen,2551,,Tier 3,0.75,39.9337,-82.4724,a5a7cd71-5b9c-4dd9-9662-02e312fff938,,,,,,,,,10,2025-11-05,10,,,,,,,,
001cv00000AuXUK,"Township Of Harpersfield, OH",Ohio,Municipality,Mihir Shah,2554,,Tier 3,0.75,41.7663,-80.9437,955c6a50-3333-4702-83b5-f49d8a8cb4e7,,,,,,,,,,,,,,,,,,,
001cv00000AuXUf,"Township Of Barlow, OH",Ohio,Municipality,Mihir Shah,2564,,Tier 3,0.75,39.3987,-81.6649,6f5eb728-d473-4fda-8bf7-d980ff1795d9,,,,,,,,,,,,,,,,,,,
001cv00000AuXUj,"Village Of Covington, OH",Ohio,Municipality,Ali Cohen,2565,,Tier 3,0.75,40.1173,-84.3538,e36dd144-bb6a-46c0-bf11-f23504c2eed4,,,,,,,,,,,,,,,,,,,
001cv00000AuXUm,"Township Of St Albans, OH",Ohio,Municipality,Mihir Shah,2567,,Tier 3,0.75,40.0947,-82.6267,cc85158e-65f5-4ff7-9b48-eba9f411be16,,,,,,,,,,,,,,,,,,,
001cv00000AuXUn,"Township Of Jefferson, OH",Ohio,Municipality,Mihir Shah,2567,,Tier 3,0.75,40.0145,-82.8102,03dcdd9b-af99-40b2-9124-038897d37bdf,,,,,,,,,,,,,,,,,,,
001cv00000AuXUs,"Township Of Dodson, OH",Ohio,Municipality,Ali Cohen,2569,,Tier 3,0.75,39.8506,-84.4433,c500921f-5d81-4de2-a92a-5cfaf7803d66,,,,,,,,,,,,,,,,,,,
001cv00000AuXV9,"Township Of Vermillion, OH",Ohio,Municipality,Mihir Shah,2574,,Tier 3,0.75,41.422,-82.3646,5ce4f249-e92e-4b2a-99d6-9dde0690f3ce,,,,,,,,,,,,,,,,,,,
001cv00000AuXVD,"Township Of Atwater, OH",Ohio,Municipality,Ali Cohen,2577,Nurture,Tier 3,0.75,41.0238,-81.1636,483f2a9c-c013-450c-9688-637ac55db364,Closed Lost,,,Ali Cohen,2/9/2026,2/5/2026,,,6,2026-02-09,,,,,1,5,,,
001cv00000AuXVH,"Village Of Williamsburg, OH",Ohio,Municipality,Mihir Shah,2579,,Tier 3,0.75,39.0542,-84.053,bb94a9a9-450a-4e45-90f2-fa876bee419f,,,,,,,,,,,,,,,,,,,
001cv00000AuXVI,"Village Of Lisbon, OH",Ohio,Municipality,Ali Cohen,2579,,Tier 3,0.75,40.772,-80.7681,7e82f003-f6da-4ef1-accb-45d6c2aac026,,,,,,,,,,,,,,,,,,,
001cv00000AuXVf,"Township Of Brady, OH",Ohio,Municipality,Mihir Shah,2588,,Tier 3,0.75,40.0859,-81.4857,40cc118c-b745-4243-8e0a-e3092e6a454b,,,,,,,,,,,,,,,,,,,
001cv00000AuXVl,"Township Of Hopewell, OH",Ohio,Municipality,Mihir Shah,2590,,Tier 3,0.75,39.9556,-82.1707,26d8a116-0998-4708-a361-3d08911114cf,,,,,,,,,,,,,,,,,,,
001cv00000AuXVq,"Township Of Loramie, OH",Ohio,Municipality,Ali Cohen,2592,,Tier 3,0.75,40.2337,-84.3752,2b285deb-b1e1-40e2-8ede-78890e9465f1,,,,,,,,,,,,,,,,,,,
001cv00000AuXVx,"Township Of Harmony, OH",Ohio,Municipality,Mihir Shah,2597,,Tier 3,0.75,39.9082,-83.6136,29b01c4d-a490-41e9-92ec-c6865cf616e9,,,,,,,,,,,,,,,,,,,
001cv00000AuXW5,"Township Of Jersey, OH",Ohio,Municipality,Ali Cohen,2599,,Tier 3,0.75,40.0537,-82.7232,4cf246c0-960d-44f0-8b91-0adf0989fe77,,,,,,,,,,,,,,,,,,,
001cv00000AuXWA,"Village Of St Henry, OH",Ohio,Municipality,Mihir Shah,2601,,Tier 3,0.75,40.4175,-84.6397,a09e3caa-6bc6-42e4-9ada-09f14989c1e0,,,,,,,,,,,,,,,,,,,
001cv00000AuXZo,"Village Of Loudonville, OH",Ohio,Municipality,Ali Cohen,2782,,Tier 3,0.75,40.6353,-82.2332,cec1a988-0cbd-4075-a9c1-c8f2e3b4aa39,,,,,,,,,11,2025-12-04,11,,,,,,,,
001cv00000AuXep,"Village Of Versailles, OH",Ohio,Municipality,Mihir Shah,2693,,Tier 3,0.75,40.2225,-84.4844,c74cd958-8e44-4bb4-b29e-b291e58fa875,,,,,,,,,,,,,,,,,,,
001cv00000AuXez,"Township Of Bristol, OH",Ohio,Municipality,Mihir Shah,2700,,Tier 3,0.75,39.669,-82.2276,46a88ab1-b9eb-4049-ac83-1796e7ccb210,,,,,,,,,,,,,,,,,,,
001cv00000AuXfJ,"Village Of Strasburg, OH",Ohio,Municipality,Ali Cohen,2713,,Tier 3,0.75,40.5948,-81.5268,0c40c213-50a8-4cc0-a314-cda4fcbd1177,,,,,,,,,,,,,,,,,,,
001cv00000AuXfm,"Village Of Waynesville, OH",Ohio,Municipality,Mihir Shah,2728,,Tier 3,0.75,39.5308,-84.0858,968057d2-da66-4e8c-8b05-7b53deff5bb6,,,,,,,,,5,2025-10-30,5,,,,,,,,
001cv00000AuXfr,"Village Of Middlefield, OH",Ohio,Municipality,Ali Cohen,2732,,Tier 3,0.75,41.462,-81.0737,6f56d247-9cdb-438c-b500-7a69a9ccc8ea,,,,,,,,,,,,,,,,,,,
001cv00000AuXfs,"Township Of Canaan, OH",Ohio,Municipality,Mihir Shah,2732,,Tier 3,0.75,40.9383,-81.9317,9f6255f5-f63b-4811-8bae-3ffaa7f15f28,,,,,,,,,,,,,,,,,,,
001cv00000AuXfv,"Township Of Auglaize, OH",Ohio,Municipality,Mihir Shah,2734,,Tier 3,0.75,40.5782,-84.3542,499b800d-6d85-4eca-8506-157a02df137d,,,,,,,,,,,,,,,,,,,
001cv00000AuXgB,"Village Of North Kingsville, OH",Ohio,Municipality,Ali Cohen,2743,,Tier 3,0.75,41.9059,-80.6904,c9a20cce-16a7-435e-a35d-a908ca8364eb,,,,,,,,,,,,,,,,,,,
001cv00000AuXgK,"Village Of New Richmond, OH",Ohio,Municipality,Mihir Shah,2748,,Tier 3,0.75,38.9513,-84.2826,43eceff1-032d-4c3c-a2e4-db55c5130173,,,,,,,,,,,,,,,,,,,
001cv00000AuXga,"Township Of Perry, OH",Ohio,Municipality,Mihir Shah,2752,,Tier 3,0.75,38.4923,-82.5943,a067c6f1-9888-43aa-882c-80233da0f5a2,,,,,,,,,,,,,,,,,,,
001cv00000AuXgf,"Village Of Lodi, OH",Ohio,Municipality,Ali Cohen,2754,,Tier 3,0.75,41.0334,-82.0121,331f22aa-fc6c-495d-bb20-969b141c8905,,,,,,,,,3,2025-10-08,3,,,,,,,,
001cv00000AuXgq,"Township Of Mad River, OH",Ohio,Municipality,Mihir Shah,2759,,Tier 3,0.75,39.8959,-83.9249,df1ff94d-24f1-4505-91f0-5450ef0303ca,,,,,,,,,,,,,,,,,,,
001cv00000AuXhN,"Township Of Lee, OH",Ohio,Municipality,Mihir Shah,2774,,Tier 3,0.75,39.6371,-80.9318,953121f2-b5d9-4941-bb15-1549df54b6ee,,,,,,,,,,,,,,,,,,,
001cv00000AuXhT,"Township Of Warwick, OH",Ohio,Municipality,Ali Cohen,2777,,Tier 3,0.75,40.9223,-81.641,0207af1b-8297-4894-ae9a-7b1c5d6932be,,,,,,,,,,,,,,,,,,,
001cv00000AuXhY,"Township Of Saltcreek, OH",Ohio,Municipality,Mihir Shah,2779,,Tier 3,0.75,39.5321,-82.7994,8b785b85-041c-4ba7-806a-a1910a081baa,,,,,,,,,,,,,,,,,,,
001cv00000AuXht,"Township Of Wakeman, OH",Ohio,Municipality,Ali Cohen,2782,,Tier 3,0.75,41.2545,-82.3996,90b23422-3e10-4831-8ee4-b6bf61b50e2e,,,,,,,,,,,,,,,,,,,
001cv00000AuXiM,"Township Of Rush, OH",Ohio,Municipality,Mihir Shah,2792,,Tier 3,0.75,40.1894,-83.5283,44d97cbf-bae3-4856-9ae6-e4ea04b702e5,,,,,,,,,,,,,,,,,,,
001cv00000AuXid,"Village Of Lagrange, OH",Ohio,Municipality,Mihir Shah,2797,,Tier 3,0.75,41.2373,-82.1199,49107dfa-eeff-48f0-936b-2f2415f82dbb,,,,,,,,,6,2025-10-23,6,,,,,,,,
001cv00000AuXih,"Township Of Palmyra, OH",Ohio,Municipality,Mihir Shah,2799,,Tier 3,0.75,41.0989,-81.0515,49020917-a010-4841-b98c-4dca58468536,,,,,,,,,,,,,,,,,,,
001cv00000AuXim,"Township Of Grafton, OH",Ohio,Municipality,Ali Cohen,2801,,Tier 3,0.75,41.2247,-82.0189,333286f2-4c23-4975-b849-c9850a4d2027,,,,,,,,,,,,,,,,,,,
001cv00000AuXix,"Village Of Oak Harbor, OH",Ohio,Municipality,Mihir Shah,2807,,Tier 3,0.75,41.5067,-83.1466,0aec8815-2a62-47dd-bcd2-ed0b20f91325,,,,,,,,,4,2025-10-14,4,,,,,,,,
001cv00000AuXjb,"Township Of Claridon, OH",Ohio,Municipality,Mihir Shah,2829,,Tier 3,0.75,41.5387,-81.129,5211794e-ab3a-4ce0-a3ce-0eb09208bb99,,,,,,,,,,,,,,,,,,,
001cv00000AuXjf,"Township Of Swanton, OH",Ohio,Municipality,Ali Cohen,2831,,Tier 3,0.75,41.5659,-83.8367,8f3261a3-2098-43c6-920e-d826ce78e175,,,,,,,,,,,,,,,,,,,
001cv00000AuXkP,"Township Of Clinton, OH",Ohio,Municipality,Mihir Shah,2850,,Tier 3,0.75,41.5531,-84.1646,26f66a01-e7bb-4dd5-a651-0660ccc317ff,,,,,,,,,,,,,,,,,,,
001cv00000AuXlq,"Township Of Rush, OH",Ohio,Municipality,Mihir Shah,2887,,Tier 3,0.75,40.1894,-83.5283,70c1ec2f-355b-416f-9685-00a1460d899d,,,,,,,,,,,,,,,,,,,
001cv00000AuXmP,"Village Of Lakemore, OH",Ohio,Municipality,Mihir Shah,2906,,Tier 3,0.75,41.0209,-81.4359,91d802bb-1000-4a52-8183-0d138fd927a4,,,,,,,,,11,2025-11-10,11,,,,,,,,
001cv00000AuXmR,"Township Of Jerusalem, OH",Ohio,Municipality,Mihir Shah,2907,Open Opportunity,Tier 3,0.75,39.8517,-81.0923,2d998d5c-9bb4-4e8d-bc2a-fe3cc9935b8b,Open,Meeting Booked,Top of Funnel,Ali Cohen,2/20/2026,2/5/2026,,,2,2026-02-20,,,,,,2,,,
001cv00000AuXmp,"Township Of Center, OH",Ohio,Municipality,Ali Cohen,2919,,Tier 3,0.75,40.064,-81.529,8ffc5e40-5850-4adb-b81f-d4959204cd31,,,,,,,,,,,,,,,,,,,
001cv00000AuXmr,"Township Of Harris, OH",Ohio,Municipality,Ali Cohen,2921,,Tier 3,0.75,39.2156,-83.141,f7f18ab9-c535-449c-85cf-427873cbf2e1,,,,,,,,,,,,,,,,,,,
001cv00000AuXn1,"Township Of Sandy, OH",Ohio,Municipality,Mihir Shah,2929,,Tier 3,0.75,40.6892,-81.2739,3d6e199d-7148-4794-bff7-61fece4f6680,,,,,,,,,,,,,,,,,,,
001cv00000AuXnF,"Township Of Congress, OH",Ohio,Municipality,Mihir Shah,2941,,Tier 3,0.75,40.926,-82.0523,9268a24d-63a9-4eb0-a594-a196862e3c39,,,,,,,,,,,,,,,,,,,
001cv00000AuXnr,"Township Of Farmington, OH",Ohio,Municipality,Ali Cohen,2961,,Tier 3,0.75,41.3906,-80.9545,dda23984-9014-4550-a70c-13cbae1ed8ee,,,,,,,,,,,,,,,,,,,
001cv00000AuY5t,"Township Of Providence, OH",Ohio,Municipality,Mihir Shah,3398,,Tier 3,0.75,41.4184,-83.873,f6337844-e5ab-48a4-bd20-1c21985c13fb,,,,,,,,,,,,,,,,,,,
001cv00000AuY7Q,"Township Of Newton, OH",Ohio,Municipality,Mihir Shah,3522,,Tier 3,0.75,40.0704,-84.3752,3d1ac635-b142-4bda-890b-1e5b2fbdacb4,,,,,,,,,,,,,,,,,,,
001cv00000AuY7R,"Township Of Milford, OH",Ohio,Municipality,Mihir Shah,3524,,Tier 3,0.75,40.2955,-82.5835,15d3419e-590e-4a72-8697-ee7a4ca01c03,,,,,,,,,,,,,,,,,,,
001cv00000AuY7e,"Village Of Oakwood, OH",Ohio,Municipality,Ali Cohen,3531,,Tier 3,0.75,39.7253,-84.1741,44bb3a03-a5fb-4441-9e18-01cb61cef0a9,,,,,,,,,3,2025-11-12,3,,,,,,,,
001cv00000AuYAS,"Township Of Marion, OH",Ohio,Municipality,Mihir Shah,3168,,Tier 3,0.75,40.6138,-83.1435,bdb511e3-9d01-4814-b134-fdbfbb2c5c26,,,,,,,,,3,2025-09-23,,3,,,,,,,
001cv00000AuYAz,"Township Of Orwell, OH",Ohio,Municipality,Mihir Shah,3084,,Tier 3,0.75,41.5375,-80.8765,cff2fbaf-fbb5-4b06-84d2-7867291e210d,,,,,,,,,,,,,,,,,,,
001cv00000AuYB2,"Village Of Wellsville, OH",Ohio,Municipality,Ali Cohen,3085,,Tier 3,0.75,40.6028,-80.649,674c1277-efaa-4bdc-8132-574e19a285cf,,,,,,,,,,,,,,,,,,,
001cv00000AuYBL,"Village Of Carrollton, OH",Ohio,Municipality,Mihir Shah,3092,,Tier 3,0.75,40.5728,-81.0857,70553305-b07f-430a-b1af-786755d5043f,,,,,,,,,10,2025-12-30,10,,,,,,,,
001cv00000AuYBM,"Village Of Fairport Harbor, OH",Ohio,Municipality,Ali Cohen,3092,,Tier 3,0.75,41.75,-81.274,7e8da56d-90a2-4b39-ae69-2d22b093bb4e,,,,,,,,,10,2025-10-17,10,,,,,,,,
001cv00000AuYBV,"Township Of Guilford, OH",Ohio,Municipality,Mihir Shah,3097,,Tier 3,0.75,41.0216,-81.8334,158c1d09-5524-4303-bb9a-abccbf733293,,,,,,,,,,,,,,,,,,,
001cv00000AuYBo,"Township Of Johnson, OH",Ohio,Municipality,Mihir Shah,3107,,Tier 3,0.75,40.1716,-83.9533,aede4884-43cb-4fc7-817f-055f528ce67e,,,,,,,,,,,,,,,,,,,
001cv00000AuYC6,"Village Of Lincoln Heights, OH",Ohio,Municipality,Mihir Shah,3118,,Tier 3,0.75,39.2446,-84.4571,40bbb42d-13bc-4295-a2ff-4e41ecb8ba84,,,,,,,,,21,2026-02-02,21,,,,,,,,
001cv00000AuYC7,"Township Of Leroy, OH",Ohio,Municipality,Mihir Shah,3118,,Tier 3,0.75,41.6771,-81.1417,c7189d8b-86e1-47ed-b613-be35e1208f06,,,,,,,,,,,,,,,,,,,
001cv00000AuYCE,"Township Of Somerford, OH",Ohio,Municipality,Ali Cohen,3121,,Tier 3,0.75,39.9829,-83.4857,479c4a8d-3f84-4b6c-a4a4-cf33875b2e57,,,,,,,,,,,,,,,,,,,
001cv00000AuYCG,"Township Of Nelson, OH",Ohio,Municipality,Mihir Shah,3123,,Tier 3,0.75,41.3101,-81.0515,4343d1e9-3d7b-49df-9fd9-25d19bd92714,,,,,,,,,,,,,,,,,,,
001cv00000AuYCI,"Village Of Commercial Point, OH",Ohio,Municipality,Ali Cohen,3124,,Tier 3,0.75,39.7674,-83.0603,619a12f5-6ff2-4e45-82ca-9ffa9f6211a1,,,,,,,,,2,2025-10-02,2,,,,,,,,
001cv00000AuYCL,"Township Of Fulton, OH",Ohio,Municipality,Mihir Shah,3126,,Tier 3,0.75,41.6218,-83.9533,6a0a993b-65c3-4f1b-b61b-00977b4e2b28,,,,,,,,,,,,,,,,,,,
001cv00000AuYCj,"Township Of West, OH",Ohio,Municipality,Mihir Shah,3140,,Tier 3,0.75,40.7527,-81.0534,ead60b73-4b50-4ba0-a6c6-268912856fb1,,,,,,,,,,,,,,,,,,,
001cv00000AuYDB,"Village Of Mcdonald, OH",Ohio,Municipality,Ali Cohen,3156,,Tier 3,0.75,41.1637,-80.7242,1389d195-d033-4d7d-9d3e-c84454ed0718,,,,,,,,,,,,,,,,,,,
001cv00000AuYDN,"Village Of Millersburg, OH",Ohio,Municipality,Mihir Shah,3165,,Tier 3,0.75,40.5542,-81.9174,7dc37ee8-4f8e-44ed-9c4b-23825621f334,,,,,,,,,2,2025-10-02,2,,,,,,,,
001cv00000AuYEL,"Village Of New Bremen, OH",Ohio,Municipality,Ali Cohen,2987,,Tier 3,0.75,40.437,-84.3797,c4e1cdd6-866e-48a1-a211-b6af50575402,,,,,,,,,,,,,,,,,,,
001cv00000AuYEd,"Township Of Spencer, OH",Ohio,Municipality,Ali Cohen,2994,,Tier 3,0.75,41.1003,-82.1232,fb1b9417-dcb7-4c1d-a081-d117d851a581,,,,,,,,,,,,,,,,,,,
001cv00000AuYEf,"Village Of Baltimore, OH",Ohio,Municipality,Mihir Shah,2995,,Tier 3,0.75,39.8454,-82.6014,0bb8fdd5-ce03-4ec8-98c5-59ebf7eb99b8,,,,,,,,,,,,,,,,,,,
001cv00000AuYEg,"Township Of Worthington, OH",Ohio,Municipality,Mihir Shah,2995,,Tier 3,0.75,40.0931,-83.018,843c8fca-6e46-4ba7-ac9e-55d41e2ed73d,,,,,,,,,,,,,,,,,,,
001cv00000AuYEq,"Township Of Smithfield, OH",Ohio,Municipality,Ali Cohen,2998,,Tier 3,0.75,40.2324,-80.7742,60c1d2ab-2f66-464a-a6ec-4dcc998eab8d,,,,,,,,,,,,,,,,,,,
001cv00000AuYFE,"Village Of West Union, OH",Ohio,Municipality,Ali Cohen,3010,,Tier 3,0.75,38.7947,-83.5439,06a4ee93-4a5d-44a3-932c-f4c20acfb97a,,,,,,,,,,,,,,,,,,,
001cv00000AuYFS,"Township Of Carryall, OH",Ohio,Municipality,Mihir Shah,3020,,Tier 3,0.75,41.2218,-84.7524,2fa6c6d6-3dd0-4398-a95b-5cd566641468,,,,,,,,,,,,,,,,,,,
001cv00000AuYFU,"Township Of Vernon, OH",Ohio,Municipality,Mihir Shah,3023,,Tier 3,0.75,41.3864,-80.5687,6c389f48-1d3d-4142-bfaf-2261863b4101,,,,,,,,,,,,,,,,,,,
001cv00000AuYFX,"Village Of Minster, OH",Ohio,Municipality,Ali Cohen,3025,,Tier 3,0.75,40.3931,-84.3761,3c8182fc-091e-44a2-9f29-085d56025bc0,,,,,,,,,,,,,,,,,,,
001cv00000AuYFd,"Village Of Walbridge, OH",Ohio,Municipality,Mihir Shah,3027,,Tier 3,0.75,41.5878,-83.4933,754311bc-1508-40e0-b0e7-441bd216855d,,,,,,,,,6,2026-04-23,6,,,,,,,,
001cv00000AuYFt,"Village Of Doylestown, OH",Ohio,Municipality,Ali Cohen,3034,,Tier 3,0.75,40.9701,-81.6965,fb48b937-4412-4b99-9cf7-0f43b89e6a8d,,,,,,,,,,,,,,,,,,,
001cv00000AuYG6,"Village Of Cadiz, OH",Ohio,Municipality,Mihir Shah,3042,,Tier 3,0.75,40.2729,-80.9971,aa5599b0-178c-4cb1-8d86-25b150240ace,,,,,,,,,,,,,,,,,,,
001cv00000AuYGL,"Township Of Sutton, OH",Ohio,Municipality,Ali Cohen,3050,,Tier 3,0.75,38.9763,-81.888,985ada74-6320-4859-9508-a4a33172f7fe,,,,,,,,,,,,,,,,,,,
001cv00000AuYGV,"Township Of Goshen, OH",Ohio,Municipality,Mihir Shah,3056,,Tier 3,0.75,39.2369,-84.1646,6c42c366-d7c4-414d-9bc8-ea48d1bfc9f6,,,,,,,,,,,,,,,,,,,
001cv00000AuYHv,"City Of Gallipolis, OH",Ohio,Municipality,Mihir Shah,3308,,Tier 3,0.75,38.7952,-82.2801,f1f97111-f0e0-49c5-9b12-9391daf43ce9,,,,,,,,,2,2025-11-17,2,,,,,,,,
001cv00000AuYIA,"Village Of Mayfield, OH",Ohio,Municipality,Ali Cohen,3314,,Tier 3,0.75,41.552,-81.4393,857d95bc-5df6-4fe2-9b5f-b54420ee59e1,,,,,,,,,18,2026-03-09,18,,,,,,,,
001cv00000AuYIN,"Village Of Mingo Junction, OH",Ohio,Municipality,Mihir Shah,3323,,Tier 3,0.75,40.3217,-80.6098,5f56914e-71a1-4f7c-a4e6-bf808f93738c,,,,,,,,,4,2025-09-23,,4,,,,,,,
001cv00000AuYIU,"Village Of Hartville, OH",Ohio,Municipality,Ali Cohen,3327,,Tier 3,0.75,40.9637,-81.3312,47272761-c1b3-480c-9846-f3c914c18f3b,,,,,,,,,,,,,,,,,,,
001cv00000AuYIj,"Village Of Lordstown, OH",Ohio,Municipality,Mihir Shah,3335,,Tier 3,0.75,41.1656,-80.8576,cb683467-2f33-48be-a924-8e3a10db9f26,,,,,,,,,2,2025-10-01,2,,,,,,,,
001cv00000AuYIv,"Township Of Ridge, OH",Ohio,Municipality,Mihir Shah,3343,,Tier 3,0.75,40.8481,-84.5012,1bf24098-c157-4fd0-bfd3-bdb38f4e6603,,,,,,,,,1,2025-09-29,1,,,,,,,,
001cv00000AuYJS,"Township Of Mclean, OH",Ohio,Municipality,Mihir Shah,3366,,Tier 3,0.75,39.4912,-83.3367,31c60078-85ce-4241-abf1-45e9d78ddc28,,,,,,,,,,,,,,,,,,,
