Account ID,Account Name,State,Entity Type,Owner,Population,Account Status,Tier,SQO Points,Lat,Lng,Starbridge Buyer ID,Opp Status,Stage,Funnel Position,Sourced By,Discovery Call Date,Created Date,ARR,Previously Lost,Total Calls,Last Call Date,Calls - Sydney Ireland,Calls - Quinzel Perry,Calls - Ali Cohen,Calls - Nick Martino,Calls - Jenny Allison,Calls - Ryan Minter,Calls - Blake Anderson,Calls - Alicia Gopal,Calls - Joe del Rosario,Calls - Emily Murnane,Outreach ID
001cv00000AuXOB,"Township Of Kelso, IN",Indiana,Municipality,Sydney Ireland,2482,,Tier 3,0.75,39.2741,-84.9609,fa2a14b2-04df-4288-9253-821adfe3cee7,,,,,,,,,,,,,,,,,,,,,14110
001cv00000AuXOJ,"Town Of Chesterfield, IN",Indiana,Municipality,Sydney Ireland,2485,,Tier 3,0.75,40.1135,-85.5959,8bba8b05-ec3c-44c3-8daa-b9037609dda3,,,,,,,,,2,2026-03-20,2,,,,,,,,,,14114
001cv00000AuXOd,"Township Of Pierce, IN",Indiana,Municipality,Blake Anderson,2493,,Tier 3,0.75,38.5244,-86.0734,5fc9443d-9bfa-44ff-8f17-ed002854c71b,,,,,,,,,,,,,,,,,,,,,14056
001cv00000AuXOx,"Township Of Shelby, IN",Indiana,Municipality,Sydney Ireland,2499,,Tier 3,0.75,41.1954,-87.3479,1550d757-99c7-4721-8462-7b00651186aa,,,,,,,,,,,,,,,,,,,,,14263
001cv00000AuXP8,"Town Of Ingalls, IN",Indiana,Municipality,Blake Anderson,2506,,Tier 3,0.75,39.9558,-85.8051,271d1ce9-2d4c-4ba1-8fd2-545beda36199,,,,,,,,,,,,,,,,,,,,,14232
001cv00000AuXTV,"Township Of Otsego, IN",Indiana,Municipality,Blake Anderson,2529,,Tier 3,0.75,41.5889,-84.9193,aa1f301d-c68c-4a48-b6de-c7375ef465b4,,,,,,,,,,,,,,,,,,,,,14211
001cv00000AuXTZ,"Township Of Brown, IN",Indiana,Municipality,Sydney Ireland,2531,,Tier 3,0.75,39.175,-86.1752,f991c98c-c201-4ef0-af8b-a872a6164fa0,,,,,,,,,,,,,,,,,,,,,14184
001cv00000AuXTo,"Township Of Oil, IN",Indiana,Municipality,Blake Anderson,2540,,Tier 3,0.75,38.1609,-86.5603,9d0740d0-6229-4cc5-935a-93d9f3ed5b43,,,,,,,,,,,,,,,,,,,,,14240
001cv00000AuXTq,"Town Of Brooklyn, IN",Indiana,Municipality,Sydney Ireland,2541,,Tier 3,0.75,39.5386,-86.3692,206056bd-5f7c-4055-8cba-420330771d8a,,,,,,,,,,,,,,,,,,,,,14143
001cv00000AuXUr,"Township Of Lauramie, IN",Indiana,Municipality,Sydney Ireland,2569,,Tier 3,0.75,40.2433,-86.7617,55374985-3803-4802-b717-ebc4e23ca85e,,,,,,,,,,,,,,,,,,,,,14225
001cv00000AuXVG,"Town Of Santa Claus, IN",Indiana,Municipality,Blake Anderson,2579,,Tier 3,0.75,38.1201,-86.9142,4aa1c883-1a31-4a63-b123-f72369e9ec59,,,,,,,,,1,2026-03-03,1,,,,,,,,,,14480
001cv00000AuXVS,"Township Of Center, IN",Indiana,Municipality,Sydney Ireland,2583,,Tier 3,0.75,41.3911,-87.3612,648e0adc-f101-4bbf-89ad-ab7112203806,,,,,,,,,,,,,,,,,,,,,6137
001cv00000AuXVo,"Town Of Osceola, IN",Indiana,Municipality,Sydney Ireland,2592,Open Opportunity,Tier 3,0.75,41.665,-86.0758,ae88fa4d-e2e8-4542-a55e-765e6cd8d576,Open,Initial Interest,Top of Funnel,Ali Cohen,,12/10/2025,,,5,2025-12-18,,,5,,,,,,,,14292
001cv00000AuXW4,"City Of Loogootee, IN",Indiana,Municipality,Sydney Ireland,2599,,Tier 3,0.75,38.677,-86.9142,d61d593e-3560-49bb-82a1-19d602134bb7,,,,,,,,,4,2026-03-13,4,,,,,,,,,,14389
001cv00000AuXZh,"Town Of Lagrange, IN",Indiana,Municipality,Sydney Ireland,2780,,Tier 3,0.75,41.6414,-85.4179,e5a75756-fd69-4a46-9cd4-66c0f4ae8f78,,,,,,,,,,,,,,,,,,,,,14379
001cv00000AuXf1,"Township Of Polk, IN",Indiana,Municipality,Sydney Ireland,2704,,Tier 3,0.75,39.0365,-86.3985,f0849fd4-d3f3-4ed8-ab05-266a981fd5e9,,,,,,,,,,,,,,,,,,,,,14364
001cv00000AuXfQ,"Township Of Whitewater, IN",Indiana,Municipality,Blake Anderson,2717,,Tier 3,0.75,39.3533,-84.8776,779af589-0ecc-4ea1-8ae3-ed52eb19e8a2,,,,,,,,,,,,,,,,,,,,,14500
001cv00000AuXfd,"Township Of Center, IN",Indiana,Municipality,Sydney Ireland,2725,,Tier 3,0.75,41.3911,-87.3612,e3162bf0-e90c-44c5-b8e7-fb7fe064d370,,,,,,,,,,,,,,,,,,,,,6137
001cv00000AuXhB,"Township Of Polk, IN",Indiana,Municipality,Sydney Ireland,2770,,Tier 3,0.75,39.0365,-86.3985,33a8141f-4e57-45f3-a7d0-4b781bfe3736,,,,,,,,,,,,,,,,,,,,,14364
001cv00000AuXi3,"Town Of Centerville, IN",Indiana,Municipality,Blake Anderson,2786,,Tier 3,0.75,39.8178,-84.9964,ed830356-c2b1-41ab-af39-865505894c45,,,,,,,,,,,,,,,,,,,,,14578
001cv00000AuXiV,"Township Of Wood, IN",Indiana,Municipality,Sydney Ireland,2796,,Tier 3,0.75,38.4671,-85.9475,6fc42056-a290-4c18-8b8d-efee2e79a624,,,,,,,,,,,,,,,,,,,,,14682
001cv00000AuXik,"Township Of Ross, IN",Indiana,Municipality,Blake Anderson,2800,,Tier 3,0.75,41.4713,-87.3164,67d398c9-662d-4b36-8075-aea50cd6e516,,,,,,,,,,,,,,,,,,,,,14571
001cv00000AuXiq,"Township Of Patoka, IN",Indiana,Municipality,Sydney Ireland,2804,,Tier 3,0.75,38.407,-87.5856,58956548-8910-4dac-a929-2c4fd9b1ad89,,,,,,,,,,,,,,,,,,,,,14608
001cv00000AuXjO,"Township Of Sparta, IN",Indiana,Municipality,Blake Anderson,2822,,Tier 3,0.75,39.1053,-85.0452,3628565d-52dc-4b5f-8ad7-88879a9faf69,,,,,,,,,,,,,,,,,,,,,14662
001cv00000AuXkO,"Township Of Bourbon, IN",Indiana,Municipality,Blake Anderson,2850,,Tier 3,0.75,41.2956,-86.1164,e76b7a7c-68f1-4369-8ee0-72b85bfd3bec,,,,,,,,,,,,,,,,,,,,,14825
001cv00000AuXkb,"Town Of New Palestine, IN",Indiana,Municipality,Sydney Ireland,2857,,Tier 3,0.75,39.722,-85.8891,d70e5afc-e661-43bc-aa69-f3b14b42dc5d,,,,,,,,,2,2026-02-27,2,,,,,,,,,,14773
001cv00000AuXl8,"Township Of Vernon, IN",Indiana,Municipality,Blake Anderson,2863,,Tier 3,0.75,38.9847,-85.6094,b91bf7f3-75cd-4c19-b175-040de3475337,,,,,,,,,,,,,,,,,,,,,14812
001cv00000AuXlA,"Township Of Posey, IN",Indiana,Municipality,Sydney Ireland,2864,,Tier 3,0.75,38.002,-87.8942,30643e1f-3ed4-41d1-b30c-34e574b3aa88,,,,,,,,,,,,,,,,,,,,,14764
001cv00000AuXlH,"Township Of Walnut, IN",Indiana,Municipality,Blake Anderson,2871,,Tier 3,0.75,41.1762,-86.2119,d7f842a6-b73d-49d9-9a12-ad9515a2b4a0,,,,,,,,,,,,,,,,,,,,,14770
001cv00000AuXlP,"Township Of Van Buren, IN",Indiana,Municipality,Sydney Ireland,2874,,Tier 3,0.75,40.6173,-85.5047,e303d8e2-9fc7-4a0b-9fb3-e52132cd82df,,,,,,,,,,,,,,,,,,,,,14844
001cv00000AuXlh,"Township Of Monroe, IN",Indiana,Municipality,Blake Anderson,2882,,Tier 3,0.75,40.745,-84.9369,ae6bf86e-b882-41bc-9c27-90ea70231faf,,,,,,,,,,,,,,,,,,,,,14820
001cv00000AuXmN,"Township Of Bean Blossom, IN",Indiana,Municipality,Blake Anderson,2906,,Tier 3,0.75,39.267,-86.2492,6b4a2331-f8d9-47a1-b7c6-155a27fa8aec,,,,,,,,,,,,,,,,,,,,,14909
001cv00000AuXmO,"Township Of Center, IN",Indiana,Municipality,Sydney Ireland,2906,,Tier 3,0.75,41.3911,-87.3612,ece60532-1957-4150-9ab3-f24a4c69b41e,,,,,,,,,,,,,,,,,,,,,6137
001cv00000AuXmb,"Township Of Milford, IN",Indiana,Municipality,Sydney Ireland,2911,,Tier 3,0.75,41.4098,-85.846,4af09d24-ab05-4cf4-b0e0-a7f8014ec558,,,,,,,,,,,,,,,,,,,,,14955
001cv00000AuXmk,"Township Of Sparta, IN",Indiana,Municipality,Blake Anderson,2915,,Tier 3,0.75,39.1053,-85.0452,3041d538-84e2-48ff-8a7f-4ecb342027a8,,,,,,,,,,,,,,,,,,,,,14662
001cv00000AuXmt,"Township Of Noble, IN",Indiana,Municipality,Sydney Ireland,2922,,Tier 3,0.75,41.4277,-85.355,a63986dc-4a73-4397-83fe-9062c60eaea8,,,,,,,,,,,,,,,,,,,,,14893
001cv00000AuXnO,"Township Of Clark, IN",Indiana,Municipality,Blake Anderson,2946,,Tier 3,0.75,38.4493,-85.7256,cd7ac86a-5d0e-4cbc-9d5b-40fdb0c51bde,,,,,,,,,,,,,,,,,,,,,14931
001cv00000AuXnS,"Town Of Fort Branch, IN",Indiana,Municipality,Sydney Ireland,2947,,Tier 3,0.75,38.2512,-87.5811,d4586518-90b3-426b-abf2-224ef636e256,,,,,,,,,,,,,,,,,,,,,14853
001cv00000AuXni,"Township Of Greene, IN",Indiana,Municipality,Sydney Ireland,2955,,Tier 3,0.75,41.6022,-86.3174,da5c11d5-eb4c-49e6-8452-3a94b21c9787,,,,,,,,,,,,,,,,,,,,,14855
001cv00000AuXnj,"Township Of Steuben, IN",Indiana,Municipality,Blake Anderson,2956,,Tier 3,0.75,41.5545,-85.0441,6e5fd465-30ef-453a-bbe3-9344736b4207,,,,,,,,,,,,,,,,,,,,,14890
001cv00000AuXzU,"Township Of Grant, IN",Indiana,Municipality,Sydney Ireland,3076,,Tier 3,0.75,40.4731,-85.6846,0d9483fe-75ac-447f-b5f8-4acf47056956,,,,,,,,,,,,,,,,,,,,,15047
001cv00000AuXzY,"Town Of Sheridan, IN",Indiana,Municipality,Blake Anderson,3080,,Tier 3,0.75,40.135,-86.2205,47a9b66d-40bc-4bfc-9f01-791d21863e6f,,,,,,,,,2,2026-03-16,2,,,,,,,,,,15013
001cv00000AuY13,"City Of Delphi, IN",Indiana,Municipality,Blake Anderson,2972,,Tier 3,0.75,40.5861,-86.674,f5a1d8ea-47ca-4c37-b455-6df46c769c43,,,,,,,,,2,2026-03-13,2,,,,,,,,,,15051
001cv00000AuY15,"Township Of Gregg, IN",Indiana,Municipality,Sydney Ireland,2975,,Tier 3,0.75,39.5279,-86.53,ced9900f-1895-4400-b780-61b6f85ee2c9,,,,,,,,,,,,,,,,,,,,,15016
001cv00000AuY5u,"Township Of Lexington, IN",Indiana,Municipality,Blake Anderson,3399,,Tier 3,0.75,38.6523,-85.6252,e6354cc1-3549-4935-88a1-4fc971716cc3,,,,,,,,,,,,,,,,,,,,,15553
001cv00000AuY7c,"Township Of Columbia, IN",Indiana,Municipality,Blake Anderson,3530,,Tier 3,0.75,41.157,-85.4884,eaebfa56-b867-49f4-a9b1-efc96e0131c3,,,,,,,,,,,,,,,,,,,,,15694
001cv00000AuYBa,"City Of Attica, IN",Indiana,Municipality,Sydney Ireland,3100,,Tier 3,0.75,40.2942,-87.2489,e822ec4d-0e91-454c-a3dd-98490a47c116,,,,,,,,,,,,,,,,,,,,,15211
001cv00000AuYBe,"Town Of Corydon, IN",Indiana,Municipality,Sydney Ireland,3102,,Tier 3,0.75,38.212,-86.1219,146eec04-b1e3-4301-aa2e-8eee054f3a23,,,,,,,,,4,2026-04-08,4,,,,,,,,,,15122
001cv00000AuYE9,"Town Of Brownstown, IN",Indiana,Municipality,Sydney Ireland,2978,,Tier 3,0.75,38.8789,-86.0419,19c19999-21e4-41de-bf1f-57859931c742,,,,,,,,,,,,,,,,,,,,,15295
001cv00000AuYES,"City Of Bicknell, IN",Indiana,Municipality,Blake Anderson,2992,,Tier 3,0.75,38.7742,-87.3078,a30d1e7e-784f-43ff-adb0-7b18377c683c,,,,,,,,,,,,,,,,,,,,,15215
001cv00000AuYFx,"Township Of Henry, IN",Indiana,Municipality,Blake Anderson,3037,,Tier 3,0.75,39.9705,-85.355,a5ef28c3-1324-4c6c-a975-0fef570417bc,,,,,,,,,,,,,,,,,,,,,15088
001cv00000AuYGt,"Town Of Syracuse, IN",Indiana,Municipality,Sydney Ireland,3067,Open Opportunity,Tier 3,0.75,41.4278,-85.7527,b641508f-e62f-4cf2-b2de-9a528ac4205e,Open,Meeting Booked,Top of Funnel,Ali Cohen,2/27/2026,2/23/2026,,,25,2026-02-26,,,25,,,,,,,,15216
001cv00000AuYHV,"Township Of Monon, IN",Indiana,Municipality,Blake Anderson,3293,,Tier 3,0.75,40.8628,-86.8791,e01bccb0-7f9b-4f01-af83-05eb1a5fe073,,,,,,,,,,,,,,,,,,,,,15683
001cv00000AuYHe,"Township Of Jamestown, IN",Indiana,Municipality,Sydney Ireland,3299,,Tier 3,0.75,39.9256,-86.6271,7c06005f-3060-4dc8-91e3-c8a0446106c6,,,,,,,,,,,,,,,,,,,,,15741
001cv00000AuYIV,"Township Of Cleveland, IN",Indiana,Municipality,Blake Anderson,3328,,Tier 3,0.75,39.7916,-85.6465,8b48b8bd-9e85-4fc3-ac10-28f6b1976143,,,,,,,,,,,,,,,,,,,,,15708
001cv00000AuYJa,"Township Of Prairie, IN",Indiana,Municipality,Blake Anderson,3371,,Tier 3,0.75,37.9216,-87.9819,51e77901-3e66-4d94-8d8b-f6c1d716372e,,,,,,,,,,,,,,,,,,,,,15730
001cv00000AuYK3,"Town Of Newburgh, IN",Indiana,Municipality,Sydney Ireland,3389,,Tier 3,0.75,37.9445,-87.4053,796e808c-cbc0-4315-95a8-e6bd83b33ad6,,,,,,,,,4,2026-03-17,4,,,,,,,,,,15905
001cv00000AuYKH,"Township Of Curry, IN",Indiana,Municipality,Sydney Ireland,3397,,Tier 3,0.75,39.2539,-87.3808,351c8055-94af-42e5-9283-e0012eecab44,,,,,,,,,2,2025-10-23,,2,,,,,,,,,15852
001cv00000AuYLB,"Township Of Olive, IN",Indiana,Municipality,Sydney Ireland,3425,,Tier 3,0.75,41.7,-86.4481,500c9157-c26f-4bc6-8d14-56817d8ba3bc,,,,,,,,,,,,,,,,,,,,,15878
001cv00000AuYLW,"City Of Union City, IN",Indiana,Municipality,Blake Anderson,3437,,Tier 3,0.75,40.202,-84.8091,ab3074cf-f44a-49af-8cf0-90a398c556d9,,,,,,,,,1,2026-02-17,1,,,,,,,,,,15881
001cv00000AuYLk,"Town Of Middlebury, IN",Indiana,Municipality,Blake Anderson,3449,,Tier 3,0.75,41.6742,-85.706,c0aa917c-b402-405d-ab72-ece898a6ef4c,,,,,,,,,2,2026-02-26,2,,,,,,,,,,15858
001cv00000AuYM8,"Township Of Logan, IN",Indiana,Municipality,Blake Anderson,3472,,Tier 3,0.75,39.2481,-84.8947,acd0da92-2278-4921-9876-8f2d98200e21,,,,,,,,,,,,,,,,,,,,,16045
001cv00000AuYMU,"City Of Aurora, IN",Indiana,Municipality,Sydney Ireland,3487,,Tier 3,0.75,39.0583,-84.9027,536baaa8-c7f4-47f2-a69d-9714440647e1,,,,,,,,,,,,,,,,,,,,,15332
001cv00000AuYOd,"Township Of Benton, IN",Indiana,Municipality,Sydney Ireland,3217,,Tier 3,0.75,39.2456,-86.439,151b4bb1-a6e9-4f71-8491-05e3018c61b3,,,,,,,,,,,,,,,,,,,,,15390
001cv00000AuYOe,"Township Of Carter, IN",Indiana,Municipality,Blake Anderson,3217,,Tier 3,0.75,38.1719,-86.9624,6e967ff6-31e6-4af4-9262-5b11551bfd49,,,,,,,,,,,,,,,,,,,,,15341
001cv00000AuYOg,"Township Of Benton, IN",Indiana,Municipality,Sydney Ireland,3219,,Tier 3,0.75,39.2456,-86.439,c9d1174e-4744-430e-b9d7-bccea9e5b90e,,,,,,,,,,,,,,,,,,,,,15390
001cv00000AuYPm,"Town Of Ossian, IN",Indiana,Municipality,Blake Anderson,3271,,Tier 3,0.75,40.8808,-85.1667,9e3906f6-4795-4353-a8c8-71e12a35edff,,,,,,,,,,,,,,,,,,,,,15443
001cv00000AuYPv,"Township Of Oregon, IN",Indiana,Municipality,Sydney Ireland,3275,,Tier 3,0.75,41.4088,-86.5199,90fe29cc-7b77-42dd-981f-03a20765ca4e,,,,,,,,,,,,,,,,,,,,,15551
001cv00000AuYRt,"Township Of Johnson, IN",Indiana,Municipality,Sydney Ireland,3573,,Tier 3,0.75,38.2778,-87.7459,50eecd4a-218d-4a4b-b2e6-ea4126b9c3aa,,,,,,,,,,,,,,,,,,,,,15538
001cv00000AuYRu,"Township Of Wright, IN",Indiana,Municipality,Blake Anderson,3574,,Tier 3,0.75,39.1417,-87.2021,59f4e151-b887-43d3-be9d-8fbac7dbdfaa,,,,,,,,,,,,,,,,,,,,,15607
001cv00000AuYSC,"City Of Knox, IN",Indiana,Municipality,Sydney Ireland,3585,Nurture,Tier 3,0.75,41.294,-86.6207,fa4a62f2-7c4e-4c44-a050-0b701146f270,Closed Lost,,,Sydney Ireland,2/23/2026,2/20/2026,,,7,2026-02-23,3,,3,,1,,,,,,15567
001cv00000AuYSt,"Town Of Paoli, IN",Indiana,Municipality,Sydney Ireland,3625,Open Opportunity,Tier 3,0.75,38.5562,-86.4689,8f2015b8-b6ce-4e81-94a9-98008e567b12,Open,Initial Interest,Top of Funnel,Sydney Ireland,3/23/2026,3/9/2026,,,5,2026-03-23,5,,,,,,,,,,16060
001cv00000AuYSv,"Township Of Warren, IN",Indiana,Municipality,Sydney Ireland,3626,,Tier 3,0.75,40.6828,-85.4272,b96cb4e1-6e4a-4231-b31b-6a8b03c4a2d6,,,,,,,,,,,,,,,,,,,,,16019
001cv00000AuYT1,"Township Of Orleans, IN",Indiana,Municipality,Blake Anderson,3629,,Tier 3,0.75,38.6616,-86.4527,dd66d61f-700c-4edb-867c-21078cfff8e1,,,,,,,,,,,,,,,,,,,,,16003
001cv00000AuYTB,"Town Of Hanover, IN",Indiana,Municipality,Blake Anderson,3635,,Tier 3,0.75,38.7142,-85.4736,2e88f316-dd91-44d1-aadb-b7cf06b54623,,,,,,,,,4,2026-03-10,4,,,,,,,,,,15976
001cv00000AuYYv,"Town Of Pittsboro, IN",Indiana,Municipality,Sydney Ireland,3930,,Tier 3,0.75,39.8638,-86.4671,00917bc8-d4b3-4a70-874c-2472184e1f27,,,,,,,,,7,2026-03-20,7,,,,,,,,,,16260
001cv00000AuYYz,"Township Of Milan, IN",Indiana,Municipality,Sydney Ireland,3932,,Tier 3,0.75,39.1212,-85.1313,7af5ac47-1e47-4400-84fc-ac7d287c1444,,,,,,,,,,,,,,,,,,,,,16234
001cv00000AuYZ0,"Township Of Richland, IN",Indiana,Municipality,Blake Anderson,3933,,Tier 3,0.75,39.4975,-85.395,bd15ce5f-c471-4c9a-8e35-0574b5bbcb8e,,,,,,,,,,,,,,,,,,,,,16219
001cv00000AuYZ2,"City Of Mitchell, IN",Indiana,Municipality,Blake Anderson,3934,,Tier 3,0.75,38.7328,-86.4736,decac29e-b7e3-4da3-8fd9-a51431a5b296,,,,,,,,,5,2026-05-08,5,,,,,,,,,,16303
001cv00000AuYZ3,"Township Of Stony Creek, IN",Indiana,Municipality,Sydney Ireland,3935,,Tier 3,0.75,41.5348,-85.65,a345a3de-410c-496c-86c2-cfecba1f4730,,,,,,,,,,,,,,,,,,,,,16256
001cv00000AuYaf,"Township Of Floyd, IN",Indiana,Municipality,Sydney Ireland,4089,,Tier 3,0.75,39.75,-86.7215,8d51dc44-9de8-430e-bc86-04d302b8df4c,,,,,,,,,,,,,,,,,,,,,16237
001cv00000AuYfH,"Township Of Eel River, IN",Indiana,Municipality,Blake Anderson,4234,,Tier 3,0.75,39.3234,-87.1236,79095736-8405-4b36-8d15-db1903c5ca63,,,,,,,,,,,,,,,,,,,,,16898
001cv00000AuYg9,"Township Of West, IN",Indiana,Municipality,Blake Anderson,3822,,Tier 3,0.75,41.3611,-86.4442,9e449006-be34-4ed9-9e80-ea97730f4d48,,,,,,,,,1,2025-12-08,,,1,,,,,,,,16166
001cv00000AuYgS,"Town Of Upland, IN",Indiana,Municipality,Sydney Ireland,3835,,Tier 3,0.75,40.4756,-85.4944,d0297e8f-3d5a-4741-be4d-66d52d8d5fc3,,,,,,,,,,,,,,,,,,,,,16033
001cv00000AuYhB,"Township Of Marion, IN",Indiana,Municipality,Blake Anderson,3881,,Tier 3,0.75,40.9533,-85.0441,17fa0fbe-2b5b-4dd3-adf5-5481291f4e96,,,,,,,,,,,,,,,,,,,,,16121
001cv00000AuYhG,"Township Of Robinson, IN",Indiana,Municipality,Sydney Ireland,3884,,Tier 3,0.75,38.0522,-87.7468,deb8bbad-e620-417c-8848-e29a5ca0018d,,,,,,,,,,,,,,,,,,,,,16246
001cv00000AuYhN,"Township Of Hensley, IN",Indiana,Municipality,Sydney Ireland,3887,,Tier 3,0.75,39.4037,-86.1955,85db4603-2cf7-4865-9342-b0980233b290,,,,,,,,,,,,,,,,,,,,,16132
001cv00000AuYhO,"Township Of Orange, IN",Indiana,Municipality,Blake Anderson,3887,,Tier 3,0.75,39.5842,-85.2991,d3f858b2-fc09-4030-9b49-f32625c92859,,,,,,,,,,,,,,,,,,,,,16222
001cv00000AuYi8,"Township Of Sheffield, IN",Indiana,Municipality,Blake Anderson,3919,,Tier 3,0.75,40.3249,-86.7617,f8e6bff5-b719-4cb1-9e7b-20790a964563,,,,,,,,,,,,,,,,,,,,,16092
001cv00000AuYkR,"Town Of Fairmount, IN",Indiana,Municipality,Sydney Ireland,3938,,Tier 3,0.75,40.4153,-85.6505,dad07308-df22-43ab-bc11-69e027ff37ec,,,,,,,,,2,2025-08-06,,2,,,,,,,,,16551
001cv00000AuYko,"Township Of Adams, IN",Indiana,Municipality,Blake Anderson,3957,,Tier 3,0.75,39.2829,-85.1767,e4fa73b9-06fc-41d5-83af-6c79c17bdec6,,,,,,,,,,,,,,,,,,,,,16549
001cv00000AuYld,"Township Of Morgan, IN",Indiana,Municipality,Sydney Ireland,3997,,Tier 3,0.75,39.3726,-86.8923,726c54d4-fb4d-46ed-84cf-269aba519ecb,,,,,,,,,,,,,,,,,,,,,16595
001cv00000AuYlh,"Township Of Wilmington, IN",Indiana,Municipality,Blake Anderson,3999,,Tier 3,0.75,39.0624,-84.9465,ec851e45-5c41-4d24-a7c2-d78f97d625f0,,,,,,,,,,,,,,,,,,,,,16617
001cv00000AuYmC,"Township Of Vigo, IN",Indiana,Municipality,Sydney Ireland,4025,,Tier 3,0.75,38.8508,-87.2419,73c139b7-4c2e-4a4b-90ca-71a99db894f4,,,,,,,,,,,,,,,,,,,,,16682
001cv00000AuYmS,"Township Of Montgomery, IN",Indiana,Municipality,Blake Anderson,4037,,Tier 3,0.75,38.2527,-87.737,cca046d9-3579-4fa3-ac94-69fc2b6337e1,,,,,,,,,,,,,,,,,,,,,16579
001cv00000AuYmp,"City Of Austin, IN",Indiana,Municipality,Blake Anderson,4057,,Tier 3,0.75,38.7415,-85.806,e1b23c4c-8613-4c9c-8d3a-86e494666a7d,,,,,,,,,5,2026-03-09,5,,,,,,,,,,16648
001cv00000AuYoO,"Township Of Wayne, IN",Indiana,Municipality,Sydney Ireland,4134,,Tier 3,0.75,39.7927,-86.2508,04bbc79d-1f55-47da-95da-543a425649c3,,,,,,,,,,,,,,,,,,,,,16524
001cv00000AuYop,"Township Of Nineveh, IN",Indiana,Municipality,Sydney Ireland,4158,,Tier 3,0.75,39.3623,-86.0847,44f6267d-904e-42f3-8173-231783fd567f,,,,,,,,,,,,,,,,,,,,,16565
001cv00000AuYot,"City Of Berne, IN",Indiana,Municipality,Blake Anderson,4161,,Tier 3,0.75,40.6578,-84.9519,a7c34a26-c7b8-4271-aaed-1cf33d760559,,,,,,,,,1,2025-10-17,,1,,,,,,,,,16779
001cv00000AuYpQ,"Township Of Thorncreek, IN",Indiana,Municipality,Sydney Ireland,4199,,Tier 3,0.75,41.2456,-85.4434,ad71d0aa-258d-4db5-bef6-5c1812aad839,,,,,,,,,,,,,,,,,,,,,16800
001cv00000AuYr1,"Township Of Walker, IN",Indiana,Municipality,Sydney Ireland,3680,,Tier 3,0.75,41.1425,-87.0424,9ec2e829-3009-491c-af48-349db82d5deb,,,,,,,,,,,,,,,,,,,,,16433
001cv00000AuYrw,"Township Of Troy, IN",Indiana,Municipality,Sydney Ireland,3712,,Tier 3,0.75,37.9541,-86.7215,a8819c08-e9a4-46cb-833a-1ca5570774a6,,,,,,,,,2,2026-03-05,2,,,,,,,,,,16398
001cv00000AuYsO,"Town Of Chandler, IN",Indiana,Municipality,Blake Anderson,3745,,Tier 3,0.75,38.0417,-87.3681,7d692633-0363-41c5-b58b-0176fe7924ea,,,,,,,,,3,2026-03-13,3,,,,,,,,,,16295
001cv00000AuYsU,"Town Of Hebron, IN",Indiana,Municipality,Sydney Ireland,3750,,Tier 3,0.75,41.3186,-87.2003,8def53d3-3f56-47ec-98cd-c797339155da,,,,,,,,,1,2026-03-18,1,,,,,,,,,,16302
001cv00000AuYsd,"Township Of Springfield, IN",Indiana,Municipality,Blake Anderson,3755,,Tier 3,0.75,41.7351,-86.7617,d73642ef-083a-4539-820a-93858c2a70e6,,,,,,,,,,,,,,,,,,,,,16476
001cv00000AuYsh,"Township Of Wayne, IN",Indiana,Municipality,Sydney Ireland,3758,,Tier 3,0.75,39.7927,-86.2508,e5fa0cf4-a26a-493a-9a9b-3a5f0aacb908,,,,,,,,,,,,,,,,,,,,,16524
001cv00000AuYsj,"Township Of Haddon, IN",Indiana,Municipality,Blake Anderson,3759,,Tier 3,0.75,38.938,-87.4009,81a3b802-4ff7-49f2-bf46-e9c1b9058a8e,,,,,,,,,,,,,,,,,,,,,16471
001cv00000AuYtB,"Township Of Haw Creek, IN",Indiana,Municipality,Sydney Ireland,3781,,Tier 3,0.75,39.304,-85.7702,1bc67c58-0671-45b9-8a77-ce1317bcf726,,,,,,,,,,,,,,,,,,,,,16508
001cv00000AuYu6,"Town Of De Motte, IN",Indiana,Municipality,Sydney Ireland,4246,,Tier 3,0.75,41.1937,-87.1986,f087ae03-90e0-461e-98ea-91bd4833fb07,,,,,,,,,1,2026-03-10,1,,,,,,,,,,16916
001cv00000AuYuE,"City Of Sullivan, IN",Indiana,Municipality,Sydney Ireland,4252,,Tier 3,0.75,39.0953,-87.4059,ad0a393c-631e-415a-86d6-543e809f4154,,,,,,,,,,,,,,,,,,,,,16894
001cv00000AuYuM,"Township Of Locke, IN",Indiana,Municipality,Blake Anderson,4259,,Tier 3,0.75,41.473,-86.0326,865972b9-0e6d-4a0a-a25d-11d3e6ba0c9e,,,,,,,,,10,2026-01-15,,,10,,,,,,,,16953
001cv00000AuYun,"Township Of Lafayette, IN",Indiana,Municipality,Sydney Ireland,4284,,Tier 3,0.75,40.4177,-86.8909,1017cfce-72ec-4971-9d7f-57285c5dbb2e,,,,,,,,,,,,,,,,,,,,,16833
001cv00000AuYv4,"Township Of York, IN",Indiana,Municipality,Blake Anderson,4297,,Tier 3,0.75,41.6884,-84.8225,58e07840-402b-4ead-b139-9d3a5db962ca,,,,,,,,,,,,,,,,,,,,,16754
001cv00000AuYvp,"Township Of Randolph, IN",Indiana,Municipality,Sydney Ireland,4340,Open Opportunity,Tier 3,0.75,38.9491,-84.8538,91f0b269-4902-4748-9752-cb230ca51f35,,,,,,,,,2,2026-02-23,2,,,,,,,,,,16906
