Account ID,Account Name,State,Entity Type,Owner,Population,Account Status,Tier,SQO Points,Lat,Lng,Starbridge Buyer ID,Opp Status,Stage,Funnel Position,Sourced By,Discovery Call Date,Created Date,ARR,Previously Lost,Total Calls,Last Call Date,Calls - Nick Martino,Calls - Ben Laddis,Calls - Joe del Rosario,Calls - Alicia Gopal,Calls - Jenny Allison,Salesforce ID
001cv00000AuYfT,"Town Of North Wilkesboro, NC",North Carolina,Municipality,Nick Martino,4239,,Tier 3,0.75,36.1585,-81.1476,1661bba8-9c73-4fc1-8100-8feb8151a5c1,,,,,,,,,9,2025-07-30,9,,,,,
001cv00000AuYfu,"Town Of Troutman, NC",North Carolina,Municipality,Nick Martino,3809,,Tier 3,0.75,35.7021,-80.8888,69d761f0-b38b-4b71-a042-1a4bdfda3a53,,,,,,,,,13,2026-04-07,13,,,,,
001cv00000AuYgF,"Town Of Swansboro, NC",North Carolina,Municipality,Nick Martino,3825,,Tier 3,0.75,34.6877,-77.1191,2b73fa2e-dbaa-4e01-a317-19cca8d247ff,,,,,,,,,,,,,,,,
001cv00000AuYhY,"Town Of Emerald Isle, NC",North Carolina,Municipality,Nick Martino,3891,,Tier 3,0.75,34.6779,-76.9508,35a18109-bcf3-4393-950c-ff12b93441a4,,,,,,,,,5,2026-01-06,5,,,,,
001cv00000AuYhq,"Town Of Wingate, NC",North Carolina,Municipality,Ben Laddis,3907,,Tier 3,0.75,34.9843,-80.4492,77f7916a-a22b-4fb5-a388-4b526a8d3a2e,,,,,,,,,,,,,,,,
001cv00000AuYlq,"Town Of Trent Woods, NC",North Carolina,Municipality,Nick Martino,4004,,Tier 3,0.75,35.0821,-77.0863,e2393c5e-f897-4fda-85bf-d2b2bdd16fb6,,,,,,,,,10,2025-08-01,10,,,,,
001cv00000AuYlr,"Town Of Stanley, NC",North Carolina,Municipality,Ben Laddis,4004,,Tier 3,0.75,35.3535,-81.0903,96ee0c8c-2e8e-4b7e-80e2-c786f56ac726,,,,,,,,,5,2025-11-12,5,,,,,
001cv00000AuYmQ,"Town Of Mount Olive, NC",North Carolina,Municipality,Nick Martino,4036,,Tier 3,0.75,35.1966,-78.0664,043e17f6-6a24-490a-ab5b-d23782a3ef9c,,,,,,,,,10,2025-08-04,10,,,,,
001cv00000AuYmr,"Town Of Elkin, NC",North Carolina,Municipality,Nick Martino,4060,,Tier 3,0.75,36.2443,-80.8484,90774f74-47dc-4e39-aaac-08907d461ab8,,,,,,,,,2,2025-07-10,2,,,,,
001cv00000AuYnq,"Town Of Benson, NC",North Carolina,Municipality,Ben Laddis,4103,,Tier 3,0.75,35.3821,-78.5486,2ec97af5-a0d3-4f48-9298-15642b328611,,,,,,,,,10,2025-07-31,10,,,,,
001cv00000AuYoB,"Town Of Surf City, NC",North Carolina,Municipality,Nick Martino,4119,,Tier 3,0.75,34.4271,-77.5461,d4a3b275-6d3f-4090-ba50-d561205357e7,,,,,,,,,3,2025-07-09,3,,,,,
001cv00000AuYoF,"City Of Southport, NC",North Carolina,Municipality,Ben Laddis,4124,,Tier 3,0.75,33.9182,-78.0193,6c4fc553-c3e5-45de-ba61-c67fd8961a48,,,,,,,,,7,2025-07-17,7,,,,,
001cv00000AuYou,"Town Of Spindale, NC",North Carolina,Municipality,Nick Martino,4163,,Tier 3,0.75,35.3601,-81.9293,6edb7947-4ead-4a70-960e-640f2d6eaf14,,,,,,,,,6,2025-07-24,6,,,,,
001cv00000AuYq9,"Town Of Franklin, NC",North Carolina,Municipality,Ben Laddis,4233,Unviable,Tier 3,0.75,35.1823,-83.3815,557ed212-aace-4b04-a511-b691098af70a,,,,,,,,,32,2026-01-27,32,,,,,
001cv00000AuYqu,"Town Of Tabor City, NC",North Carolina,Municipality,Nick Martino,3674,,Tier 3,0.75,34.1488,-78.8767,99883034-0bbc-431c-8180-a37c06ed4dad,,,,,,,,,,,,,,,,
001cv00000AuYqv,"Town Of Eastover, NC",North Carolina,Municipality,Ben Laddis,3675,,Tier 3,0.75,35.0975,-78.783,0ff164eb-89d5-49fc-a04b-adec7f879714,,,,,,,,,,,,,,,,
001cv00000AuYrb,"City Of Lowell, NC",North Carolina,Municipality,Nick Martino,3701,,Tier 3,0.75,35.268,-81.0994,c3fff0da-68c2-4f8e-b571-40cf77652f09,,,,,,,,,,,,,,,,
001cv00000AuYrg,"Town Of Gamewell, NC",North Carolina,Municipality,Ben Laddis,3704,,Tier 3,0.75,35.8693,-81.5962,20fc2590-a277-41cb-966a-3e6d2553f4cd,,,,,,,,,,,,,,,,
001cv00000AuYrx,"Town Of Landis, NC",North Carolina,Municipality,Nick Martino,3712,,Tier 3,0.75,35.5457,-80.6109,c9875535-a545-45d9-8ca6-1c999119c514,,,,,,,,,,,,,,,,
001cv00000AuYs4,"Town Of Jamestown, NC",North Carolina,Municipality,Ben Laddis,3721,,Tier 3,0.75,35.9943,-79.9353,d61cbce6-99ec-4e99-b85b-9ceefb4ea405,,,,,,,,,,,,,,,,
001cv00000AuYs9,"Town Of Maiden, NC",North Carolina,Municipality,Nick Martino,3726,,Tier 3,0.75,35.5757,-81.2117,e410eb0c-830e-48d4-a06a-9fe65139c3f5,,,,,,,,,,,,,,,,
001cv00000AuYso,"Town Of Kitty Hawk, NC",North Carolina,Municipality,Ben Laddis,3761,,Tier 3,0.75,36.0646,-75.7057,bb20d110-c2f9-4e5b-b7e6-88ced865f821,,,,,,,,,,,,,,,,
001cv00000AuYt9,"Town Of Hudson, NC",North Carolina,Municipality,Nick Martino,3777,,Tier 3,0.75,35.8485,-81.4959,ab1e5517-f66e-4d3a-b655-065512d55bd4,,,,,,,,,,,,,,,,
001cv00000AuYuY,"Town Of Sunset Beach, NC",North Carolina,Municipality,Nick Martino,4270,,Tier 3,0.75,33.8821,-78.5184,40dd2e3b-9915-4c8d-836a-a93ac615dfba,,,,,,,,,7,2025-07-16,7,,,,,
001cv00000AuYvE,"Town Of Shallotte, NC",North Carolina,Municipality,Nick Martino,4310,Nurture,Tier 3,0.75,33.9793,-78.3765,c95a248d-5b1c-469c-b3d5-caf0de2f8ebb,Closed Lost,,,Nick Martino,1/5/2026,12/8/2025,,,4,2025-12-08,4,,,,,
001cv00000AuYwc,"Town Of Edenton, NC",North Carolina,Municipality,Ben Laddis,4391,,Tier 3,0.75,36.0579,-76.6077,f77e8108-ae5b-4687-878f-c61a7bb1e349,,,,,,,,,9,2025-08-01,9,,,,,
001cv00000AuYxn,"Town Of Canton, NC",North Carolina,Municipality,Nick Martino,4418,,Tier 3,0.75,35.5329,-82.8374,b5887238-0a9e-470b-8ecf-a6e21b5d18ad,,,,,,,,,9,2025-12-17,9,,,,,
001cv00000AuYxs,"Town Of Holly Ridge, NC",North Carolina,Municipality,Ben Laddis,4420,,Tier 3,0.75,34.4954,-77.555,be669ecc-eb87-40e2-8be4-3fac8bf9e910,,,,,,,,,8,2025-07-31,8,,,,,
001cv00000AuYyS,"Town Of China Grove, NC",North Carolina,Municipality,Nick Martino,4454,,Tier 3,0.75,35.5693,-80.5817,d0b18f27-a2a3-4740-a929-423626ddf435,,,,,,,,,4,2026-01-13,4,,,,,
001cv00000AuYyZ,"Town Of Newport, NC",North Carolina,Municipality,Nick Martino,4459,Nurture,Tier 3,0.75,34.7865,-76.8591,bb2ff6bf-3ac6-4523-9f78-a38db4bc7650,Closed Lost,,,Nick Martino,7/15/2025,7/14/2025,"$20,000",,4,2026-01-05,4,,,,,
001cv00000AuYyg,"Town Of Farmville, NC",North Carolina,Municipality,Nick Martino,4469,,Tier 3,0.75,35.5954,-77.5853,ab5cdad4-ca41-44c0-8287-c8c708167827,,,,,,,,,9,2025-08-04,9,,,,,
001cv00000AuYzB,"County Of Hyde, NC",North Carolina,County,Nick Martino,4508,,Tier 3,0.75,35.3778,-76.1784,889b0050-7ba7-4e04-9fed-c69fff7a060f,,,,,,,,,4,2025-07-15,4,,,,,
001cv00000AuYzh,"Town Of Boiling Springs, NC",North Carolina,Municipality,Nick Martino,4536,,Tier 3,0.75,35.2543,-81.667,51634fdb-9fd2-44d8-8030-43e16ae23469,,,,,,,,,1,2025-07-11,1,,,,,
001cv00000AuZ01,"Town Of Lillington, NC",North Carolina,Municipality,Ben Laddis,4558,,Tier 3,0.75,35.3993,-78.8159,bf8c924e-837b-4682-ad74-799723bf37aa,,,,,,,,,16,2025-12-17,16,,,,,
001cv00000AuZ7t,"Town Of Cramerton, NC",North Carolina,Municipality,Nick Martino,5381,,Tier 3,0.75,35.2351,-81.072,824fd582-4533-4348-97ed-61ea5443bbef,,,,,,,,,3,2025-08-28,3,,,,,
001cv00000AuZ9y,"Town Of Carolina Shores, NC",North Carolina,Municipality,Nick Martino,4763,,Tier 3,0.75,33.9088,-78.5756,c940af4d-c807-4e03-9a92-10aaf72f4543,,,,,,,,,33,2026-02-24,33,,,,,
001cv00000AuZB5,"Town Of Dallas, NC",North Carolina,Municipality,Nick Martino,6016,,Tier 3,0.75,35.3165,-81.1758,e1b06752-1cac-43f2-958d-523c87c2e97d,,,,,,,,,1,2025-07-11,1,,,,,
001cv00000AuZLl,"Town Of Midland, NC",North Carolina,Municipality,Ben Laddis,4801,,Tier 3,0.75,35.2274,-80.5006,29f2f147-2120-4d80-b865-b09a8cbd6dc6,,,,,,,,,2,2026-05-21,1,1,,,,
001cv00000AuZM1,"Town Of Midway, NC",North Carolina,Municipality,Nick Martino,4814,,Tier 3,0.75,35.9535,-80.2181,c2e5aac1-5d8a-4098-908a-07aee0257a47,,,,,,,,,10,2025-08-05,10,,,,,
001cv00000AuZN1,"Town Of Ahoskie, NC",North Carolina,Municipality,Nick Martino,4879,Nurture,Tier 3,0.75,36.2868,-76.9847,27bcdd2f-60fb-45d8-b681-bd2b4e53f6bd,Closed Lost,,,Nick Martino,7/22/2025,7/15/2025,,,3,2025-07-18,3,,,,,
001cv00000AuZNl,"Town Of Granite Falls, NC",North Carolina,Municipality,Ben Laddis,4927,,Tier 3,0.75,35.7965,-81.4306,3f0f3099-1078-4fb6-b4e1-e044d6c647b2,,,,,,,,,,,,,,,,
001cv00000AuZSQ,"City Of Creedmoor, NC",North Carolina,Municipality,Ben Laddis,5017,Open Opportunity,Tier 3,0.75,36.1224,-78.6861,022a5456-2ab5-45e0-9ba6-7e018e168cd8,Open,Proposal,Mid Funnel,Nick Martino,2/11/2026,2/3/2026,"$17,000",,28,2026-02-20,28,,,,,
001cv00000AuZSa,"Town Of Sawmills, NC",North Carolina,Municipality,Ben Laddis,5036,,Tier 3,0.75,35.8186,-81.48,42a81086-c37c-4772-8286-59c7a025a257,,,,,,,,,11,2025-09-11,11,,,,,
001cv00000AuZSg,"Town Of Pleasant Garden, NC",North Carolina,Municipality,Nick Martino,5044,,Tier 3,0.75,35.9621,-79.7623,dd3a2d8b-eb85-4d9d-a7c7-125c6150db2c,,,,,,,,,,,,,,,,
001cv00000AuZTK,"Village Of Whispering Pines, NC",North Carolina,Municipality,Nick Martino,5124,,Tier 3,0.75,35.2557,-79.3722,39680bf0-4521-4757-9559-0d2b2bef3dd4,,,,,,,,,2,2025-08-27,2,,,,,
001cv00000AuZTL,"Town Of Long View, NC",North Carolina,Municipality,Nick Martino,5125,,Tier 3,0.75,35.7293,-81.3834,d167884c-59bf-4194-a0b6-1c5e27959a23,,,,,,,,,9,2025-09-11,9,,,,,
001cv00000AuZVd,"County Of Graham, NC",North Carolina,County,Ben Laddis,8043,Open Opportunity,Tier 3,0.75,36.068,-79.4004,2f1c053b-6613-4ce0-bf01-bc8dd064452a,Open,Initial Interest,Top of Funnel,Nick Martino,1/27/2026,1/15/2026,,,76,2026-04-20,76,,,,,
001cv00000AuZZN,"County Of Jones, NC",North Carolina,County,Ben Laddis,9255,,Tier 3,0.75,35.0306,-77.3324,54605680-c07f-48d3-ac53-e2b298acc966,,,,,,,,,,,,,,,,
001cv00000AuZaU,"County Of Clay, NC",North Carolina,County,Ben Laddis,11309,,Tier 2,1.0,35.0964,-83.7199,6e7d011d-7674-4ecc-b5cf-173a0687b888,,,,,,,,,,,,,,,,
001cv00000AuZcn,"County Of Gates, NC",North Carolina,County,Nick Martino,10366,,Tier 2,1.0,36.4202,-76.6875,8d0b5c89-3a6e-4b17-b835-abab7b4db19a,,,,,,,,,,,,,,,,
001cv00000AuZfw,"County Of Perquimans, NC",North Carolina,County,Ben Laddis,13130,,Tier 2,1.0,36.133,-76.41,49005baf-623b-482a-aa3b-9076c7603e5d,,,,,,,,,,,,,,,,
001cv00000AuZhX,"County Of Mitchell, NC",North Carolina,County,Nick Martino,14963,,Tier 2,1.0,36.0278,-82.1496,0ae995bc-edbc-4f10-8506-81f51cc09a6c,,,,,,,,,18,2025-10-06,18,,,,,
001cv00000AuZiM,"County Of Pamlico, NC",North Carolina,County,Nick Martino,12344,,Tier 2,1.0,35.1338,-76.6875,0e51c45a-874b-4b70-870e-9d322279ccbf,,,,,,,,,5,2025-09-10,5,,,,,
001cv00000AuZlS,"County Of Camden, NC",North Carolina,County,Ben Laddis,10835,,Tier 2,1.0,36.3281,-76.1718,55d24503-2016-4be9-b338-d6e4887196fb,,,,,,,,,3,2025-10-21,3,,,,,
001cv00000AuZlY,"County Of Washington, NC",North Carolina,County,Nick Martino,10892,,Tier 2,1.0,35.5466,-77.0522,63813317-6bf7-472b-b8d5-a0b907a12777,,,,,,,,,2,2026-02-06,2,,,,,
001cv00000AuZln,"County Of Alleghany, NC",North Carolina,County,Ben Laddis,11049,,Tier 2,1.0,36.4941,-81.1196,892df46e-746d-402f-8703-4f0b947163c6,,,,,,,,,17,2026-05-26,13,4,,,,
001cv00000AuZn3,"County Of Chowan, NC",North Carolina,County,Nick Martino,13722,,Tier 2,1.0,36.1354,-76.6182,9d8e35d4-2480-4613-b15a-f66e6a562eea,,,,,,,,,5,2025-07-17,5,,,,,
001cv00000AuZng,"County Of Swain, NC",North Carolina,County,Ben Laddis,14136,,Tier 2,1.0,35.4329,-83.4644,c1c0e895-2e79-4678-8e51-d7f9fbb04910,,,,,,,,,4,2025-12-10,4,,,,,
001cv00000AuZrg,"County Of Northampton, NC",North Carolina,County,Ben Laddis,17129,,Tier 2,1.0,36.416,-77.4243,0e821ad6-fa6e-4dad-8142-b9de94be7503,,,,,,,,,,,,,,,,
001cv00000AuZsc,"County Of Yancey, NC",North Carolina,County,Nick Martino,18757,,Tier 2,1.0,35.8889,-82.3452,cfef0af5-9772-4769-9e39-daf683a4553d,,,,,,,,,,,,,,,,
001cv00000AuZsd,"County Of Warren, NC",North Carolina,County,Ben Laddis,18762,,Tier 2,1.0,36.4352,-78.0195,544fa3e0-56c5-4836-94f9-6a351afed010,,,,,,,,,12,2026-02-19,12,,,,,
001cv00000AuZtH,"County Of Polk, NC",North Carolina,County,Nick Martino,19656,Open Opportunity,Tier 2,1.0,35.2687,-82.1714,d7bd84ba-737a-4fb8-a614-2c952b815ffd,Open,Initial Interest,Top of Funnel,Nick Martino,3/18/2026,3/9/2026,,,68,2026-04-21,68,,,,,
001cv00000AuZtj,"County Of Bertie, NC",North Carolina,County,Ben Laddis,17505,,Tier 2,1.0,36.0245,-76.9643,89fb2ace-46b7-4fb1-bb49-91f6b205f901,,,,,,,,,12,2026-02-19,12,,,,,
001cv00000AuZu3,"County Of Avery, NC",North Carolina,County,Ben Laddis,17864,,Tier 2,1.0,36.1198,-81.9098,93331773-3f95-43e9-8e41-7e7e4f12913a,,,,,,,,,,,,,,,,
001cv00000AuZxg,"County Of Hertford, NC",North Carolina,County,Ben Laddis,21278,,Tier 2,1.0,36.3762,-77.0564,61bf6d1f-cf89-407f-ae0a-fd9ad0d20548,,,,,,,,,14,2026-02-25,14,,,,,
001cv00000AuZxs,"County Of Madison, NC",North Carolina,County,Ben Laddis,21502,,Tier 2,1.0,35.8238,-82.6915,73d2d660-aa29-4513-93c9-9fd78384b8ec,,,,,,,,,,,,,,,,
001cv00000Aua0w,"County Of Cherokee, NC",North Carolina,County,Nick Martino,29167,,Tier 1,1.5,35.1135,-84.059,10278e8d-16d2-45f3-936b-804cad32744c,Open,Initial Interest,Top of Funnel,Granger West,,1/21/2025,,,15,2026-01-16,15,,,,,
001cv00000Aua13,"County Of Bladen, NC",North Carolina,County,Ben Laddis,29525,,Tier 1,1.5,34.5882,-78.5661,1d6707a8-1d8d-403b-a1f8-191a68f07523,,,,,,,,,9,2026-05-26,,9,,,,
001cv00000Aua16,"County Of Currituck, NC",North Carolina,County,Nick Martino,29653,,Tier 1,1.5,36.419,-75.9463,ad9d8a71-5255-4c4e-961d-514ec217c03e,,,,,,,,,14,2026-04-23,14,,,,,
001cv00000Aua3i,"County Of Greene, NC",North Carolina,County,Ben Laddis,20417,,Tier 2,1.0,35.5014,-77.6994,366489f7-ddb3-4931-8bb6-675256103b96,,,,,,,,,7,2026-02-05,7,,,,,
001cv00000Aua5Z,"County Of Transylvania, NC",North Carolina,County,Ben Laddis,33165,Open Opportunity,Tier 1,1.5,35.2191,-82.7779,c56fcc5e-97d6-4833-82f1-f36f2e085a1b,Open,Proposal,Mid Funnel,Nick Martino,4/9/2026,4/8/2026,"$22,000",,35,2026-04-08,35,,,,,
001cv00000Aua61,"County Of Scotland, NC",North Carolina,County,Nick Martino,34227,Nurture,Tier 1,1.5,34.8451,-79.4704,214e5908-c1ec-44fe-ac7c-ef95407636fd,Closed Lost,,,Joe del Rosario,9/2/2025,4/9/2025,,,10,2025-09-22,,,10,,,
001cv00000Aua7r,"County Of Pasquotank, NC",North Carolina,County,Ben Laddis,40821,,Tier 1,1.5,36.2927,-76.3174,d9f7960a-a1d1-4d36-b5da-b8a8ab895a7c,,,,,,,,,7,2025-10-22,7,,,,,
001cv00000Aua9c,"County Of Anson, NC",North Carolina,County,Nick Martino,22060,,Tier 2,1.0,34.9055,-80.1875,f50c340d-4131-4566-886c-4e1438c70d0f,,,,,,,,,33,2026-03-04,33,,,,,
001cv00000AuaA0,"County Of Caswell, NC",North Carolina,County,Ben Laddis,22714,,Tier 2,1.0,36.386,-79.2902,37c6756a-675c-43cd-8376-b4dfdef24585,,,,,,,,,38,2026-03-09,38,,,,,
001cv00000AuaBZ,"County Of Ashe, NC",North Carolina,County,Ben Laddis,26711,,Tier 1,1.5,36.434,-81.4718,29c4fb71-6b57-4daf-b679-919e98476c66,,,,,,,,,,,,,,,,
001cv00000AuaDW,"County Of Alexander, NC",North Carolina,County,Nick Martino,36644,Nurture,Tier 1,1.5,35.8974,-81.2078,46b0147a-4cd9-4e8a-ac75-9d3c2f4e8b15,Closed Lost,,,Nick Martino,10/21/2025,10/9/2025,,,1,2025-10-09,1,,,,,
001cv00000AuaDq,"County Of Yadkin, NC",North Carolina,County,Ben Laddis,37192,,Tier 1,1.5,36.2024,-80.6771,a4058ad2-6552-435d-bfd3-4a4787b0b8bf,Closed Lost,,,Shane Lieberman,1/24/2025,1/24/2025,,,2,2026-02-09,2,,,,,
001cv00000AuaE0,"County Of Macon, NC",North Carolina,County,Nick Martino,37564,1+ Module Live,Tier 1,1.5,36.4388,-78.0839,7def0da7-c579-4178-ac3b-0e7209a5e583,Closed Won,,,Nick Martino,12/30/2025,12/16/2025,"$28,000",,11,2025-12-18,11,,,,,
001cv00000AuaGo,"County Of Jackson, NC",North Carolina,County,Ben Laddis,43410,,Tier 1,1.5,36.3896,-77.4214,eea025c5-dbdf-4a4a-a8e8-abb0c9fdb072,,,,,,,,,11,2026-01-15,11,,,,,
001cv00000AuaGs,"County Of Davie, NC",North Carolina,County,Nick Martino,43533,,Tier 1,1.5,35.9367,-80.5883,d241a822-19f8-4331-a0d7-5de05093000b,,,,,,,,,,,,,,,,
001cv00000AuaHI,"County Of Beaufort, NC",North Carolina,County,Ben Laddis,44468,,Tier 1,1.5,35.4614,-76.9182,abd8b25f-7cda-428e-9e78-c93511886da5,,,,,,,,,,,,,,,,
001cv00000AuaHN,"County Of Mcdowell, NC",North Carolina,County,Ben Laddis,44717,,Tier 1,1.5,35.6984,-82.0843,5dcbf6f2-8124-44d5-ba76-6638f65db6fa,,,,,,,,,22,2025-09-26,22,,,,,
001cv00000AuaKm,"County Of Columbus, NC",North Carolina,County,Ben Laddis,50092,,Tier S,2.0,34.2549,-78.7476,fa915988-a55d-4d28-b5d3-52870b1b22e5,,,,,,,,,,,,,,,,
001cv00000AuaLV,"County Of Hoke, NC",North Carolina,County,Nick Martino,53114,,Tier S,2.0,35.0432,-79.2451,e09e862e-dbe8-41aa-af90-219b433d3109,Open,Initial Interest,Top of Funnel,Asher Rosenfeld,,1/5/2025,,,3,2025-07-30,3,,,,,
001cv00000AuaN6,"County Of Watauga, NC",North Carolina,County,Nick Martino,54234,Nurture,Tier S,2.0,36.1942,-81.7349,4369b971-82e9-45ee-94ba-0b89b6fc3985,Closed Lost,,,Nick Martino,1/8/2026,12/12/2025,,,19,2026-02-27,19,,,,,
001cv00000AuaOV,"County Of Granville, NC",North Carolina,County,Ben Laddis,61986,,Tier S,2.0,36.2799,-78.6115,1818057b-8f18-43c7-aa30-14435950d198,,,,,,,,,1,2025-12-10,1,,,,,
001cv00000AuaOb,"County Of Haywood, NC",North Carolina,County,Nick Martino,62476,,Tier S,2.0,35.6244,-82.9932,12505f24-afc6-41bf-8793-910c90720124,,,,,,,,,9,2025-12-11,9,,,,,
001cv00000AuaOh,"County Of Stanly, NC",North Carolina,County,Nick Martino,63425,,Tier S,2.0,35.3015,-80.2321,ca569d17-49fd-47d2-9f7f-568724bcc77b,,,,,,,,,,,,,,,,
001cv00000AuaOl,"County Of Lee, NC",North Carolina,County,Ben Laddis,64138,,Tier S,2.0,35.4694,-79.1549,b61bb42d-a899-48c1-aa40-a78d6c4c801d,,,,,,,,,,,,,,,,
001cv00000AuaPF,"County Of Wilkes, NC",North Carolina,County,Ben Laddis,65806,,Tier S,2.0,36.2029,-81.2519,79259063-98d2-4bd4-9dda-004887a4cf0a,,,,,,,,,,,,,,,,
001cv00000AuaR0,"County Of Burke, NC",North Carolina,County,Nick Martino,87611,,Tier S,2.0,35.7617,-81.7349,b321bb54-86c7-4deb-a3b5-be8e295cee1f,Open,Initial Interest,Top of Funnel,Granger West,,1/8/2025,,,9,2025-08-04,9,,,,,
001cv00000AuaRA,"County Of Lincoln, NC",North Carolina,County,Nick Martino,95670,Nurture,Tier S,2.0,35.4637,-81.2078,6b524055-b475-401e-92c2-05692b2b122e,Closed Lost,,,Nick Martino,7/28/2025,7/23/2025,,,1,2025-07-23,1,,,,,
001cv00000AuaSw,"County Of Sampson, NC",North Carolina,County,Nick Martino,58990,,Tier S,2.0,34.9198,-78.3842,85802dc9-8258-4f60-9890-88d080059f73,,,,,,,,,,,,,,,,
001cv00000AuaWu,"County Of Wilson, NC",North Carolina,County,Nick Martino,78369,,Tier S,2.0,35.6925,-77.8825,e336665f-6648-455b-90b1-2ce55c0e7296,,,,,,,,,,,,,,,,
001cv00000AuaX9,"County Of Caldwell, NC",North Carolina,County,Ben Laddis,80463,,Tier S,2.0,35.9227,-81.5596,2fdeec57-a7aa-4317-9689-f545037fb221,Closed Lost,,,Asher Rosenfeld,,1/5/2025,,,8,2026-01-28,8,,,,,
001cv00000B21qR,"Town Of Norwood, NC",North Carolina,Municipality,Ben Laddis,2403,,Tier 3,0.75,35.2196,-80.1189,a6ba12cd-8227-4629-a8e7-360d9516c6e5,,,,,,,,,,,,,,,,
001cv00000B21qu,"Town Of Mayodan, NC",North Carolina,Municipality,Nick Martino,2415,,Tier 3,0.75,36.4124,-79.967,95dd565f-0f1d-45f9-9379-16bb1fe4288e,,,,,,,,,,,,,,,,
001cv00000B21rE,"Town Of Wrightsville Beach, NC",North Carolina,Municipality,Ben Laddis,2421,,Tier 3,0.75,34.2085,-77.7964,f3d498be-1667-4d1d-84a8-b6a74c283bf8,,,,,,,,,10,2025-08-21,10,,,,,
001cv00000B21sP,"Town Of Belville, NC",North Carolina,Municipality,Ben Laddis,2447,,Tier 3,0.75,34.2311,-77.9925,c83e95dd-17d4-4e65-aa62-432ae8b4b2ad,,,,,,,,,,,,,,,,
001cv00000B21wQ,"Town Of Sylva, NC",North Carolina,Municipality,Nick Martino,2618,,Tier 3,0.75,35.3746,-83.2133,4fe4b862-7386-4ab5-8deb-45f04cf2b24b,,,,,,,,,,,,,,,,
001cv00000B21wa,"Town Of Tobaccoville, NC",North Carolina,Municipality,Ben Laddis,2622,,Tier 3,0.75,36.2382,-80.3714,437c8020-9782-4815-932b-08b5e8679ae2,,,,,,,,,,,,,,,,
001cv00000B21xn,"Town Of Wentworth, NC",North Carolina,Municipality,Nick Martino,2657,,Tier 3,0.75,36.4001,-79.7745,d92138c9-f884-4274-842b-9f4609bf86e8,,,,,,,,,,,,,,,,
001cv00000B21xy,"Town Of Wilson's Mills, NC",North Carolina,Municipality,Ben Laddis,2661,,Tier 3,0.75,35.584,-78.3558,91f9ce54-3542-4e4f-8a56-910384805555,,,,,,,,,4,2026-05-19,,4,,,,
001cv00000B21yP,"Town Of La Grange, NC",North Carolina,Municipality,Nick Martino,2672,,Tier 3,0.75,35.3068,-77.788,019a96b7-5dab-49c9-be1a-74e736868b81,,,,,,,,,,,,,,,,
001cv00000B21yZ,"Town Of Liberty, NC",North Carolina,Municipality,Ben Laddis,2676,,Tier 3,0.75,35.8535,-79.5717,c392b2d1-c51a-4ca0-8539-6f08f1d42dca,,,,,,,,,,,,,,,,
001cv00000B21yk,"Town Of Cajah Mountain, NC",North Carolina,Municipality,Nick Martino,2682,,Tier 3,0.75,35.848,-81.535,94c26c14-8823-468a-aaec-eab46908e669,,,,,,,,,,,,,,,,
001cv00000B21yn,"Town Of Warsaw, NC",North Carolina,Municipality,Ben Laddis,2683,,Tier 3,0.75,34.9993,-78.0911,bfbeedb3-39cd-4849-b131-e96a0e0b34ac,,,,,,,,,,,,,,,,
001cv00000B21z3,"Town Of Beaufort, NC",North Carolina,Municipality,Nick Martino,4569,Nurture,Tier 3,0.75,34.7182,-76.6638,a774920d-96ed-4026-8bbc-97d9ed0caba9,Closed Lost,,,Nick Martino,12/11/2025,11/20/2025,,,7,2025-11-20,7,,,,,
001cv00000B21z5,"Town Of Ranlo, NC",North Carolina,Municipality,Nick Martino,4570,Nurture,Tier 3,0.75,35.2863,-81.1305,1d098d71-9a05-4a7e-b3b2-ab99d2634bfc,Closed Lost,,,Nick Martino,8/18/2025,8/11/2025,,,7,2025-08-14,7,,,,,
001cv00000B220H,"Town Of Pittsboro, NC",North Carolina,Municipality,Nick Martino,4592,Open Opportunity,Tier 3,0.75,35.7201,-79.1772,4bae7762-25a6-48aa-b68e-c6b53d7764b8,,,,,,,,,1,2025-07-11,1,,,,,
001cv00000B220V,"Town Of Erwin, NC",North Carolina,Municipality,Nick Martino,4604,,Tier 3,0.75,35.3268,-78.6761,1a8d7bd3-fd3c-493a-adef-589e2a3a93c7,,,,,,,,,3,2025-07-29,3,,,,,
001cv00000B220k,"City Of Locust, NC",North Carolina,Municipality,Nick Martino,4623,Open Opportunity,Tier 3,0.75,35.2599,-80.4253,1d5232eb-e7f3-4196-9f64-bf75fe80709b,Open,Initial Interest,Top of Funnel,Nick Martino,8/8/2025,8/4/2025,,,21,2026-02-05,21,,,,,
001cv00000B220t,"Town Of Weaverville, NC",North Carolina,Municipality,Nick Martino,4631,,Tier 3,0.75,35.6971,-82.5607,39355ad1-9890-43ed-93f1-d115ce1c607b,,,,,,,,,20,2026-01-15,20,,,,,
001cv00000B220u,"City Of Randleman, NC",North Carolina,Municipality,Ben Laddis,4631,,Tier 3,0.75,35.8179,-79.8031,9e73bc09-2da3-468c-b820-f22e6d2ba56a,,,,,,,,,34,2026-01-22,34,,,,,
