Account ID,Account Name,State,Entity Type,Owner,Population,Account Status,Tier,SQO Points,Lat,Lng,Starbridge Buyer ID,Opp Status,Stage,Funnel Position,Sourced By,Discovery Call Date,Created Date,ARR,Previously Lost,Total Calls,Last Call Date,Calls - Ben Laddis,Calls - Joe del Rosario,Calls - Quinzel Perry,Calls - Jenny Allison,Calls - Emily Murnane,Calls - Ryan Minter,Salesforce ID
001cv00000AuZuU,"County Of Cedar, IA",Iowa,County,Ben Laddis,18410,,Tier 2,1.0,41.2122,-92.5257,3d5cd26d-30a4-4196-b3dc-433fe224b803,,,,,,,,,1,2026-05-08,1,,,,,,
001cv00000Aua2W,"County Of Bremer, IA",Iowa,County,Ben Laddis,25081,Open Opportunity,Tier 1,1.5,42.7733,-92.3949,2c6632b3-4870-48de-a649-acefc36d42c9,Open,Meeting Booked,Top of Funnel,Ben Laddis,7/14/2026,5/7/2026,,,7,2026-05-07,3,4,,,,,
001cv00000Aua2t,"County Of Plymouth, IA",Iowa,County,Ben Laddis,25650,,Tier 1,1.5,42.7767,-96.1527,da9a6eaa-b6f9-4546-852d-1a1b9130ced8,,,,,,,,,3,2026-04-30,1,2,,,,,
001cv00000Aua2u,"County Of Benton, IA",Iowa,County,Ben Laddis,25691,,Tier 1,1.5,40.7033,-94.3583,bcc0168e-5b81-433b-84d0-d4d10c4a0c13,,,,,,,,,2,2026-04-09,1,1,,,,,
001cv00000Aua3H,"County Of Winneshiek, IA",Iowa,County,Ben Laddis,19892,,Tier 2,1.0,43.2363,-91.9099,25b9611a-545e-4533-bf20-82574d5c1556,,,,,,,,,2,2026-05-04,1,1,,,,,
001cv00000Aua3g,"County Of Henry, IA",Iowa,County,Ben Laddis,20387,,Tier 2,1.0,41.0284,-91.5984,1e07b224-6f2e-4653-a239-0524658a7809,,,,,,,,,9,2026-05-19,6,3,,,,,
001cv00000Aua3z,"County Of Buchanan, IA",Iowa,County,Ben Laddis,20657,Open Opportunity,Tier 2,1.0,42.4566,-91.9099,6355a719-de02-4db8-bf7d-b8ed96892201,Open,Meeting Booked,Top of Funnel,Ben Laddis,11/6/2026,5/1/2026,,,2,2026-05-01,1,1,,,,,
001cv00000Aua42,"County Of Carroll, IA",Iowa,County,Ben Laddis,20692,,Tier 2,1.0,42.0567,-94.8106,1ef8649a-c1ca-44e4-89e2-bf42a18b5ceb,,,,,,,,,5,2026-05-18,4,1,,,,,
001cv00000Aua46,"County Of Buena Vista, IA",Iowa,County,Ben Laddis,20771,,Tier 2,1.0,42.6705,-95.1432,78735c1e-fbb7-4742-96d0-3f72c4ad572f,,,,,,,,,4,2026-05-04,2,2,,,,,
001cv00000Aua4A,"County Of Jones, IA",Iowa,County,Ben Laddis,20805,,Tier 2,1.0,42.1517,-91.1353,258b9179-9e50-4866-96e0-9168c254809f,,,,,,,,,2,2026-05-01,2,,,,,,
001cv00000Aua5b,"County Of Lee, IA",Iowa,County,Ben Laddis,33215,Open Opportunity,Tier 1,1.5,40.7069,-91.4435,eedd2cd3-add7-4997-b315-8a26bf87ff0c,Open,Proposal,Mid Funnel,Jason Ginsberg,2/9/2026,2/8/2026,"$12,000",,2,2026-02-02,2,,,,,,
001cv00000Aua5e,"County Of Marion, IA",Iowa,County,Ben Laddis,33380,,Tier 1,1.5,42.0333,-91.5969,7692c7e1-4a03-4128-91a0-3b1a8cbd1d37,,,,,,,,,,,,,,,,,
001cv00000Aua9X,"County Of Mahaska, IA",Iowa,County,Ben Laddis,21984,Nurture,Tier 2,1.0,41.3296,-92.6984,d1564278-4dc7-4659-aaa8-af69d849b317,Closed Lost,,,Ben Laddis,5/26/2026,5/7/2026,,,12,2026-05-26,12,,,,,,
001cv00000Aua9p,"County Of Washington, IA",Iowa,County,Ben Laddis,22491,,Tier 2,1.0,41.3478,-91.7539,6a248789-c9db-410d-b2d1-d96f6823664a,,,,,,,,,3,2026-05-11,2,1,,,,,
001cv00000AuaBa,"County Of Boone, IA",Iowa,County,Ben Laddis,26723,,Tier 1,1.5,42.0597,-93.8802,66a92abf-9d49-4457-8afa-087ac7a73cfc,,,,,,,,,5,2026-05-04,4,1,,,,,
001cv00000AuaDB,"County Of Sioux, IA",Iowa,County,Ben Laddis,35893,,Tier 1,1.5,42.4963,-96.4049,313153ba-fb29-4c60-8afb-22127689b177,,,,,,,,,8,2026-03-18,7,1,,,,,
001cv00000AuaEP,"County Of Des Moines, IA",Iowa,County,Ben Laddis,38491,,Tier 1,1.5,40.9123,-91.1737,4f5c90ed-6f3c-4a19-997f-f4570ab18b53,,,,,,,,,1,2026-02-26,1,,,,,,
001cv00000AuaGW,"County Of Muscatine, IA",Iowa,County,Ben Laddis,42688,,Tier 1,1.5,41.5157,-91.1353,66d38a24-15d0-46a8-9f42-deb8aa7e1871,,,,,,,,,4,2026-02-27,4,,,,,,
001cv00000AuaJw,"County Of Clinton, IA",Iowa,County,Ben Laddis,46463,,Tier 1,1.5,41.8445,-90.1887,caf197ee-438e-4f74-8953-c9e137c4a26b,,,,,,,,,5,2026-03-12,4,1,,,,,
001cv00000AuaLc,"County Of Warren, IA",Iowa,County,Ben Laddis,53402,,Tier S,2.0,41.3081,-93.5003,2296c48b-4f3d-4c7b-978f-19eea6cb7ce9,,,,,,,,,7,2026-03-16,5,2,,,,,
001cv00000B21qF,"City Of Cascade, IA",Iowa,Municipality,Ben Laddis,2397,,Tier 3,0.75,42.2981,-91.0161,37535448-306f-40e2-a579-14ce26230db2,,,,,,,,,,,,,,,,,
001cv00000B21qx,"City Of Hull, IA",Iowa,Municipality,Ben Laddis,2417,,Tier 3,0.75,43.1886,-96.1336,c07e7b8e-346b-4eed-862b-630e8137e27f,,,,,,,,,,,,,,,,,
001cv00000B21rJ,"City Of Marengo, IA",Iowa,Municipality,Ben Laddis,2423,,Tier 3,0.75,41.7928,-92.0696,cf4bf46b-172d-45f2-842e-6534e591a257,,,,,,,,,,,,,,,,,
001cv00000B21ro,"City Of Belmond, IA",Iowa,Municipality,Ben Laddis,2436,,Tier 3,0.75,42.8461,-93.6141,30be77ac-481b-4f26-ba78-f545741f98d1,,,,,,,,,,,,,,,,,
001cv00000B21sA,"City Of West Union, IA",Iowa,Municipality,Ben Laddis,2442,,Tier 3,0.75,42.9628,-91.8082,26a76a69-c646-4012-b22c-ac35e7246d9e,,,,,,,,,,,,,,,,,
001cv00000B21wE,"City Of Hudson, IA",Iowa,Municipality,Ben Laddis,2615,,Tier 3,0.75,42.4067,-92.4555,c4583f39-7fe9-465a-b9df-7147107d9055,,,,,,,,,,,,,,,,,
001cv00000B21wM,"City Of Rock Rapids, IA",Iowa,Municipality,Ben Laddis,2617,,Tier 3,0.75,43.4272,-96.1759,3be804c7-ce0a-4e70-9de0-1977b276dc58,,,,,,,,,,,,,,,,,
001cv00000B21x6,"City Of Eldora, IA",Iowa,Municipality,Ben Laddis,2639,,Tier 3,0.75,42.368,-93.1058,6ea56b01-96c1-45f4-9cf7-a07583c2757a,,,,,,,,,,,,,,,,,
001cv00000B21y4,"City Of Kalona, IA",Iowa,Municipality,Ben Laddis,2663,,Tier 3,0.75,41.4831,-91.706,a65cda92-5933-4d8e-9ef7-39ffca224a7f,,,,,,,,,,,,,,,,,
001cv00000B21yo,"City Of Bloomfield, IA",Iowa,Municipality,Ben Laddis,2684,,Tier 3,0.75,40.7517,-92.4149,d5ef4c7f-d5a6-492c-927a-bc596cb7623f,,,,,,,,,,,,,,,,,
001cv00000B21yp,"City Of Missouri Valley, IA",Iowa,Municipality,Ben Laddis,2684,,Tier 3,0.75,41.5564,-95.8877,520c0ddd-2ac3-48c2-9686-bd75159d491a,,,,,,,,,,,,,,,,,
001cv00000B21yq,"City Of Hawarden, IA",Iowa,Municipality,Ben Laddis,2684,,Tier 3,0.75,42.9964,-96.4892,460638f9-d83f-48f9-b1df-36102a8922cc,,,,,,,,,,,,,,,,,
001cv00000B21zB,"City Of Camanche, IA",Iowa,Municipality,Ben Laddis,4579,,Tier 3,0.75,41.7853,-90.2529,11b22c07-f55c-4ca5-8383-d14dc7ee9a93,,,,,,,,,,,,,,,,,
001cv00000B2212,"County Of Ringgold, IA",Iowa,County,Ben Laddis,4639,,Tier 3,0.75,40.7974,-94.3154,dd146410-8edc-41c5-83db-ab410e38b763,,,,,,,,,,,,,,,,,
001cv00000B221u,"City Of Le Claire, IA",Iowa,Municipality,Ben Laddis,4708,,Tier 3,0.75,41.5975,-90.3462,803241a7-ec28-44db-815f-61a23ca6ef3f,,,,,,,,,1,2026-01-22,,,,1,,,
001cv00000bB8Pn,City of Corning,Iowa,Municipality,Asher Rosenfeld,1509,,Tier 3,0.75,40.9869,-94.7336,8db444be-17e5-43bf-bf6c-50816c0c87d7,,,,,,,,,,,,,,,,,
001cv00000bBVeW,City of Hedrick,Iowa,Municipality,Asher Rosenfeld,717,,Tier 3,0.75,41.1725,-92.3088,9d48580b-8123-47bb-a698-acc1ac3e24e2,,,,,,,,,,,,,,,,,
001cv00000bBVeb,City of Essex,Iowa,Municipality,Asher Rosenfeld,721,,Tier 3,0.75,40.8344,-95.3073,de40f46c-36f0-49db-964d-a9248fc626bc,,,,,,,,,,,,,,,,,
001cv00000bBVf5,City of Milo,Iowa,Municipality,Asher Rosenfeld,762,,Tier 3,0.75,41.2913,-93.4426,a00bdf73-1d04-4b9c-bd13-ef5636e99677,,,,,,,,,,,,,,,,,
001cv00000bBVfL,City of Eldon,Iowa,Municipality,Asher Rosenfeld,788,,Tier 3,0.75,40.9186,-92.223,f56f8a0a-744d-49e9-9a16-ea899fc3b761,,,,,,,,,,,,,,,,,
001cv00000bBVfP,City of Adair,Iowa,Municipality,Asher Rosenfeld,792,,Tier 3,0.75,41.5004,-94.6433,d4e77111-cb4b-49a7-8254-bdbb0292f7d6,,,,,,,,,,,,,,,,,
001cv00000bBVhf,City of Dunkerton,Iowa,Municipality,Asher Rosenfeld,840,,Tier 3,0.75,42.57,-92.1609,d9aaaa17-b64e-4156-bdb3-e8ceeae54176,,,,,,,,,,,,,,,,,
001cv00000bBViT,City of West Point,Iowa,Municipality,Asher Rosenfeld,903,,Tier 3,0.75,40.7167,-91.4502,80165eb7-bdcd-453c-9eeb-0761f8c11d8d,,,,,,,,,,,,,,,,,
001cv00000bBVib,City of Danville,Iowa,Municipality,Asher Rosenfeld,910,,Tier 3,0.75,40.8643,-91.3146,c0e9b2f9-366a-4c52-b5d7-418aca329a1f,,,,,,,,,,,,,,,,,
001cv00000bBVkl,City of Allison,Iowa,Municipality,Asher Rosenfeld,937,,Tier 3,0.75,42.7536,-92.7952,cbcbe723-5732-4c8a-bd74-d644155c22e9,,,,,,,,,,,,,,,,,
001cv00000bBVkq,City of Preston,Iowa,Municipality,Asher Rosenfeld,940,,Tier 3,0.75,42.0503,-90.396,2aa35629-086f-420f-9632-6bfd1e9843d0,,,,,,,,,,,,,,,,,
001cv00000bBVkx,City of Gowrie,Iowa,Municipality,Asher Rosenfeld,943,,Tier 3,0.75,42.2806,-94.2908,ee1d5257-651e-4817-b820-5c07b77d8271,,,,,,,,,,,,,,,,,
001cv00000bBVl1,City of Keosauqua,Iowa,Municipality,Asher Rosenfeld,944,,Tier 3,0.75,40.7303,-91.9624,eb0f056c-4942-4405-973f-54381908395a,,,,,,,,,,,,,,,,,
001cv00000bBVlC,City of Hinton,Iowa,Municipality,Asher Rosenfeld,959,,Tier 3,0.75,42.6266,-96.2925,a937701e-7e50-4fc9-981f-4c2295d7d172,,,,,,,,,,,,,,,,,
001cv00000bBVlQ,City of Greene,Iowa,Municipality,Asher Rosenfeld,971,,Tier 3,0.75,42.8958,-92.8024,8a4bc3ed-d852-4f8b-a0a1-cb0b0b064c40,,,,,,,,,,,,,,,,,
001cv00000bBVoB,City of Sidney,Iowa,Municipality,Asher Rosenfeld,1048,,Tier 3,0.75,40.7483,-95.6475,2f0ccb2a-d995-498e-a339-d0ce18bccd58,,,,,,,,,,,,,,,,,
001cv00000bBVoK,City of Malvern,Iowa,Municipality,Asher Rosenfeld,1056,,Tier 3,0.75,41.0063,-95.5851,0f9a47be-642d-4a0b-a426-7dcbbfeb61a5,,,,,,,,,,,,,,,,,
001cv00000bBVoP,City of Elk Run Heights,Iowa,Municipality,Asher Rosenfeld,1061,,Tier 3,0.75,42.4669,-92.2566,5c5eefb1-e527-414f-b2a2-604ab99f5eb0,,,,,,,,,,,,,,,,,
001cv00000bBVpJ,City of Lake View,Iowa,Municipality,Asher Rosenfeld,1120,,Tier 3,0.75,42.3117,-95.0533,04c0d4b4-c740-4d74-8e9b-8b2f0bedd970,,,,,,,,,,,,,,,,,
001cv00000bBVsm,City of Buffalo,Iowa,Municipality,Asher Rosenfeld,1163,,Tier 3,0.75,41.4554,-90.7233,fc5a3819-589f-424a-840f-d4ed08aae2a3,,,,,,,,,,,,,,,,,
001cv00000bBVw6,City of Saint Ansgar,Iowa,Municipality,Asher Rosenfeld,1172,,Tier 3,0.75,43.3785,-92.9204,b27ce6b1-b25e-4d04-a0a9-a12f142be623,,,,,,,,,,,,,,,,,
001cv00000bBVwX,City of University Heights,Iowa,Municipality,Asher Rosenfeld,1188,,Tier 3,0.75,41.6557,-91.5597,12f81103-b622-4798-92d0-037117c7b699,,,,,,,,,,,,,,,,,
001cv00000bBVwb,City of Elkader,Iowa,Municipality,Asher Rosenfeld,1192,,Tier 3,0.75,42.8539,-91.4054,bd7b93fe-55d6-4975-8e70-bdfbe57c3793,,,,,,,,,,,,,,,,,
001cv00000bBVwd,City of Fayette,Iowa,Municipality,Asher Rosenfeld,1193,,Tier 3,0.75,42.8419,-91.8021,92b456c0-161d-4c47-ae5c-e3e607d79ad5,,,,,,,,,,,,,,,,,
001cv00000bBVxQ,City of Laurens,Iowa,Municipality,Asher Rosenfeld,1253,,Tier 3,0.75,42.8466,-94.8519,96055517-c210-40a5-b0f2-cb4083c05b0c,,,,,,,,,,,,,,,,,
001cv00000bBVxW,City of Coon Rapids,Iowa,Municipality,Asher Rosenfeld,1258,,Tier 3,0.75,41.8708,-94.6775,6d68c9da-83d0-4905-b538-a8aefc98831a,,,,,,,,,,,,,,,,,
001cv00000bBVxc,City of Shell Rock,Iowa,Municipality,Asher Rosenfeld,1265,,Tier 3,0.75,42.7102,-92.583,f16e854f-90dd-4140-b62b-77a3ff49ac62,,,,,,,,,,,,,,,,,
001cv00000bBVy4,City of Dike,Iowa,Municipality,Asher Rosenfeld,1293,,Tier 3,0.75,42.4641,-92.6282,4cd96817-9413-4608-972d-818f35ec6068,,,,,,,,,,,,,,,,,
001cv00000bBWBb,City of Ackley,Iowa,Municipality,Asher Rosenfeld,1538,,Tier 3,0.75,42.5555,-93.053,26229b7e-37e8-4d0d-a678-bb83e5465697,,,,,,,,,,,,,,,,,
001cv00000bBWBi,City of Akron,Iowa,Municipality,Asher Rosenfeld,1545,,Tier 3,0.75,42.8287,-96.5606,16c6f4f1-47af-4553-aecc-7bde44623d00,,,,,,,,,,,,,,,,,
001cv00000bBWBj,City of Traer,Iowa,Municipality,Asher Rosenfeld,1547,,Tier 3,0.75,42.1936,-92.4655,1dfa75eb-c8bf-4dcd-89cb-07f053fa485d,,,,,,,,,,,,,,,,,
001cv00000bBWC2,City of Guthrie Center,Iowa,Municipality,Asher Rosenfeld,1579,,Tier 3,0.75,41.6772,-94.5033,feb00ff2-1bee-433c-87fb-d6a4c07c1182,,,,,,,,,,,,,,,,,
001cv00000bBWC6,City of Hartley,Iowa,Municipality,Asher Rosenfeld,1584,,Tier 3,0.75,43.1803,-95.4771,a38213ec-397f-4efc-8a36-035d671d3b6a,,,,,,,,,,,,,,,,,
001cv00000bBWDL,City of Denver,Iowa,Municipality,Asher Rosenfeld,1955,,Tier 3,0.75,42.6714,-92.3374,0b2c42fe-b816-4e9b-88aa-938a0d47c0ef,,,,,,,,,,,,,,,,,
001cv00000bBWDZ,City of Sigourney,Iowa,Municipality,Asher Rosenfeld,1974,,Tier 3,0.75,41.3333,-92.2046,ed6ce852-b878-4056-beb0-6153cd825f16,,,,,,,,,,,,,,,,,
001cv00000bBWEn,Woodbury County,Iowa,County,Asher Rosenfeld,107257,,Tier S,2.0,42.3166,-95.9833,ad101fdc-2d67-4b0f-be99-09d0de268af4,,,,,,,,,,,,,,,,,
001cv00000bBWIv,City of Leon,Iowa,Municipality,Asher Rosenfeld,1779,,Tier 3,0.75,40.7397,-93.7477,7e9d134f-9fc4-4d22-852e-4f792ae12d53,,,,,,,,,,,,,,,,,
001cv00000bBWJ9,City of Durant,Iowa,Municipality,Asher Rosenfeld,1798,,Tier 3,0.75,41.5998,-90.9107,6ca21b63-9d08-45b7-bef1-7f6d8f83bcb0,,,,,,,,,,,,,,,,,
001cv00000bBWJk,City of Van Meter,Iowa,Municipality,Asher Rosenfeld,1840,,Tier 3,0.75,41.5333,-93.9544,68a06790-c14a-4739-bbe1-957854f70a41,,,,,,,,,,,,,,,,,
001cv00000bBWJv,City of Pocahontas,Iowa,Municipality,Asher Rosenfeld,1848,,Tier 3,0.75,42.7355,-94.6691,0ae123e3-04c8-45bd-9dab-a95f275d5044,,,,,,,,,,,,,,,,,
001cv00000bBWJz,City of New London,Iowa,Municipality,Asher Rosenfeld,1853,,Tier 3,0.75,40.927,-91.3996,1da7cb04-7201-4376-b022-84d8e29f1fbd,,,,,,,,,,,,,,,,,
001cv00000bBWKO,City of Stuart,Iowa,Municipality,Asher Rosenfeld,1887,,Tier 3,0.75,41.5034,-94.3184,53ce24d7-c83e-41fc-863b-028e1cda4113,,,,,,,,,,,,,,,,,
001cv00000bBWMz,"City of Davenport, IA",Iowa,Municipality,Asher Rosenfeld,100938,,Tier S,2.0,41.5238,-90.5766,1295079f-3631-4838-86f0-137056a8f5b3,,,,,,,,,12,2026-05-18,12,,,,,,
001cv00000bBWNx,City of Slater,Iowa,Municipality,Asher Rosenfeld,1626,,Tier 3,0.75,41.8778,-93.6821,fe6c0c8e-355e-4a26-878f-8f94c498dea9,,,,,,,,,,,,,,,,,
001cv00000bBWO3,City of Urbana,Iowa,Municipality,Asher Rosenfeld,1635,,Tier 3,0.75,42.2242,-91.8743,1cda5739-d9ca-4f9d-99d6-745fea2f7e3a,,,,,,,,,,,,,,,,,
001cv00000bBWOE,City of Manson,Iowa,Municipality,Asher Rosenfeld,1646,,Tier 3,0.75,42.5291,-94.5341,bad0ae26-b09a-4ec2-9429-f0cc23473f54,,,,,,,,,,,,,,,,,
001cv00000bBWOd,City of Mediapolis,Iowa,Municipality,Asher Rosenfeld,1679,,Tier 3,0.75,41.0081,-91.164,1dff884b-408f-4840-b8de-65110d59470b,,,,,,,,,,,,,,,,,
001cv00000bBWOl,City of Avoca,Iowa,Municipality,Asher Rosenfeld,1685,,Tier 3,0.75,41.4767,-95.3381,e324769d-b61c-4c83-8d52-22d5afc751fd,,,,,,,,,,,,,,,,,
001cv00000bBWP7,City of Woodbine,Iowa,Municipality,Asher Rosenfeld,1707,,Tier 3,0.75,41.737,-95.7021,00a5d5dd-505d-4ff1-8c3c-dfc7e3885b97,,,,,,,,,,,,,,,,,
001cv00000bBWP8,City of Blue Grass,Iowa,Municipality,Asher Rosenfeld,1707,,Tier 3,0.75,41.5089,-90.766,68207f47-747e-4a5a-9faf-2b18349f22aa,,,,,,,,,,,,,,,,,
001cv00000bBWPB,City of Moville,Iowa,Municipality,Asher Rosenfeld,1707,,Tier 3,0.75,42.4889,-96.0725,8b88d4f8-de96-4bb2-87ef-d936051b0b90,,,,,,,,,,,,,,,,,
001cv00000bBWPW,City of Farley,Iowa,Municipality,Asher Rosenfeld,1723,,Tier 3,0.75,42.4451,-91.0062,2efbc5f1-19fb-45bb-ae22-94157c008f83,,,,,,,,,,,,,,,,,
001cv00000bBWQh,City of Dallas Center,Iowa,Municipality,Asher Rosenfeld,1993,,Tier 3,0.75,41.6843,-93.9612,22a7a8ca-9446-4f32-b6fb-14a91fc348a1,,,,,,,,,,,,,,,,,
001cv00000bBWRD,City of Granger,Iowa,Municipality,Asher Rosenfeld,2095,,Tier 3,0.75,41.7611,-93.8244,b39c8353-2ce0-4ae9-aaae-516e5d38239f,,,,,,,,,,,,,,,,,
001cv00000bBWRM,City of Peosta,Iowa,Municipality,Asher Rosenfeld,2195,,Tier 3,0.75,42.4458,-90.8504,ee0eaf42-5107-44d7-8269-0abb1c328993,,,,,,,,,,,,,,,,,
001cv00000bBWT6,"City of Cedar Rapids, IA",Iowa,Municipality,Asher Rosenfeld,137904,,Tier S,2.0,41.9779,-91.6656,cc5d1235-8b39-4294-ad00-833f50d23c3c,,,,,,,,,5,2026-04-22,5,,,,,,
001cv00000bBWXi,Polk County,Iowa,County,Asher Rosenfeld,516185,,Tier S,2.0,41.6278,-93.5003,d6151365-8721-4fdb-a753-43242af00fce,,,,,,,,,,,,,,,,,
001cv00000bBWtN,City of Roland,Iowa,Municipality,Asher Rosenfeld,1376,,Tier 3,0.75,42.1664,-93.5019,24e86119-3214-4b40-8bdc-f71177a06354,,,,,,,,,,,,,,,,,
001cv00000bBWtb,City of Manning,Iowa,Municipality,Asher Rosenfeld,1390,,Tier 3,0.75,41.9091,-95.0651,61af1e0b-0e16-41ea-bac7-73fd3844bd98,,,,,,,,,,,,,,,,,
001cv00000bBWtf,City of Gilbert,Iowa,Municipality,Asher Rosenfeld,1397,,Tier 3,0.75,42.1069,-93.6497,589c4de3-74a5-482c-8617-a46e39d2e4fb,,,,,,,,,,,,,,,,,
001cv00000bBWtk,City of State Center,Iowa,Municipality,Asher Rosenfeld,1403,,Tier 3,0.75,42.0167,-93.1635,f0e410e7-03b1-4da3-92d3-7b94fa6666e6,,,,,,,,,,,,,,,,,
001cv00000bBWuM,City of Monona,Iowa,Municipality,Asher Rosenfeld,1462,,Tier 3,0.75,43.0516,-91.3893,4379f109-48c3-41a4-904d-e8b5ccb8bd93,,,,,,,,,,,,,,,,,
001cv00000bBWuV,City of Brooklyn,Iowa,Municipality,Asher Rosenfeld,1474,,Tier 3,0.75,41.7316,-92.4454,d6d49204-84f5-43be-bdc3-9ed945651b51,,,,,,,,,,,,,,,,,
001cv00000bBWyX,"City of Des Moines, IA",Iowa,Municipality,Asher Rosenfeld,213096,,Tier S,2.0,41.5896,-93.6164,9cdfd35e-6579-4225-91a1-4f2badec9e0c,,,,,,,,,2,2026-04-16,2,,,,,,
001cv00000bBWyl,Linn County,Iowa,County,Asher Rosenfeld,231762,,Tier S,2.0,42.066,-91.6761,7d213bf6-b673-4059-a025-4f553a1d31f1,,,,,,,,,,,,,,,,,
