Account ID,Account Name,State,Entity Type,Owner,Population,Account Status,Tier,SQO Points,Lat,Lng,Starbridge Buyer ID,Opp Status,Stage,Funnel Position,Sourced By,Discovery Call Date,Created Date,ARR,Previously Lost,Total Calls,Last Call Date,Calls - Ryan Minter,Calls - Sydney Ireland,Calls - Quinzel Perry,Calls - Joe del Rosario,Calls - Alicia Gopal,Calls - Mihir Shah,Calls - Nick Martino,Calls - Ali Cohen,Calls - Jenny Allison,Calls - Leila Assil,Salesforce ID
001Hr000028ZcxU,"Township Of Wantage, NJ",New Jersey,Municipality,Mihir Shah,10866,,Tier 2,1.0,41.2199,-74.6137,dd45932b-8f7b-4f46-837c-2a5d6546c77f,,,,,,,,,,,,,,,,,,,,,
001Hr000028Zcxr,"Borough Of Bound Brook, NJ",New Jersey,Municipality,Mihir Shah,11919,,Tier 2,1.0,40.5677,-74.5435,acf8bdcb-af70-45eb-98a2-c6b20ee25cd1,,,,,,,,,2,2026-03-16,2,,,,,,,,,,
001Hr000028Zcxs,"Township Of Woolwich, NJ",New Jersey,Municipality,Sydney Ireland,13192,,Tier 2,1.0,39.7382,-75.3254,8e0e8e4e-1a0c-4c89-b27c-2567b798f43c,,,,,,,,,,,,,,,,,,,,,
001Hr000028Zcy3,"Borough Of Beachwood, NJ",New Jersey,Municipality,Sydney Ireland,11014,,Tier 2,1.0,39.9391,-74.1925,3ab73e5f-3001-4327-990c-17968edb2745,,,,,,,,,3,2026-02-03,3,,,,,,,,,,
001Hr000028Zcy7,"Township Of Harrison, NJ",New Jersey,Municipality,Nick Martino,13841,,Tier 2,1.0,39.7334,-75.2062,82729ba1-abba-4325-af78-1dd0ab8f7d4a,,,,,,,,,,,,,,,,,,,,,
001Hr000028ZcyF,"Township Of Livingston, NJ",New Jersey,Municipality,Nick Martino,31087,,Tier 1,1.5,40.7824,-74.3151,41f26877-a8c1-49cf-a2dc-9e15f7e21762,,,,,,,,,,,,,,,,,,,,,
001Hr000028ZcyI,"Borough Of Lincoln Park, NJ",New Jersey,Municipality,Mihir Shah,10900,Nurture,Tier 2,1.0,40.9235,-74.3029,1ae1a341-e0ff-4a3c-914c-a3d7da0dbf3a,Closed Lost,,,Troy LeCaire,,1/5/2025,,,5,2026-05-27,,,,,,5,,,,,
001Hr000028Zcyc,"Township Of East Hanover, NJ",New Jersey,Municipality,Mihir Shah,11094,,Tier 2,1.0,40.8034,-74.364,636adada-cac5-4e0a-aa00-9c4ad6a52736,,,,,,,,,1,2025-05-27,,,,1,,,,,,,
001Hr000028Zcyf,"Township Of Hazlet, NJ",New Jersey,Municipality,Mihir Shah,20337,,Tier 2,1.0,40.421,-74.1851,bcf43b73-1bb9-48d3-9a8d-01d31eab62ef,,,,,,,,,5,2026-05-18,,,,,,5,,,,,
001Hr000028Zcym,"Borough Of Wanaque, NJ",New Jersey,Municipality,Nick Martino,11190,,Tier 2,1.0,41.0384,-74.2938,834365b9-e795-4772-99b5-7e12428d749b,,,,,,,,,,,,,,,,,,,,,
001Hr000028Zcyr,"Ocean City, NJ",New Jersey,Municipality,Sydney Ireland,11211,,Tier 2,1.0,39.2794,-74.5769,81b984ff-932a-4632-91c2-6921d8e9b92c,,,,,,,,,,,,,,,,,,,,,
001Hr000028Zcyv,"Township Of Little Egg Harbor, NJ",New Jersey,Municipality,Sydney Ireland,21127,,Tier 2,1.0,39.6017,-74.3564,200b6b92-1fe9-46c9-a186-e1b871e42d9b,,,,,,,,,1,2026-05-08,,1,,,,,,,,,
001Hr000028Zcz5,"City Of Linden, NJ",New Jersey,Municipality,Nick Martino,43594,,Tier 1,1.5,40.6266,-74.2434,ccf10014-29b7-44e9-a09c-9f34acdd8bd1,,,,,,,,,,,,,,,,,,,,,
001Hr000028Zcz7,"Borough Of Oakland, NJ",New Jersey,Municipality,Nick Martino,12669,Nurture,Tier 2,1.0,41.0264,-74.2399,a7e5f94f-9b98-4c8f-8a71-0a520a6a1ade,Closed Lost,,,Troy LeCaire,,1/5/2025,,,,,,,,,,,,,,,
001Hr000028ZczB,"Borough Of Ridgefield, NJ",New Jersey,Municipality,Nick Martino,11421,,Tier 2,1.0,40.8347,-74.0091,f27cf1af-1ce5-4e52-8578-3ebc6be1c2d5,,,,,,,,,,,,,,,,,,,,,
001Hr000028ZczQ,"Borough Of Bellmawr, NJ",New Jersey,Municipality,Sydney Ireland,11656,,Tier 2,1.0,39.8687,-75.0928,7f470d52-e74b-413a-b895-738fb57af779,,,,,,,,,4,2026-05-18,,4,,,,,,,,,
001Hr000028Zczz,"Borough Of Ringwood, NJ",New Jersey,Municipality,Nick Martino,11568,,Tier 2,1.0,41.0728,-74.2556,227e4cd9-36af-4903-8698-e1dc1d059f50,,,,,,,,,,,,,,,,,,,,,
001Hr000028Zd0H,"Township Of Cranford, NJ",New Jersey,Municipality,Nick Martino,23983,Open Opportunity,Tier 2,1.0,40.6557,-74.3044,866b8a2e-8e4d-4353-a36e-5d5981b99203,Open,Initial Interest,Top of Funnel,Ryan Minter,2/12/2026,2/3/2026,,,3,2026-02-18,3,,,,,,,,,,
001Hr000028Zd0Y,"Borough Of Wallington, NJ",New Jersey,Municipality,Nick Martino,11804,,Tier 2,1.0,40.8546,-74.1095,f5612fad-b730-4367-bd6f-7607518ea52f,,,,,,,,,10,2025-07-24,,,,10,,,,,,,
001Hr000028Zd0f,"Township Of Lower, NJ",New Jersey,Municipality,Sydney Ireland,22094,,Tier 2,1.0,38.9666,-74.9146,0bde7c0f-9049-4c43-a442-397e034e72f3,,,,,,,,,2,2026-05-13,,2,,,,,,,,,
001Hr000028Zd0t,"Borough Of Tenafly, NJ",New Jersey,Municipality,Nick Martino,15232,,Tier 2,1.0,40.9239,-73.9647,09c6086c-9c7e-450e-8d9f-4082fd3749bb,,,,,,,,,2,2026-03-17,,2,,,,,,,,,
001Hr000028Zd12,"Borough Of Haddonfield, NJ",New Jersey,Municipality,Sydney Ireland,12492,,Tier 2,1.0,39.8982,-75.0317,25059584-488c-44ba-80ee-b8fa949893df,,,,,,,,,,,,,,,,,,,,,
001Hr000028Zd1R,"Borough Of Somerville, NJ",New Jersey,Municipality,Mihir Shah,12559,,Tier 2,1.0,40.5661,-74.6037,b851da7b-a08e-45ae-9e34-f17dd72f56b0,,,,,,,,,,,,,,,,,,,,,
001Hr000028Zd1Y,"Township Of Hanover, NJ",New Jersey,Municipality,Mihir Shah,14640,Nurture,Tier 2,1.0,40.8297,-74.433,5996ef10-578a-41cb-856f-ceddc20df09b,Closed Lost,,,Jason Ginsberg,3/20/2026,3/19/2026,,,2,2025-12-15,2,,,,,,,,,,
001Hr000028Zd1h,"Town Of Hammonton, NJ",New Jersey,Municipality,Sydney Ireland,14781,Open Opportunity,Tier 2,1.0,39.6475,-74.7886,f253f508-4dd9-4436-89d5-aa2481a636a9,Open,Initial Interest,Top of Funnel,Alicia Gopal,2/5/2026,2/3/2026,,,7,2026-02-05,2,,,,5,,,,,,
001Hr000028Zd20,"Borough Of Freehold, NJ",New Jersey,Municipality,Mihir Shah,12532,,Tier 2,1.0,40.2601,-74.2741,229891c4-5cb7-4f79-8f06-4271357084d6,,,,,,,,,3,2026-05-19,,,,,,3,,,,,
001Hr000028Zd2J,"Hillsborough Township, NJ",New Jersey,Municipality,Mihir Shah,42773,,Tier 1,1.5,40.5081,-74.6374,3d9871e5-7451-4765-ab80-8a5474593b59,,,,,,,,,5,2025-07-18,,,,5,,,,,,,
001Hr000028Zd2K,"Borough Of Florham Park, NJ",New Jersey,Municipality,Mihir Shah,13149,,Tier 2,1.0,40.7881,-74.3893,584c2b3f-7fad-4bb9-815b-d602f6558098,,,,,,,,,3,2026-02-03,3,,,,,,,,,,
001Hr000028Zd2R,"Borough Of Roselle Park, NJ",New Jersey,Municipality,Nick Martino,13911,,Tier 2,1.0,40.6617,-74.264,f5b9889c-329b-42b9-8a4f-29c0790ad18c,,,,,,,,,,,,,,,,,,,,,
001Hr000028Zd2S,"Borough Of Metuchen, NJ",New Jersey,Municipality,Nick Martino,14949,,Tier 2,1.0,40.5436,-74.3627,2ef5f2f1-48de-45f7-adf1-1a59befe2179,,,,,,,,,2,2025-12-10,2,,,,,,,,,,
001Hr000028Zd2c,"The Borough of New Milford, NJ",New Jersey,Municipality,Nick Martino,16912,,Tier 2,1.0,40.9403,-74.0216,53f196e3-7658-4ce5-b2fc-1449a2f1038f,,,,,,,,,,,,,,,,,,,,,
001Hr000028Zd2k,"Township Of Clark, NJ",New Jersey,Municipality,Nick Martino,15393,,Tier 2,1.0,40.626,-74.317,54fd8083-720f-45af-b53a-4d02a6be04bb,,,,,,,,,,,,,,,,,,,,,
001Hr000028Zd3I,"Township Of Clinton, NJ",New Jersey,Municipality,Mihir Shah,13655,,Tier 2,1.0,40.6409,-74.8811,4fcc7bbf-16b7-4a16-810b-dde76f205df5,,,,,,,,,,,,,,,,,,,,,
001Hr000028Zd3T,"Town Of Phillipsburg, NJ",New Jersey,Municipality,Mihir Shah,15291,,Tier 2,1.0,40.696,-75.1876,13339f3e-98dd-4bed-a05b-29881be7bc18,,,,,,,,,,,,,,,,,,,,,
001Hr000028Zd3v,"Township Of Monroe, NJ",New Jersey,Municipality,Nick Martino,48279,,Tier 1,1.5,40.3168,-74.4163,f069dbf9-9bad-4693-b583-6361854a8eae,,,,,,,,,,,,,,,,,,,,,
001Hr000028Zd3y,"Township Of Moorestown, NJ",New Jersey,Municipality,Sydney Ireland,21396,Open Opportunity,Tier 2,1.0,39.9635,-74.9506,238a27bf-ab75-4295-9150-3e0154822db7,Open,Sales Qualified,Mid Funnel,Sydney Ireland,4/28/2026,4/15/2026,,Yes,4,2026-04-15,,1,,3,,,,,,,
001Hr000028Zd44,"Township Of Scotch Plains, NJ",New Jersey,Municipality,Nick Martino,24676,Open Opportunity,Tier 2,1.0,40.6495,-74.3966,5568f761-d653-4fae-ab4d-7fbc7fef7d08,Open,Initial Interest,Top of Funnel,Ryan Minter,2/24/2026,2/3/2026,,,2,2026-02-03,2,,,,,,,,,,
001Hr000028Zd47,"City Of Asbury Park, NJ",New Jersey,Municipality,Mihir Shah,15194,Open Opportunity,Tier 2,1.0,40.2204,-74.0118,301bb3ca-c853-4319-b498-ce60896f9940,Open,Initial Interest,Top of Funnel,Ryan Minter,,3/9/2026,,,6,2026-05-13,,,,,,6,,,,,
001Hr000028Zd48,"Township Of Readington, NJ",New Jersey,Municipality,Mihir Shah,16218,,Tier 2,1.0,40.6079,-74.7757,a7ab93f4-20ff-4bc4-857d-42bfc3407341,,,,,,,,,,,,,,,,,,,,,
001Hr000028Zd4P,"Township Of Mahwah, NJ",New Jersey,Municipality,Nick Martino,25256,,Tier 1,1.5,41.0792,-74.1842,a52a5f34-c602-4d82-8af7-79ed142e745e,,,,,,,,,2,2025-11-05,2,,,,,,,,,,
001Hr000028Zd4R,"Township Of Maple Shade, NJ",New Jersey,Municipality,Sydney Ireland,19935,,Tier 2,1.0,39.949,-74.9863,1cae0d08-6b66-4350-aae4-224bfc6742f3,,,,,,,,,1,2026-05-08,,1,,,,,,,,,
001Hr000028Zd4Z,"City Of Pleasantville, NJ",New Jersey,Municipality,Sydney Ireland,20595,,Tier 2,1.0,39.39,-74.5241,f46efeef-f96c-4b3f-b9d7-af1662c05d2b,,,,,,,,,1,2026-05-08,,1,,,,,,,,,
001Hr000028Zd4c,"Township Of Randolph, NJ",New Jersey,Municipality,Mihir Shah,26480,,Tier 1,1.5,40.8604,-74.5892,3a76b442-81ee-4e9e-9d14-c82ca63ac17e,,,,,,,,,2,2025-11-06,2,,,,,,,,,,
001Hr000028Zd4q,"Township Of Denville, NJ",New Jersey,Municipality,Mihir Shah,17100,,Tier 2,1.0,40.8925,-74.4788,096bba8d-2ac3-4503-9815-f43025e02214,,,,,,,,,8,2026-02-18,,,,,8,,,,,,
001Hr000028Zd4t,"Township Of Lacey, NJ",New Jersey,Municipality,Sydney Ireland,29273,,Tier 1,1.5,39.8401,-74.1913,2417d1ff-2813-4206-9a67-715c54a8ce84,,,,,,,,,6,2026-05-27,,6,,,,,,,,,
001Hr000028Zd52,"Berkeley Township, NJ",New Jersey,Municipality,Sydney Ireland,43412,,Tier 1,1.5,39.899,-74.1565,5f7937c8-ee8d-4bf0-88f5-7679f04a1f81,,,,,,,,,4,2025-07-15,,,,4,,,,,,,
001Hr000028Zd5O,"Borough Of Highland Park, NJ",New Jersey,Municipality,Nick Martino,14968,,Tier 2,1.0,40.5009,-74.4233,48944dc4-b34e-44fc-9740-c27714919359,,,,,,,,,,,,,,,,,,,,,
001Hr000028Zd5j,"Township Of Winslow, NJ",New Jersey,Municipality,Sydney Ireland,39888,,Tier 1,1.5,39.6685,-74.863,69180767-7fca-4023-b5ae-eb750debfa62,,,,,,,,,1,2026-05-08,,1,,,,,,,,,
001Hr000028Zd5l,"City Of Camden, NJ",New Jersey,Municipality,Sydney Ireland,71773,,Tier S,2.0,39.9425,-75.1165,7c2d6371-19e8-4cb7-b450-ab42f7ad44d1,,,,,,,,,4,2026-05-08,3,1,,,,,,,,,
001Hr000028Zd69,"Borough Of Glassboro, NJ",New Jersey,Municipality,Sydney Ireland,20786,,Tier 2,1.0,39.7014,-75.1063,f58d314e-a57c-4c22-87db-fcc20938d9d6,,,,,,,,,2,2026-02-03,2,,,,,,,,,,
001Hr000028Zd6R,"Township Of Pequannock, NJ",New Jersey,Municipality,Mihir Shah,15552,,Tier 2,1.0,40.9689,-74.2859,e59b5d73-1f98-40bb-af4b-a8fd1682a9c7,,,,,,,,,,,,,,,,,,,,,
001Hr000028Zd6T,"City Of Atlantic City, NJ",New Jersey,Municipality,Sydney Ireland,38466,,Tier 1,1.5,39.3637,-74.4291,a0697c71-6d3c-4c6c-a3ba-ed06018e0fe2,,,,,,,,,2,2026-04-09,,2,,,,,,,,,
001Hr000028Zd6W,"Township Of Warren, NJ",New Jersey,Municipality,Mihir Shah,15782,,Tier 2,1.0,40.6378,-74.514,405b19da-a985-49d3-a5e4-cffe20da91a9,,,,,,,,,,,,,,,,,,,,,
001Hr000028Zd6d,"City Of Long Branch, NJ",New Jersey,Municipality,Mihir Shah,32383,,Tier 1,1.5,40.3135,-73.9802,58a37b7e-9459-46c0-a227-bd21ed25846f,,,,,,,,,16,2026-04-10,,,,3,13,,,,,,
001Hr000028Zd6f,"City Of Hackensack, NJ",New Jersey,Municipality,Nick Martino,45646,,Tier 1,1.5,40.887,-74.0478,7636f6df-e7fb-4853-a77b-4b7b37ba236a,,,,,,,,,2,2026-03-17,,2,,,,,,,,,
001Hr000028Zd6h,"Borough Of Rutherford, NJ",New Jersey,Municipality,Nick Martino,18690,,Tier 2,1.0,40.8263,-74.1071,f88ff0ff-7623-464e-ac82-7d96fac492b4,,,,,,,,,,,,,,,,,,,,,
001Hr000028Zd6j,"Township Of Montville, NJ",New Jersey,Municipality,Mihir Shah,22409,,Tier 2,1.0,40.9156,-74.3787,68cd9980-495f-4f8d-b499-2b227401b9e2,,,,,,,,,,,,,,,,,,,,,
001Hr000028Zd6n,"Morris Township, NJ",New Jersey,Municipality,Mihir Shah,23049,,Tier 2,1.0,40.8155,-74.5185,05aaf49f-fbbe-446a-a0c6-faf5c5c38678,,,,,,,,,1,2025-10-14,1,,,,,,,,,,
001Hr000028Zd6o,"Township Of Voorhees, NJ",New Jersey,Municipality,Sydney Ireland,31113,,Tier 1,1.5,39.8448,-74.9417,5ec72780-e2d8-41e4-8fe5-56a8f5af04d9,,,,,,,,,2,2026-03-25,,2,,,,,,,,,
001Hr000028Zd7A,"Borough Of South River, NJ",New Jersey,Municipality,Nick Martino,15957,Nurture,Tier 2,1.0,40.4478,-74.3849,14e514a2-c324-44dd-bdd1-b9bd42df9976,Closed Lost,,,Joe del Rosario,10/18/2024,1/5/2025,"$10,000",,,,,,,,,,,,,,
001Hr000028Zd7C,"Township Of Roxbury, NJ",New Jersey,Municipality,Mihir Shah,23161,,Tier 2,1.0,40.8731,-74.6466,d05a5d2e-059e-47ea-b419-ed03dd862829,,,,,,,,,2,2026-02-03,2,,,,,,,,,,
001Hr000028Zd7Z,"Township of Franklin (Gloucester County), NJ",New Jersey,Municipality,Sydney Ireland,16561,,Tier 2,1.0,39.6178,-75.0808,61713f90-bc1a-4bf8-8c4f-c132a657f896,,,,,,,,,,,,,,,,,,,,,
001Hr000028Zd7g,"City Of Englewood, NJ",New Jersey,Municipality,Nick Martino,29113,,Tier 1,1.5,40.8945,-73.9749,6d716f27-a1e1-4be8-b859-3463aaf35408,,,,,,,,,19,2026-05-19,,19,,,,,,,,,
001Hr000028Zd8C,"Township Of Evesham, NJ",New Jersey,Municipality,Sydney Ireland,47952,,Tier 1,1.5,39.8751,-74.922,4369362c-5c17-4922-8571-624a92b63cbb,,,,,,,,,13,2026-04-07,,1,,12,,,,,,,
001Hr000028Zd8N,"Township Of Cinnaminson, NJ",New Jersey,Municipality,Sydney Ireland,17207,,Tier 2,1.0,39.9972,-74.9923,7c7c79eb-4e3e-4e12-855c-7e6426ece95a,,,,,,,,,1,2025-07-09,,,,1,,,,,,,
001Hr000028Zd8U,"City Of Garfield, NJ",New Jersey,Municipality,Nick Martino,32469,,Tier 1,1.5,40.8825,-74.1088,0e6a168d-5306-4df5-b751-916f72800b8a,,,,,,,,,1,2026-03-17,,1,,,,,,,,,
001Hr000028Zd8p,"Township Of Rockaway, NJ",New Jersey,Municipality,Mihir Shah,25869,,Tier 1,1.5,40.9755,-74.4911,77327452-d553-4d9b-bac1-50233e4e28c0,,,,,,,,,1,2025-05-28,,,,1,,,,,,,
001Hr000028Zd8r,"Township Of South Orange Village, NJ",New Jersey,Municipality,Nick Martino,18153,Nurture,Tier 2,1.0,40.7457,-74.258,3b0a95b9-e34e-4cc8-a821-fd64cdd993e7,Closed Lost,,,Troy LeCaire,,1/5/2025,,,1,2025-06-23,,,,1,,,,,,,
001Hr000028Zd8x,"Borough Of Paramus, NJ",New Jersey,Municipality,Nick Martino,26416,,Tier 1,1.5,40.9483,-74.0673,7275ba74-6e1a-42bc-857e-70f739efeb31,,,,,,,,,7,2026-05-19,,5,,2,,,,,,,
001Hr000028Zd8y,"Borough Of Sayreville, NJ",New Jersey,Municipality,Nick Martino,45086,,Tier 1,1.5,40.4648,-74.3138,bcf059e3-d7a2-4eba-a4d5-a74ceed90722,,,,,,,,,9,2025-07-03,,,,9,,,,,,,
001Hr000028Zd9I,"Borough Of Roselle, NJ",New Jersey,Municipality,Nick Martino,22432,,Tier 2,1.0,40.6576,-74.263,19e5acbc-6f3a-4b6d-8772-4ba653fa5f4b,,,,,,,,,,,,,,,,,,,,,
001Hr000028Zd9k,"Borough Of Tinton Falls, NJ",New Jersey,Municipality,Mihir Shah,19343,,Tier 2,1.0,40.2988,-74.0955,6fb1800f-85d5-4b8c-be22-ecfa9fbd9050,,,,,,,,,8,2026-05-20,,,,,,8,,,,,
001Hr000028Zd9l,"Town Of Morristown, NJ",New Jersey,Municipality,Mihir Shah,20276,Open Opportunity,Tier 2,1.0,40.7923,-74.4763,cacf0c57-12c5-49cc-8889-3d6309ae1668,Open,Initial Interest,Top of Funnel,Ryan Minter,7/22/2025,7/1/2025,,Yes,2,2025-06-30,2,,,,,,,,,,
001Hr000028Zd9p,"Township Of Aberdeen, NJ",New Jersey,Municipality,Mihir Shah,19327,,Tier 2,1.0,40.4057,-74.2162,b9b50772-be32-4d7e-8b73-de83fe5401eb,,,,,,,,,,,,,,,,,,,,,
001Hr000028ZdAK,"City Of Millville, NJ",New Jersey,Municipality,Sydney Ireland,27638,,Tier 1,1.5,39.3985,-75.0612,ab02a596-30cf-4e09-9437-8e69ef2aa3a6,,,,,,,,,1,2026-03-17,,1,,,,,,,,,
001Hr000028ZdAY,"Borough Of Palisades Park, NJ",New Jersey,Municipality,Nick Martino,20149,,Tier 2,1.0,40.8483,-73.9976,7860a03a-6238-418f-a973-21e70e6d1045,,,,,,,,,7,2026-05-19,,7,,,,,,,,,
001Hr000028ZdAn,"Township Of Jefferson, NJ",New Jersey,Municipality,Mihir Shah,20495,,Tier 2,1.0,41.0359,-74.5064,b1dbcf69-f1df-48bb-aab4-f639dcf65055,,,,,,,,,4,2026-02-19,,,,,4,,,,,,
001Hr000028ZdAu,"Township Of Plainsboro, NJ",New Jersey,Municipality,Nick Martino,23906,,Tier 2,1.0,40.335,-74.5862,a4514c10-e232-49a1-84ea-02cfdc3c2633,,,,,,,,,,,,,,,,,,,,,
001Hr000028ZdB2,"Borough Of Lindenwold, NJ",New Jersey,Municipality,Sydney Ireland,21542,Open Opportunity,Tier 2,1.0,39.8202,-74.9852,f80337bc-1f1a-4fd5-857d-b918bd908e0e,Open,Sales Qualified,Mid Funnel,Sydney Ireland,5/26/2026,5/14/2026,,,5,2026-05-26,,4,,,,,,,1,,
001Hr000028ZdBC,"Borough Of Elmwood Park, NJ",New Jersey,Municipality,Nick Martino,21267,,Tier 2,1.0,40.8935,-74.113,c26cdf74-8294-4dc3-8e17-faade2b28407,,,,,,,,,2,2026-05-19,,2,,,,,,,,,
001Hr000028ZdBH,"Township Of Millburn, NJ",New Jersey,Municipality,Nick Martino,22059,,Tier 2,1.0,40.7239,-74.3072,7713f278-530e-4513-a98b-76eb08c9e72b,,,,,,,,,,,,,,,,,,,,,
001Hr000028ZdBN,"Village Of Ridgewood, NJ",New Jersey,Municipality,Nick Martino,26202,,Tier 1,1.5,40.9786,-74.1132,253d7b64-743b-4350-96a9-d5aca8ac2069,,,,,,,,,,,,,,,,,,,,,
001Hr000028ZdBU,"Township Of Deptford, NJ",New Jersey,Municipality,Sydney Ireland,32322,,Tier 1,1.5,39.8286,-75.1249,79f8f974-ef30-492a-a9a7-2ad08611b721,,,,,,,,,3,2026-04-23,,3,,,,,,,,,
001Hr000028ZdBq,"Township Of Hillside, NJ",New Jersey,Municipality,Nick Martino,22180,Open Opportunity,Tier 2,1.0,40.7001,-74.2288,47a8e276-682f-40be-a82e-627a36334d39,Open,Initial Interest,Top of Funnel,Ali Cohen,10/16/2025,10/8/2025,,Yes,8,2025-10-30,,,,,,,,8,,,
001Hr000028ZdC0,"Township Of Lyndhurst, NJ",New Jersey,Municipality,Nick Martino,22324,,Tier 2,1.0,40.8058,-74.1138,65edadf5-12d5-4154-ad57-e676dffff1bd,,,,,,,,,3,2026-04-07,,3,,,,,,,,,
001Hr000028ZdC5,"City Of Summit, NJ",New Jersey,Municipality,Nick Martino,22526,Nurture,Tier 2,1.0,40.7182,-74.3562,3a79bba2-2579-4400-bfab-8256573e6beb,Closed Lost,,,Troy LeCaire,,1/5/2025,,,5,2026-02-05,,,,1,4,,,,,,
001Hr000028ZdCP,"Township Of Vernon, NJ",New Jersey,Municipality,Mihir Shah,22446,,Tier 2,1.0,41.1986,-74.483,686a981c-97d1-40c4-b785-461fcaa0352b,,,,,,,,,4,2026-05-20,,,,,,4,,,,,
001Hr000028ZdCU,"North Plainfield Borough, NJ",New Jersey,Municipality,Mihir Shah,22635,,Tier 2,1.0,40.6281,-74.4359,9a2d8509-f0d3-4a9a-94f7-7fbf126e8e21,,,,,,,,,,,,,,,,,,,,,
001Hr000028ZdCa,"Borough Of Fort Lee, NJ",New Jersey,Municipality,Nick Martino,39871,,Tier 1,1.5,40.8528,-73.9726,f1ced94b-3f0d-4326-9d29-cc25b84599fd,,,,,,,,,3,2026-04-07,,3,,,,,,,,,
001Hr000028ZdCg,"Montclair Township, NJ",New Jersey,Municipality,Nick Martino,40520,,Tier 1,1.5,40.8168,-74.2212,d1cd8dc1-70f9-403e-af8c-2735f4853a37,,,,,,,,,4,2025-11-06,4,,,,,,,,,,
001Hr000028ZdD4,"Township Of Medford, NJ",New Jersey,Municipality,Sydney Ireland,24461,,Tier 2,1.0,39.8699,-74.8448,6f0277f3-4f03-4a36-aff4-e8e5a720070a,,,,,,,,,2,2026-05-08,,2,,,,,,,,,
001Hr000028ZdDF,"Township Of East Brunswick, NJ",New Jersey,Municipality,Nick Martino,49285,,Tier 1,1.5,40.4386,-74.3926,9834b463-77f3-4cf0-b329-b6751bd722e6,,,,,,,,,1,2026-02-03,1,,,,,,,,,,
001Hr000028ZdDd,"Township of Hamilton (Atlantic County), NJ",New Jersey,Municipality,Sydney Ireland,27446,,Tier 1,1.5,39.451,-74.6427,29cd3d7d-91a5-441d-9961-e31b19587764,,,,,,,,,1,2026-05-12,,1,,,,,,,,,
001Hr000028ZdDp,"Township Of Bridgewater, NJ",New Jersey,Municipality,Mihir Shah,46350,,Tier 1,1.5,40.593,-74.6264,5008726d-a45a-4736-b223-7565c68fc300,,,,,,,,,5,2026-03-16,3,,,2,,,,,,,
001Hr000028ZdE3,"Township Of Marlboro, NJ",New Jersey,Municipality,Mihir Shah,41547,,Tier 1,1.5,40.353,-74.3069,a4dd585f-05d1-4eba-ac11-c6d3f5699520,,,,,,,,,1,2026-03-17,,1,,,,,,,,,
001Hr000028ZdEL,"Township Of Maplewood, NJ",New Jersey,Municipality,Nick Martino,25373,,Tier 1,1.5,40.7355,-74.2679,8ef0d6f6-f07e-411c-a0f9-8bb195c59ad6,,,,,,,,,,,,,,,,,,,,,
001Hr000028ZdEa,"Borough Of Lodi, NJ",New Jersey,Municipality,Nick Martino,25966,,Tier 1,1.5,40.8776,-74.0851,2d8bb69b-21ef-473e-b607-17ee880bc297,,,,,,,,,,,,,,,,,,,,,
001Hr000028ZdEp,"City Of Bridgeton, NJ",New Jersey,Municipality,Sydney Ireland,26610,,Tier 1,1.5,39.427,-75.2342,a9014da1-4e50-42db-817a-00930ad4fa0d,,,,,,,,,4,2026-05-19,,4,,,,,,,,,
001Hr000028ZdEz,"Wall Township, NJ",New Jersey,Municipality,Mihir Shah,26439,,Tier 1,1.5,40.1704,-74.0929,f5381449-1c9d-4d16-a1ca-ce89c4e19ea3,,,,,,,,,,,,,,,,,,,,,
001Hr000028ZdFZ,"Township Of North Brunswick, NJ",New Jersey,Municipality,Nick Martino,43599,,Tier 1,1.5,40.4638,-74.4557,b602d30f-0716-4f09-838c-40e4b2b84ecd,,,,,,,,,,,,,,,,,,,,,
001Hr000028ZdFy,"Township Of Teaneck, NJ",New Jersey,Municipality,Nick Martino,41678,,Tier 1,1.5,40.8845,-74.008,c8a06506-23e9-482f-a1e1-88443909b6b3,,,,,,,,,2,2025-11-17,2,,,,,,,,,,
001Hr000028ZdGb,"Township Of West Windsor, NJ",New Jersey,Municipality,Mihir Shah,29447,,Tier 1,1.5,40.3313,-74.6382,834f75c8-2058-44bb-a5e6-c631a58cba3c,,,,,,,,,1,2025-05-27,,,,1,,,,,,,
001Hr000028ZdGh,"Pennsauken Township, NJ",New Jersey,Municipality,Sydney Ireland,36838,,Tier 1,1.5,39.9541,-75.0606,f620a383-4ece-4cf4-be05-903e09b019ea,,,,,,,,,1,2026-05-08,,1,,,,,,,,,
001Hr000028ZdGl,"City Of Rahway, NJ",New Jersey,Municipality,Nick Martino,29911,,Tier 1,1.5,40.6058,-74.2887,cd1f2355-0aa8-41a1-a8ad-dee3d1d66134,,,,,,,,,,,,,,,,,,,,,
001Hr000028ZdH0,"Township Of East Windsor, NJ",New Jersey,Municipality,Mihir Shah,29823,,Tier 1,1.5,40.273,-74.538,89a18f2f-4f50-4b3a-bf6b-81319f5f903b,,,,,,,,,,,,,,,,,,,,,
001Hr000028ZdHf,"Township Of Lawrence, NJ",New Jersey,Municipality,Mihir Shah,33016,,Tier 1,1.5,40.2728,-74.7349,5f645734-469d-463c-bb47-5ac0414ae3ec,,,,,,,,,,,,,,,,,,,,,
001Hr000028ZdI9,"Township Of West Orange, NJ",New Jersey,Municipality,Nick Martino,48257,,Tier 1,1.5,40.7882,-74.2562,677c6cfc-922f-4f61-9209-c7f563feffa2,,,,,,,,,16,2025-12-15,16,,,,,,,,,,
