Account ID,Account Name,State,Entity Type,Owner,Population,Account Status,Tier,SQO Points,Lat,Lng,Starbridge Buyer ID,Opp Status,Stage,Funnel Position,Sourced By,Discovery Call Date,Created Date,ARR,Previously Lost,Total Calls,Last Call Date,Calls - Ryan Minter,Calls - Sydney Ireland,Calls - Leila Assil,Calls - Jenny Allison,Calls - Hugh Bargeron,Calls - Emily Murnane,Outreach ID
001cv00000Aua0M,"County Of Montgomery, KY",Kentucky,County,Hugh Bargeron,28219,,Tier 1,1.5,38.0315,-83.8897,4f21c210-e475-4006-8948-87ffb5adfa63,,,,,,,,,,,,,,,,,18806
001cv00000Aua19,"County Of Knox, KY",Kentucky,County,Hugh Bargeron,29909,,Tier 1,1.5,36.9261,-83.8897,06d66195-2065-4ead-8868-3dbc81bf900a,,,,,,,,,,,,,,,,,18918
001cv00000Aua1D,"County Of Meade, KY",Kentucky,County,Hugh Bargeron,30131,,Tier 1,1.5,37.9601,-86.2159,ca105404-1e6b-4d17-ad6b-5057a34f1ec8,,,,,,,,,3,2026-02-25,2,1,,,,,18753
001cv00000Aua2I,"County Of Rowan, KY",Kentucky,County,Hugh Bargeron,24861,,Tier 2,1.0,38.1771,-83.4644,dc38b185-fc8b-49b9-8251-d1973f0b876e,,,,,,,,,6,2026-02-20,3,3,,,,,19299
001cv00000Aua2h,"County Of Grant, KY",Kentucky,County,Hugh Bargeron,25244,,Tier 1,1.5,38.6565,-84.6479,c5e0e736-4c5a-4cf6-9571-13753d18f4e6,,,,,,,,,2,2026-05-13,,2,,,,,19565
001cv00000Aua3M,"County Of Spencer, KY",Kentucky,County,Hugh Bargeron,19916,,Tier 2,1.0,38.0123,-85.3136,7fa63772-b86b-4aea-a097-bda89f7ca778,,,,,,,,,3,2026-04-08,,3,,,,,18723
001cv00000Aua3Z,"County Of Clay, KY",Kentucky,County,Hugh Bargeron,20206,,Tier 2,1.0,37.4767,-87.82,3515b51c-4633-4400-822c-986d87880151,,,,,,,,,,,,,,,,,18621
001cv00000Aua3a,"County Of Bourbon, KY",Kentucky,County,Hugh Bargeron,20229,,Tier 2,1.0,38.2171,-84.2279,ed11e327-2bcd-4d37-896b-aea520deafbf,,,,,,,,,9,2026-03-04,7,2,,,,,18706
001cv00000Aua3y,"County Of Breckinridge, KY",Kentucky,County,Hugh Bargeron,20651,,Tier 2,1.0,37.7982,-86.4592,fd271925-0b62-4484-ad07-837270fd2173,,,,,,,,,,,,,,,,,18632
001cv00000Aua49,"County Of Allen, KY",Kentucky,County,Hugh Bargeron,20797,Nurture,Tier 2,1.0,37.61,-82.728,36f5cb71-24e9-400e-a244-56cadcb68989,Closed Lost,,,Ryan Minter,3/5/2026,12/16/2025,,,14,2026-05-01,5,4,,5,,,18710
001cv00000Aua7z,"County Of Muhlenberg, KY",Kentucky,County,Hugh Bargeron,30694,,Tier 1,1.5,37.1773,-87.1423,9cd3c0e0-9a58-49ba-beab-c5dd3eb63e91,,,,,,,,,,,,,,,,,18913
001cv00000Aua81,"County Of Boyle, KY",Kentucky,County,Hugh Bargeron,30747,,Tier 1,1.5,37.6526,-84.8151,9e953e4a-ea4b-40d5-83be-650e55a1c8c3,,,,,,,,,15,2026-03-27,13,2,,,,,18827
001cv00000Aua8S,"County Of Marshall, KY",Kentucky,County,Hugh Bargeron,31748,Nurture,Tier 1,1.5,36.8574,-88.4016,085b2a5b-9bbc-47f3-b022-c47bc9303c7a,Closed Lost,,,Ryan Minter,9/3/2025,7/29/2025,"$10,000",,13,2026-02-23,11,2,,,,,18758
001cv00000Aua9r,"County Of Johnson, KY",Kentucky,County,Hugh Bargeron,22556,,Tier 2,1.0,37.8048,-82.8641,3265f042-52cf-4265-9127-a35dcb7103de,,,,,,,,,1,2026-03-18,,1,,,,,18932
001cv00000AuaA9,"County Of Mercer, KY",Kentucky,County,Hugh Bargeron,22850,,Tier 2,1.0,37.8259,-84.8985,6e472bfd-3f97-4fe2-acc1-b76384aabd3d,,,,,,,,,5,2026-03-09,1,4,,,,,18927
001cv00000AuaAZ,"County Of Ohio, KY",Kentucky,County,Hugh Bargeron,23688,,Tier 2,1.0,37.5109,-86.822,9146f98b-9595-41b7-acb6-c5c48a5bcd10,,,,,,,,,,,,,,,,,18760
001cv00000AuaAi,"County Of Bell, KY",Kentucky,County,Hugh Bargeron,23858,,Tier 2,1.0,36.7411,-83.6348,67311a6d-2c01-491e-b0a9-cadde93f9ee4,,,,,,,,,,,,,,,,,18921
001cv00000AuaAn,"County Of Anderson, KY",Kentucky,County,Hugh Bargeron,24035,,Tier 2,1.0,37.9986,-84.9818,806ad109-d9f5-42c6-95ff-8405c7f5ffc5,,,,,,,,,,,,,,,,,18807
001cv00000AuaAq,"County Of Lincoln, KY",Kentucky,County,Hugh Bargeron,24243,,Tier 2,1.0,37.4751,-84.6479,586cc9e8-ecd9-45ee-a167-e9d1c60750de,,,,,,,,,3,2026-03-18,,3,,,,,18843
001cv00000AuaBF,"County Of Harlan, KY",Kentucky,County,Hugh Bargeron,26164,,Tier 1,1.5,36.8431,-83.3218,95897114-01c7-47c8-be20-df56ac96027c,,,,,,,,,,,,,,,,,19211
001cv00000AuaBJ,"County Of Taylor, KY",Kentucky,County,Hugh Bargeron,26235,,Tier 1,1.5,37.3329,-85.3136,55604def-118b-4f6c-8a9a-ab96e4b26c1b,,,,,,,,,3,2026-04-08,,3,,,,,19297
001cv00000AuaBS,"County Of Carter, KY",Kentucky,County,Hugh Bargeron,26412,,Tier 1,1.5,38.429,-83.1207,646e7503-2b1e-4e16-ae00-a91e3709c342,,,,,,,,,4,2025-12-10,4,,,,,,19244
001cv00000AuaBU,"County Of Grayson, KY",Kentucky,County,Hugh Bargeron,26524,,Tier 1,1.5,38.3326,-82.9485,8a2ed6d9-b8db-487f-bbb4-aaf161ce2338,,,,,,,,,1,2026-03-26,,1,,,,,19291
001cv00000AuaBp,"County Of Woodford, KY",Kentucky,County,Hugh Bargeron,27075,,Tier 1,1.5,38.0722,-84.7316,b9e67711-afae-4298-a4f4-97f787e811d7,,,,,,,,,2,2026-01-28,,2,,,,,19198
001cv00000AuaCA,"County Of Logan, KY",Kentucky,County,Hugh Bargeron,27771,,Tier 1,1.5,36.8698,-86.8622,aa3718b6-b26a-4b23-b6ca-c2871167cc93,,,,,,,,,,,,,,,,,19109
001cv00000AuaCG,"County Of Perry, KY",Kentucky,County,Hugh Bargeron,27929,,Tier 1,1.5,37.3161,-83.2078,e9482300-25cf-4aac-b3ba-0d2f06b4ac4d,,,,,,,,,,,,,,,,,19155
001cv00000AuaCv,"County Of Floyd, KY",Kentucky,County,Hugh Bargeron,35274,,Tier 1,1.5,37.5455,-82.7779,64a488fc-51ee-404e-80f4-e42f9abff0c1,,,,,,,,,,,,,,,,,19139
001cv00000AuaDU,"County Of Graves, KY",Kentucky,County,Hugh Bargeron,36615,,Tier 1,1.5,36.6888,-88.7109,b6f37ce7-d2bb-4507-aebb-33f48ee8fad1,,,,,,,,,,,,,,,,,19164
001cv00000AuaDd,"County Of Clark, KY",Kentucky,County,Hugh Bargeron,36871,,Tier 1,1.5,37.9599,-84.1435,9390ebd2-0422-4ff2-981c-06e6fcfb61cb,,,,,,,,,,,,,,,,,19113
001cv00000AuaDg,"County Of Whitley, KY",Kentucky,County,Hugh Bargeron,36939,,Tier 1,1.5,36.7263,-84.1857,2b603973-ef95-41a6-80b6-4ee4a5792f05,,,,,,,,,5,2026-01-13,5,,,,,,19144
001cv00000AuaDy,"County Of Calloway, KY",Kentucky,County,Hugh Bargeron,37560,,Tier 1,1.5,36.6403,-88.285,4a402dbd-5540-49f6-b021-81ed367b4377,,,,,,,,,,,,,,,,,19241
001cv00000AuaHD,"County Of Henderson, KY",Kentucky,County,Hugh Bargeron,44329,,Tier 1,1.5,37.8395,-87.5885,fc9ac31f-31d5-4d80-ad0d-dbef5e65d5a6,,,,,,,,,23,2026-03-25,17,6,,,,,19007
001cv00000AuaHK,"County Of Barren, KY",Kentucky,County,Hugh Bargeron,44544,Open Opportunity,Tier 1,1.5,36.9677,-85.8486,412b07bf-1901-449a-a65b-b4367ce1e628,Open,Meeting Booked,Top of Funnel,Ryan Minter,9/11/2025,9/4/2025,,,2,2026-03-11,,2,,,,,19058
001cv00000AuaHV,"County Of Hopkins, KY",Kentucky,County,Hugh Bargeron,45138,Nurture,Tier 1,1.5,37.3153,-87.5791,89fe36f2-a6d8-48ca-8eb4-8d6f41d557dc,Closed Lost,,,Ryan Minter,9/11/2025,7/1/2025,,,6,2026-04-22,5,1,,,,,19510
001cv00000AuaK5,"County Of Nelson, KY",Kentucky,County,Hugh Bargeron,47098,Open Opportunity,Tier 1,1.5,37.7647,-85.4788,a1a7349d-49aa-4665-810e-3ecf0766f8d6,Open,Initial Interest,Top of Funnel,Ryan Minter,8/8/2025,8/4/2025,,,21,2026-01-20,13,8,,,,,19477
001cv00000AuaKH,"County Of Boyd, KY",Kentucky,County,Hugh Bargeron,47899,Open Opportunity,Tier 1,1.5,38.3833,-82.6915,43275167-eecb-4d79-9200-845631ac9888,Open,Initial Interest,Top of Funnel,Ryan Minter,8/13/2025,8/5/2025,,,32,2026-03-02,23,9,,,,,19454
001cv00000AuaNi,"County Of Pike, KY",Kentucky,County,Hugh Bargeron,57391,,Tier S,2.0,37.4842,-82.4753,1936eece-d159-42bf-91f5-687c90c026c1,,,,,,,,,2,2026-05-18,,1,,,1,,19528
001cv00000AuaNw,"County Of Scott, KY",Kentucky,County,Hugh Bargeron,58252,,Tier S,2.0,38.3172,-84.5641,8fda8a34-96e0-4e51-8134-cca7716abcb9,,,,,,,,,2,2026-01-27,,2,,,,,19654
001cv00000AuaOc,"County Of Laurel, KY",Kentucky,County,Hugh Bargeron,62561,,Tier S,2.0,37.0693,-84.1857,e4b2bc2b-5b38-430e-9dfa-869860c721c2,,,,,,,,,,,,,,,,,19893
001cv00000AuaP8,"County Of Pulaski, KY",Kentucky,County,Hugh Bargeron,65423,Open Opportunity,Tier S,2.0,37.0854,-84.5222,845f5504-2679-489f-9b16-a2c971c7a257,,,,,,,,,5,2026-03-31,1,4,,,,,19883
001cv00000AuaPb,"County Of Mccracken, KY",Kentucky,County,Hugh Bargeron,67454,Open Opportunity,Tier S,2.0,37.0331,-88.7109,ead10821-b944-4603-8677-bb7d7eb1a042,Open,Meeting Booked,Top of Funnel,Sydney Ireland,6/4/2026,1/20/2026,,,8,2026-04-22,3,5,,,,,19848
001cv00000AuaUq,"County Of Madison, KY",Kentucky,County,Hugh Bargeron,94666,,Tier S,2.0,37.7143,-84.3121,723d6b27-f43f-41b8-945c-80d2b6a24144,,,,,,,,,9,2026-01-30,,9,,,,,19876
001cv00000AuaWH,"County Of Christian, KY",Kentucky,County,Hugh Bargeron,72357,Open Opportunity,Tier S,2.0,36.8411,-87.4604,c0f47230-c246-4a71-a80b-56e92e28e338,,,,,,,,,6,2026-01-22,,6,,,,,19831
001cv00000AuaWP,"City Of Bowling Green, KY",Kentucky,Municipality,Hugh Bargeron,73529,Open Opportunity,Tier S,2.0,36.9685,-86.4808,dfd828f6-8462-4663-b5d8-249afa06a8e1,Open,Proposal,Mid Funnel,Sydney Ireland,1/20/2026,1/16/2026,"$18,000",,17,2026-04-07,,17,,,,,19756
001cv00000AuaXu,"County Of Oldham, KY",Kentucky,County,Hugh Bargeron,68685,,Tier S,2.0,38.356,-85.4788,86310d9f-35c2-410a-8a54-43389d7b0bc1,,,,,,,,,16,2026-04-29,2,9,5,,,,19825
001cv00000B21pn,"City Of Fulton, KY",Kentucky,Municipality,Hugh Bargeron,2385,Nurture,Tier 3,0.75,36.5042,-88.8742,6d96d24d-b537-4a22-b338-cc3c58f4b974,Closed Lost,,,Ryan Minter,7/18/2025,7/15/2025,,,7,2025-07-15,7,,,,,,20193
001cv00000B21qG,"City Of Hardinsburg, KY",Kentucky,Municipality,Hugh Bargeron,2397,,Tier 3,0.75,37.78,-86.4608,43fd18fd-7026-44cc-ad11-e76ce26a5a62,,,,,,,,,3,2025-07-01,3,,,,,,20137
001cv00000B21qZ,"City Of Mount Vernon, KY",Kentucky,Municipality,Hugh Bargeron,2407,,Tier 3,0.75,37.3529,-84.3405,65dc4c60-7d0a-4bb1-8cf9-0522b54ddcb2,,,,,,,,,3,2025-07-08,3,,,,,,20224
001cv00000B21qm,"City Of Windy Hills, KY",Kentucky,Municipality,Hugh Bargeron,2412,,Tier 3,0.75,38.274,-85.6344,f1247925-f24d-439c-9561-fd426d2d2c34,,,,,,,,,5,2026-05-11,,5,,,,,20291
001cv00000B21sD,"City Of Dawson Springs, KY",Kentucky,Municipality,Hugh Bargeron,2444,,Tier 3,0.75,37.1673,-87.6925,ac327ea6-8d9f-4799-ba5f-060c53743530,,,,,,,,,3,2026-04-06,1,2,,,,,20243
001cv00000B21xY,"City Of Louisa, KY",Kentucky,Municipality,Hugh Bargeron,2652,,Tier 3,0.75,38.1143,-82.6032,2642a0ea-5485-4088-999a-05b455954527,,,,,,,,,6,2026-03-20,,6,,,,,20347
001cv00000B21y1,"City Of Hartford, KY",Kentucky,Municipality,Hugh Bargeron,2662,,Tier 3,0.75,37.4512,-86.9092,bcd71dc6-3a92-4d9c-82d8-e75ca69b7be3,,,,,,,,,,,,,,,,,20563
001cv00000B21yj,"City Of Pioneer Village, KY",Kentucky,Municipality,Hugh Bargeron,2681,,Tier 3,0.75,38.067,-85.6772,3a508613-6beb-44a8-9e97-c46c520369df,,,,,,,,,1,2026-03-11,,1,,,,,20509
001cv00000B21z2,"City Of Prospect, KY",Kentucky,Municipality,Hugh Bargeron,4569,,Tier 3,0.75,38.3451,-85.6155,83934834-c15b-4bf2-9622-1dd036256e12,,,,,,,,,1,2026-02-10,,1,,,,,20490
001cv00000B221F,"City Of Hurstbourne, KY",Kentucky,Municipality,Hugh Bargeron,4654,,Tier 3,0.75,38.2378,-85.5877,0cbcf6bf-abe8-4d10-bbf6-fd4a2679b0f2,,,,,,,,,3,2026-04-07,1,2,,,,,20626
001cv00000bBVeQ,City of Loretto,Kentucky,Municipality,Hugh Bargeron,710,,Tier 3,0.75,37.6349,-85.3984,cb0944f5-7194-4295-a433-b1e3118d7213,,,,,,,,,,,,,,,,,21239
001cv00000bBVeY,City of Burnside,Kentucky,Municipality,Hugh Bargeron,718,,Tier 3,0.75,36.989,-84.5999,f81004d3-b031-4d34-8005-4783faef86a2,,,,,,,,,,,,,,,,,21225
001cv00000bBViA,City of Adairville,Kentucky,Municipality,Hugh Bargeron,881,,Tier 3,0.75,36.6675,-86.8519,d9adbdf1-a62d-4656-9908-b14c37cfcf1c,,,,,,,,,,,,,,,,,21278
001cv00000bBVp0,City of Augusta,Kentucky,Municipality,Hugh Bargeron,1101,,Tier 3,0.75,38.7717,-84.0058,09dda92e-1d1c-499c-9d71-12e52c3e0cc6,,,,,,,,,,,,,,,,,21484
001cv00000bBVxU,City of Earlington,Kentucky,Municipality,Hugh Bargeron,1257,,Tier 3,0.75,37.2742,-87.5119,c45914b7-f180-4438-9506-ac6140cf1a3f,,,,,,,,,,,,,,,,,21638
001cv00000bBVyN,City of Taylorsville,Kentucky,Municipality,Hugh Bargeron,1317,,Tier 3,0.75,38.0317,-85.3425,b00d47ff-855f-48bf-9240-1deddd958221,,,,,,,,,,,,,,,,,21706
001cv00000bBW3u,City of Lewisport,Kentucky,Municipality,Hugh Bargeron,1743,,Tier 3,0.75,37.937,-86.9022,d1433e53-5cf4-447f-9681-a3a6c2c49ea3,,,,,,,,,,,,,,,,,21715
001cv00000bBWBu,City of Pineville,Kentucky,Municipality,Hugh Bargeron,1566,,Tier 3,0.75,36.762,-83.6949,7677354e-10e8-45f9-a765-27dd266738d6,,,,,,,,,,,,,,,,,21993
001cv00000bBWIw,City of Midway,Kentucky,Municipality,Hugh Bargeron,1780,,Tier 3,0.75,38.1511,-84.6839,3829ad7b-183f-4041-a224-ac94976611dd,,,,,,,,,,,,,,,,,21775
001cv00000bBWN5,Daviess County,Kentucky,County,Hugh Bargeron,104457,,Tier S,2.0,37.7308,-87.1024,da858258-14ab-423e-9d0a-505ae5c57e5e,,,,,,,,,,,,,,,,,22015
001cv00000bBWNS,City of Owingsville,Kentucky,Municipality,Hugh Bargeron,1589,,Tier 3,0.75,38.1448,-83.7641,bbad1b2b-3ca0-470c-918e-56f29dd602c1,,,,,,,,,,,,,,,,,22050
001cv00000bBWNv,City of Whitesburg,Kentucky,Municipality,Hugh Bargeron,1625,,Tier 3,0.75,37.1184,-82.8268,287677de-8598-4bcf-9d52-62fa1203421a,,,,,,,,,,,,,,,,,22113
001cv00000bBWPa,City of Catlettsburg,Kentucky,Municipality,Hugh Bargeron,1725,,Tier 3,0.75,38.4048,-82.6009,b7f76b38-8178-422a-82e5-f5f2751451b7,,,,,,,,,,,,,,,,,22210
001cv00000bBWYa,Louisville-Jefferson County Metro Government,Kentucky,Municipality,Hugh Bargeron,777874,,Tier S,2.0,38.1459,-85.8378,5ac49b2c-f983-48aa-9173-398ade8aa528,,,,,,,,,7,2026-04-29,,7,,,,,22489
001cv00000bBWt8,City of Guthrie,Kentucky,Municipality,Hugh Bargeron,1362,,Tier 3,0.75,36.6484,-87.1664,4a9453db-9510-41a7-b731-f7d4ea478bfe,,,,,,,,,,,,,,,,,22595
001cv00000bBWwz,City of Olive Hill,Kentucky,Municipality,Hugh Bargeron,1533,,Tier 3,0.75,38.3001,-83.1741,2b7cccf5-d248-465d-824c-2d56a1e6ea87,,,,,,,,,,,,,,,,,22720
001cv00000bBX0O,Lexington-Fayette Urban County Government,Kentucky,Municipality,Sydney Ireland,329437,Open Opportunity,Tier S,2.0,38.0389,-84.5153,513b99ee-85e0-4c9f-b17d-22aebd76816b,Open,Meeting Booked,Top of Funnel,Sydney Ireland,5/21/2026,5/18/2026,,,24,2026-05-18,,24,,,,,22812
