Account ID,Account Name,State,Entity Type,Owner,Population,Account Status,Tier,SQO Points,Lat,Lng,Starbridge Buyer ID,Opp Status,Stage,Funnel Position,Sourced By,Discovery Call Date,Created Date,ARR,Previously Lost,Total Calls,Last Call Date,Calls - Nick Martino,Calls - Leila Assil,Calls - Jenny Allison,Calls - Joe del Rosario,Salesforce ID
001cv00000AuWam,"Town Of Sharon, WI",Wisconsin,Municipality,Nick Martino,2117,,Tier 3,0.75,42.5025,-88.729,288efeb7-2e47-4456-9ad5-83362fd4938a,,,,,,,,,,,,,,,
001cv00000AuWaq,"Town Of Florence, WI",Wisconsin,Municipality,Nick Martino,2118,,Tier 3,0.75,45.9224,-88.252,39f36dd1-2239-4584-95c0-a4092882f48a,,,,,,,,,,,,,,,
001cv00000AuWax,"Town Of St Germain, WI",Wisconsin,Municipality,Nick Martino,2120,,Tier 3,0.75,45.9128,-89.4875,66479f1b-44ca-413c-b788-07176c63cf90,,,,,,,,,,,,,,,
001cv00000AuWb1,"Town Of Manitowoc Rapids, WI",Wisconsin,Municipality,Nick Martino,2121,,Tier 3,0.75,44.0992,-87.7009,12ad0140-9e64-465b-a838-6e8595262f21,,,,,,,,,,,,,,,
001cv00000AuWbY,"Town Of Newton, WI",Wisconsin,Municipality,Nick Martino,2132,,Tier 3,0.75,43.9937,-87.7263,7786a249-ad60-4eff-acf3-8991dc531c41,,,,,,,,,,,,,,,
001cv00000AuWbe,"Town Of Lincoln, WI",Wisconsin,Municipality,Nick Martino,2134,,Tier 3,0.75,46.3556,-90.9658,d178074b-c215-4a28-b6eb-25c4dbf3c88e,,,,,,,,,,,,,,,
001cv00000AuWbf,"Town Of Farmington, WI",Wisconsin,Municipality,Nick Martino,2135,,Tier 3,0.75,43.4874,-88.1096,75bb1feb-be19-4147-8f78-442d95719b6e,,,,,,,,,,,,,,,
001cv00000AuWc6,"City Of Schofield, WI",Wisconsin,Municipality,Nick Martino,2143,,Tier 3,0.75,44.9097,-89.6046,6f7952a9-78b5-4480-8934-09d05ea0a8f5,,,,,,,,,,,,,,,
001cv00000AuWcL,"Village Of Shorewood Hills, WI",Wisconsin,Municipality,Nick Martino,2146,,Tier 3,0.75,43.0775,-89.4457,7af9ca6f-b1c8-4fcc-b823-fc1d00c22c8d,,,,,,,,,,,,,,,
001cv00000AuWcM,"Town Of Rhine, WI",Wisconsin,Municipality,Nick Martino,2146,,Tier 3,0.75,43.8688,-87.9923,0c02d501-13af-47b1-adc4-a7f6a849f1f4,,,,,,,,,,,,,,,
001cv00000AuWcz,"Town Of Spring Prairie, WI",Wisconsin,Municipality,Nick Martino,2158,,Tier 3,0.75,42.6914,-88.4043,8abcd456-4606-4c57-9eee-40a25b342a21,,,,,,,,,,,,,,,
001cv00000AuWd5,"City Of Cuba City, WI",Wisconsin,Municipality,Nick Martino,2159,,Tier 3,0.75,42.6056,-90.4299,1a7e5e50-3162-4823-b836-40bedab5edf6,,,,,,,,,,,,,,,
001cv00000AuWd6,"Town Of Wausau, WI",Wisconsin,Municipality,Nick Martino,2160,,Tier 3,0.75,44.9804,-89.5309,da7902d2-e806-4414-8945-55b2f84c51ca,,,,,,,,,,,,,,,
001cv00000AuWdB,"City Of Chetek, WI",Wisconsin,Municipality,Nick Martino,2161,,Tier 3,0.75,45.3141,-91.651,52775d29-c766-422e-873f-43d66046edb0,,,,,,,,,,,,,,,
001cv00000AuWpD,"Town Of Exeter, WI",Wisconsin,Municipality,Nick Martino,2176,,Tier 3,0.75,42.7906,-89.5832,4208d5ff-8aef-4fd6-92cb-c9add14faf9c,,,,,,,,,,,,,,,
001cv00000AuWpf,"Town Of Greenfield, WI",Wisconsin,Municipality,Nick Martino,2184,,Tier 3,0.75,42.9614,-88.0126,ff2ff41a-9c0b-43db-b712-f8d90aad5060,,,,,,,,,,,,,,,
001cv00000AuWpk,"Village Of Clinton, WI",Wisconsin,Municipality,Nick Martino,2185,,Tier 3,0.75,42.5578,-88.8651,61dbace5-2723-467f-9922-a21a3b6af20c,,,,,,,,,,,,,,,
001cv00000AuWq3,"Town Of Green Bay, WI",Wisconsin,Municipality,Nick Martino,2190,,Tier 3,0.75,44.6231,-87.796,d576526d-e337-4297-979e-9db527d0c2c8,,,,,,,,,,,,,,,
001cv00000AuWqA,"Village Of Kohler, WI",Wisconsin,Municipality,Nick Martino,2192,,Tier 3,0.75,43.7392,-87.7818,93c92f29-e67f-4f59-af06-bb13eeb4bdab,,,,,,,,,,,,,,,
001cv00000AuWqE,"Town Of Lake Mills, WI",Wisconsin,Municipality,Nick Martino,2193,,Tier 3,0.75,43.0731,-88.9605,833fae4b-3048-4aad-9f05-750402f43012,,,,,,,,,,,,,,,
001cv00000AuWqF,"Town Of Clifton, WI",Wisconsin,Municipality,Nick Martino,2193,,Tier 3,0.75,42.9017,-90.488,c0fd53ec-5fde-4843-b3e0-e95861dab284,,,,,,,,,,,,,,,
001cv00000AuWqP,"Village Of North Prairie, WI",Wisconsin,Municipality,Nick Martino,2198,,Tier 3,0.75,42.932,-88.4056,fcff3221-0b7a-4515-ae6a-33f7ef62ef58,,,,,,,,,,,,,,,
001cv00000AuWqe,"Town Of Wayne, WI",Wisconsin,Municipality,Nick Martino,2202,,Tier 3,0.75,43.5142,-88.3215,f4a42f1a-0520-4876-9c0b-59c00ed240a1,,,,,,,,,,,,,,,
001cv00000AuWqn,"Town Of Jamestown, WI",Wisconsin,Municipality,Nick Martino,2207,,Tier 3,0.75,42.5878,-90.5485,888933d9-7317-4848-891e-9d792665693d,,,,,,,,,,,,,,,
001cv00000AuWrV,"Town Of River Falls, WI",Wisconsin,Municipality,Nick Martino,2221,,Tier 3,0.75,44.8332,-92.5968,62badb14-d46b-49d1-9089-1e471d991d63,,,,,,,,,,,,,,,
001cv00000AuWra,"City Of St Croix Falls, WI",Wisconsin,Municipality,Nick Martino,2224,,Tier 3,0.75,45.41,-92.6397,e6c18c21-6245-4b76-b456-77b5158b7b20,,,,,,,,,,,,,,,
001cv00000AuWrl,"City Of Wautoma, WI",Wisconsin,Municipality,Nick Martino,2229,,Tier 3,0.75,44.0747,-89.2879,4f937845-4d89-4156-84b0-59842da5aae6,,,,,,,,,,,,,,,
001cv00000AuWrt,"Village Of New Glarus, WI",Wisconsin,Municipality,Nick Martino,2234,,Tier 3,0.75,42.8144,-89.6351,1b989127-2dcd-4f77-9b7e-ccaa63888c14,,,,,,,,,,,,,,,
001cv00000AuWs1,"Town Of Bridge Creek, WI",Wisconsin,Municipality,Nick Martino,2238,,Tier 3,0.75,44.7143,-91.0778,f6ff4eaa-b0e6-4348-95c2-ce4edc7f2e67,,,,,,,,,,,,,,,
001cv00000AuX5B,"Town Of Mosinee, WI",Wisconsin,Municipality,Nick Martino,2244,,Tier 3,0.75,44.792,-89.769,8b7f74e3-4b72-401b-80b9-52c39d10622e,,,,,,,,,,,,,,,
001cv00000AuX6R,"City Of Cumberland, WI",Wisconsin,Municipality,Nick Martino,2268,,Tier 3,0.75,45.5322,-92.0193,c85c6455-a93b-46f1-be00-6297a60e428d,,,,,,,,,,,,,,,
001cv00000AuX6a,"Town Of Holland, WI",Wisconsin,Municipality,Nick Martino,2271,,Tier 3,0.75,43.5986,-87.8746,181f6f36-2ff3-4611-9260-b22ab38c0843,,,,,,,,,,,,,,,
001cv00000AuX6v,"Town Of Superior, WI",Wisconsin,Municipality,Nick Martino,2276,,Tier 3,0.75,46.5974,-92.1287,cf982210-6fc2-4fec-b226-2605f10b99a6,,,,,,,,,,,,,,,
001cv00000AuX7V,"Town Of Sullivan, WI",Wisconsin,Municipality,Nick Martino,2290,,Tier 3,0.75,42.9528,-88.6145,05afe794-8c95-42d5-91c9-9b5a191e7e35,,,,,,,,,,,,,,,
001cv00000AuX8X,"Town Of Omro, WI",Wisconsin,Municipality,Nick Martino,2309,,Tier 3,0.75,44.0315,-88.6916,a645535e-d659-432f-ac78-23209b42f256,,,,,,,,,,,,,,,
001cv00000AuX98,"City Of Abbotsford, WI",Wisconsin,Municipality,Nick Martino,2325,,Tier 3,0.75,44.9464,-90.316,09540cd9-ddff-493d-b2ff-f4a47c05246f,,,,,,,,,,,,,,,
001cv00000AuX9Z,"Town Of Anson, WI",Wisconsin,Municipality,Nick Martino,2333,,Tier 3,0.75,44.9808,-91.2868,a8cc0775-d7d4-46d0-8c64-b0a1e730e583,,,,,,,,,,,,,,,
001cv00000AuX9m,"Village Of Maine, WI",Wisconsin,Municipality,Nick Martino,2337,,Tier 3,0.75,45.0273,-89.6904,7aa87d0e-6d78-4a13-9604-8dcf7c268832,,,,,,,,,,,,,,,
001cv00000AuXAB,"City Of Westby, WI",Wisconsin,Municipality,Nick Martino,2350,,Tier 3,0.75,43.6569,-90.8543,e4d3aecc-e9d1-4354-9bb3-7013ff92b0c6,,,,,,,,,,,,,,,
001cv00000AuXAf,"City Of Neillsville, WI",Wisconsin,Municipality,Nick Martino,2363,,Tier 3,0.75,44.56,-90.5962,6eae333e-3c74-48e2-b3e8-5a36d70783b4,,,,,,,,,,,,,,,
001cv00000AuXAy,"Town Of Oak Grove, WI",Wisconsin,Municipality,Nick Martino,2370,,Tier 3,0.75,43.3861,-88.7457,a01e72b3-55c8-4e8c-957d-d4f472a4b1a4,,,,,,,,,,,,,,,
001cv00000AuXEc,"Town Of Three Lakes, WI",Wisconsin,Municipality,Nick Martino,2448,,Tier 3,0.75,45.7982,-89.1626,3bd47ce5-d0f7-467b-b9c7-61d997b1f8ac,,,,,,,,,,,,,,,
001cv00000AuXNN,"Town Of Necedah, WI",Wisconsin,Municipality,Nick Martino,2466,,Tier 3,0.75,44.1478,-90.1316,f1ec193e-4af0-4228-a6f6-782b56fe3042,,,,,,,,,,,,,,,
001cv00000AuXNf,"Town Of Delton, WI",Wisconsin,Municipality,Nick Martino,2472,,Tier 3,0.75,43.5413,-89.7943,39c5f2c1-28e1-45da-8d72-6ac3c6c61049,,,,,,,,,,,,,,,
001cv00000AuXOC,"City Of Spooner, WI",Wisconsin,Municipality,Nick Martino,2482,,Tier 3,0.75,45.8224,-91.8893,0f6594c4-eefe-4f99-8c7d-8746c589d280,,,,,,,,,,,,,,,
001cv00000AuXOm,"Town Of Dekorra, WI",Wisconsin,Municipality,Nick Martino,2494,,Tier 3,0.75,43.4583,-89.4666,75f332bb-5465-4e52-bba0-c9a06a4076c6,,,,,,,,,,,,,,,
001cv00000AuXOn,"Town Of Medford, WI",Wisconsin,Municipality,Nick Martino,2494,,Tier 3,0.75,45.1628,-90.375,3e0e7bbc-f666-4c29-a2c8-b0b88e449a64,,,,,,,,,,,,,,,
001cv00000AuXP6,"Town Of La Grange, WI",Wisconsin,Municipality,Nick Martino,2504,,Tier 3,0.75,42.7997,-88.6023,52bab9a4-9991-4870-a08f-4acb83419047,,,,,,,,,,,,,,,
001cv00000AuXPE,"Village Of Deerfield, WI",Wisconsin,Municipality,Nick Martino,2508,,Tier 3,0.75,43.0519,-89.0757,72e0d357-def1-48b0-a5db-2640a03bab8f,,,,,,,,,,,,,,,
001cv00000AuXPP,"Village Of Dousman, WI",Wisconsin,Municipality,Nick Martino,2512,,Tier 3,0.75,43.0105,-88.473,cfbd1e24-47d1-480e-a640-cd0197b4f5d2,,,,,,,,,,,,,,,
001cv00000AuXTP,"Village Of Winneconne, WI",Wisconsin,Municipality,Nick Martino,2526,,Tier 3,0.75,44.1108,-88.7126,b782dbae-77e4-4461-8bd0-3a34a862b8b8,,,,,,,,,,,,,,,
001cv00000AuXTn,"City Of Hayward, WI",Wisconsin,Municipality,Nick Martino,2539,,Tier 3,0.75,46.013,-91.4846,51f433c8-d8e9-4806-92ee-0dd712be55fe,,,,,,,,,4,2026-04-22,4,,,,
001cv00000AuXUX,"Village Of Belleville, WI",Wisconsin,Municipality,Nick Martino,2559,,Tier 3,0.75,42.8597,-89.5382,e7807cb4-ae93-4e78-81d8-a182b73f1389,,,,,,,,,1,2026-05-22,1,,,,
001cv00000AuXUk,"City Of Mineral Point, WI",Wisconsin,Municipality,Nick Martino,2565,,Tier 3,0.75,42.86,-90.1798,05dbc706-b569-49e3-8060-49b742973dd4,,,,,,,,,,,,,,,
001cv00000AuXVA,"Town Of Harmony, WI",Wisconsin,Municipality,Nick Martino,2574,,Tier 3,0.75,42.732,-88.9318,556674c7-5a9b-4912-b236-3386f641f66c,,,,,,,,,,,,,,,
001cv00000AuXVK,"Town Of Stettin, WI",Wisconsin,Municipality,Nick Martino,2579,,Tier 3,0.75,44.9812,-89.7943,b66ef3f5-1337-4004-9937-3c8dbce0d5fc,,,,,,,,,,,,,,,
001cv00000AuXVR,"Town Of Stanley, WI",Wisconsin,Municipality,Nick Martino,2582,,Tier 3,0.75,45.4276,-91.7119,6ada0f24-bce4-43c9-afe4-06ab7b6f5a9b,,,,,,,,,,,,,,,
001cv00000AuXW3,"Village Of Poynette, WI",Wisconsin,Municipality,Nick Martino,2598,,Tier 3,0.75,43.3903,-89.4029,713c6e0a-99f9-4453-8b92-da9c8958176a,,,,,,,,,,,,,,,
001cv00000AuXW8,"Town Of Winneconne, WI",Wisconsin,Municipality,Nick Martino,2600,,Tier 3,0.75,44.1108,-88.7126,71c0b86a-5f48-4e44-bd64-6c701db94f3e,,,,,,,,,,,,,,,
001cv00000AuXfk,"Town Of Linn, WI",Wisconsin,Municipality,Nick Martino,2727,,Tier 3,0.75,42.5215,-88.4985,ac1c3eff-4773-48e5-8651-43fe44104c13,,,,,,,,,,,,,,,
001cv00000AuXh2,"Town Of Pine Lake, WI",Wisconsin,Municipality,Nick Martino,2764,,Tier 3,0.75,45.6631,-89.401,f0f07a2d-6d5e-4a03-869b-9fb71f75a160,,,,,,,,,,,,,,,
001cv00000AuXh4,"Town Of Barton, WI",Wisconsin,Municipality,Nick Martino,2766,,Tier 3,0.75,43.4606,-88.2364,1e741cd2-c5ba-4698-a4a5-f29d793f59c7,,,,,,,,,,,,,,,
001cv00000AuXhG,"Village Of Fontana, WI",Wisconsin,Municipality,Nick Martino,2772,,Tier 3,0.75,42.5514,-88.5752,1d2859be-b098-4941-b66b-af208a240df6,,,,,,,,,,,,,,,
001cv00000AuXhH,"Town Of Friendship, WI",Wisconsin,Municipality,Nick Martino,2772,,Tier 3,0.75,43.8476,-88.4695,b8e52292-85cf-49f1-a8ef-f48b3fc202ac,,,,,,,,,,,,,,,
001cv00000AuXhK,"City Of Fennimore, WI",Wisconsin,Municipality,Nick Martino,2773,,Tier 3,0.75,42.9836,-90.6554,ccc52c85-555e-490f-b8e3-5f8939293938,,,,,,,,,,,,,,,
001cv00000AuXi2,"Village Of Walworth, WI",Wisconsin,Municipality,Nick Martino,2785,,Tier 3,0.75,42.5311,-88.5995,1a4c840b-ce65-4e8d-b9b5-a81d9f75eb40,,,,,,,,,,,,,,,
001cv00000AuXi9,"City Of Kewaunee, WI",Wisconsin,Municipality,Nick Martino,2787,,Tier 3,0.75,44.4583,-87.5031,d15d303f-e9d4-4d0e-ae3b-0b1397f6caae,,,,,,,,,,,,,,,
001cv00000AuXiD,"Town Of Empire, WI",Wisconsin,Municipality,Nick Martino,2789,,Tier 3,0.75,43.7401,-88.3932,a35fd57e-1bff-45c6-80d6-4cbbb0c66f52,,,,,,,,,,,,,,,
001cv00000AuXiU,"Town Of Pacific, WI",Wisconsin,Municipality,Nick Martino,2795,,Tier 3,0.75,43.5111,-89.408,01589f5d-8759-4bce-b044-6162ab4087d0,,,,,,,,,,,,,,,
001cv00000AuXif,"Town Of Wheaton, WI",Wisconsin,Municipality,Nick Martino,2798,,Tier 3,0.75,44.8963,-91.5402,8f1ca28c-ae8f-47c4-a11f-374eb8636823,,,,,,,,,,,,,,,
001cv00000AuXio,"City Of Mondovi, WI",Wisconsin,Municipality,Nick Martino,2801,,Tier 3,0.75,44.5679,-91.6705,80b3454d-804b-4fa6-85a6-e79caf42385e,,,,,,,,,,,,,,,
001cv00000AuXiu,"Town Of Pittsfield, WI",Wisconsin,Municipality,Nick Martino,2804,,Tier 3,0.75,44.5994,-88.2451,61c230bd-754d-422f-865c-b5142efc62bc,,,,,,,,,,,,,,,
001cv00000AuXj0,"Village Of Osceola, WI",Wisconsin,Municipality,Nick Martino,2809,,Tier 3,0.75,45.3205,-92.7049,56f373c5-d66b-46d5-92ce-cea380e132c8,,,,,,,,,,,,,,,
001cv00000AuXjE,"Town Of Mukwa, WI",Wisconsin,Municipality,Nick Martino,2819,,Tier 3,0.75,44.3742,-88.8071,61bb4a66-a062-4280-8a1b-10859facc715,,,,,,,,,,,,,,,
001cv00000AuXjJ,"Town Of Bass Lake, WI",Wisconsin,Municipality,Nick Martino,2820,,Tier 3,0.75,45.9144,-91.4973,513bbd42-47d6-49b0-b5d8-dd6ff673b04b,,,,,,,,,,,,,,,
001cv00000AuXk6,"Town Of Rice Lake, WI",Wisconsin,Municipality,Nick Martino,2844,,Tier 3,0.75,45.5312,-91.7308,79253f98-e2e5-4f67-9509-cd24045dc487,,,,,,,,,,,,,,,
001cv00000AuXkD,"Town Of Pelican, WI",Wisconsin,Municipality,Nick Martino,2845,,Tier 3,0.75,45.6018,-89.3504,d12e7005-4bb5-4fbf-8033-ea92b8b8a3d8,,,,,,,,,,,,,,,
001cv00000AuXlB,"Town Of Sevastopol, WI",Wisconsin,Municipality,Nick Martino,2864,,Tier 3,0.75,44.8936,-87.2878,03aa52af-d427-48e0-a1b2-ad63c338717e,,,,,,,,,,,,,,,
001cv00000AuXlE,"Village Of Wales, WI",Wisconsin,Municipality,Nick Martino,2867,,Tier 3,0.75,43.0058,-88.384,b4fed056-e427-4f12-93ad-0693d09cb824,,,,,,,,,,,,,,,
001cv00000AuXlO,"Town Of Newbold, WI",Wisconsin,Municipality,Nick Martino,2873,,Tier 3,0.75,45.698,-89.5101,69fc6bc5-db0f-4d2c-bec8-2ed718fcd75c,,,,,,,,,,,,,,,
001cv00000AuXlx,"Town Of Merrill, WI",Wisconsin,Municipality,Nick Martino,2891,,Tier 3,0.75,45.2358,-89.6617,e9186799-b502-4816-9b47-3ea6b0c544ed,,,,,,,,,,,,,,,
001cv00000AuXm4,"Town Of Dale, WI",Wisconsin,Municipality,Nick Martino,2896,,Tier 3,0.75,44.273,-88.6784,5c4009d5-04fa-4edb-81bd-b7c9f8669db6,,,,,,,,,,,,,,,
001cv00000AuXmm,"Town Of Springfield, WI",Wisconsin,Municipality,Nick Martino,2915,,Tier 3,0.75,43.1544,-89.5309,cd486d39-2118-4a47-ad62-b1d83bfb4eb1,,,,,,,,,,,,,,,
001cv00000AuXmx,"City Of Amery, WI",Wisconsin,Municipality,Nick Martino,2925,,Tier 3,0.75,45.3069,-92.3621,3252ae81-ee70-4ddc-b213-7c6e86411ad9,,,,,,,,,,,,,,,
001cv00000AuXnQ,"City Of Oconto Falls, WI",Wisconsin,Municipality,Nick Martino,2946,,Tier 3,0.75,44.8739,-88.1429,2afe129c-1708-4620-a3af-cab0b741b767,,,,,,,,,,,,,,,
001cv00000AuXne,"Town Of Lima, WI",Wisconsin,Municipality,Nick Martino,2953,,Tier 3,0.75,42.8043,-90.4691,7097dbfd-dcca-47f1-8166-011e80afdbee,,,,,,,,,,,,,,,
001cv00000AuXnz,"Town Of Alden, WI",Wisconsin,Municipality,Nick Martino,2966,,Tier 3,0.75,45.2532,-92.5046,c4ac0833-2fec-4ec3-be41-32eb704eeb4e,,,,,,,,,,,,,,,
001cv00000AuXzJ,"Town Of Pleasant Springs, WI",Wisconsin,Municipality,Nick Martino,3071,,Tier 3,0.75,42.9972,-89.1896,3508c16f-cbb2-44a5-b027-5d440edf6b57,,,,,,,,,,,,,,,
001cv00000AuXzO,"Town Of Osceola, WI",Wisconsin,Municipality,Nick Martino,3073,,Tier 3,0.75,43.6814,-88.2266,4b4a0e36-ceea-425b-9128-40205381994d,,,,,,,,,,,,,,,
001cv00000AuXzW,"Town Of Plymouth, WI",Wisconsin,Municipality,Nick Martino,3076,,Tier 3,0.75,43.7714,-90.2432,2d9e5a1a-aae0-4158-b486-1e74a6fe2253,,,,,,,,,,,,,,,
001cv00000AuXzc,"Village Of Oostburg, WI",Wisconsin,Municipality,Nick Martino,3080,,Tier 3,0.75,43.6228,-87.7945,c7e013a5-c385-4e4b-925e-b702cc57c370,,,,,,,,,,,,,,,
001cv00000AuY19,"Village Of Paddock Lake, WI",Wisconsin,Municipality,Nick Martino,2976,,Tier 3,0.75,42.5775,-88.1051,e069d31e-3f38-4ce4-8530-514767e507e3,,,,,,,,,,,,,,,
001cv00000AuY5p,"Town Of Hartford, WI",Wisconsin,Municipality,Nick Martino,3397,,Tier 3,0.75,43.3178,-88.379,e660615d-2261-4b88-a07d-1ed172a55f28,,,,,,,,,,,,,,,
001cv00000AuYB3,"Village Of Hortonville, WI",Wisconsin,Municipality,Nick Martino,3085,,Tier 3,0.75,44.3347,-88.6382,91683e95-8056-4dce-9eb7-73a432592d2c,,,,,,,,,,,,,,,
001cv00000AuYBh,"Town Of Rome, WI",Wisconsin,Municipality,Nick Martino,3102,,Tier 3,0.75,44.1989,-89.8203,a6a49f64-9f54-47c7-8ad5-6df19e0896a6,,,,,,,,,,,,,,,
001cv00000AuYBm,"City Of New Holstein, WI",Wisconsin,Municipality,Nick Martino,3106,,Tier 3,0.75,43.95,-88.0843,146ea10b-8d2b-4d1a-a534-01050b1acebf,,,,,,,,,,,,,,,
001cv00000AuYC2,"Town Of Oregon, WI",Wisconsin,Municipality,Nick Martino,3115,,Tier 3,0.75,42.8818,-89.4175,6a6249f3-d49d-44e7-ac34-d396f8243583,,,,,,,,,,,,,,,
001cv00000AuYCo,"Village Of Yorkville, WI",Wisconsin,Municipality,Nick Martino,3143,,Tier 3,0.75,42.7289,-87.9664,2b734539-9031-446d-b25e-54468c638408,,,,,,,,,,,,,,,
001cv00000AuYCr,"City Of Ladysmith, WI",Wisconsin,Municipality,Nick Martino,3146,,Tier 3,0.75,45.463,-91.104,452e1b78-8c7e-4fa5-8911-02823907670c,,,,,,,,,,,,,,,
001cv00000AuYEJ,"Town Of Rock, WI",Wisconsin,Municipality,Nick Martino,2984,,Tier 3,0.75,42.606,-89.0752,848364d7-69cf-4e3d-aabc-c5170d250626,,,,,,,,,,,,,,,
001cv00000AuYEW,"Town Of Brockway, WI",Wisconsin,Municipality,Nick Martino,2992,,Tier 3,0.75,44.2844,-90.8421,6e01c1ff-3b69-41b8-b41d-66f7b92fbdd3,,,,,,,,,,,,,,,
001cv00000AuYEy,"Village Of Williams Bay, WI",Wisconsin,Municipality,Nick Martino,3001,,Tier 3,0.75,42.5781,-88.5409,e59aa6d3-2bd0-4622-8651-bd90e4cbf60f,,,,,,,,,,,,,,,
001cv00000AuYF9,"Village Of Genoa City, WI",Wisconsin,Municipality,Nick Martino,3007,,Tier 3,0.75,42.4984,-88.3281,31f56be1-9026-4569-97e8-5a616fa98e64,,,,,,,,,,,,,,,
001cv00000AuYFA,"Town Of Stockton, WI",Wisconsin,Municipality,Nick Martino,3007,,Tier 3,0.75,44.5114,-89.4671,8a830b09-4e4c-4ac0-9e7d-ce19dc6e6996,,,,,,,,,,,,,,,
001cv00000AuYGa,"Village Of Somerset, WI",Wisconsin,Municipality,Nick Martino,3057,,Tier 3,0.75,45.1244,-92.6735,4ae3849f-fa72-4876-8ae8-5d91296c5799,,,,,,,,,,,,,,,
001cv00000AuYHQ,"Town Of Eagle Point, WI",Wisconsin,Municipality,Nick Martino,3288,,Tier 3,0.75,43.2318,-90.4691,50706c07-4286-46cd-a86f-36e66648356b,,,,,,,,,,,,,,,
001cv00000AuYHU,"City Of Boscobel, WI",Wisconsin,Municipality,Nick Martino,3290,,Tier 3,0.75,43.1344,-90.7054,28149b27-0361-4981-aaeb-4c55cd378f7e,,,,,,,,,,,,,,,
001cv00000AuYHc,"Village Of Thiensville, WI",Wisconsin,Municipality,Nick Martino,3298,,Tier 3,0.75,43.2375,-87.9787,c7758b0d-72f7-40e1-8629-e97b0d013e1c,,,,,,,,,,,,,,,
001cv00000AuYHd,"Town Of Lodi, WI",Wisconsin,Municipality,Nick Martino,3298,,Tier 3,0.75,43.348,-89.5408,a475165a-a755-4dd1-b300-5b5626801ec0,,,,,,,,,,,,,,,
001cv00000AuYHr,"Town Of Randall, WI",Wisconsin,Municipality,Nick Martino,3304,,Tier 3,0.75,45.6958,-92.835,947a8ef4-8155-443c-bba9-39682ecef6d4,,,,,,,,,,,,,,,
001cv00000AuYIR,"City Of Brillion, WI",Wisconsin,Municipality,Nick Martino,3326,,Tier 3,0.75,44.1772,-88.0643,2f52bea1-d6a4-4e6e-8880-13a73d7787c2,,,,,,,,,,,,,,,
001cv00000AuYIh,"Village Of Ellsworth, WI",Wisconsin,Municipality,Nick Martino,3333,,Tier 3,0.75,44.7322,-92.4874,78911d95-485f-49fe-baaa-659fcbdb41ba,,,,,,,,,,,,,,,
001cv00000AuYJK,"Town Of Seymour, WI",Wisconsin,Municipality,Nick Martino,3363,,Tier 3,0.75,44.515,-88.3304,37bcaa90-864e-44ae-bf63-08c43ced92dc,,,,,,,,,,,,,,,
001cv00000AuYJW,"City Of Peshtigo, WI",Wisconsin,Municipality,Nick Martino,3369,,Tier 3,0.75,45.0544,-87.7493,c8e2992b-a8f3-4bc6-93a1-27bc5e1c457b,,,,,,,,,,,,,,,
001cv00000AuYK0,"Town Of Wheatland, WI",Wisconsin,Municipality,Nick Martino,3387,,Tier 3,0.75,43.4587,-91.1545,5e652f03-fab7-44bd-9b04-512e450d23f3,,,,,,,,,,,,,,,
001cv00000AuYKf,"Village Of Johnson Creek, WI",Wisconsin,Municipality,Nick Martino,3406,,Tier 3,0.75,43.0761,-88.7743,ba2218db-4fd5-49d4-907a-4d5e1084a5df,,,,,,,,,,,,,,,
001cv00000AuYLR,"City Of Tomahawk, WI",Wisconsin,Municipality,Nick Martino,3432,,Tier 3,0.75,45.4711,-89.7299,3b82193a-7cc4-432f-a740-133d14366673,,,,,,,,,,,,,,,
001cv00000AuYLf,"Town Of Menomonie, WI",Wisconsin,Municipality,Nick Martino,3441,,Tier 3,0.75,44.8792,-91.9757,81346cce-2b65-4b59-8396-f3b0c330df1a,,,,,,,,,,,,,,,
001cv00000AuYLm,"Village Of Merton, WI",Wisconsin,Municipality,Nick Martino,3450,,Tier 3,0.75,43.1414,-88.3073,12567232-a59a-4539-b9e3-a691ed6abe9e,,,,,,,,,,,,,,,
001cv00000AuYLn,"Town Of Addison, WI",Wisconsin,Municipality,Nick Martino,3452,,Tier 3,0.75,43.4228,-88.3745,f56255c5-7f37-4f94-b07b-5340c066d87c,,,,,,,,,,,,,,,
001cv00000AuYLw,"Village Of Lake Delton, WI",Wisconsin,Municipality,Nick Martino,3459,,Tier 3,0.75,43.6011,-89.7937,deecac81-9a43-47ef-9d64-6140813b7072,,,,,,,,,,,,,,,
001cv00000AuYM7,"Town Of Wilson, WI",Wisconsin,Municipality,Nick Martino,3471,,Tier 3,0.75,43.6829,-87.7665,ab872a21-377d-4712-b505-3ecd72c7682d,,,,,,,,,,,,,,,
001cv00000AuYMC,"Town Of Arbor Vitae, WI",Wisconsin,Municipality,Nick Martino,3474,,Tier 3,0.75,45.9205,-89.6635,f35a9a26-aaae-48ae-86b8-2da5e18d17f4,,,,,,,,,,,,,,,
001cv00000AuYMM,"City Of Waterloo, WI",Wisconsin,Municipality,Nick Martino,3479,,Tier 3,0.75,43.1839,-88.9884,caed293b-ede6-4ec0-99e7-9a474321fb05,,,,,,,,,,,,,,,
001cv00000AuYMZ,"Village Of Sauk City, WI",Wisconsin,Municipality,Nick Martino,3490,,Tier 3,0.75,43.2708,-89.7221,86a270db-fe7c-4065-9d80-0452cef376e3,,,,,,,,,,,,,,,
