Account ID,Account Name,State,Entity Type,Owner,Population,Account Status,Tier,SQO Points,Lat,Lng,Starbridge Buyer ID,Opp Status,Stage,Funnel Position,Sourced By,Discovery Call Date,Created Date,ARR,Previously Lost,Total Calls,Last Call Date,Calls - Sydney Ireland,Calls - Ali Cohen,Calls - Nick Martino,Calls - Quinzel Perry,Calls - Alicia Gopal,Calls - Jenny Allison,Calls - Ryan Minter,Calls - Catherine Silvestri,Salesforce ID
001Hr000028Zcug,"Township Of Thomas, MI",Michigan,Municipality,Nick Martino,11898,,Tier 2,1.0,43.416,-84.0715,7d7c8942-cbd6-4154-bf7b-9f601e73b9f9,,,,,,,,,,,,,,,,,,,
001Hr000028Zcuu,"Township Of Sparta, MI",Michigan,Municipality,Sydney Ireland,9441,Nurture,Tier 3,0.75,43.1539,-85.7462,5b3e173d-c027-4a3a-a749-6188eb990987,Closed Lost,,,Sydney Ireland,3/30/2026,3/19/2026,,,6,2026-03-30,6,,,,,,,,
001Hr000028Zcuv,"Township Of Green Oak, MI",Michigan,Municipality,Nick Martino,19645,,Tier 2,1.0,42.4783,-83.7412,77005527-7de5-4af6-a43a-4ce1370cac33,,,,,,,,,,,,,,,,,,,
001Hr000028Zcv6,"City Of Lincoln Park, MI",Michigan,Municipality,Ali Cohen,39643,,Tier 1,1.5,42.2506,-83.1785,a12014b0-0719-4a3f-a14f-8347aeda0edc,,,,,,,,,16,2025-12-01,,16,,,,,,,
001Hr000028ZcvE,"Dalton Township, MI",Michigan,Municipality,Sydney Ireland,9487,,Tier 3,0.75,43.3243,-86.1955,79fde710-1e42-439c-b384-b8f48e0886b7,,,,,,,,,3,2026-03-19,3,,,,,,,,
001Hr000028ZcvO,"Charter Township Of Oronoko, MI",Michigan,Municipality,Sydney Ireland,9500,,Tier 3,0.75,41.9464,-86.3386,7529974a-4f1a-4c30-9eed-f1e766c31f09,,,,,,,,,9,2026-05-18,9,,,,,,,,
001Hr000028ZcvP,"Charter Township Of Delhi, MI",Michigan,Municipality,Ali Cohen,27770,,Tier 1,1.5,42.6263,-84.5327,6316107b-c6a6-4673-94d7-ba0142e94406,,,,,,,,,,,,,,,,,,,
001Hr000028ZcvT,"Sumpter Township, MI",Michigan,Municipality,Sydney Ireland,9601,,Tier 3,0.75,42.1606,-83.4823,d9329740-3530-4466-87fa-90fd29d9292a,,,,,,,,,4,2026-03-03,4,,,,,,,,
001Hr000028ZcvW,"Antwerp Township, MI",Michigan,Municipality,Ali Cohen,13322,,Tier 2,1.0,42.1993,-85.8077,7af6154b-b76f-4a7e-8830-33f759fc172a,,,,,,,,,,,,,,,,,,,
001Hr000028Zcva,"Township Of Holly, MI",Michigan,Municipality,Ali Cohen,12110,Nurture,Tier 2,1.0,42.8222,-83.6136,65d73616-7a83-432b-8aee-e3733c39d855,Closed Lost,,,Quinzel Perry,1/22/2025,1/5/2025,,,2,2026-01-12,,2,,,,,,,
001Hr000028Zcvl,"City Of Grosse Pointe Park, MI",Michigan,Municipality,Nick Martino,11419,,Tier 2,1.0,42.3759,-82.9374,06ca3fec-a2cb-45bf-be05-b6273f7d3e36,,,,,,,,,,,,,,,,,,,
001Hr000028Zcvm,"City Of Berkley, MI",Michigan,Municipality,Ali Cohen,15085,Nurture,Tier 2,1.0,42.5031,-83.1835,611707bb-013e-4482-a481-f1e06ab22d2f,Closed Lost,,,Quinzel Perry,3/17/2025,3/17/2025,,,,,,,,,,,,,
001Hr000028ZcwG,"Charter Township Of Cascade, MI",Michigan,Municipality,Ali Cohen,19701,,Tier 2,1.0,42.9025,-85.4946,30b264d6-2004-4d0c-8c7b-b2f4895ba764,,,,,,,,,5,2026-05-21,,4,,1,,,,,
001Hr000028ZcwH,"City Of Muskegon Heights, MI",Michigan,Municipality,Sydney Ireland,9951,,Tier 3,0.75,43.2011,-86.2389,5558c547-7f74-4c8b-9752-305bc44492dc,,,,,,,,,1,2026-02-25,1,,,,,,,,
001Hr000028ZcwM,"Charter Township Of St Joseph, MI",Michigan,Municipality,Sydney Ireland,9849,,Tier 3,0.75,42.0616,-86.4851,b3e54739-9c77-40e9-b2b6-5387509976d1,,,,,,,,,6,2026-03-20,6,,,,,,,,
001Hr000028ZcwN,"City Of Wayne, MI",Michigan,Municipality,Nick Martino,17129,,Tier 2,1.0,42.2814,-83.3863,67a62bff-9c91-48ab-8e46-1fb3fdd7939f,,,,,,,,,9,2025-10-31,,,9,,,,,,
001Hr000028Zcwb,"City Of Cadillac, MI",Michigan,Municipality,Nick Martino,10367,Open Opportunity,Tier 2,1.0,44.252,-85.4012,a388e75e-39a5-4b62-97a7-4f19cd7ea510,Open,Initial Interest,Top of Funnel,Asher Rosenfeld,,1/5/2025,,,,,,,,,,,,,
001Hr000028Zcwq,"Charter Township Of Cooper, MI",Michigan,Municipality,Nick Martino,10432,,Tier 2,1.0,42.3765,-85.6102,8538fe17-1072-4096-a7f1-87d8ecd61bba,,,,,,,,,,,,,,,,,,,
001Hr000028Zcwt,"City Of Owosso, MI",Michigan,Municipality,Nick Martino,14636,,Tier 2,1.0,42.9978,-84.1766,cf252bb7-dd7c-49b4-9a03-07e40178de7c,,,,,,,,,3,2025-10-09,,,3,,,,,,
001Hr000028Zcx2,"Township Of Brighton, MI",Michigan,Municipality,Ali Cohen,19270,Open Opportunity,Tier 2,1.0,42.5565,-83.7412,49f95542-fd2d-424b-9a60-51164dfc6acd,,,,,,,,,,,,,,,,,,,
001Hr000028ZcxC,"Charter Township Of Lyon, MI",Michigan,Municipality,Ali Cohen,26574,Open Opportunity,Tier 1,1.5,41.903,-83.4267,ec7b3407-5d83-4f6d-805c-a17fbb14d098,Open,Initial Interest,Top of Funnel,Quinzel Perry,,2/5/2025,,,2,2026-01-12,,2,,,,,,,
001Hr000028ZcxK,"Village Of Beverly Hills, MI",Michigan,Municipality,Ali Cohen,10521,Nurture,Tier 2,1.0,42.5161,-83.2626,facc012b-2e4a-47b1-b83a-4688050debe8,Closed Lost,,,Quinzel Perry,10/10/2024,1/5/2025,,,2,2026-04-28,,2,,,,,,,
001Hr000028Zcxa,"City Of Grand Haven, MI",Michigan,Municipality,Ali Cohen,10991,Nurture,Tier 2,1.0,43.0631,-86.2284,8958596f-d277-4ca9-bc72-712ba76a8dc4,Closed Lost,,,Quinzel Perry,9/16/2024,1/5/2025,,,8,2026-01-23,,8,,,,,,,
001Hr000028Zcxe,"Charter Township Of Port Huron, MI",Michigan,Municipality,Nick Martino,10851,,Tier 2,1.0,42.9804,-82.4787,379326f3-bff1-4d37-b154-7f5c959527ba,,,,,,,,,,,,,,,,,,,
001Hr000028Zcxn,"Charter Township Of Shelby, MI",Michigan,Municipality,Nick Martino,79485,,Tier S,2.0,42.6841,-83.0344,d3c6fbaa-50e3-4acd-bd05-66954f5630d4,,,,,,,,,1,2026-02-25,,,1,,,,,,
001Hr000028Zcxv,"City Of Mt Pleasant, MI",Michigan,Municipality,Ali Cohen,21243,Open Opportunity,Tier 2,1.0,43.5978,-84.7675,fa315eff-c28f-48b9-8d30-e97f168086d5,Open,Initial Interest,Top of Funnel,Ali Cohen,,4/20/2026,,,3,2026-04-20,,3,,,,,,,
001Hr000028Zcy5,"City Of Farmington, MI",Michigan,Municipality,Ali Cohen,11484,,Tier 2,1.0,42.4645,-83.3763,fc9a8c04-3acf-4e75-ba64-314e564336ee,,,,,,,,,4,2026-01-27,,4,,,,,,,
001Hr000028ZcyK,"City Of Woodhaven, MI",Michigan,Municipality,Nick Martino,12828,,Tier 2,1.0,42.139,-83.2418,20d0f350-4123-4318-b2c4-a3d300472e86,,,,,,,,,,,,,,,,,,,
001Hr000028ZcyM,"Charter Township Of Brownstown, MI",Michigan,Municipality,Nick Martino,33087,,Tier 1,1.5,42.1525,-83.2663,db2fdf63-d167-4a4f-ac6b-5759c24872a7,,,,,,,,,,,,,,,,,,,
001Hr000028ZcyO,"Charter Township Of Harrison, MI",Michigan,Municipality,Nick Martino,24101,,Tier 2,1.0,42.5906,-82.827,443e65a8-2dc0-4c1e-9a8a-a8bd7025e3e1,,,,,,,,,,,,,,,,,,,
001Hr000028ZcyW,"Charter Township Of Scio, MI",Michigan,Municipality,Nick Martino,17607,,Tier 2,1.0,42.2869,-83.8261,862a95a9-9cf7-41ed-96c4-a4957abef04c,,,,,,,,,,,,,,,,,,,
001Hr000028Zcyp,"Ada Township, MI",Michigan,Municipality,Ali Cohen,14343,Open Opportunity,Tier 2,1.0,42.955,-85.4866,e8562fab-1614-4c74-bd67-2025c69c15dc,Open,Initial Interest,Top of Funnel,Jenny Allison,,11/3/2025,,,2,2025-11-04,,,,,2,,,,
001Hr000028Zcys,"City Of Ionia, MI",Michigan,Municipality,Nick Martino,11704,,Tier 2,1.0,42.9873,-85.0711,ea6a0dc9-af93-495c-b4bf-ddf16a321ea9,,,,,,,,,,,,,,,,,,,
001Hr000028Zcyz,"Charter Township Of Plymouth, MI",Michigan,Municipality,Nick Martino,27642,,Tier 1,1.5,42.3775,-83.51,7e525ffd-5b0d-4cde-9aab-20d722f71a51,,,,,,,,,,,,,,,,,,,
001Hr000028Zcz4,"City Of Allen Park, MI",Michigan,Municipality,Ali Cohen,28237,,Tier 1,1.5,42.2575,-83.211,e0b5372a-6d53-43b9-91d7-be9a46d36630,,,,,,,,,,,,,,,,,,,
001Hr000028ZczH,"Township Of Spring Lake, MI",Michigan,Municipality,Nick Martino,15441,,Tier 2,1.0,43.0816,-86.165,e918869c-0074-438e-b970-ceb2a86afc8e,,,,,,,,,,,,,,,,,,,
001Hr000028Zd09,"City Of Fenton, MI",Michigan,Municipality,Nick Martino,11989,,Tier 2,1.0,42.7978,-83.7049,dc380c21-d47a-4c02-861d-915bf5b18328,,,,,,,,,,,,,,,,,,,
001Hr000028Zd0E,"Charter Township Of Zeeland, MI",Michigan,Municipality,Nick Martino,12069,Nurture,Tier 2,1.0,42.8125,-86.0187,0ae28d13-dd0a-4cf2-b9c4-00c7deb1fa2f,Closed Lost,,,Quinzel Perry,9/17/2024,1/5/2025,,,,,,,,,,,,,
001Hr000028Zd0w,"City Of Adrian, MI",Michigan,Municipality,Ali Cohen,20502,,Tier 2,1.0,41.8975,-84.0372,86ef424d-13e5-4a23-927c-9c0efa1a3101,,,,,,,,,,,,,,,,,,,
001Hr000028Zd0x,"City Of New Baltimore, MI",Michigan,Municipality,Ali Cohen,12045,,Tier 2,1.0,42.6811,-82.7369,f3e13667-46ee-40c8-a642-f2f3ff89fe47,,,,,,,,,3,2026-01-30,,3,,,,,,,
001Hr000028Zd1q,"City Of Riverview, MI",Michigan,Municipality,Nick Martino,12390,,Tier 2,1.0,42.1742,-83.1794,30449ca0-7bd9-48e4-80fe-606140cd2183,,,,,,,,,,,,,,,,,,,
001Hr000028Zd2M,"Charter Township Of Comstock, MI",Michigan,Municipality,Nick Martino,15129,,Tier 2,1.0,42.2885,-85.4613,137a3016-edd4-4022-b523-8278fa9a48a8,,,,,,,,,,,,,,,,,,,
001Hr000028Zd2Z,"City Of Rochester, MI",Michigan,Municipality,Nick Martino,12937,,Tier 2,1.0,42.6806,-83.1338,8ffc0372-50b4-41a7-92c8-bdf4afdee4b6,,,,,,,,,,,,,,,,,,,
001Hr000028Zd2f,"Charter Township Of Bath, MI",Michigan,Municipality,Nick Martino,13380,,Tier 2,1.0,42.8132,-84.4483,6536a2fa-fd00-4668-bece-2f137d315bd7,,,,,,,,,,,,,,,,,,,
001Hr000028Zd2z,"Township Of Niles, MI",Michigan,Municipality,Ali Cohen,14306,,Tier 2,1.0,41.7908,-86.2504,665b0c39-9f0a-4959-9e01-eb8ba8ff9a7f,,,,,,,,,,,,,,,,,,,
001Hr000028Zd3J,"Township Of Cannon, MI",Michigan,Municipality,Nick Martino,14421,,Tier 2,1.0,43.0671,-85.4994,340057aa-5c2c-4fdf-bc21-7b1d09087e19,,,,,,,,,3,2025-11-10,,,3,,,,,,
001Hr000028Zd3P,"Frenchtown Charter Township, MI",Michigan,Municipality,Ali Cohen,21406,,Tier 2,1.0,41.9652,-83.3737,23012342-0f49-4449-9c69-d0b54a1e53ce,,,,,,,,,,,,,,,,,,,
001Hr000028Zd3V,"Charter Township Of Oakland, MI",Michigan,Municipality,Ali Cohen,20177,Open Opportunity,Tier 2,1.0,42.7566,-83.1373,27edaf43-53fc-4d3d-8e71-2255ab0c3f55,Open,Meeting Booked,Top of Funnel,Sydney Ireland,5/27/2026,5/20/2026,,,3,2026-05-20,3,,,,,,,,
001Hr000028Zd4L,"Township Of Oceola, MI",Michigan,Municipality,Nick Martino,14717,,Tier 2,1.0,42.6414,-83.8685,3c3714f6-9e35-4b7e-9e14-4146f93cdaf7,,,,,,,,,6,2026-03-05,,,6,,,,,,
001Hr000028Zd5F,"Charter Township Of Lincoln, MI",Michigan,Municipality,Nick Martino,14863,,Tier 2,1.0,42.0145,-86.5197,7f469396-a0d8-4f56-98a8-0ca029f725c5,,,,,,,,,3,2026-02-24,,,3,,,,,,
001Hr000028Zd5P,"Muskegon Charter Township, MI",Michigan,Municipality,Nick Martino,17718,,Tier 2,1.0,43.2343,-86.1841,2b009e45-4fe7-44b1-b1f6-2ecab7a16eed,,,,,,,,,,,,,,,,,,,
001Hr000028Zd5R,"Charter Township Of Gaines, MI",Michigan,Municipality,Nick Martino,29110,Nurture,Tier 1,1.5,42.9138,-83.8685,615c1284-f7ad-4876-87b1-bd72c902b5d4,Closed Lost,,,Asher Rosenfeld,,1/5/2025,,,4,2026-04-30,4,,,,,,,,
001Hr000028Zd5V,"City Of Bay City, MI",Michigan,Municipality,Ali Cohen,32404,Open Opportunity,Tier 1,1.5,43.5945,-83.8889,45a06e23-d79a-4ea7-a81d-683f06132428,Open,Initial Interest,Top of Funnel,Asher Rosenfeld,,1/5/2025,,,19,2026-02-17,,19,,,,,,,
001Hr000028Zd5Y,"Superior Charter Township, MI",Michigan,Municipality,Nick Martino,14913,,Tier 2,1.0,42.3047,-83.6045,e2d0f0ba-8ca0-457a-992a-7d856cf5e8ed,,,,,,,,,5,2026-02-26,,,5,,,,,,
001Hr000028Zd5Z,"City Of Birmingham, MI",Michigan,Municipality,Ali Cohen,21755,Nurture,Tier 2,1.0,42.5467,-83.2113,772bb03b-ed61-44cf-a529-727bd7d416f0,Closed Lost,,,Quinzel Perry,7/17/2025,6/2/2025,,,14,2026-02-09,,12,,2,,,,,
001Hr000028Zd5i,"Charter Township Of Dewitt, MI",Michigan,Municipality,Ali Cohen,15323,,Tier 2,1.0,42.7925,-84.5432,71fed8dd-2488-4a2b-946c-3eb32cdcdc46,,,,,,,,,,,,,,,,,,,
001Hr000028Zd5n,"Township Of Hartland, MI",Michigan,Municipality,Nick Martino,15355,,Tier 2,1.0,42.6315,-83.7507,391baa85-3a74-4541-ad5a-f5477f9b76f2,,,,,,,,,,,,,,,,,,,
001Hr000028Zd5u,"Township Of Byron, MI",Michigan,Municipality,Nick Martino,27352,,Tier 1,1.5,42.8122,-85.7229,c6b6255e-f478-4e0a-8da4-991e36b21592,,,,,,,,,,,,,,,,,,,
001Hr000028Zd5x,"City Of Traverse City, MI",Michigan,Municipality,Nick Martino,15559,,Tier 2,1.0,44.7629,-85.621,94071c0e-4749-4d45-a208-bcdca9ec8858,,,,,,,,,26,2026-05-22,,,26,,,,,,
001Hr000028Zd66,"Township Of Hamburg, MI",Michigan,Municipality,Ali Cohen,21396,,Tier 2,1.0,42.4566,-83.8219,3fe5b6be-e10d-4a5a-b8bd-f431448d6305,,,,,,,,,,,,,,,,,,,
001Hr000028Zd6J,"Charter Township Of Oxford, MI",Michigan,Municipality,Ali Cohen,22351,,Tier 2,1.0,42.8247,-83.2652,b9369bc7-9afa-4f8c-89bc-c6974d1b9d77,,,,,,,,,,,,,,,,,,,
001Hr000028Zd73,"City Of Auburn Hills, MI",Michigan,Municipality,Ali Cohen,24686,,Tier 2,1.0,42.6875,-83.2341,32cceaf3-c701-4902-bb6d-f4345f197fe8,,,,,,,,,,,,,,,,,,,
001Hr000028Zd74,"City Of Romulus, MI",Michigan,Municipality,Ali Cohen,25097,Nurture,Tier 1,1.5,42.2223,-83.3966,3557105e-1a89-47bf-871c-c2ebf543e345,Closed Lost,,,Quinzel Perry,1/13/2025,1/5/2025,,,13,2026-04-27,,12,,1,,,,,
001Hr000028Zd7P,"City Of Grosse Pointe Woods, MI",Michigan,Municipality,Nick Martino,16266,,Tier 2,1.0,42.4436,-82.9069,49ec8ec9-0711-4d72-a33d-555528a0ae9e,,,,,,,,,,,,,,,,,,,
001Hr000028Zd7l,"City Of Ypsilanti, MI",Michigan,Municipality,Ali Cohen,20113,,Tier 2,1.0,42.2411,-83.613,73a814a1-69e8-4efa-a5df-6e4bf52ac92b,,,,,,,,,1,2025-06-02,,,,1,,,,,
001Hr000028Zd7z,"Charter Township Of Kalamazoo, MI",Michigan,Municipality,Ali Cohen,22563,Nurture,Tier 2,1.0,42.3181,-85.59,3f863ba1-2e5c-46a4-97c4-a03f9aa11468,Closed Lost,,,Quinzel Perry,2/20/2025,2/5/2025,"$15,000",,,,,,,,,,,,
001Hr000028Zd8e,"Township Of Bedford, MI",Michigan,Municipality,Nick Martino,31955,,Tier 1,1.5,42.3953,-85.2322,9e6a40f3-11be-4318-adac-9b1dfa798312,,,,,,,,,,,,,,,,,,,
001Hr000028Zd8n,"Charter Township Of Garfield, MI",Michigan,Municipality,Ali Cohen,19743,,Tier 2,1.0,44.7315,-85.6344,03c5c710-0e38-4e72-b723-e110059625b8,,,,,,,,,,,,,,,,,,,
001Hr000028Zd8u,"Charter Township Of Washington, MI",Michigan,Municipality,Ali Cohen,28320,,Tier 1,1.5,42.7575,-83.018,09f4723e-516b-4f07-8d18-b253ca092685,,,,,,,,,,,,,,,,,,,
001Hr000028Zd92,"Redford Township, MI",Michigan,Municipality,Ali Cohen,49092,,Tier 1,1.5,42.3996,-83.2959,d7933916-9697-4be5-8dc0-9ded3f464c25,,,,,,,,,2,2026-04-22,,2,,,,,,,
001Hr000028Zd9g,"Charter Township Of Genesee, MI",Michigan,Municipality,Ali Cohen,20429,,Tier 2,1.0,43.1154,-83.6162,4c5f9605-7e0a-4657-9cb1-c062ed425e11,,,,,,,,,,,,,,,,,,,
001Hr000028Zd9q,"Davison Township, MI",Michigan,Municipality,Ali Cohen,20266,Nurture,Tier 2,1.0,43.0011,-83.5177,a5af4c21-0633-412f-92be-586725edb158,Closed Lost,,,Ali Cohen,1/7/2026,12/16/2025,,,8,2026-01-07,,8,,,,,,,
001Hr000028ZdA0,"Charter Township Of Oshtemo, MI",Michigan,Municipality,Ali Cohen,23702,Nurture,Tier 2,1.0,42.2814,-85.6775,44f0bfd5-051a-4622-8d0e-d7dec1e70251,Open,Initial Interest,Top of Funnel,Quinzel Perry,1/6/2025,1/5/2025,,Yes,3,2026-01-13,,3,,,,,,,
001Hr000028ZdAJ,"City Of Ferndale, MI",Michigan,Municipality,Ali Cohen,19109,Open Opportunity,Tier 2,1.0,42.4606,-83.1346,2e1af06a-ae51-4d2a-81e3-473a5de891b3,Open,Meeting Booked,Top of Funnel,Ali Cohen,9/4/2026,4/14/2026,,,2,2026-04-14,,2,,,,,,,
001Hr000028ZdAq,"Charter Township Of Northville, MI",Michigan,Municipality,Ali Cohen,31587,,Tier 1,1.5,42.4103,-83.4823,ddf07132-c55f-4597-afb4-afa00cf7a9c1,,,,,,,,,,,,,,,,,,,
001Hr000028ZdBL,"City Of Jackson, MI",Michigan,Municipality,Ali Cohen,31347,,Tier 1,1.5,42.2459,-84.4013,44579d2a-3fee-4dc2-bf9a-5805da4b65f7,,,,,,,,,,,,,,,,,,,
001Hr000028ZdBe,"City Of Saginaw, MI",Michigan,Municipality,Nick Martino,43854,,Tier 1,1.5,43.4333,-83.939,41a06763-4192-4d5e-9517-772c2a6ca7b2,,,,,,,,,3,2026-05-26,,,3,,,,,,
001Hr000028ZdCz,"City Of Hamtramck, MI",Michigan,Municipality,Ali Cohen,28000,,Tier 1,1.5,42.3928,-83.0496,d31773ad-3f52-4ab9-87c1-cea9a153244c,,,,,,,,,,,,,,,,,,,
001Hr000028ZdD1,"City Of Southgate, MI",Michigan,Municipality,Ali Cohen,29896,,Tier 1,1.5,42.2139,-83.1938,65f42ba5-6f9b-43b1-9682-3c2db1bc8ecf,,,,,,,,,,,,,,,,,,,
001Hr000028ZdDs,"City Of Madison Heights, MI",Michigan,Municipality,Ali Cohen,28238,,Tier 1,1.5,42.4859,-83.1052,4d43aeb5-7d2c-4934-b388-d91bc3251954,,,,,,,,,,,,,,,,,,,
001Hr000028ZdE1,"City Of Walker, MI",Michigan,Municipality,Ali Cohen,25153,,Tier 1,1.5,43.0014,-85.7681,30dedf0d-309e-492c-9d18-e5e8c51650dd,,,,,,,,,,,,,,,,,,,
001Hr000028ZdE6,"City Of Wyandotte, MI",Michigan,Municipality,Ali Cohen,24684,,Tier 2,1.0,42.2142,-83.1499,f02adb47-4a16-41d4-9694-d9f8d5100307,,,,,,,,,,,,,,,,,,,
001Hr000028ZdET,"City Of Portage, MI",Michigan,Municipality,Nick Martino,48844,,Tier 1,1.5,42.201,-85.5916,55b8c3a3-11be-41c9-8f83-3f0fc48c4eb2,,,,,,,,,1,2025-09-15,,,,1,,,,,
001Hr000028ZdEi,"Charter Township Of Independence, MI",Michigan,Municipality,Ali Cohen,36612,Open Opportunity,Tier 1,1.5,42.7337,-83.3795,7fe28dda-cfd4-4941-831c-eeb629f19574,Open,Initial Interest,Top of Funnel,Asher Rosenfeld,,1/5/2025,,,4,2026-01-12,,3,,1,,,,,
001Hr000028ZdEj,"Charter Township Of Holland, MI",Michigan,Municipality,Ali Cohen,39450,,Tier 1,1.5,42.8128,-86.0884,ae7cbedd-228f-4bd0-bf52-a538aa825cbb,,,,,,,,,,,,,,,,,,,
001Hr000028ZdFF,"Charter Township Of Delta, MI",Michigan,Municipality,Nick Martino,33070,,Tier 1,1.5,42.7266,-84.662,d76ef953-1609-4c8c-806b-761e127999c8,,,,,,,,,4,2026-05-21,,,4,,,,,,
001Hr000028ZdFP,"City Of Oak Park, MI",Michigan,Municipality,Ali Cohen,29322,,Tier 1,1.5,42.4595,-83.1827,ed8b2d1f-8805-4fff-88e8-4b7349225f2b,,,,,,,,,,,,,,,,,,,
001Hr000028ZdFk,"City Of Farmington Hills, MI",Michigan,Municipality,Nick Martino,83292,,Tier S,2.0,42.499,-83.3677,4adc6e9a-2940-46db-8b16-fb3c71e87be6,,,,,,,,,31,2026-01-26,,,31,,,,,,
001Hr000028ZdFo,"Charter Township Of Commerce, MI",Michigan,Municipality,Ali Cohen,43203,,Tier 1,1.5,42.5696,-83.4795,48e24e64-bc04-4ea8-b9d4-16da606e85ab,,,,,,,,,,,,,,,,,,,
001Hr000028ZdGR,"City Of Port Huron, MI",Michigan,Municipality,Ali Cohen,28826,,Tier 1,1.5,42.9709,-82.4249,81bca4f3-777a-4dfe-b5f7-e3479b84b258,,,,,,,,,,,,,,,,,,,
001Hr000028ZdGg,"City Of Burton, MI",Michigan,Municipality,Ali Cohen,29500,,Tier 1,1.5,42.9995,-83.6163,90fbd70b-3be0-4af7-9564-1817a4c505d2,,,,,,,,,,,,,,,,,,,
001Hr000028ZdH1,"Charter Township Of Flint, MI",Michigan,Municipality,Ali Cohen,31254,,Tier 1,1.5,43.002,-83.7727,9baf31de-f7ca-4a91-ac0d-9c02d762871e,,,,,,,,,,,,,,,,,,,
001Hr000028ZdH3,"City Of Eastpointe, MI",Michigan,Municipality,Nick Martino,34037,Nurture,Tier 1,1.5,42.4684,-82.9555,479c853d-2a5f-427d-86ea-f171e036edac,Closed Lost,,,Nick Martino,1/27/2026,1/5/2026,,,7,2026-01-05,,,7,,,,,,
001Hr000028ZdHP,"Van Buren Township, MI",Michigan,Municipality,Nick Martino,30133,,Tier 1,1.5,42.2225,-83.4851,2b434b87-8577-48c4-8837-30ef347d27bd,,,,,,,,,,,,,,,,,,,
001Hr000028ZdHU,"Charter Township Of White Lake, MI",Michigan,Municipality,Nick Martino,30990,,Tier 1,1.5,42.6561,-83.4749,08cba697-ed9e-4fd3-990e-10f275d2885b,,,,,,,,,,,,,,,,,,,
001Hr000028ZdIO,"City Of Holland, MI",Michigan,Municipality,Ali Cohen,34024,,Tier 1,1.5,42.7894,-86.109,a8699326-d957-407b-ab48-462381b4499d,,,,,,,,,,,,,,,,,,,
001Hr000028ZdJu,"City Of Muskegon, MI",Michigan,Municipality,Nick Martino,37552,,Tier 1,1.5,43.2342,-86.2484,a9086540-1dab-4031-b250-20412d76322c,,,,,,,,,27,2026-02-23,,,27,,,,,,
001Hr000028ZdK4,"Charter Township Of Orion, MI",Michigan,Municipality,Ali Cohen,38304,,Tier 1,1.5,42.7479,-83.2803,583156c9-ab6a-4727-95f9-ed5319e155f7,,,,,,,,,,,,,,,,,,,
001Hr000028ZdKT,"Charter Township Of Grand Blanc, MI",Michigan,Municipality,Nick Martino,39986,,Tier 1,1.5,42.9446,-83.6528,c4380540-e43a-4b05-a876-d2a9fde8e8ca,,,,,,,,,2,2026-05-26,,,2,,,,,,
001Hr000028ZdKd,"Charter Township Of Saginaw, MI",Michigan,Municipality,Ali Cohen,41446,,Tier 1,1.5,43.453,-84.0273,c4833da4-5ff0-476f-bcce-538bf56daecd,,,,,,,,,5,2026-05-14,5,,,,,,,,
001Hr000028ZdLa,"Township Of Macomb, MI",Michigan,Municipality,Nick Martino,92000,,Tier S,2.0,42.6652,-82.9286,03d4d8e8-8252-4c20-a606-b67e4f9e6008,,,,,,,,,30,2026-03-26,,,30,,,,,,
001Hr000028ZdLg,"Charter Township Of Chesterfield, MI",Michigan,Municipality,Ali Cohen,45439,,Tier 1,1.5,42.6961,-82.7994,3cc475f5-47fd-4b6c-92f0-13db5c797721,,,,,,,,,,,,,,,,,,,
001Hr000028ZdLo,"City Of Troy, MI",Michigan,Municipality,Nick Martino,86836,,Tier S,2.0,42.6064,-83.1498,e36b4a5f-5e23-4d87-9dc1-776715137bcf,,,,,,,,,13,2026-02-05,,,13,,,,,,
001Hr000028ZdLv,"City Of Roseville, MI",Michigan,Municipality,Ali Cohen,47154,,Tier 1,1.5,42.4973,-82.9371,ece744d2-c743-4bc4-8d36-57013959fdb1,,,,,,,,,,,,,,,,,,,
001Hr000028ZdM4,"County Of Huron, MI",Michigan,County,Nick Martino,31252,,Tier 1,1.5,43.9467,-82.821,f38da333-b691-43b3-8aa5-b710a9076d90,,,,,,,,,,,,,,,,,,,
001Hr000028ZdNU,"Bay County, MI",Michigan,County,Ali Cohen,102651,,Tier S,2.0,43.711,-84.0167,8dbaf9be-e4da-46fb-a7d9-06fa47659119,,,,,,,,,,,,,,,,,,,
001Hr000028ZdP5,"Charter Township Of West Bloomfield, MI",Michigan,Municipality,Ali Cohen,65560,,Tier S,2.0,42.5723,-83.3751,04de3b39-dbc6-49f5-9ab4-c1c5387f100b,,,,,,,,,6,2025-07-07,,,,6,,,,,
001Hr000028ZdQB,"County Of Barry, MI",Michigan,County,Nick Martino,62992,,Tier S,2.0,42.5354,-85.355,b945e2e2-d485-46c5-ae93-ec85943e44b9,,,,,,,,,,,,,,,,,,,
001Hr000028ZdQI,"City Of Battle Creek, MI",Michigan,Municipality,Ali Cohen,52335,Nurture,Tier S,2.0,42.3212,-85.1797,0469f53b-5b48-43b1-b3f4-09ccd886bddc,Closed Lost,,,Ali Cohen,5/13/2026,5/7/2026,,,10,2026-05-13,,10,,,,,,,
001Hr000028ZdRd,"City Of Wyoming, MI",Michigan,Municipality,Nick Martino,76749,,Tier S,2.0,42.9134,-85.7053,5c406dfd-9ff1-44dc-afde-890b7bd6ecb3,,,,,,,,,12,2026-02-04,,,12,,,,,,
