Account ID,Account Name,State,Entity Type,Owner,Population,Account Status,Tier,SQO Points,Lat,Lng,Starbridge Buyer ID,Opp Status,Stage,Funnel Position,Sourced By,Discovery Call Date,Created Date,ARR,Previously Lost,Total Calls,Last Call Date,Calls - Jenny Allison,Calls - Alicia Gopal,Calls - Leila Assil,Calls - Sydney Ireland,Calls - Blake Anderson,Calls - Nick Martino,Calls - Ali Cohen,Calls - Ryan Minter,Calls - Emily Murnane
001Hr000028ZdEm,"City Of Chelsea, MA",Massachusetts,Municipality,Alicia Gopal,38889,Open Opportunity,Tier 1,1.5,42.3918,-71.0328,f1836633-dae6-4163-8f29-2679721927ed,Open,Initial Interest,Top of Funnel,Alicia Gopal,,1/28/2026,,,29,2026-05-18,8,21,,,,,,,
001Hr000028ZdEq,"City Of Northampton, MA",Massachusetts,Municipality,Blake Anderson,29311,,Tier 1,1.5,42.3251,-72.6412,b455ea65-a118-4735-9903-ab7f0013e42b,,,,,,,,,7,2026-05-04,,7,,,,,,,
001Hr000028ZdF4,"Town Of Wakefield, MA",Massachusetts,Municipality,Alicia Gopal,27104,Nurture,Tier 1,1.5,42.5018,-71.075,da86fafa-e4a2-42e4-848a-130f3e6ed4ab,Closed Lost,,,Leila Assil,8/28/2025,1/5/2025,,,4,2025-08-15,,,4,,,,,,
001Hr000028ZdFK,"City Of Amherst Town, MA",Massachusetts,Municipality,Blake Anderson,39378,,Tier 1,1.5,42.3757,-72.5199,e9c6569d-063c-409a-9c09-789a28858373,,,,,,,,,21,2026-02-10,8,,,13,,,,,
001Hr000028ZdG4,"Town Of Chelmsford, MA",Massachusetts,Municipality,Blake Anderson,35933,Recent Competitor Purchase,Tier 1,1.5,42.5969,-71.3515,6326a0c2-023e-4b27-be30-ee16023fba28,Open,Initial Interest,Top of Funnel,Sydney Ireland,2/11/2026,1/23/2026,,Yes,21,2026-02-13,,7,11,3,,,,,
001Hr000028ZdGE,"Town Of Falmouth, MA",Massachusetts,Municipality,Blake Anderson,33128,,Tier 1,1.5,41.5522,-70.6129,4f87035e-390d-4310-add4-2528cc17e41a,,,,,,,,,20,2026-05-19,4,6,8,,2,,,,
001Hr000028ZdGH,"Town Of Stoughton, MA",Massachusetts,Municipality,Alicia Gopal,29132,Nurture,Tier 1,1.5,42.1229,-71.1092,8f78cf11-2786-4de2-b3e7-9af7080eeca2,Closed Lost,,,Alicia Gopal,,1/20/2026,,,8,2026-01-21,,4,4,,,,,,
001Hr000028ZdGW,"Town Of Wellesley, MA",Massachusetts,Municipality,Blake Anderson,30191,,Tier 1,1.5,42.3136,-71.2745,806a1fd9-55c8-45eb-8a0e-982748807104,,,,,,,,,5,2025-12-01,5,,,,,,,,
001Hr000028ZdHK,"Town Of Milford, MA",Massachusetts,Municipality,Alicia Gopal,30277,,Tier 1,1.5,42.1416,-71.5192,0212d180-3883-4590-b541-97a80b90f1d9,,,,,,,,,9,2026-02-18,6,3,,,,,,,
001Hr000028ZdHM,"Town Of Billerica, MA",Massachusetts,Municipality,Blake Anderson,41453,,Tier 1,1.5,42.5584,-71.2689,3f5ae6ec-1a16-451a-a2dc-74afc5954259,,,,,,,,,30,2026-04-10,,19,11,,,,,,
001Hr000028ZdHy,"Town Of Dracut, MA",Massachusetts,Municipality,Blake Anderson,32159,Open Opportunity,Tier 1,1.5,42.6689,-71.3033,e65d72c2-cd67-47ac-9be6-e8a8a66f56b7,Closed Lost,,,Leila Assil,6/10/2025,6/4/2025,,,4,2025-06-10,,,4,,,,,,
001Hr000028ZdI4,"City Of Holyoke, MA",Massachusetts,Municipality,Blake Anderson,37929,,Tier 1,1.5,42.2043,-72.6162,a849887f-e9db-4971-94a5-6f8cee0da70a,,,,,,,,,6,2026-02-09,3,,,3,,,,,
001Hr000028ZdI5,"Town Of Shrewsbury, MA",Massachusetts,Municipality,Alicia Gopal,38999,,Tier 1,1.5,42.2913,-71.7211,41345549-7081-4ba0-8deb-f444e269eeb7,,,,,,,,,,,,,,,,,,,
001Hr000028ZdI6,"City Of Waltham, MA",Massachusetts,Municipality,Alicia Gopal,64015,Open Opportunity,Tier S,2.0,42.3764,-71.2357,55ce703d-82c4-4c21-9ee9-851784ffefaf,Open,Proposal,Mid Funnel,Alicia Gopal,2/19/2026,2/11/2026,"$86,000",,7,2026-02-19,,7,,,,,,,
001Hr000028ZdIJ,"City Of Pittsfield, MA",Massachusetts,Municipality,Alicia Gopal,43641,Recent Competitor Purchase,Tier 1,1.5,42.4501,-73.2454,a26aede7-1fe5-4018-9d8e-9b337b1220ff,Open,Initial Interest,Top of Funnel,Leila Assil,10/20/2025,10/6/2025,,,9,2025-10-14,3,,6,,,,,,
001Hr000028ZdIc,"Town Of Dartmouth, MA",Massachusetts,Municipality,Alicia Gopal,34005,,Tier 1,1.5,41.6395,-70.9865,daefe133-7db3-461d-af2a-d49583eefe78,,,,,,,,,,,,,,,,,,,
001Hr000028ZdId,"City Of Watertown Town, MA",Massachusetts,Municipality,Alicia Gopal,35149,Nurture,Tier 1,1.5,42.3709,-71.1828,35d026f0-26e7-4bcf-b3c3-8d5373c25df9,Closed Lost,,,Alicia Gopal,4/14/2026,3/30/2026,,,4,2026-04-14,,4,,,,,,,
001Hr000028ZdJ7,"City Of Westfield, MA",Massachusetts,Municipality,Alicia Gopal,40575,Nurture,Tier 1,1.5,42.1251,-72.7495,47143c60-a943-474d-af1f-d32b15e96d13,Closed Lost,,,Leila Assil,6/17/2025,6/12/2025,,,23,2026-04-09,9,8,6,,,,,,
001Hr000028ZdJB,"Town Of Andover, MA",Massachusetts,Municipality,Blake Anderson,36517,,Tier 1,1.5,42.6627,-71.1447,47bcaaf1-9d88-4503-91fe-9d8dd8a5dbbb,,,,,,,,,2,2026-05-19,,,,,2,,,,
001Hr000028ZdKE,"City Of Braintree Town, MA",Massachusetts,Municipality,Alicia Gopal,38822,,Tier 1,1.5,42.2079,-71.004,13b86126-b7d5-40eb-bed9-654a46160582,,,,,,,,,12,2026-01-29,,9,3,,,,,,
001Hr000028ZdKK,"City Of Methuen Town, MA",Massachusetts,Municipality,Alicia Gopal,52798,,Tier S,2.0,42.7262,-71.1909,4bac48a5-81a1-4e0c-b02c-356cdf58d0ea,,,,,,,,,14,2025-11-20,14,,,,,,,,
001Hr000028ZdKn,"City Of Marlborough, MA",Massachusetts,Municipality,Alicia Gopal,41110,,Tier 1,1.5,42.3459,-71.5523,07cbffaa-423f-40d1-a5e0-68dbdb1e3f2d,,,,,,,,,23,2025-12-11,23,,,,,,,,
001Hr000028ZdL2,"City Of Leominster, MA",Massachusetts,Municipality,Blake Anderson,43613,Nurture,Tier 1,1.5,42.5251,-71.7598,45b3b07b-488f-4698-ae00-859530081165,Closed Lost,,,Alicia Gopal,4/15/2026,4/10/2026,,,19,2026-04-13,8,6,5,,,,,,
001Hr000028ZdLl,"Town Of Arlington, MA",Massachusetts,Municipality,Alicia Gopal,45617,,Tier 1,1.5,42.4154,-71.1565,7207d54e-e452-4125-bfd2-62b1d94b8a43,,,,,,,,,11,2025-10-31,11,,,,,,,,
001Hr000028ZdM0,"City Of Everett, MA",Massachusetts,Municipality,Alicia Gopal,48557,Open Opportunity,Tier 1,1.5,42.4084,-71.0537,efa9c3ec-f19a-4e8a-aa5d-d694eb18c374,Open,Initial Interest,Top of Funnel,Asher Rosenfeld,,1/5/2025,,,,,,,,,,,,,
001Hr000028ZdMw,"City Of Medford, MA",Massachusetts,Municipality,Blake Anderson,62098,,Tier S,2.0,42.4184,-71.1062,04bc16e3-3338-461d-870f-effe7ebeaa24,,,,,,,,,36,2026-04-15,,16,20,,,,,,
001Hr000028ZdPk,"City Of Revere, MA",Massachusetts,Municipality,Blake Anderson,59075,Open Opportunity,Tier S,2.0,42.4084,-71.012,3a59c30e-9a77-4813-aa8f-a08c0fdd3cbd,Open,Demo,Mid Funnel,Sydney Ireland,1/28/2026,1/23/2026,,,21,2026-01-28,,,18,3,,,,,
001Hr000028ZdS0,"City Of Peabody, MA",Massachusetts,Municipality,Blake Anderson,54119,,Tier S,2.0,42.5259,-70.9272,10e7ce42-474f-46af-856d-6f56e9721a45,,,,,,,,,11,2025-12-11,11,,,,,,,,
001Hr000028ZdSg,"Town Of Brookline, MA",Massachusetts,Municipality,Blake Anderson,62726,,Tier S,2.0,42.3318,-71.1212,1ab12c3d-c082-44c8-9691-7686be470b54,,,,,,,,,1,2026-05-19,,,,,1,,,,
001Hr000028ZdUP,"City Of Haverhill, MA",Massachusetts,Municipality,Alicia Gopal,67361,,Tier S,2.0,42.7766,-71.0771,b682f104-277c-44e9-9cd6-6f3388b3ceb3,,,,,,,,,16,2025-08-11,,,16,,,,,,
001Hr000028ZdUf,"Town Of Plymouth, MA",Massachusetts,Municipality,Alicia Gopal,62131,,Tier S,2.0,41.9584,-70.6673,5ef82f9a-971b-4635-9772-bdbfd5426505,,,,,,,,,16,2025-11-26,16,,,,,,,,
001Hr000028ZdWG,"City of Chicopee, MA",Massachusetts,Municipality,Blake Anderson,55190,Open Opportunity,Tier S,2.0,42.1487,-72.6079,7541dc80-5acc-4d33-924f-78d51897a94d,Open,Initial Interest,Top of Funnel,Sydney Ireland,1/27/2026,1/22/2026,,,24,2026-04-13,11,5,1,7,,,,,
001Hr000028ZdXP,"City Of Malden, MA",Massachusetts,Municipality,Alicia Gopal,65074,,Tier S,2.0,42.4251,-71.0662,b94aae22-365e-4be7-9385-8d32dfa676f8,,,,,,,,,26,2025-09-23,,,26,,,,,,
001Hr000028ZdcO,"City Of Somerville, MA",Massachusetts,Municipality,Alicia Gopal,79815,Open Opportunity,Tier S,2.0,42.3876,-71.0995,5f1d1d8f-3b32-4269-9ba8-038195a85a0b,Open,Initial Interest,Top of Funnel,Alicia Gopal,,2/17/2026,,,114,2026-05-18,19,95,,,,,,,
001Hr000028Zdet,"City Of Framingham, MA",Massachusetts,Municipality,Alicia Gopal,71265,Open Opportunity,Tier S,2.0,42.2793,-71.4162,5fc50cdb-18bf-4796-8a5b-db569dd28012,Open,Meeting Booked,Top of Funnel,Alicia Gopal,3/3/2026,2/25/2026,,,28,2026-03-11,,18,10,,,,,,
001Hr000028ZdfI,"City Of Weymouth Town, MA",Massachusetts,Municipality,Alicia Gopal,57670,,Tier S,2.0,42.2176,-70.9369,2b1a2454-d49e-4eaa-a1c7-0097c7fea79c,,,,,,,,,42,2026-04-23,9,33,,,,,,,
001Hr000028ZdvA,"Franklin Regional Council of Governments, MA",Massachusetts,Municipality,Blake Anderson,71029,,Tier S,2.0,42.5859,-72.6007,6cfbf790-cac7-4ba0-b706-df0ae77c4ed3,,,,,,,,,4,2025-11-12,4,,,,,,,,
001cv00000AuWNg,"Town Of Stockbridge, MA",Massachusetts,Municipality,Blake Anderson,2003,Open Opportunity,Tier 3,0.75,42.2876,-73.3204,1ccc9dbb-84ad-47cb-bb62-70a34fb1e510,,,,,,,,,,,,,,,,,,,
001cv00000AuWYS,"Town Of Huntington, MA",Massachusetts,Municipality,Alicia Gopal,2074,,Tier 3,0.75,42.2335,-72.8796,2bafc682-130f-4a2a-90a7-696e98e173cd,,,,,,,,,,,,,,,,,,,
001cv00000AuWZz,"Town Of Bernardston, MA",Massachusetts,Municipality,Blake Anderson,2106,,Tier 3,0.75,42.671,-72.5483,9f083071-4c51-4003-8ff5-f415ff74f8f6,,,,,,,,,4,2025-11-10,4,,,,,,,,
001cv00000AuWqs,"Town Of East Brookfield, MA",Massachusetts,Municipality,Alicia Gopal,2209,,Tier 3,0.75,42.2267,-72.0464,d83ade30-faac-445d-8929-a3d006373ec6,,,,,,,,,7,2025-12-01,7,,,,,,,,
001cv00000AuXNn,"Town Of Williamsburg, MA",Massachusetts,Municipality,Blake Anderson,2475,,Tier 3,0.75,42.3928,-72.7301,53398864-d883-40fb-bf91-1c970f348fb6,,,,,,,,,9,2026-04-24,,1,8,,,,,,
001cv00000AuXOM,"Town Of Truro, MA",Massachusetts,Municipality,Alicia Gopal,2486,,Tier 3,0.75,42.0032,-70.0534,1d921b6b-93d5-4078-8926-180b031e78a3,,,,,,,,,14,2025-12-11,14,,,,,,,,
001cv00000AuXVT,"Town Of Holland, MA",Massachusetts,Municipality,Blake Anderson,2583,,Tier 3,0.75,42.0656,-72.1638,ace1a510-0880-4ca2-8f40-a433d5ad7ddf,,,,,,,,,8,2025-11-25,8,,,,,,,,
001cv00000AuXlR,"Town Of Northfield, MA",Massachusetts,Municipality,Blake Anderson,2876,,Tier 3,0.75,42.6959,-72.4529,a3412f17-4996-4a71-a170-9ca6981bd387,,,,,,,,,1,2025-10-30,1,,,,,,,,
001cv00000AuXnB,"Town Of Plympton, MA",Massachusetts,Municipality,Alicia Gopal,2939,,Tier 3,0.75,41.9559,-70.8148,7799ae9a-af1a-4da2-b2d9-1a589f46bfcb,,,,,,,,,9,2025-11-20,9,,,,,,,,
001cv00000AuYAU,"Town Of Ashby, MA",Massachusetts,Municipality,Alicia Gopal,3170,,Tier 3,0.75,42.6773,-71.8187,cf346f0a-a039-45f1-af15-f49ca23574de,,,,,,,,,,,,,,,,,,,
001cv00000AuYCz,"Town Of Millville, MA",Massachusetts,Municipality,Blake Anderson,3151,,Tier 3,0.75,42.0279,-71.5809,126cde10-3f24-4413-87c4-5825ea6cd491,,,,,,,,,,,,,,,,,,,
001cv00000AuYFc,"Town Of Lanesborough, MA",Massachusetts,Municipality,Alicia Gopal,3027,,Tier 3,0.75,42.5173,-73.2282,0f6a1b84-e83e-43c2-9f20-ee8af02ec5d1,,,,,,,,,12,2025-12-16,12,,,,,,,,
001cv00000AuYI4,"Town Of Sheffield, MA",Massachusetts,Municipality,Alicia Gopal,3312,,Tier 3,0.75,42.11,-73.3551,e8cac955-0618-4920-b471-6cea294bec12,,,,,,,,,6,2025-12-11,2,,4,,,,,,
001cv00000AuYI9,"Town Of Hatfield, MA",Massachusetts,Municipality,Blake Anderson,3314,,Tier 3,0.75,42.3733,-72.5963,5485b69f-3a92-48b4-a80e-1cf0cbf99fae,,,,,,,,,2,2026-05-15,,,,,2,,,,
001cv00000AuYIB,"Town Of Nahant, MA",Massachusetts,Municipality,Alicia Gopal,3315,,Tier 3,0.75,42.4693,-70.9402,88f04cb0-ce8a-45ee-85b9-66670eee5814,,,,,,,,,,,,,,,,,,,
001cv00000AuYIs,"Town Of Dunstable, MA",Massachusetts,Municipality,Blake Anderson,3341,,Tier 3,0.75,42.6751,-71.4828,f073e8a2-4bd1-406e-96f0-4c1b0d09c5da,,,,,,,,,2,2026-05-18,,,,,2,,,,
001cv00000AuYLQ,"Town Of Brookfield, MA",Massachusetts,Municipality,Alicia Gopal,3432,,Tier 3,0.75,42.2165,-72.1026,c430323e-69da-4745-8022-e2f214bdeea7,,,,,,,,,,,,,,,,,,,
001cv00000AuYMt,"Town Of Princeton, MA",Massachusetts,Municipality,Blake Anderson,3499,Nurture,Tier 3,0.75,42.4487,-71.8773,b758ee08-6155-470a-a22f-78bbf29460a5,Closed Lost,,,Jenny Allison,11/19/2025,11/18/2025,,,8,2025-11-19,8,,,,,,,,
001cv00000AuYP0,"Town Of Cheshire, MA",Massachusetts,Municipality,Blake Anderson,3236,,Tier 3,0.75,42.5621,-73.1656,9f3f3f21-86cd-4630-9ddb-3541e8797f05,,,,,,,,,2,2026-05-18,,,,,2,,,,
001cv00000AuYTC,"Town Of Wellfleet, MA",Massachusetts,Municipality,Blake Anderson,3635,,Tier 3,0.75,41.9423,-70.0256,4adc5a3a-44cc-4e10-a9bd-c55d5cbde2ce,,,,,,,,,2,2026-05-18,,,,,2,,,,
001cv00000AuYTD,"Town Of West Tisbury, MA",Massachusetts,Municipality,Alicia Gopal,3635,Open Opportunity,Tier 3,0.75,41.3829,-70.674,00923584-aff5-48b7-bf96-6fa0ea8a5cb2,Open,Initial Interest,Top of Funnel,Jenny Allison,,10/6/2025,,,,,,,,,,,,,
001cv00000AuYdi,"Town Of Sunderland, MA",Massachusetts,Municipality,Alicia Gopal,3662,,Tier 3,0.75,42.4664,-72.5795,61bd5032-bba7-461b-b6a2-678e95f4fb7f,,,,,,,,,,,,,,,,,,,
001cv00000AuYdu,"Town Of Essex, MA",Massachusetts,Municipality,Blake Anderson,3668,,Tier 3,0.75,42.632,-70.7829,f2fc431f-c1ba-48d1-a79d-a7d59c730fec,,,,,,,,,2,2026-05-18,,,,,2,,,,
001cv00000AuYg7,"Town Of West Brookfield, MA",Massachusetts,Municipality,Blake Anderson,3820,,Tier 3,0.75,42.2353,-72.1412,c3899b99-d5af-4ffe-a119-6bcae7ebc150,,,,,,,,,3,2026-05-18,,,,,3,,,,
001cv00000AuYqt,"Town Of Berlin, MA",Massachusetts,Municipality,Alicia Gopal,3674,,Tier 3,0.75,42.3812,-71.637,8af6d3cd-a8a4-42ce-80c8-1cf238b2a975,,,,,,,,,6,2025-11-04,6,,,,,,,,
001cv00000AuYrK,"Town Of Brimfield, MA",Massachusetts,Municipality,Blake Anderson,3690,,Tier 3,0.75,42.1225,-72.2005,32a47bb7-5703-45ed-ae8c-5af383903408,,,,,,,,,1,2026-05-18,,,,,1,,,,
001cv00000AuYrm,"Town Of Provincetown, MA",Massachusetts,Municipality,Alicia Gopal,3708,Nurture,Tier 3,0.75,42.0547,-70.1846,57f4b8f8-f9e9-476f-84fd-141bd11acb66,Closed Lost,,,Sydney Ireland,1/30/2026,1/28/2026,,,8,2026-01-30,,,,8,,,,,
001cv00000AuYvG,"Town Of Hubbardston, MA",Massachusetts,Municipality,Blake Anderson,4312,,Tier 3,0.75,42.4737,-72.0062,eccc62d4-7b16-4e13-b478-d88524b4b555,,,,,,,,,13,2025-12-16,13,,,,,,,,
001cv00000AuYwY,"Town Of Sherborn, MA",Massachusetts,Municipality,Alicia Gopal,4390,,Tier 3,0.75,42.239,-71.3698,aa0ba6b3-7e67-4801-aa7e-ebd4f5fea34b,,,,,,,,,,,,,,,,,,,
001cv00000AuYzq,"Town Of West Newbury, MA",Massachusetts,Municipality,Blake Anderson,4544,,Tier 3,0.75,42.8015,-70.9898,190ce119-5148-4c11-ac22-895bbc5c6231,,,,,,,,,1,2026-05-18,,,,,1,,,,
001cv00000AuZ9q,"Town Of Avon, MA",Massachusetts,Municipality,Blake Anderson,4755,,Tier 3,0.75,42.1307,-71.0412,26e59de6-5fb4-40e0-9a8b-e2b825a8a3b7,,,,,,,,,9,2026-03-06,,,,9,,,,,
001cv00000AuZI8,"Town Of Warren, MA",Massachusetts,Municipality,Alicia Gopal,4955,,Tier 3,0.75,42.2125,-72.1912,741b4bdd-0021-4a87-915f-8073d86b210c,,,,,,,,,1,2025-06-13,,,1,,,,,,
001cv00000AuZN5,"Town Of Boylston, MA",Massachusetts,Municipality,Alicia Gopal,4882,,Tier 3,0.75,42.3359,-71.7457,ac43d10e-eeaa-4f6a-af56-5dc789245bdc,,,,,,,,,,,,,,,,,,,
001cv00000AuZNi,"Town Of Tisbury, MA",Massachusetts,Municipality,Blake Anderson,4920,,Tier 3,0.75,41.4559,-70.6141,c200f68a-7544-490c-b851-cf9db591c205,,,,,,,,,,,,,,,,,,,
001cv00000AuZNr,"Town Of Hampden, MA",Massachusetts,Municipality,Alicia Gopal,4935,,Tier 3,0.75,42.064,-72.4134,0310e0c5-6ca2-4e17-aeef-5f9088ea699e,,,,,,,,,,,,,,,,,,,
001cv00000AuZxW,"County Of Dukes, MA",Massachusetts,County,Blake Anderson,21097,,Tier 2,1.0,41.404,-70.6693,37a249b9-82c8-4218-aa0a-9cfa4e32a21b,,,,,,,,,,,,,,,,,,,
001cv00000Aua8r,"City Of Franklin Town, MA",Massachusetts,Municipality,Blake Anderson,33036,,Tier 1,1.5,42.0807,-71.3891,dc0e1b2f-0432-46d0-9880-a8bb75a17fec,,,,,,,,,24,2026-05-18,,10,14,,,,,,
001cv00000AuaR3,"City of Lawrence, MA",Massachusetts,Municipality,Alicia Gopal,88508,Open Opportunity,Tier S,2.0,42.707,-71.1631,0201fac2-af98-49fa-8d9d-a5e22948712d,Open,Initial Interest,Top of Funnel,Alicia Gopal,,5/18/2026,,,21,2026-05-18,12,7,,2,,,,,
001cv00000AuaUl,"City Of Fall River, MA",Massachusetts,Municipality,Alicia Gopal,93884,,Tier S,2.0,41.7014,-71.1552,199988ea-71d2-421b-b011-de8662ec7f6f,,,,,,,,,2,2025-11-03,2,,,,,,,,
001cv00000B21xs,"Town Of Hardwick, MA",Massachusetts,Municipality,Alicia Gopal,2660,,Tier 3,0.75,42.3492,-72.1992,d35a24c0-30a3-4f27-a968-3925385bf2f1,,,,,,,,,,,,,,,,,,,
001cv00000B222S,"Town Of North Brookfield, MA",Massachusetts,Municipality,Alicia Gopal,4743,,Tier 3,0.75,42.2749,-72.0831,ae43e9b0-beff-42b3-84e2-c767eb55f918,,,,,,,,,6,2025-11-10,6,,,,,,,,
001cv00000GSuJ3,"Town of New Marlborough, MA",Massachusetts,Municipality,Blake Anderson,1528,Open Opportunity,Tier 3,0.75,42.1222,-73.231,5449f0d2-cdab-4669-a83a-dfc88f4c6261,,,,,,,,,,,,,,,,,,,
001cv00000GqQVA,"Town of Becket, MA",Massachusetts,Municipality,Alicia Gopal,1931,Open Opportunity,Tier 3,0.75,42.332,-73.0829,2a2ef266-c72f-485d-8da8-125a79519b7f,,,,,,,,,,,,,,,,,,,
001cv00000HM9O4,"Town of Montgomery, MA",Massachusetts,Municipality,Alicia Gopal,819,,Tier 3,0.75,42.2068,-72.8051,f14cc733-666e-400c-a239-b2a51f9755e3,,,,,,,,,4,2025-09-23,,,4,,,,,,
001cv00000HMFQ7,"Town of Chester, MA",Massachusetts,Municipality,Blake Anderson,1228,,Tier 3,0.75,42.2793,-72.9787,086b2abf-3483-4b56-8849-bc71e3cb7a20,,,,,,,,,4,2025-09-24,,,4,,,,,,
001cv00000HMM9t,"Town of Alford, MA",Massachusetts,Municipality,Blake Anderson,450,,Tier 3,0.75,42.2356,-73.4134,95754052-d929-4a30-8efb-92f6ea04c1c8,,,,,,,,,,,,,,,,,,,
001cv00000HMNKN,"Town of Blandford, MA",Massachusetts,Municipality,Alicia Gopal,1215,,Tier 3,0.75,42.1806,-72.9273,3d514ddc-3cd6-4358-a0d1-89c10c9b9d8f,,,,,,,,,2,2025-09-18,,,2,,,,,,
001cv00000HMOF3,"Town of Hinsdale, MA",Massachusetts,Municipality,Blake Anderson,1919,,Tier 3,0.75,42.4385,-73.1239,20ffaa08-c04b-4fe8-bb67-96ec23717d11,,,,,,,,,3,2025-09-24,,,3,,,,,,
001cv00000HMPUG,"Town of Monterey, MA",Massachusetts,Municipality,Alicia Gopal,1095,,Tier 3,0.75,42.1793,-73.2121,a8d6a565-c57b-4861-bb87-13660275a996,,,,,,,,,2,2025-09-18,,,2,,,,,,
001cv00000HMQOf,"Town of Otis, MA",Massachusetts,Municipality,Blake Anderson,1678,,Tier 3,0.75,42.193,-73.092,e589e8fa-3491-4a3a-bc0a-cc011c6704b7,,,,,,,,,3,2025-09-18,,,3,,,,,,
001cv00000HMX23,"Town of Washington, MA",Massachusetts,Municipality,Blake Anderson,494,,Tier 3,0.75,42.3733,-73.1163,4e8fece3-39e4-419f-a9b5-723465e50e28,,,,,,,,,3,2025-09-24,,,3,,,,,,
001cv00000HMXJk,"Town of Richmond, MA",Massachusetts,Municipality,Alicia Gopal,1435,,Tier 3,0.75,42.373,-73.3677,3737f033-4deb-414f-acef-26005765e920,,,,,,,,,7,2026-03-05,,,3,4,,,,,
001cv00000HMXYP,"Town of Windsor, MA",Massachusetts,Municipality,Blake Anderson,899,,Tier 3,0.75,42.509,-73.0457,4ff7c7e3-8462-4810-81c7-1a59b8c80559,,,,,,,,,5,2025-09-24,,,5,,,,,,
001cv00000HMXy9,"Town of Middlefield, MA",Massachusetts,Municipality,Alicia Gopal,385,,Tier 3,0.75,42.3484,-73.0151,0e7eadfb-7fd5-4de6-9b6f-69804c7ef13d,,,,,,,,,1,2025-09-12,,,1,,,,,,
001cv00000HMcRT,"Town of Sandisfield, MA",Massachusetts,Municipality,Alicia Gopal,900,,Tier 3,0.75,42.1126,-73.1432,fa788f94-4ab2-4738-aea7-9cc30380b680,,,,,,,,,,,,,,,,,,,
001cv00000HMeuh,"Town of Egremont, MA",Massachusetts,Municipality,Blake Anderson,1473,Open Opportunity,Tier 3,0.75,42.1777,-73.4416,b97a5c30-f954-46c3-9082-f8d0924537e2,Open,Meeting Booked,Top of Funnel,Leila Assil,9/25/2025,9/24/2025,,,21,2026-05-19,,10,11,,,,,,
001cv00000HMn6j,"Town of West Stockbridge, MA",Massachusetts,Municipality,Blake Anderson,1343,,Tier 3,0.75,42.3338,-73.3678,70d6d2ff-4d83-4d69-ba53-a40b14f7593c,,,,,,,,,5,2025-09-24,,,5,,,,,,
001cv00000JldRG,"Town of Pelham, MA",Massachusetts,Municipality,Alicia Gopal,1280,Open Opportunity,Tier 3,0.75,42.3921,-72.4034,78baf290-ac57-4b91-8ae5-8d51e8a5e75f,Open,Meeting Booked,Top of Funnel,Sydney Ireland,2/10/2026,1/29/2026,,Yes,5,2026-02-10,4,,,1,,,,,
001cv00000Plm9I,"City of Cambridge, MA",Massachusetts,Municipality,Alicia Gopal,118218,Open Opportunity,Tier S,2.0,42.3666,-71.1057,2afded7d-4bec-4423-9cb3-3f951d01f520,Open,Initial Interest,Top of Funnel,Nick Martino,,12/4/2025,,,41,2026-04-02,,,,4,,37,,,
001cv00000WLGqm,"Town of Aquinnah, MA",Massachusetts,Municipality,Alicia Gopal,451,Open Opportunity,Tier 3,0.75,41.3352,-70.8008,,Open,Meeting Booked,Top of Funnel,Sydney Ireland,2/6/2026,1/27/2026,,,3,2026-02-06,1,,,2,,,,,
001cv00000WLYHI,"City of Brockton, MA",Massachusetts,Municipality,Alicia Gopal,105788,Cold,Tier S,2.0,42.0834,-71.0184,,,,,,,,,,13,2026-02-05,,13,,,,,,,
001cv00000bAeBj,City of Worcester,Massachusetts,Municipality,Alicia Gopal,211286,,Tier S,2.0,42.2628,-71.8025,162521c2-f32c-4b86-8745-86aea23010c1,,,,,,,,,,,,,,,,,,,
001cv00000bBVij,Town of Wendell,Massachusetts,Municipality,Alicia Gopal,916,,Tier 3,0.75,42.5482,-72.3967,ccba93dc-3bf7-4140-ac84-29b29d2d1896,,,,,,,,,,,,,,,,,,,
001cv00000bBVks,Town of Goshen,Massachusetts,Municipality,Blake Anderson,942,,Tier 3,0.75,42.4407,-72.7994,9e55827d-a4d5-4a2a-9942-7abbc80b51b2,,,,,,,,,,,,,,,,,,,
001cv00000bBVm7,Town of New Salem,Massachusetts,Municipality,Blake Anderson,1023,,Tier 3,0.75,42.5041,-72.3336,c0654fe2-b6a0-4f87-831b-da6c93aa25a3,,,,,,,,,,,,,,,,,,,
001cv00000bBVw9,Town of Chesterfield,Massachusetts,Municipality,Blake Anderson,1174,,Tier 3,0.75,42.3918,-72.8398,b94201bd-705c-4bba-876b-9453c3d3bab7,,,,,,,,,,,,,,,,,,,
001cv00000bBVwH,Town of Charlemont,Massachusetts,Municipality,Alicia Gopal,1179,,Tier 3,0.75,42.6279,-72.8698,38cf3eb6-e08f-40fb-bb61-2308b7a8b6df,,,,,,,,,,,,,,,,,,,
001cv00000bBVwK,Town of Worthington,Massachusetts,Municipality,Blake Anderson,1181,,Tier 3,0.75,42.3973,-72.9357,863c0f27-de60-4540-a3fe-495f5b7137a4,,,,,,,,,,,,,,,,,,,
001cv00000bBVxH,Town of Petersham,Massachusetts,Municipality,Alicia Gopal,1246,,Tier 3,0.75,42.4885,-72.1863,7a1e7be0-d844-4082-9824-585294b61fc2,,,,,,,,,,,,,,,,,,,
