Account ID,Account Name,State,Entity Type,Owner,Population,Account Status,Tier,SQO Points,Lat,Lng,Starbridge Buyer ID,Opp Status,Stage,Funnel Position,Sourced By,Discovery Call Date,Created Date,ARR,Previously Lost,Total Calls,Last Call Date,Calls - Nick Martino,Calls - Leila Assil,Calls - Ben Laddis,Calls - Joe del Rosario,Calls - Jenny Allison,Calls - Quinzel Perry,Outreach ID
001cv00000AuXP5,"Town Of Cambridge, MN",Minnesota,Municipality,Nick Martino,2504,,Tier 3,0.75,45.5657,-93.2259,ece857cd-a538-443a-b41d-6dedea35c6fd,,,,,,,,,,,,,,,,,14167
001cv00000AuXTy,"City Of Lake Crystal, MN",Minnesota,Municipality,Nick Martino,2543,,Tier 3,0.75,44.1049,-94.2186,67768759-7ca3-44f6-a5de-169297feffbc,,,,,,,,,,,,,,,,,14303
001cv00000AuXUG,"City Of Mayer, MN",Minnesota,Municipality,Nick Martino,2552,,Tier 3,0.75,44.885,-93.8877,05e3c263-e62b-4e0c-9f4f-5ca9931b6fa8,,,,,,,,,,,,,,,,,14264
001cv00000AuXUL,"Township Of Corinna, MN",Minnesota,Municipality,Nick Martino,2555,,Tier 3,0.75,45.2838,-94.0582,74d56f13-f009-4d37-abfe-3fe08f71d931,,,,,,,,,,,,,,,,,14302
001cv00000AuXUS,"Township Of Blue Hill, MN",Minnesota,Municipality,Nick Martino,2558,,Tier 3,0.75,45.5013,-93.6546,6ef4d2ea-59ca-45f0-946b-7a75394da0de,,,,,,,,,,,,,,,,,14270
001cv00000AuXUh,"City Of Moose Lake, MN",Minnesota,Municipality,Nick Martino,2565,,Tier 3,0.75,46.4514,-92.7667,e110e7e3-3e74-48d5-b3eb-9f1cb2d49579,,,,,,,,,,,,,,,,,14342
001cv00000AuXUx,"Township Of Palmer, MN",Minnesota,Municipality,Nick Martino,2570,,Tier 3,0.75,45.4868,-93.9593,ef23984a-763d-48c6-af4c-9f2be1bf07b9,,,,,,,,,,,,,,,,,14261
001cv00000AuXV5,"Township Of Silver Creek, MN",Minnesota,Municipality,Nick Martino,2573,,Tier 3,0.75,45.3099,-93.984,969ddfef-f4a5-4ae9-9096-5ea88eb84ba4,,,,,,,,,,,,,,,,,14271
001cv00000AuXV7,"Township Of Haven, MN",Minnesota,Municipality,Nick Martino,2574,,Tier 3,0.75,45.523,-94.0874,fbf16a05-682e-4f47-ab52-d5b83911c9e9,,,,,,,,,,,,,,,,,14276
001cv00000AuXVQ,"City Of Pelican Rapids, MN",Minnesota,Municipality,Nick Martino,2582,,Tier 3,0.75,46.5713,-96.0835,08f330f5-53ce-4000-83c8-de9d9d291220,,,,,,,,,,,,,,,,,14350
001cv00000AuXWI,"City Of Osseo, MN",Minnesota,Municipality,Nick Martino,2606,,Tier 3,0.75,45.1194,-93.4025,4d76151f-8650-452e-bbb7-37a45a1b722c,,,,,,,,,,,,,,,,,14295
001cv00000AuXew,"City Of Cohasset, MN",Minnesota,Municipality,Nick Martino,2698,,Tier 3,0.75,47.264,-93.6222,1747c2c1-381d-4adf-8c16-fe4a4043d0f6,,,,,,,,,,,,,,,,,14504
001cv00000AuXey,"Township Of Grand Lake, MN",Minnesota,Municipality,Nick Martino,2700,,Tier 3,0.75,46.8666,-92.468,3a953c6c-f317-4bdc-bdae-6c53e4ed991a,,,,,,,,,,,,,,,,,14437
001cv00000AuXfI,"City Of Granite Falls, MN",Minnesota,Municipality,Nick Martino,2713,,Tier 3,0.75,44.81,-95.5456,27e481fe-c62d-40f6-adf8-153e01b7ff40,,,,,,,,,,,,,,,,,14456
001cv00000AuXfX,"City Of Foley, MN",Minnesota,Municipality,Nick Martino,2720,,Tier 3,0.75,45.6647,-93.9097,9992c5bb-1908-47fc-8a61-c8815804c559,,,,,,,,,,,,,,,,,14460
001cv00000AuXfp,"City Of Roseau, MN",Minnesota,Municipality,Nick Martino,2730,,Tier 3,0.75,48.8461,-95.7628,926a930b-84c3-43c8-9b57-9bbe400b67c7,,,,,,,,,,,,,,,,,14562
001cv00000AuXhO,"City Of Cokato, MN",Minnesota,Municipality,Nick Martino,2775,,Tier 3,0.75,45.0777,-94.1901,7da9a548-cb6e-4c78-b08f-ee21434f32e4,,,,,,,,,,,,,,,,,14538
001cv00000AuXhV,"Township Of Wakefield, MN",Minnesota,Municipality,Nick Martino,2779,,Tier 3,0.75,45.4661,-94.4726,d2f48f8e-18cf-4559-9d40-3293df96bdbd,,,,,,,,,,,,,,,,,14610
001cv00000AuXi5,"City Of Barnesville, MN",Minnesota,Municipality,Nick Martino,2786,,Tier 3,0.75,46.6533,-96.42,6d13dd98-46a5-4c6d-a734-ddb007352630,,,,,,,,,,,,,,,,,14547
001cv00000AuXir,"City Of Albany, MN",Minnesota,Municipality,Nick Martino,2804,,Tier 3,0.75,45.63,-94.57,499e3ba6-ed4b-43c1-ba84-aadd48111dba,,,,,,,,,,,,,,,,,14678
001cv00000AuXjP,"City Of Caledonia, MN",Minnesota,Municipality,Nick Martino,2822,,Tier 3,0.75,43.6347,-91.4968,db016a17-4c54-41e7-8bc5-a3f8aa5385af,,,,,,,,,,,,,,,,,14815
001cv00000AuXjm,"City Of Dodge Center, MN",Minnesota,Municipality,Nick Martino,2834,,Tier 3,0.75,44.0275,-92.8552,af8fd6b0-a6ca-42cb-b2ad-8d24c3ee8562,,,,,,,,,,,,,,,,,14683
001cv00000AuXjz,"Township Of Cascade, MN",Minnesota,Municipality,Nick Martino,2842,,Tier 3,0.75,44.0928,-92.4851,b0ed97c2-3f29-496a-99cc-73a59272a3e3,,,,,,,,,,,,,,,,,14701
001cv00000AuXkA,"Township Of Pokegama, MN",Minnesota,Municipality,Nick Martino,2845,,Tier 3,0.75,45.8823,-93.0542,2b5208c7-6877-4baf-80f3-7661bcd2c891,,,,,,,,,,,,,,,,,14717
001cv00000AuXke,"City Of Mountain Iron, MN",Minnesota,Municipality,Nick Martino,2859,,Tier 3,0.75,47.5324,-92.6235,7d180f50-1aea-4d45-91c8-be78da10e420,,,,,,,,,,,,,,,,,14766
001cv00000AuXm2,"City Of Greenfield, MN",Minnesota,Municipality,Nick Martino,2895,,Tier 3,0.75,45.1033,-93.6914,f3f5a702-615a-4017-a32b-17dffcdf69da,,,,,,,,,,,,,,,,,14837
001cv00000AuXmA,"Township Of Franklin, MN",Minnesota,Municipality,Nick Martino,2902,,Tier 3,0.75,44.5312,-94.8808,807cc49b-c1fc-46e6-8f22-4e1fb9523b0f,,,,,,,,,,,,,,,,,14774
001cv00000AuXmz,"Township Of Brockway, MN",Minnesota,Municipality,Nick Martino,2926,,Tier 3,0.75,45.727,-94.3331,ffa2ff17-f6bc-44de-85e3-fe67c33cdaf2,,,,,,,,,,,,,,,,,14895
001cv00000AuXnW,"City Of Afton, MN",Minnesota,Municipality,Nick Martino,2949,,Tier 3,0.75,44.9027,-92.7835,13924d98-0f7a-4bb6-bec5-3c2ae254f09a,,,,,,,,,,,,,,,,,14949
001cv00000AuXnb,"Township Of Sylvan, MN",Minnesota,Municipality,Nick Martino,2953,,Tier 3,0.75,46.335,-94.4067,188d4b8a-d8f8-4077-84f7-a7a9b79608a3,,,,,,,,,,,,,,,,,14858
001cv00000AuXnc,"Township Of New London, MN",Minnesota,Municipality,Nick Martino,2953,,Tier 3,0.75,45.276,-94.9698,33c3d7c8-2293-44a4-8e73-b19d74b9ff6b,,,,,,,,,,,,,,,,,14883
001cv00000AuXzX,"Township Of Cedar Lake, MN",Minnesota,Municipality,Nick Martino,3078,,Tier 3,0.75,44.5872,-93.4402,13ed0dea-62b8-4af9-95e9-6bd13624978d,,,,,,,,,,,,,,,,,15008
001cv00000AuY2l,"County Of Traverse, MN",Minnesota,County,Nick Martino,3286,,Tier 3,0.75,45.803,-96.3651,fb474e15-b232-4e16-830d-16ad71690cc4,,,,,,,,,,,,,,,,,15599
001cv00000AuY2m,"City Of Eagle Lake, MN",Minnesota,Municipality,Nick Martino,3286,,Tier 3,0.75,44.1639,-93.8813,83c33a22-fe4c-4f96-94a5-a5aac700e813,,,,,,,,,,,,,,,,,15847
001cv00000AuY2n,"City Of Rush City, MN",Minnesota,Municipality,Nick Martino,3286,,Tier 3,0.75,45.6855,-92.9655,9bee5d48-fb30-4a42-816c-fa2b5127ba56,,,,,,,,,,,,,,,,,15600
001cv00000AuY5s,"City Of Breckenridge, MN",Minnesota,Municipality,Nick Martino,3398,,Tier 3,0.75,46.2628,-96.5869,c78126b9-4951-4af7-b909-e4bdd4ba83fa,,,,,,,,,,,,,,,,,15626
001cv00000AuY5w,"Township Of Watab, MN",Minnesota,Municipality,Nick Martino,3399,,Tier 3,0.75,45.6764,-94.1811,fb869d93-3ad6-46e0-b11f-f7576fbd3012,,,,,,,,,,,,,,,,,15602
001cv00000AuYBQ,"City Of Proctor, MN",Minnesota,Municipality,Nick Martino,3095,,Tier 3,0.75,46.7472,-92.2255,2a6eb56c-0b23-465c-9c8d-42877fead4ef,,,,,,,,,,,,,,,,,15249
001cv00000AuYC1,"Township Of White, MN",Minnesota,Municipality,Nick Martino,3115,,Tier 3,0.75,47.5292,-92.238,5e11b85d-32de-456d-94cd-6f9426b00056,,,,,,,,,,,,,,,,,15239
001cv00000AuYCO,"Township Of Bemidji, MN",Minnesota,Municipality,Nick Martino,3128,,Tier 3,0.75,47.4716,-94.8827,9351165b-0a25-4485-8acb-c7c25bd3b7ed,,,,,,,,,,,,,,,,,15139
001cv00000AuYDD,"Township Of Empire, MN",Minnesota,Municipality,Nick Martino,3158,,Tier 3,0.75,44.6632,-93.1367,1fa5db02-22fc-4107-befe-8476b79c13ef,,,,,,,,,,,,,,,,,15297
001cv00000AuYEP,"Township Of Alexandria, MN",Minnesota,Municipality,Nick Martino,2989,,Tier 3,0.75,45.7561,-95.424,f35baeb9-4871-4a6c-8c0d-c3c93a2ed321,,,,,,,,,,,,,,,,,15258
001cv00000AuYEZ,"Township Of Lent, MN",Minnesota,Municipality,Nick Martino,2993,,Tier 3,0.75,43.9889,-91.6566,eea99534-6a74-4350-b982-54132df7342a,,,,,,,,,,,,,,,,,15375
001cv00000AuYEj,"City Of Chatfield, MN",Minnesota,Municipality,Nick Martino,2997,,Tier 3,0.75,43.8416,-92.1892,c36616cf-8fbc-4bad-a632-366f1b342069,,,,,,,,,,,,,,,,,15311
001cv00000AuYEp,"City Of Staples, MN",Minnesota,Municipality,Nick Martino,2998,,Tier 3,0.75,46.3557,-94.7948,7cdf9383-0a2d-40aa-a9ea-2594448e24c9,,,,,,,,,,,,,,,,,15261
001cv00000AuYGZ,"City Of Milaca, MN",Minnesota,Municipality,Nick Martino,3057,,Tier 3,0.75,45.7558,-93.6544,91a421e7-23c1-48f1-b478-1d5e9ce91926,,,,,,,,,,,,,,,,,15113
001cv00000AuYI0,"City Of Jackson, MN",Minnesota,Municipality,Nick Martino,3310,,Tier 3,0.75,43.6209,-94.9868,1bfa8525-22f9-4396-acae-e29e04123633,,,,,,,,,,,,,,,,,15709
001cv00000AuYIO,"Township Of Monticello, MN",Minnesota,Municipality,Nick Martino,3324,,Tier 3,0.75,45.3055,-93.7941,5b88addd-b9a1-4163-b9e9-ca7a91a82be8,,,,,,,,,,,,,,,,,15785
001cv00000AuYJZ,"City Of Annandale, MN",Minnesota,Municipality,Nick Martino,3370,,Tier 3,0.75,45.2611,-94.1242,310e8644-88f4-4195-b26c-a9bdc8ff4dd7,,,,,,,,,,,,,,,,,15701
001cv00000AuYJq,"City Of Montgomery, MN",Minnesota,Municipality,Nick Martino,3379,,Tier 3,0.75,44.4383,-93.5813,23cc3fc8-593b-4395-806c-d37a5fd1ab41,,,,,,,,,,,,,,,,,15824
001cv00000AuYJr,"City Of Benson, MN",Minnesota,Municipality,Nick Martino,3379,,Tier 3,0.75,45.315,-95.6,51c95623-0bc7-47af-bf7a-d7cf4bd7d2b3,,,,,,,,,,,,,,,,,15807
001cv00000AuYK4,"Township Of Rockford, MN",Minnesota,Municipality,Nick Martino,3390,,Tier 3,0.75,45.0873,-93.7415,9612acb7-3381-40ff-be78-b30b1a52ad81,,,,,,,,,,,,,,,,,15924
001cv00000AuYLI,"City Of Sleepy Eye, MN",Minnesota,Municipality,Nick Martino,3428,,Tier 3,0.75,44.2981,-94.7264,b2858501-d241-42f3-bbb1-2769de7e2e19,,,,,,,,,,,,,,,,,15901
001cv00000AuYLl,"Township Of Bradford, MN",Minnesota,Municipality,Nick Martino,3450,,Tier 3,0.75,45.5225,-93.3688,19e62861-2977-4398-8507-26e7ee6d7178,,,,,,,,,,,,,,,,,15853
001cv00000AuYLz,"City Of Eveleth, MN",Minnesota,Municipality,Nick Martino,3461,,Tier 3,0.75,47.4624,-92.5399,8bda5203-d7c7-4e55-a933-d1129660840f,,,,,,,,,,,,,,,,,15918
001cv00000AuYMu,"Township Of Spring Lake, MN",Minnesota,Municipality,Nick Martino,3499,,Tier 3,0.75,47.6424,-93.868,ae081fac-a2ef-45e3-b14d-d79eb2eb3403,,,,,,,,,,,,,,,,,15354
001cv00000AuYMv,"City Of Plainview, MN",Minnesota,Municipality,Nick Martino,3500,,Tier 3,0.75,44.165,-92.1716,8d358e4f-9c56-4bb5-98bc-14c45425a016,,,,,,,,,,,,,,,,,15424
001cv00000AuYO8,"City Of Pine City, MN",Minnesota,Municipality,Nick Martino,3197,,Tier 3,0.75,45.8229,-92.9703,e1dcdd40-cbdd-4d56-b54d-4846321e6b4d,,,,,,,,,,,,,,,,,15432
001cv00000AuYOk,"Township Of Collegeville, MN",Minnesota,Municipality,Nick Martino,3221,,Tier 3,0.75,45.5939,-94.3641,0df6913c-1a1e-4e13-9b6d-4c54c5252ecf,,,,,,,,,,,,,,,,,15376
001cv00000AuYOv,"City Of Ely, MN",Minnesota,Municipality,Nick Martino,3233,,Tier 3,0.75,47.9032,-91.8671,ef89ed85-d5cd-4c61-865f-1ce30ba9edda,,,,,,,,,6,2026-05-18,6,,,,,,15303
001cv00000AuYPG,"City Of Blue Earth, MN",Minnesota,Municipality,Nick Martino,3248,,Tier 3,0.75,43.6376,-94.1024,16115ca1-dd53-4378-929c-b7ef0628f0e7,,,,,,,,,,,,,,,,,15562
001cv00000AuYQB,"Township Of Harris, MN",Minnesota,Municipality,Nick Martino,3285,,Tier 3,0.75,45.5861,-92.9746,06bc16bb-c3ca-4f63-a732-7d5564db655c,,,,,,,,,,,,,,,,,15512
001cv00000AuYRc,"Township Of New Market, MN",Minnesota,Municipality,Nick Martino,3560,,Tier 3,0.75,44.5717,-93.354,1758428e-e611-4324-a26e-81e29a4f18a6,,,,,,,,,,,,,,,,,15490
001cv00000AuYRp,"City Of Perham, MN",Minnesota,Municipality,Nick Martino,3572,,Tier 3,0.75,46.5943,-95.5729,6cf1865c-6e35-410c-a9d7-367a4268e593,,,,,,,,,,,,,,,,,15617
001cv00000AuYRv,"City Of St Augusta, MN",Minnesota,Municipality,Nick Martino,3574,,Tier 3,0.75,45.4532,-94.1999,c137c7f1-ff56-4404-82c8-617e369fac9e,,,,,,,,,,,,,,,,,15656
001cv00000AuYSJ,"City Of Hanover, MN",Minnesota,Municipality,Nick Martino,3594,,Tier 3,0.75,45.1558,-93.6664,460d3732-066b-4cc3-aac1-c4f4d3655f50,,,,,,,,,,,,,,,,,15593
001cv00000AuYSX,"Township Of Orrock, MN",Minnesota,Municipality,Nick Martino,3607,,Tier 3,0.75,45.4441,-93.7359,657e5be9-cd06-4a32-811a-45423df8502e,,,,,,,,,,,,,,,,,15951
001cv00000AuYSb,"City Of Melrose, MN",Minnesota,Municipality,Nick Martino,3609,,Tier 3,0.75,45.6747,-94.8075,5457d95c-ef6b-41d7-8b00-0d6103a2025a,,,,,,,,,,,,,,,,,15919
001cv00000AuYSh,"City Of Mora, MN",Minnesota,Municipality,Nick Martino,3617,,Tier 3,0.75,45.8769,-93.2938,a6b96a4a-8f1b-4f71-ac90-d96fd56fd2ac,,,,,,,,,,,,,,,,,16026
001cv00000AuYSm,"City Of Two Harbors, MN",Minnesota,Municipality,Nick Martino,3621,,Tier 3,0.75,47.0227,-91.6707,95a44607-90cb-421d-bd8e-5019f42a9c12,,,,,,,,,,,,,,,,,16120
001cv00000AuYZ1,"County Of Red Lake, MN",Minnesota,County,Nick Martino,3933,,Tier 3,0.75,47.8763,-95.0169,4b742c38-b730-4dfb-9d97-576dee46f56a,,,,,,,,,,,,,,,,,16192
001cv00000AuYaX,"Township Of Marion, MN",Minnesota,Municipality,Nick Martino,4079,,Tier 3,0.75,43.9765,-92.3616,e89d6885-4d93-4318-94e0-3122a549b752,,,,,,,,,,,,,,,,,16267
001cv00000AuYfR,"City Of Cannon Falls, MN",Minnesota,Municipality,Nick Martino,4237,,Tier 3,0.75,44.5069,-92.9055,d4f27ac5-8991-4ff6-8edb-b2422c7fe14a,,,,,,,,,,,,,,,,,16769
001cv00000AuYfc,"City Of Zumbrota, MN",Minnesota,Municipality,Nick Martino,3796,,Tier 3,0.75,44.2941,-92.6691,283f7226-572c-4d7a-a1e5-897b17a2c0fb,,,,,,,,,,,,,,,,,16155
001cv00000AuYgB,"Lake Of The Woods County, MN",Minnesota,County,Nick Martino,3823,,Tier 3,0.75,48.6944,-94.9265,4e2dac46-f91f-4699-94ca-35a1387797f9,,,,,,,,,,,,,,,,,16079
001cv00000AuYgR,"City Of Deephaven, MN",Minnesota,Municipality,Nick Martino,3834,,Tier 3,0.75,44.9297,-93.5225,32a2038e-a71d-43c4-8c7f-d9d8d27b6a56,,,,,,,,,,,,,,,,,16087
001cv00000AuYgX,"City Of Pine Island, MN",Minnesota,Municipality,Nick Martino,3841,,Tier 3,0.75,44.2014,-92.6463,c56fbc44-273e-4865-8bfc-0f1e3bc2a1c5,,,,,,,,,,,,,,,,,16183
001cv00000AuYgY,"City Of Montrose, MN",Minnesota,Municipality,Nick Martino,3841,,Tier 3,0.75,45.0694,-93.9125,0909f2e6-3b5e-436f-8dec-b262935ad405,,,,,,,,,,,,,,,,,16075
001cv00000AuYhJ,"City Of Bayport, MN",Minnesota,Municipality,Nick Martino,3885,,Tier 3,0.75,45.0189,-92.7778,9bde02a6-e2bd-463a-b70b-486fc12afff9,,,,,,,,,,,,,,,,,16137
001cv00000AuYhf,"City Of Norwood Young America, MN",Minnesota,Municipality,Nick Martino,3896,,Tier 3,0.75,44.7736,-93.9216,fbe2898f-fe35-433e-8ecd-4337e516325b,,,,,,,,,,,,,,,,,16139
001cv00000AuYka,"City Of Centerville, MN",Minnesota,Municipality,Nick Martino,3948,,Tier 3,0.75,45.163,-93.0558,89d5517a-c0cf-40fa-aed5-5f26f215d466,,,,,,,,,,,,,,,,,16548
001cv00000AuYkq,"Township Of West Lakeland, MN",Minnesota,Municipality,Nick Martino,3960,,Tier 3,0.75,44.9744,-92.8287,2989b1c3-bbfc-4642-9f29-8a5a0cc60f2a,,,,,,,,,,,,,,,,,16487
001cv00000AuYkv,"City Of Scandia, MN",Minnesota,Municipality,Nick Martino,3963,,Tier 3,0.75,45.2534,-92.8063,8d5ad3d2-352d-4537-8ce8-2287f9e5878a,,,,,,,,,,,,,,,,,16435
001cv00000AuYkw,"City Of Grant, MN",Minnesota,Municipality,Nick Martino,3965,,Tier 3,0.75,45.0844,-92.9105,7e0be384-b947-47ec-aada-62cffff530a9,,,,,,,,,,,,,,,,,16499
001cv00000AuYlN,"City Of St Charles, MN",Minnesota,Municipality,Nick Martino,3989,,Tier 3,0.75,43.9694,-92.0642,9f9c872d-4b8a-4975-8c6b-5dc7c1462ea5,,,,,,,,,,,,,,,,,16615
001cv00000AuYno,"City Of Rice Lake, MN",Minnesota,Municipality,Nick Martino,4101,,Tier 3,0.75,46.9091,-92.0903,b5e34e70-7e79-497b-8fbc-9bdc15dcb738,,,,,,,,,,,,,,,,,16783
001cv00000AuYoD,"City Of Park Rapids, MN",Minnesota,Municipality,Nick Martino,4122,,Tier 3,0.75,46.9222,-95.0586,3a185c45-68aa-4ff6-9260-971067f7bd2b,,,,,,,,,,,,,,,,,16738
001cv00000AuYoV,"City Of Goodview, MN",Minnesota,Municipality,Nick Martino,4138,,Tier 3,0.75,44.0625,-91.6957,9612af1a-ced4-43bc-b554-1aa9a28a2aa3,,,,,,,,,,,,,,,,,16677
001cv00000AuYof,"County Of Kittson, MN",Minnesota,County,Nick Martino,4146,,Tier 3,0.75,48.7563,-96.8654,b1446c17-fa28-408d-83bf-2c35adcc7998,,,,,,,,,,,,,,,,,16786
001cv00000AuYos,"City Of Pipestone, MN",Minnesota,Municipality,Nick Martino,4160,,Tier 3,0.75,43.9986,-96.3128,1ec71bcf-c3cf-4e99-9014-cfb72eb45f3e,,,,,,,,,,,,,,,,,16616
001cv00000AuYp9,"City Of Le Sueur, MN",Minnesota,Municipality,Nick Martino,4178,,Tier 3,0.75,44.4599,-93.9114,2bf98c86-6d59-43b6-a9b0-1398f84f3dca,,,,,,,,,18,2025-09-29,18,,,,,,16735
001cv00000AuYpZ,"City Of Cold Spring, MN",Minnesota,Municipality,Nick Martino,4205,,Tier 3,0.75,45.4536,-94.4278,66e12cbd-e97b-4cc5-b892-2b0b7ae03aa6,,,,,,,,,,,,,,,,,16778
001cv00000AuYq7,"City Of Columbus, MN",Minnesota,Municipality,Nick Martino,4231,,Tier 3,0.75,45.2652,-93.0502,82accd34-9840-421f-b968-f2744fedb767,,,,,,,,,,,,,,,,,16284
001cv00000AuYrV,"City Of Long Prairie, MN",Minnesota,Municipality,Nick Martino,3697,,Tier 3,0.75,45.9747,-94.8656,311a50ac-e83a-4c13-b0fd-96dea54f5cc5,,,,,,,,,,,,,,,,,16475
001cv00000AuYrY,"Township Of Northern, MN",Minnesota,Municipality,Nick Martino,3699,,Tier 3,0.75,43.9889,-91.6566,8a2c736d-31ea-4947-9f76-8ca0cc2b66d0,,,,,,,,,,,,,,,,,16490
001cv00000AuYra,"City Of Independence, MN",Minnesota,Municipality,Nick Martino,3701,,Tier 3,0.75,45.0252,-93.7075,448899d3-626a-4919-bae0-8fb642e1b315,,,,,,,,,2,2026-01-22,,,,,2,,16405
001cv00000AuYvQ,"Township Of La Grand, MN",Minnesota,Municipality,Nick Martino,4319,,Tier 3,0.75,45.904,-95.4504,ed8d24db-b873-49b3-a18c-1dc2950bc7a1,,,,,,,,,,,,,,,,,16942
001cv00000AuYvZ,"City Of Newport, MN",Minnesota,Municipality,Nick Martino,4328,,Tier 3,0.75,44.8669,-92.9998,aecf6595-d1db-4cb3-a140-5dbbe2decc0a,,,,,,,,,,,,,,,,,16889
001cv00000AuYvh,"City Of Wadena, MN",Minnesota,Municipality,Nick Martino,4335,,Tier 3,0.75,46.4422,-95.1361,d3ed261c-6133-42cc-984c-72ebba79e4f6,,,,,,,,,,,,,,,,,16950
001cv00000AuYwL,"City Of Wayzata, MN",Minnesota,Municipality,Nick Martino,4378,Open Opportunity,Tier 3,0.75,44.9741,-93.5066,ba8a44fc-b46d-48f8-8348-39239fe65968,Open,Demo,Mid Funnel,Nick Martino,3/26/2026,2/17/2026,,,3,2026-03-18,3,,,,,,16893
001cv00000AuYzi,"City Of Nowthen, MN",Minnesota,Municipality,Nick Martino,4537,,Tier 3,0.75,45.328,-93.4702,29c2596e-073a-4ac7-9a04-4f7aa0255620,,,,,,,,,,,,,,,,,20013
001cv00000AuZ81,"County Of Mahnomen, MN",Minnesota,County,Nick Martino,5414,,Tier 3,0.75,47.3173,-95.9655,fdb29b44-f9c3-4e13-af9e-182c0e8ea99f,,,,,,,,,,,,,,,,,17116
001cv00000AuZBP,"County Of Grant, MN",Minnesota,County,Nick Martino,6153,,Tier 3,0.75,45.0844,-92.9105,8cb6f726-c526-4f9e-95e8-d1d2643727d7,,,,,,,,,,,,,,,,,17074
001cv00000AuZCT,"County Of Lac Qui Parle, MN",Minnesota,County,Nick Martino,6684,,Tier 3,0.75,45.0005,-95.9061,439537bd-db60-45ed-a714-65e0ea17cca9,,,,,,,,,,,,,,,,,17271
001cv00000AuZIC,"City Of Lindstrom, MN",Minnesota,Municipality,Nick Martino,4956,,Tier 3,0.75,45.3894,-92.848,62833139-9396-4b1d-9769-421b6f1e263a,,,,,,,,,,,,,,,,,17429
001cv00000AuZIJ,"Township Of Livonia, MN",Minnesota,Municipality,Nick Martino,6295,,Tier 3,0.75,45.4436,-93.5524,6d3a2ab1-064b-463e-aba8-7a589111921f,,,,,,,,,,,,,,,,,17177
001cv00000AuZIX,"County Of Wilkin, MN",Minnesota,County,Nick Martino,6395,,Tier 3,0.75,46.4087,-96.5018,d9e7b545-008a-4e78-9386-3cd37e8453fb,,,,,,,,,,,,,,,,,17113
001cv00000AuZIb,"County Of Norman, MN",Minnesota,County,Nick Martino,6416,,Tier 3,0.75,47.3417,-96.5313,d0d7a981-f72b-4642-aad6-2a5b28b53e40,,,,,,,,,,,,,,,,,17132
001cv00000AuZJu,"City Of Credit River, MN",Minnesota,Municipality,Nick Martino,5551,,Tier 3,0.75,44.6701,-93.359,caea3011-3917-49ee-853b-73707b897812,,,,,,,,,,,,,,,,,17320
001cv00000AuZJy,"County Of Lincoln, MN",Minnesota,County,Nick Martino,5567,,Tier 3,0.75,44.4507,-96.3226,51d40c72-c486-41a2-a17f-8c9598058201,,,,,,,,,,,,,,,,,17415
001cv00000AuZK2,"County Of Cook, MN",Minnesota,County,Nick Martino,5617,,Tier 3,0.75,47.8524,-92.6896,9cbd6b44-96d5-42fa-b727-4c4c8e9b1622,,,,,,,,,,,,,,,,,17276
001cv00000AuZLo,"City Of Watertown, MN",Minnesota,Municipality,Nick Martino,4803,,Tier 3,0.75,44.9636,-93.8472,75e532b9-6ea2-4840-8666-bb0b549080b8,,,,,,,,,,,,,,,,,17356
001cv00000AuZLw,"City Of Lonsdale, MN",Minnesota,Municipality,Nick Martino,4809,,Tier 3,0.75,44.4802,-93.4286,69b2b667-e5dd-4306-a44b-8bf276022536,,,,,,,,,,,,,,,,,17321
001cv00000AuZM5,"City Of Windom, MN",Minnesota,Municipality,Nick Martino,4816,,Tier 3,0.75,43.8727,-95.1114,b48cd9b1-6dce-4f12-9027-2b788c1494ef,,,,,,,,,,,,,,,,,17318
001cv00000AuZMl,"Township Of Chisago Lake, MN",Minnesota,Municipality,Nick Martino,4860,,Tier 3,0.75,45.4343,-92.8035,0dc514e5-bc7b-4b1d-a370-3cdcce2796b7,,,,,,,,,,,,,,,,,17443
001cv00000AuZN7,"City Of Princeton, MN",Minnesota,Municipality,Nick Martino,4883,,Tier 3,0.75,45.57,-93.5816,22fbed50-c40b-4ad2-ac9b-ae882cc40884,,,,,,,,,,,,,,,,,17497
001cv00000AuZNg,"City Of Elko New Market, MN",Minnesota,Municipality,Nick Martino,4917,,Tier 3,0.75,44.5647,-93.3269,60c9d74a-9c9a-46cc-9a7f-a3f9b6223bd0,,,,,,,,,,,,,,,,,17388
001cv00000AuZNp,"City Of Luverne, MN",Minnesota,Municipality,Nick Martino,4934,,Tier 3,0.75,43.6555,-96.2025,6c372fd1-c71f-4e50-864f-861aaf903224,,,,,,,,,,,,,,,,,17414
001cv00000AuZQh,"Township Of Baldwin, MN",Minnesota,Municipality,Nick Martino,7248,,Tier 3,0.75,45.5016,-93.5932,31a47837-436d-4efa-8071-96445133df23,,,,,,,,,,,,,,,,,17507
001cv00000AuZRz,"City Of Becker, MN",Minnesota,Municipality,Nick Martino,4970,,Tier 3,0.75,45.3937,-93.8703,6a1b539a-c895-457c-b33c-78861f24526d,,,,,,,,,,,,,,,,,17515
001cv00000AuZSI,"City Of Circle Pines, MN",Minnesota,Municipality,Nick Martino,5005,,Tier 3,0.75,45.1486,-93.1516,c8a21f0b-0d26-4b96-b177-1f1887603f08,,,,,,,,,,,,,,,,,17648
